#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:14,CHI 18,4,3:23,32,Punt
2,1,5:54,CHI 20,3,1:21,80,Touchdown
3,1,4:26,DET 24,4,1:27,9,Field Goal
4,2,13:45,CHI 29,9,4:15,26,Punt
5,2,7:29,CHI 47,6,3:15,28,Missed FG
6,2,4:01,DET 10,3,0:35,10,Touchdown
7,2,2:38,DET 23,4,0:49,1,Field Goal
8,2,0:12,CHI 35,1,0:12,2,End of Half
9,3,15:00,CHI 5,8,4:36,41,Punt
10,3,6:31,CHI 25,4,2:47,21,Punt
11,3,2:55,DET 13,4,1:06,3,Field Goal
12,3,0:12,CHI 39,11,4:25,59,Field Goal
13,4,6:55,CHI 20,4,2:18,25,Punt
14,4,3:40,CHI 40,8,3:40,37,End of Game
