Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
1,7:09,1,10,CHI 35,0,0,Mikel Leshoure left tackle for 5 yards (tackle by Lance Briggs and Major Wright),3.250,3.380
1,6:32,2,5,CHI 30,0,0,Mikel Leshoure right tackle for 4 yards (tackle by Nick Roach),3.380,3.200
1,6:14,3,1,CHI 26,0,0,Matthew Stafford pass incomplete short right intended for Calvin Johnson,3.200,1.890
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
1,5:58,4,1,CHI 26,0,3,Jason Hanson 44 yard field goal good,1.890,3.000
1,5:54,,,DET 35,0,3,"Jason Hanson kicks off 67 yards, returned by Devin Hester for 22 yards (tackle by Ashlee Palmer)",0.000,0.280
1,5:54,1,10,CHI 20,0,3,Matt Forte up the middle for 2 yards (tackle by Justin Durant),0.280,0.000
1,5:08,2,8,CHI 22,0,3,Jay Cutler pass complete short right to Matt Forte for 18 yards (tackle by Louis Delmas),0.000,1.600
1,4:42,1,10,CHI 40,6,3,"Jay Cutler pass complete short left to Earl Bennett for 60 yards, touchdown",1.600,7.000
1,4:42,,,DET 2,7,3,Olindo Mare kicks extra point good,0.000,0.000
1,4:33,,,CHI 35,7,3,"Olindo Mare kicks off 65 yards, returned by Joique Bell for 25 yards (tackle by Joe Anderson). Joique Bell fumbles (forced by Joe Anderson), recovered by Eric Weems at DET-24 (tackle by Joique Bell)",0.000,-3.970
1,4:26,1,10,DET 24,7,3,Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Louis Delmas),3.970,3.430
1,4:21,2,10,DET 24,7,3,Matt Forte right end for 8 yards (tackle by Don Carey),3.430,3.950
1,3:46,3,2,DET 16,7,3,Matt Forte up the middle for 1 yard (tackle by DeAndre Levy),3.950,2.590
1,3:04,4,1,DET 15,10,3,Olindo Mare 33 yard field goal good,2.590,3.000
1,2:59,,,CHI 35,10,3,"Olindo Mare kicks off 69 yards, touchback",0.000,0.280
1,2:59,1,10,DET 20,10,3,Mikel Leshoure left tackle for 1 yard (tackle by Amobi Okoye),0.280,-0.130
1,2:22,2,9,DET 21,10,3,Matthew Stafford pass complete short middle to Brandon Pettigrew for 5 yards (tackle by Geno Hayes),-0.130,-0.160
1,1:42,3,4,DET 26,10,3,Matthew Stafford pass complete short middle to Mike Thomas for 7 yards (tackle by Kelvin Hayden),-0.160,1.140
1,1:01,1,10,DET 33,10,3,Mikel Leshoure right end for 10 yards (tackle by Shea McClellin),1.140,1.800
1,0:20,1,10,DET 43,10,3,Mikel Leshoure right tackle for -2 yards (tackle by Stephen Paea and Geno Hayes),1.800,0.980
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,DET 41,10,3,Matthew Stafford pass complete short left to Shaun Chapas for 6 yards (tackle by Tim Jennings),0.980,1.090
2,14:29,3,6,DET 47,10,3,"Penalty on Joique Bell: False Start, 5 yards (no play)",1.090,0.430
2,14:01,3,11,DET 42,10,3,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson (defended by Nick Roach),0.430,-0.590
2,13:53,4,11,DET 42,10,3,"Nick Harris punts 49 yards, returned by Devin Hester for 5 yards (tackle by Patrick Lee). Penalty on Kassim Osgood: Unsportsmanlike Conduct, 15 yards",-0.590,-0.870
2,13:45,1,10,CHI 29,10,3,Jay Cutler pass complete short left to Matt Spaeth for 7 yards (tackle by Ronald Bartell),0.870,1.270
2,13:18,2,3,CHI 36,10,3,Devin Hester right end for 2 yards (tackle by Willie Young and Patrick Lee),1.270,0.830
2,12:40,3,1,CHI 38,10,3,Kahlil Bell right tackle for 6 yards (tackle by Justin Durant),0.830,1.860
2,12:06,1,10,CHI 44,10,3,Kahlil Bell left end for 5 yards (tackle by Louis Delmas),1.860,1.990
2,11:27,2,5,CHI 49,10,3,Jay Cutler pass incomplete deep right intended for Brandon Marshall,1.990,1.290
2,11:19,3,5,CHI 49,10,3,Jay Cutler pass complete short middle to Alshon Jeffery for 5 yards (tackle by Patrick Lee),1.290,2.520
2,10:33,1,10,DET 46,10,3,Jay Cutler pass incomplete deep left intended for Alshon Jeffery,2.520,0.000
2,10:23,,,,10,3,Timeout #2 by Chicago Bears,0.000,1.980
2,10:23,2,10,DET 46,10,3,Jay Cutler pass incomplete deep left intended for Brandon Marshall,1.980,1.290
2,10:19,3,10,DET 46,10,3,Jay Cutler pass complete short left to Brandon Marshall for 1 yard (tackle by Ronald Bartell and Justin Durant),1.290,0.270
2,9:38,4,9,DET 45,10,3,"Adam Podlesh punts 32 yards, fair catch by Mike Thomas",0.270,0.320
2,9:30,1,10,DET 13,10,3,Mikel Leshoure up the middle for -1 yards (tackle by Anthony Walters),-0.320,-0.850
2,8:54,2,11,DET 12,10,3,"Matthew Stafford pass complete short right to Will Heller for 13 yards (tackle by Stephen Paea). Penalty on Stephen Peterman: Offensive Holding, 6 yards (no play)",-0.850,-1.290
2,8:25,2,17,DET 6,10,3,Mikel Leshoure up the middle for 4 yards (tackle by Lance Briggs),-1.290,-1.770
2,7:43,3,13,DET 10,10,3,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,-1.770,-2.490
2,7:37,4,13,DET 10,10,3,"Nick Harris punts 43 yards, out of bounds",-2.490,-2.060
2,7:29,1,10,CHI 47,10,3,Matt Forte right tackle for 11 yards (tackle by Don Carey),2.060,2.790
2,6:56,1,10,DET 42,10,3,Matt Forte up the middle for 13 yards (tackle by Louis Delmas and DeAndre Levy),2.790,3.640
2,6:21,1,10,DET 29,10,3,Matt Forte right tackle for -1 yards (tackle by Kyle Vanden Bosch and Ronald Bartell),3.640,2.970
2,5:39,2,11,DET 30,10,3,Brandon Marshall right end for -2 yards (tackle by DeAndre Levy),2.970,2.020
2,4:55,3,13,DET 32,10,3,Jay Cutler pass complete short middle to Earl Bennett for 7 yards (tackle by DeAndre Levy),2.020,1.830
2,4:18,4,6,DET 25,10,3,Olindo Mare 43 yard field goal no good,1.830,-1.140
2,4:14,1,10,DET 33,10,3,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Charles Tillman),1.140,0.590
2,4:09,2,10,DET 33,10,3,"Matthew Stafford sacked by Israel Idonije for -11 yards. Matthew Stafford fumbles (forced by Israel Idonije), recovered by Julius Peppers at DET-16 and returned for 6 yards (tackle by Matthew Stafford)",0.590,-4.910
2,4:01,1,10,DET 10,10,3,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Chris Houston),4.910,4.190
2,3:58,2,10,DET 10,10,3,Matt Forte left end for 6 yards (tackle by Ronald Bartell),4.190,4.490
2,3:34,3,4,DET 4,10,3,"Jay Cutler pass incomplete short middle intended for Brandon Marshall (defended by Don Carey). Penalty on Don Carey: Defensive Pass Interference, 3 yards (no play)",4.490,6.970
2,3:30,1,1,DET 1,16,3,"Matt Forte left tackle for 1 yard, touchdown",6.970,7.000
2,3:30,,,DET 2,17,3,Olindo Mare kicks extra point good,0.000,0.000
2,3:26,,,CHI 35,17,3,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,3:26,1,10,DET 20,17,3,Joique Bell right tackle for 5 yards (tackle by Henry Melton),0.280,0.410
2,2:50,2,5,DET 25,17,3,Matthew Stafford pass incomplete deep left intended for Tony Scheffler is intercepted by Tim Jennings at CHI-46 and returned for 31 yards (tackle by Kris Durham),0.410,-4.040
2,2:38,1,10,DET 23,17,3,Jay Cutler pass incomplete deep right intended for Brandon Marshall,4.040,3.500
2,2:33,2,10,DET 23,17,3,Kahlil Bell right tackle for 1 yard (tackle by Stephen Tulloch),3.500,2.940
2,2:00,3,9,DET 22,17,3,Jay Cutler pass incomplete deep left intended for Alshon Jeffery (defended by Ronald Bartell),2.940,1.990
2,1:54,4,9,DET 22,20,3,Olindo Mare 40 yard field goal good,1.990,3.000
2,1:49,,,CHI 35,20,3,"Olindo Mare kicks off 67 yards, touchback",0.000,0.280
2,1:49,1,10,DET 20,20,3,Matthew Stafford pass complete short middle to Mikel Leshoure for 9 yards (tackle by Nick Roach),0.280,0.950
2,1:41,2,1,DET 29,20,3,Matthew Stafford pass incomplete short middle intended for Mikel Leshoure,0.950,0.230
2,1:37,3,1,DET 29,20,3,Mikel Leshoure right tackle for 1 yard (tackle by Anthony Walters),0.230,0.000
2,1:24,,,,20,3,Timeout #1 by Detroit Lions,0.000,0.940
2,1:24,1,10,DET 30,20,3,Matthew Stafford pass complete short middle to Joique Bell for 10 yards (tackle by Nick Roach),0.940,1.600
2,1:02,1,10,DET 40,20,3,Matthew Stafford pass complete short right to Brandon Pettigrew for 6 yards (tackle by Charles Tillman and Lance Briggs),1.600,0.000
2,0:56,,,,20,3,Timeout #2 by Detroit Lions,0.000,1.860
2,0:56,2,4,DET 46,20,3,Matthew Stafford pass complete short left to Joique Bell for 9 yards (tackle by D.J. Moore),1.860,0.000
2,0:50,,,,20,3,Timeout #3 by Detroit Lions,0.000,2.590
2,0:50,1,10,CHI 45,20,3,Matthew Stafford pass incomplete short right intended for Calvin Johnson,2.590,2.040
2,0:44,2,10,CHI 45,20,3,Matthew Stafford pass complete short right to Tony Scheffler for 7 yards (tackle by Tim Jennings),2.040,2.280
2,0:39,3,3,CHI 38,20,3,Matthew Stafford pass complete short middle to Mikel Leshoure for 13 yards (tackle by Major Wright and Nick Roach),2.280,3.910
2,0:22,1,10,CHI 25,20,3,Matthew Stafford spiked the ball,3.910,3.360
2,0:21,2,10,CHI 25,20,3,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson (defended by Julius Peppers),3.360,2.680
2,0:17,3,10,CHI 25,20,9,"Matthew Stafford pass complete deep left to Kris Durham for 25 yards, touchdown",2.680,7.000
2,0:17,,,CHI 2,20,10,Jason Hanson kicks extra point good,0.000,0.000
2,0:12,,,DET 35,20,10,"Jason Hanson kicks off 45 yards, returned by Kyle Adams for 15 yards (tackle by Don Carey)",0.000,1.270
2,0:07,1,10,CHI 35,20,10,Matt Forte right tackle for 2 yards (tackle by Cliff Avril),1.270,0.990
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,20,10,"Jason Hanson kicks off 70 yards, returned by Devin Hester for 10 yards (tackle by Kassim Osgood)",0.000,-0.380
3,14:57,1,10,CHI 5,20,10,Jay Cutler pass complete short left to Alshon Jeffery for 9 yards (tackle by Louis Delmas and Ronald Bartell),-0.380,-0.100
3,14:16,2,1,CHI 14,20,10,Jay Cutler pass complete short left to Alshon Jeffery for 7 yards (tackle by Ronald Bartell),-0.100,0.340
3,13:50,1,10,CHI 21,20,10,Matt Forte right tackle for 8 yards (tackle by Andre Fluellen and DeAndre Levy),0.340,0.880
3,13:13,2,2,CHI 29,20,10,Matt Forte up the middle for 5 yards (tackle by Kyle Vanden Bosch),0.880,1.200
3,12:36,1,10,CHI 34,20,10,Jay Cutler for 12 yards (tackle by Stephen Tulloch),1.200,1.990
3,12:04,1,10,CHI 46,20,10,Matt Forte left end for -3 yards (tackle by Lawrence Jackson and Don Carey),1.990,1.050
3,11:24,2,13,CHI 43,20,10,Jay Cutler pass complete short middle to Matt Forte for 3 yards (tackle by Stephen Tulloch),1.050,0.760
3,10:40,3,10,CHI 46,20,10,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,0.760,-0.320
3,10:33,4,10,CHI 46,20,10,"Adam Podlesh punts 54 yards, touchback",-0.320,-0.280
3,10:24,1,10,DET 20,20,10,Matthew Stafford for 5 yards (tackle by Henry Melton),0.280,0.410
3,9:56,2,5,DET 25,20,10,Mikel Leshoure up the middle for 9 yards (tackle by Major Wright and Israel Idonije),0.410,1.200
3,9:13,1,10,DET 34,20,10,Mikel Leshoure left tackle for 13 yards (tackle by Anthony Walters),1.200,2.060
3,8:33,1,10,DET 47,20,10,Matthew Stafford pass complete deep right to Calvin Johnson for 18 yards (tackle by Charles Tillman),2.060,3.250
3,7:55,1,10,CHI 35,20,10,Joique Bell right tackle for 1 yard (tackle by Amobi Okoye and Israel Idonije),3.250,2.840
3,7:15,2,9,CHI 34,20,10,Matthew Stafford pass complete deep left to Calvin Johnson for 24 yards (tackle by Major Wright),2.840,4.910
3,6:43,1,10,CHI 10,20,10,Matthew Stafford pass incomplete short left intended for Mike Thomas,4.910,4.190
3,6:40,2,10,CHI 10,20,10,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Charles Tillman),4.190,3.130
3,6:35,3,10,CHI 10,20,16,"Matthew Stafford pass complete short middle to Will Heller for 10 yards, touchdown",3.130,7.000
3,6:35,,,CHI 2,20,17,Jason Hanson kicks extra point good,0.000,0.000
3,6:31,,,DET 35,20,17,"Jason Hanson kicks off 67 yards, returned by Devin Hester for 27 yards (tackle by Don Carey)",0.000,0.610
3,6:26,1,10,CHI 25,20,17,Matt Forte left tackle for 12 yards (tackle by Tyrell Johnson),0.610,1.400
3,5:49,1,10,CHI 37,20,17,Jay Cutler pass complete short middle to Brandon Marshall for 3 yards (tackle by DeAndre Levy and Stephen Tulloch),1.400,1.260
3,5:11,2,7,CHI 40,20,17,Jay Cutler pass complete short left to Earl Bennett for 6 yards (tackle by Ronald Bartell),1.260,1.360
3,4:35,3,1,CHI 46,20,17,Kahlil Bell right tackle for no gain (tackle by Lawrence Jackson),1.360,-0.320
3,3:53,4,1,CHI 46,20,17,"Adam Podlesh punts 46 yards, returned by Mike Thomas for no gain",-0.320,0.380
3,3:44,1,10,DET 8,20,17,Mikel Leshoure right tackle for 4 yards (tackle by Kelvin Hayden),-0.380,-0.490
3,3:05,2,6,DET 12,20,17,"Matthew Stafford for no gain. Matthew Stafford fumbles, recovered by Major Wright at DET-13 (tackle by Gosder Cherilus)",-0.490,-4.710
3,2:55,1,10,DET 13,20,17,Jay Cutler sacked by Ndamukong Suh for -5 yards,4.710,3.400
3,2:27,2,15,DET 18,20,17,Jay Cutler pass complete short right to Earl Bennett for 8 yards (tackle by Chris Houston and Patrick Lee),3.400,3.650
3,1:59,3,7,DET 10,20,17,Jay Cutler pass incomplete short left intended for Brandon Marshall,3.650,2.760
3,1:54,4,7,DET 10,23,17,Olindo Mare 28 yard field goal good,2.760,3.000
3,1:49,,,CHI 35,23,17,"Olindo Mare kicks off 71 yards, touchback",0.000,0.280
3,1:49,1,10,DET 20,23,17,Matthew Stafford pass complete short right to Mikel Leshoure for -2 yards (tackle by Anthony Walters),0.280,-0.630
3,1:06,2,12,DET 18,23,17,Matthew Stafford pass complete short middle to Calvin Johnson for 7 yards (tackle by Anthony Walters),-0.630,-0.300
3,0:26,3,5,DET 25,23,17,Matthew Stafford pass incomplete short middle intended for Calvin Johnson (defended by Lance Briggs),-0.300,-1.700
3,0:19,4,5,DET 25,23,17,"Nick Harris punts 36 yards, out of bounds",-1.700,-1.530
3,0:12,1,10,CHI 39,23,17,Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by DeAndre Levy),1.530,2.200
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,CHI 48,23,17,Matt Forte up the middle for 3 yards (tackle by Justin Durant),2.200,2.320
4,14:22,1,10,DET 49,23,17,Matt Forte right end for 5 yards (tackle by Lawrence Jackson),2.320,2.460
4,13:43,2,5,DET 44,23,17,Jay Cutler pass complete deep right to Earl Bennett for 28 yards,2.460,4.510
4,13:15,1,10,DET 16,23,17,Matt Forte right tackle for 2 yards (tackle by Tyrell Johnson and Willie Young),4.510,4.210
4,12:32,2,8,DET 14,23,17,Jay Cutler pass incomplete short left intended for Kellen Davis (defended by Stephen Tulloch),4.210,0.000
4,12:24,,,,23,17,Timeout #1 by Chicago Bears,0.000,3.370
4,12:24,3,8,DET 14,23,17,Jay Cutler pass complete short right to Brandon Marshall for 10 yards (tackle by Don Carey),3.370,6.280
4,11:41,1,4,DET 4,23,17,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Willie Young),6.280,5.340
4,11:35,2,4,DET 4,23,17,Matt Forte left end for 2 yards (tackle by Stephen Tulloch and Andre Fluellen),5.340,4.950
4,10:55,3,2,DET 2,23,17,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Chris Houston),4.950,3.250
4,10:51,4,2,DET 2,26,17,Olindo Mare 20 yard field goal good,3.250,3.000
4,10:47,,,CHI 35,26,17,"Olindo Mare kicks off 73 yards, touchback",0.000,0.280
4,10:46,1,10,DET 20,26,17,Matthew Stafford pass complete short left to Tony Scheffler for 7 yards (tackle by Geno Hayes),0.280,0.680
4,10:09,2,3,DET 27,26,17,Mikel Leshoure up the middle for -2 yards (tackle by Lance Briggs). Penalty on Jeff Backus: Offensive Holding (Declined),0.680,-0.300
4,9:41,3,5,DET 25,26,17,Matthew Stafford pass complete short middle to Tony Scheffler for 7 yards (tackle by Nick Roach),-0.300,1.070
4,8:59,1,10,DET 32,26,17,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,1.070,0.530
4,8:55,2,10,DET 32,26,17,Matthew Stafford pass incomplete short middle intended for Tony Scheffler (defended by Lance Briggs),0.530,-0.160
4,8:50,3,10,DET 32,26,17,"Matthew Stafford right end for 4 yards (tackle by Lance Briggs). Penalty on Lance Briggs: Unnecessary Roughness, 15 yards",-0.160,2.320
4,8:16,1,10,CHI 49,26,17,Matthew Stafford pass complete deep right to Brian Robiskie for 21 yards (tackle by Anthony Walters),2.320,3.710
4,7:46,1,10,CHI 28,26,17,Matthew Stafford pass complete short middle to Will Heller for 19 yards (tackle by Major Wright),3.710,5.140
4,6:59,1,9,CHI 9,26,23,"Matthew Stafford pass complete short middle to Brian Robiskie for 9 yards, touchdown. Penalty on Major Wright: Unnecessary Roughness, 15 yards",5.140,7.000
4,6:59,,,CHI 2,26,24,Jason Hanson kicks extra point good,0.000,0.000
4,6:55,,,,26,24,"Jason Hanson kicks off 50 yards, touchback",0.000,0.280
4,6:55,1,10,CHI 20,26,24,Jay Cutler pass complete deep middle to Brandon Marshall for 19 yards (tackle by Ronald Bartell),0.280,1.530
4,6:20,1,10,CHI 39,26,24,Matt Forte right tackle for 5 yards (tackle by DeAndre Levy),1.530,1.660
4,5:36,2,5,CHI 44,26,24,"Matt Forte left tackle for 1 yard (tackle by Stephen Tulloch). Matt Forte fumbles (forced by Stephen Tulloch), recovered by Chris Spencer at CHI-45",1.660,1.090
4,4:49,3,4,CHI 45,26,24,Jay Cutler pass incomplete deep right intended for Brandon Marshall,1.090,-0.390
4,4:47,4,4,CHI 45,26,24,"Adam Podlesh punts 46 yards, fair catch by Mike Thomas",-0.390,0.380
4,4:37,1,10,DET 9,26,24,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,-0.380,-0.780
4,4:34,2,10,DET 9,26,24,Matthew Stafford pass complete short middle to Tony Scheffler for 4 yards (tackle by Nick Roach),-0.780,-0.950
4,3:54,3,6,DET 13,26,24,Matthew Stafford pass incomplete short right intended for Kris Durham (defended by Tim Jennings),-0.950,-2.490
4,3:49,4,6,DET 13,26,24,"Nick Harris punts 49 yards, returned by Devin Hester for 2 yards (tackle by Tahir Whitehead)",-2.490,-1.600
4,3:40,1,10,CHI 40,26,24,Matt Forte left end for 4 yards (tackle by Cliff Avril),1.600,0.000
4,3:35,,,,26,24,Timeout #1 by Detroit Lions,0.000,1.590
4,3:35,2,6,CHI 44,26,24,Matt Forte right tackle for 3 yards (tackle by Don Carey),1.590,0.000
4,3:30,,,,26,24,Timeout #2 by Detroit Lions,0.000,0.000
4,3:30,,,,26,24,Timeout #2 by Chicago Bears,0.000,1.290
4,3:28,3,3,CHI 47,26,24,Jay Cutler left end for 19 yards (tackle by Stephen Tulloch),1.290,3.310
4,2:42,1,10,DET 34,26,24,Matt Forte left tackle for no gain (tackle by Lawrence Jackson),3.310,0.000
4,2:38,,,,26,24,Timeout #3 by Detroit Lions,0.000,2.770
4,2:38,2,10,DET 34,26,24,Matt Forte right end for 13 yards (tackle by Cliff Avril),2.770,4.170
4,2:00,1,10,DET 21,26,24,Jay Cutler kneels for no gain,4.170,3.630
4,1:19,2,10,DET 21,26,24,Jay Cutler kneels for -1 yards,3.630,2.810
4,0:38,3,11,DET 22,26,24,Jay Cutler kneels for -1 yards,2.810,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
