Quarter,Time,Down,ToGo,Location,IND,CHI,Detail,EPB,EPA
2,14:00,2,4,CHI 25,6,14,Joseph Addai left guard for 8 yards (tackle by Danieal Manning and Charles Tillman),3.780,4.440
2,13:16,1,10,CHI 17,6,14,Joseph Addai left end for -3 yards (tackle by Lance Briggs),4.440,3.490
2,12:51,2,13,CHI 20,6,14,Peyton Manning pass complete short right to Marvin Harrison for 4 yards (tackle by Danieal Manning),3.490,3.190
2,12:04,3,9,CHI 16,6,14,Peyton Manning pass complete short middle to Joseph Addai for 5 yards (tackle by Lance Briggs),3.190,2.770
2,11:21,4,4,CHI 11,9,14,Adam Vinatieri 29 yard field goal good,2.770,3.000
2,11:21,,,IND 30,9,14,"Adam Vinatieri kicks off 63 yards, returned by Rashied Davis for 15 yards (tackle by Dexter Reid)",0.000,0.410
2,11:11,1,10,CHI 22,9,14,Thomas Jones middle for 4 yards (tackle by Rob Morris),0.410,0.410
2,10:40,2,6,CHI 26,9,14,Thomas Jones left guard for no gain (tackle by Rob Morris),0.410,-0.290
2,10:06,3,6,CHI 26,9,14,Rex Grossman pass complete short right to Rashied Davis for 2 yards (tackle by Bob Sanders),-0.290,-1.500
2,9:29,4,4,CHI 28,9,14,"Brad Maynard punts 42 yards, returned by Terrence Wilkins for 12 yards (tackle by Patrick Mannelly)",-1.500,-1.730
2,9:17,1,10,IND 42,9,14,Peyton Manning pass complete short left to Marvin Harrison for 22 yards,1.730,3.180
2,8:43,1,10,CHI 36,9,14,Peyton Manning pass complete deep middle to Dallas Clark for 17 yards (tackle by Danieal Manning),3.180,4.310
2,8:08,1,10,CHI 19,9,14,Dominic Rhodes right guard for 3 yards (tackle by Mark Anderson),4.310,4.180
2,7:33,2,7,CHI 16,9,14,Peyton Manning pass complete short middle to Dallas Clark for 5 yards (tackle by Brian Urlacher),4.180,4.430
2,7:13,3,2,CHI 11,9,14,Dominic Rhodes right end for 3 yards (tackle by Tank Johnson),4.430,5.370
2,6:38,1,8,CHI 8,9,14,Dominic Rhodes middle for 7 yards (tackle by Hunter Hillenmeyer),5.370,5.910
2,6:15,2,1,CHI 1,15,14,"Dominic Rhodes right tackle for 1 yard, touchdown",5.910,7.000
2,6:15,,,CHI 2,16,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,6:15,,,IND 30,16,14,"Adam Vinatieri kicks off 44 yards, returned by Adrian Peterson for 10 yards (tackle by Darrell Reid)",0.000,1.330
2,6:03,1,10,CHI 36,16,14,Rex Grossman pass complete short left to Thomas Jones for 3 yards (tackle by Rob Morris),1.330,1.200
2,5:27,2,7,CHI 39,16,14,Rex Grossman pass complete short middle to Jason McKie for 4 yards (tackle by Gary Brackett),1.200,1.030
2,4:50,3,3,CHI 43,16,14,Thomas Jones right tackle for 2 yards (tackle by Gary Brackett and Kelvin Hayden),1.030,-0.390
2,4:10,4,1,CHI 45,16,14,"Brad Maynard punts 38 yards, returned by Terrence Wilkins for 18 yards (tackle by Todd Johnson)",-0.390,-1.270
2,3:57,1,10,IND 35,16,14,Joseph Addai middle for 3 yards (tackle by Brian Urlacher),1.270,1.130
2,3:24,2,7,IND 38,16,14,Peyton Manning pass complete short left to Joseph Addai for 8 yards (tackle by Charles Tillman),1.130,1.990
2,2:48,1,10,IND 46,16,14,Joseph Addai right guard for -1 yards (tackle by Ian Scott),1.990,1.320
2,2:14,2,11,IND 45,16,14,Peyton Manning pass complete short right to Joseph Addai for 10 yards (tackle by Chris Harris),1.320,1.950
2,2:00,3,1,CHI 45,16,14,Joseph Addai left guard for 2 yards (tackle by Adewale Ogunleye),1.950,2.720
2,1:38,1,10,CHI 43,16,14,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.720,2.180
2,1:33,2,10,CHI 43,16,14,"Peyton Manning pass complete short left to Bryan Fletcher for 6 yards (tackle by Charles Tillman). Bryan Fletcher fumbles (forced by Charles Tillman), recovered by Charles Tillman at CHI-36 (tackle by Bryan Fletcher)",2.180,-1.330
2,1:26,1,10,CHI 36,16,14,"Rex Grossman for no gain. Rex Grossman fumbles, recovered by Raheem Brock at CHI-35 (tackle by Roberto Garza)",1.330,-3.250
2,1:18,1,10,CHI 35,16,14,Dominic Rhodes middle for 10 yards (tackle by Ricky Manning),3.250,3.910
2,0:55,1,10,CHI 25,16,14,Peyton Manning pass incomplete short right intended for Marvin Harrison,3.910,3.360
2,0:49,2,10,CHI 25,16,14,Peyton Manning pass complete short left to Dominic Rhodes for 8 yards (tackle by Danieal Manning),3.360,3.850
2,0:39,2,10,CHI 25,16,14,Timeout #1 by Indianapolis Colts,3.360,3.850
2,0:39,3,2,CHI 17,16,14,Joseph Addai middle for no gain (tackle by Brian Urlacher),3.850,2.440
2,0:02,3,2,CHI 17,16,14,Timeout #2 by Indianapolis Colts,3.850,3.850
2,0:02,3,2,CHI 17,16,14,Timeout #1 by Chicago Bears,3.850,2.440
2,0:02,4,2,CHI 17,16,14,Adam Vinatieri 36 yard field goal no good,2.440,0.540
Quarter,Time,Down,ToGo,Location,IND,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,16,14,"Robbie Gould kicks off no gain, returned by Terrence Wilkins for 26 yards (tackle by Brendon Ayanbadejo)",0.000,1.470
3,14:52,1,10,IND 38,16,14,Peyton Manning pass complete short right to Joseph Addai for 6 yards (tackle by Nathan Vasher),1.470,1.730
3,14:15,2,4,IND 44,16,14,Joseph Addai right end for 8 yards (tackle by Nathan Vasher and Brian Urlacher),1.730,2.390
3,13:40,1,10,CHI 48,16,14,Peyton Manning pass complete short right to Joseph Addai for 1 yard (tackle by Nathan Vasher),2.390,1.980
3,13:06,2,9,CHI 47,16,14,Dallas Clark for 1 yard (tackle by Alex Brown),1.980,1.420
3,12:23,3,8,CHI 46,16,14,Peyton Manning pass complete short middle to Ben Utecht for 8 yards (tackle by Brian Urlacher),1.420,3.050
3,11:43,1,10,CHI 38,16,14,Joseph Addai right end for 10 yards (tackle by Alfonso Boone),3.050,3.710
3,11:04,1,10,CHI 28,16,14,Joseph Addai middle for 3 yards (tackle by Adewale Ogunleye),3.710,3.570
3,10:27,2,7,CHI 25,16,14,Joseph Addai right guard for 2 yards (tackle by Lance Briggs),3.570,3.140
3,9:47,3,5,CHI 23,16,14,Peyton Manning pass complete short middle to Joseph Addai for 9 yards (tackle by Lance Briggs),3.140,4.650
3,9:12,1,10,CHI 14,16,14,Joseph Addai middle for 2 yards (tackle by Lance Briggs),4.650,4.330
3,8:29,2,8,CHI 12,16,14,"Penalty on Jake Scott: False Start, 5 yards (no play)",4.330,3.590
3,8:08,2,13,CHI 17,16,14,Peyton Manning pass complete short left to Joseph Addai for 3 yards (tackle by Charles Tillman and Hunter Hillenmeyer),3.590,3.110
3,7:45,3,10,CHI 14,16,14,Peyton Manning pass complete short left to Dallas Clark for 8 yards (tackle by Ricky Manning),3.110,3.010
,,,,,,,"IND challenged the ruling, and the play was upheld.",,
3,7:30,4,2,CHI 6,19,14,Adam Vinatieri 24 yard field goal good,3.010,3.000
3,7:30,,,IND 30,19,14,"Adam Vinatieri kicks off 41 yards, returned by John Gilmore for 3 yards (tackle by Kelvin Hayden)",0.000,1.070
3,7:21,1,10,CHI 32,19,14,Rex Grossman pass complete short middle to Thomas Jones for 14 yards (tackle by Antoine Bethea),1.070,1.990
3,6:54,1,10,CHI 46,19,14,Rex Grossman pass complete to Muhsin Muhammad for 9 yards (tackle by Rob Morris),1.990,2.670
3,6:17,2,1,IND 45,19,14,Rex Grossman sacked by Anthony McFarland for -11 yards,2.670,0.500
3,5:45,3,12,CHI 44,19,14,"Rex Grossman for no gain. Rex Grossman fumbles, recovered by Rex Grossman at CHI-33",0.500,-1.180
3,5:36,4,23,CHI 33,19,14,"Brad Maynard punts 43 yards, returned by Terrence Wilkins for 12 yards (tackle by Todd Johnson)",-1.180,-1.330
3,5:23,1,10,IND 36,19,14,Dominic Rhodes left tackle for 36 yards (tackle by Charles Tillman),1.330,3.710
3,4:42,1,10,CHI 28,19,14,"Dominic Rhodes right tackle for 8 yards (tackle by Danieal Manning). Penalty on Danieal Manning: Face Mask (15 Yards), 10 yards",3.710,4.910
3,4:12,1,10,CHI 10,19,14,Peyton Manning pass incomplete short left intended for Reggie Wayne,4.910,4.190
3,4:06,2,10,CHI 10,19,14,Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by Lance Briggs),4.190,3.130
3,4:01,3,10,CHI 10,19,14,Dominic Rhodes middle for 8 yards (tackle by Danieal Manning),3.130,3.250
3,3:20,4,2,CHI 2,22,14,Adam Vinatieri 20 yard field goal good. Penalty on Todd Johnson: Running Into the Kicker (Declined),3.250,3.000
3,3:20,,,IND 30,22,14,"Adam Vinatieri kicks off 34 yards, returned by John Gilmore for 9 yards (tackle by Freddy Keiaho). Penalty on Robert Mathis: Unnecessary Roughness, 15 yards",0.000,2.920
3,3:11,1,10,IND 40,22,14,Thomas Jones middle for 8 yards (tackle by Robert Mathis and Cato June),2.920,3.450
3,2:40,2,2,IND 32,22,14,Thomas Jones right end for 4 yards (tackle by Gary Brackett),3.450,3.710
3,2:14,1,10,IND 28,22,14,Rex Grossman pass incomplete deep middle intended for Rashied Davis,3.710,3.170
3,2:08,2,10,IND 28,22,14,Thomas Jones left guard for 2 yards (tackle by Gary Brackett),3.170,2.740
3,1:30,3,8,IND 26,22,14,Rex Grossman pass incomplete deep left intended for Desmond Clark (defended by Jason David),2.740,1.740
3,1:18,4,8,IND 26,22,17,Robbie Gould 44 yard field goal good,1.740,3.000
3,1:18,,,CHI 30,22,17,"Robbie Gould kicks off 64 yards, returned by Terrence Wilkins for 26 yards (tackle by Danieal Manning)",0.000,1.070
3,1:08,1,10,IND 32,22,17,Dominic Rhodes right end for -3 yards (tackle by Tank Johnson),1.070,0.120
3,0:37,2,13,IND 29,22,17,Peyton Manning pass complete short right to Marvin Harrison for 11 yards,0.120,0.890
,,,,,,,"IND challenged the ruling, and the original play was overturned.",,
3,0:22,3,2,IND 40,22,17,Peyton Manning pass complete short left to Reggie Wayne for 8 yards (tackle by Charles Tillman),0.890,2.130
Quarter,Time,Down,ToGo,Location,IND,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 48,22,17,Dominic Rhodes right tackle for 2 yards (tackle by Alex Brown),2.130,1.850
4,14:30,2,8,,22,17,"Penalty on Ryan Lilja: False Start, 5 yards (no play)",1.850,1.180
4,14:14,2,13,IND 45,22,17,Dominic Rhodes middle for 5 yards (tackle by Lance Briggs),1.180,1.160
4,13:54,2,13,IND 45,22,17,Timeout #1 by Chicago Bears,1.180,1.160
4,13:54,3,8,,22,17,Peyton Manning pass incomplete deep middle intended for Marvin Harrison (defended by Nathan Vasher),1.160,-0.060
4,13:48,4,8,,22,17,"Hunter Smith punts 50 yards, touchback",-0.060,-0.280
4,13:38,1,10,CHI 20,22,17,"Thomas Jones right tackle for 12 yards (tackle by Antoine Bethea and Gary Brackett). Penalty on John Tait: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,13:09,1,20,CHI 10,22,17,Thomas Jones middle for 6 yards (tackle by Cato June),-0.760,-0.940
4,12:36,2,14,CHI 16,22,17,Rex Grossman pass complete deep right to Muhsin Muhammad for 22 yards (tackle by Bob Sanders and Cato June),-0.940,1.470
4,11:59,1,10,CHI 38,28,17,"Rex Grossman pass incomplete deep right intended for Muhsin Muhammad is intercepted by Kelvin Hayden at IND-44 and returned for 56 yards, touchdown",1.470,-7.000
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
4,11:44,,,CHI 2,29,17,Adam Vinatieri kicks extra point good,0.000,0.000
4,11:44,,,IND 30,29,17,"Adam Vinatieri kicks off 76 yards, touchback",0.000,0.280
4,11:44,1,10,CHI 20,29,17,Thomas Jones left end for 4 yards (tackle by Gary Brackett),0.280,0.270
4,11:21,2,6,CHI 24,29,17,Rex Grossman pass complete short left to Jason McKie for 4 yards (tackle by Jason David),0.270,0.100
4,10:44,3,2,CHI 28,29,17,Rex Grossman pass complete short middle to Desmond Clark for 11 yards (tackle by Gary Brackett),0.100,1.530
4,10:12,1,10,CHI 39,29,17,"Rex Grossman pass incomplete deep middle intended for Bernard Berrian is intercepted by Bob Sanders at IND-21 and returned for 38 yards. Penalty on Jason David: Unnecessary Roughness (Offsetting), Penalty on Fred Miller: Unnecessary Roughness (Offsetting)",1.530,-2.850
4,9:55,1,10,CHI 41,29,17,Joseph Addai left guard for 12 yards (tackle by Charles Tillman and Hunter Hillenmeyer),2.850,3.640
4,9:08,1,10,CHI 29,29,17,Peyton Manning pass incomplete deep right intended for Marvin Harrison,3.640,3.100
4,9:04,1,10,CHI 29,29,17,Timeout #2 by Indianapolis Colts,3.640,3.100
4,9:04,2,10,CHI 29,29,17,Peyton Manning sacked by Tank Johnson and Mark Anderson for -8 yards,3.100,1.360
4,8:32,3,18,CHI 37,29,17,Joseph Addai middle for 2 yards (tackle by Ian Scott),1.360,0.970
4,7:46,4,16,CHI 35,29,17,"Penalty on IND: Delay of Game, 5 yards (no play)",0.970,0.590
4,7:32,4,21,CHI 40,29,17,"Hunter Smith punts 32 yards, fair catch by Devin Hester",0.590,0.380
4,7:27,1,10,CHI 8,29,17,Rex Grossman pass complete short middle to Desmond Clark for 8 yards (tackle by Kelvin Hayden),-0.380,-0.090
4,7:09,2,2,CHI 16,29,17,Rex Grossman pass complete short right to Desmond Clark for 10 yards (tackle by Cato June),-0.090,0.670
4,6:46,1,10,CHI 26,29,17,Rex Grossman pass complete short right to Desmond Clark for 8 yards (tackle by Kelvin Hayden),0.670,1.210
4,6:26,2,2,CHI 34,29,17,Thomas Jones right end for 12 yards (tackle by Antoine Bethea),1.210,1.990
4,6:01,1,10,CHI 46,29,17,Rex Grossman pass incomplete short right intended for Desmond Clark,1.990,1.450
4,5:55,2,10,CHI 46,29,17,Rex Grossman pass complete short right to Thomas Jones for 2 yards (tackle by Kelvin Hayden),1.450,1.030
4,5:32,3,8,CHI 48,29,17,Rex Grossman pass complete short left to Thomas Jones for -1 yards (tackle by Marlin Jackson),1.030,-0.260
4,5:13,4,9,CHI 47,29,17,Rex Grossman pass incomplete short middle intended for Desmond Clark (defended by Matt Giordano),-0.260,-2.460
4,5:05,1,10,CHI 47,29,17,Dominic Rhodes left end for no gain (tackle by Charles Tillman),2.460,1.910
4,4:23,2,10,CHI 47,29,17,Dominic Rhodes middle for 15 yards (tackle by Brian Urlacher),1.910,3.450
4,3:38,1,10,CHI 32,29,17,Dominic Rhodes right guard for 2 yards (tackle by Tank Johnson),3.450,3.170
4,2:54,2,8,CHI 30,29,17,Dominic Rhodes left guard for 9 yards (tackle by Chris Harris),3.170,4.170
4,2:08,1,10,CHI 21,29,17,Dominic Rhodes middle for no gain (tackle by Chris Harris). Penalty on Ryan Lilja: Offensive Holding (Declined),4.170,3.630
4,2:01,2,10,CHI 21,29,17,Dominic Rhodes right guard for 4 yards (tackle by Ian Scott),3.630,3.460
4,1:56,3,6,CHI 17,29,17,Dominic Rhodes right tackle for no gain (tackle by Tank Johnson),3.460,2.340
4,1:49,3,6,CHI 17,29,17,Timeout #3 by Chicago Bears,3.460,2.340
4,1:49,4,6,CHI 17,29,17,Dominic Rhodes left tackle for 1 yard (tackle by Lance Briggs and Brian Urlacher),2.340,0.140
4,1:42,1,10,CHI 16,29,17,Rex Grossman pass complete short middle to Desmond Clark for 9 yards (tackle by Cato June),-0.140,0.690
4,1:22,2,1,CHI 25,29,17,Rex Grossman pass complete short left to Bernard Berrian for 14 yards (tackle by Jason David),0.690,1.530
4,1:06,1,10,CHI 39,29,17,"Rex Grossman pass complete short left to Thomas Jones for 8 yards (tackle by Robert Mathis). Penalty on Ruben Brown: Offensive Holding, 10 yards (no play)",1.530,0.870
4,0:57,1,20,CHI 29,29,17,Rex Grossman pass complete short middle to Bernard Berrian for 5 yards (tackle by Marlin Jackson),0.870,0.310
4,0:36,2,15,CHI 34,29,17,Thomas Jones right tackle for 12 yards (tackle by Cato June),0.310,1.220
4,0:15,3,3,CHI 46,29,17,Rex Grossman pass complete short right to Desmond Clark for 18 yards (tackle by Cato June),1.220,3.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
