Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Terrence Wilkins,IND,4,89,22.3,0,28,3,42,14.0,0,18
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Devin Hester,CHI,1,92,92.0,1,92,1,3,3.0,0,3
John Gilmore,CHI,2,12,6.0,0,9,0,0,,0,0
Rashied Davis,CHI,1,15,15.0,0,15,0,0,,0,0
Adrian Peterson,CHI,1,10,10.0,0,10,0,0,,0,0
Gabe Reid,CHI,1,9,9.0,0,9,0,0,,0,0
