#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:46,IND 30,5,1:58,11,Interception
2,1,11:20,IND 20,9,4:30,80,Touchdown
3,1,6:43,CHI 34,1,0:09,-7,Fumble
4,1,4:34,IND 16,3,1:29,3,Punt
5,1,2:34,CHI 43,3,1:01,7,Punt
6,1,0:09,IND 42,8,3:52,47,Field Goal
7,2,9:17,IND 42,7,3:08,58,Touchdown
8,2,3:57,IND 35,7,2:31,28,Fumble
9,2,1:18,CHI 35,5,1:18,18,Missed FG
10,3,15:00,IND 38,13,7:34,56,Field Goal
11,3,5:23,IND 36,6,2:07,62,Field Goal
12,3,1:14,IND 32,6,2:36,18,Punt
13,4,9:55,CHI 41,4,2:28,1,Punt
14,4,5:05,CHI 47,8,3:23,31,Downs
