Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
2,14:33,1,9,DEN 44,3,0,Derek Carr pass complete short left to Martavis Bryant for 16 yards (tackle by Justin Simmons),2.730,3.710
2,13:53,1,10,DEN 28,3,0,Doug Martin left tackle for 2 yards (tackle by Adam Gotsis),3.710,3.440
2,13:13,2,8,DEN 26,3,0,Derek Carr pass complete short left to Derek Carrier for 5 yards (tackle by Chris Harris),3.440,3.400
2,12:33,3,3,DEN 21,3,0,Derek Carr sacked by Von Miller for -7 yards,3.400,1.590
2,11:52,4,10,DEN 28,6,0,Mike Nugent 46 yard field goal good,1.590,3.000
2,11:47,,,OAK 35,6,0,"Mike Nugent kicks off 65 yards, touchback.",0.000,0.610
2,11:47,1,10,DEN 25,6,0,Case Keenum pass incomplete short left intended for Courtland Sutton,0.610,0.060
2,11:42,2,10,DEN 25,6,0,Phillip Lindsay up the middle for 53 yards (tackle by Marcus Gilchrist),0.060,4.110
2,10:58,1,10,OAK 22,6,0,Royce Freeman up the middle for 2 yards (tackle by Clinton McDonald),4.110,3.830
2,10:23,2,8,OAK 20,6,0,Case Keenum pass complete short left to Demaryius Thomas for 2 yards (tackle by Gareon Conley),3.830,3.400
2,9:41,3,6,OAK 18,6,0,Case Keenum pass deep right intended for Jake Butt is intercepted by Rashaan Melvin at OAK-1 and returned for 15 yards,3.400,0.140
2,9:32,1,10,OAK 16,6,0,Derek Carr pass complete short left to Amari Cooper for 5 yards (tackle by Adam Jones),-0.140,0.150
2,9:00,2,5,OAK 21,6,0,Marshawn Lynch left tackle for 4 yards (tackle by Von Miller),0.150,-0.200
2,8:19,3,1,OAK 25,6,0,Marshawn Lynch up the middle for -1 yards (tackle by Domata Peko),-0.200,-1.770
2,7:40,4,2,OAK 24,6,0,Johnny Townsend punts 40 yards out of bounds,-1.770,-1.330
2,7:32,1,10,DEN 36,6,0,Phillip Lindsay up the middle for -1 yards (tackle by Arden Key),1.330,0.660
2,6:58,2,11,DEN 35,6,0,Case Keenum pass complete short right to Phillip Lindsay for 4 yards (tackle by Erik Harris),0.660,0.500
2,6:15,3,7,DEN 39,6,0,Case Keenum sacked by Maurice Hurst for -5 yards,0.500,-1.110
2,5:34,4,12,DEN 34,6,0,"Marquette King punts 41 yards, fair catch by Jordy Nelson at OAK-25",-1.110,-0.610
2,5:26,1,10,OAK 25,6,0,Derek Carr pass complete short left to Amari Cooper for 3 yards (tackle by Bradley Roby),0.610,0.470
2,4:47,2,7,OAK 28,6,0,Derek Carr pass complete short middle to Jared Cook for 20 yards (tackle by Justin Simmons),0.470,2.130
2,4:04,1,10,OAK 48,6,0,Derek Carr pass complete short left to Jordy Nelson for 7 yards (tackle by Shaquil Barrett),2.130,2.530
2,3:27,,,,,,Timeout #1 by Oakland Raiders,,
2,3:27,2,3,DEN 45,6,0,Marshawn Lynch left end for 1 yard (tackle by Domata Peko and Josey Jewell),2.530,1.950
2,2:44,3,2,DEN 44,6,0,"Derek Carr pass incomplete deep middle intended for Seth Roberts (defended by Bradley Roby). Penalty on Adam Jones: Defensive Holding, 5 yards (no play)",1.950,2.980
2,2:38,1,10,DEN 39,6,0,Doug Martin up the middle for 5 yards (tackle by Josey Jewell),2.980,3.120
2,2:00,2,5,DEN 34,6,0,Derek Carr pass complete short left to Jared Cook for 20 yards (tackle by Tramaine Brock and Brandon Marshall),3.120,4.650
2,1:29,1,10,DEN 14,6,0,Derek Carr pass complete short left to Martavis Bryant for 6 yards (tackle by Tramaine Brock),4.650,5.090
2,1:24,2,4,DEN 8,6,0,Derek Carr pass complete short left to Marshawn Lynch for 7 yards (tackle by Brandon Marshall),5.090,6.970
2,0:43,1,1,DEN 1,6,0,Marshawn Lynch up the middle for no gain (tackle by Bradley Chubb),6.970,5.910
2,0:38,,,,,,Timeout #2 by Denver Broncos,,
2,0:38,2,1,DEN 1,12,0,"Marshawn Lynch up the middle for 1 yard, touchdown",5.910,7.000
2,0:35,,,DEN 15,12,0,Mike Nugent kicks extra point blocked by Shaquil Barrett,0.000,-1.000
2,0:35,,,OAK 35,12,0,"Mike Nugent kicks off 65 yards, touchback.",0.000,0.610
2,0:35,1,10,DEN 25,12,0,Devontae Booker right tackle for 3 yards (tackle by Arden Key),0.610,0.470
2,0:12,2,7,DEN 28,12,0,Case Keenum pass incomplete deep right intended for Demaryius Thomas. Penalty on Demaryius Thomas: Illegal Touch Pass,0.470,-0.230
2,0:08,3,7,DEN 28,12,0,Devontae Booker right guard for 11 yards (tackle by Derrick Johnson),-0.230,1.530
2,0:02,,,,,,Timeout #3 by Denver Broncos,,
2,0:02,1,10,DEN 39,12,0,"Case Keenum pass complete short right to Courtland Sutton for 9 yards, lateral to Emmanuel Sanders for 11 yards",1.530,2.850
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,12,0,"Mike Nugent kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DEN 25,12,0,Case Keenum pass complete deep right to Emmanuel Sanders for 21 yards (tackle by Rashaan Melvin),0.610,1.990
3,14:20,1,10,DEN 46,12,0,Phillip Lindsay right guard for 5 yards (tackle by Derrick Johnson),1.990,2.130
3,13:44,2,5,OAK 49,12,0,Phillip Lindsay right tackle for 6 yards (tackle by Derrick Johnson),2.130,2.720
3,13:05,1,10,OAK 43,12,0,Phillip Lindsay right tackle for 11 yards (tackle by Marcus Gilchrist),2.720,3.450
3,12:25,1,10,OAK 32,12,0,Royce Freeman left end for 14 yards (tackle by Marcus Gilchrist),3.450,4.370
3,11:47,1,10,OAK 18,12,0,Phillip Lindsay left end for -1 yards (tackle by Erik Harris),4.370,3.670
3,11:08,2,11,OAK 19,12,0,Royce Freeman right tackle for 4 yards (tackle by Clinton McDonald),3.670,3.460
3,10:25,3,7,OAK 15,12,0,"Case Keenum pass complete short left to Demaryius Thomas for 6 yards (tackle by Leon Hall and Derrick Johnson). Penalty on Bruce Irvin: Unsportsmanlike Conduct, 5 yards",3.460,6.280
3,9:49,1,4,OAK 4,12,0,Case Keenum pass incomplete short left intended for Tim Patrick (defended by Gareon Conley),6.280,5.340
3,9:45,2,4,OAK 4,12,0,Case Keenum pass complete short right to Demaryius Thomas for 3 yards (tackle by Tahir Whitehead and Rashaan Melvin),5.340,5.170
3,9:10,3,1,OAK 1,12,6,"Royce Freeman up the middle for 1 yard, touchdown",5.170,7.000
3,9:06,,,OAK 15,12,7,Brandon McManus kicks extra point good,0.000,0.000
3,9:06,,,DEN 35,12,7,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,9:06,1,10,OAK 25,12,7,Marshawn Lynch left tackle for 9 yards (tackle by Domata Peko),0.610,1.280
3,8:39,2,1,OAK 34,12,7,Derek Carr pass complete short right to Jared Cook for 5 yards (tackle by Derek Wolfe),1.280,1.530
3,7:57,1,10,OAK 39,12,7,Derek Carr pass complete deep right to Amari Cooper for 30 yards (tackle by Adam Jones),1.530,3.510
3,7:19,1,10,DEN 31,12,7,"Doug Martin up the middle for no gain (tackle by Justin Simmons). Penalty on Kelechi Osemele: Illegal Use of Hands, 10 yards (no play)",3.510,2.850
3,6:50,1,20,DEN 41,12,7,Derek Carr pass complete deep left to Amari Cooper for 20 yards (tackle by Tramaine Brock),2.850,4.170
3,6:11,1,10,DEN 21,12,7,Jalen Richard left tackle for 1 yard (tackle by Zach Kerr and Shaquil Barrett),4.170,3.760
3,5:31,2,9,DEN 20,18,7,"Derek Carr pass complete deep right to Seth Roberts for 20 yards, touchdown",3.760,7.000
3,5:25,,,DEN 15,19,7,Mike Nugent kicks extra point good,0.000,0.000
3,5:25,,,OAK 35,19,7,"Mike Nugent kicks off 65 yards, touchback.",0.000,0.610
3,5:25,1,10,DEN 25,19,7,Phillip Lindsay up the middle for 1 yard (tackle by Clinton McDonald),0.610,0.200
3,4:51,2,9,DEN 26,19,7,Case Keenum pass incomplete deep left intended for Courtland Sutton (defended by Gareon Conley),0.200,-0.490
3,4:45,3,9,DEN 26,19,7,Case Keenum pass complete deep left to Emmanuel Sanders for 20 yards,-0.490,1.990
3,4:33,1,10,DEN 46,19,7,Case Keenum pass complete short left to Demaryius Thomas for 7 yards,1.990,2.400
3,4:29,2,3,OAK 47,19,7,Case Keenum pass incomplete short right intended for Demaryius Thomas,2.400,1.690
3,4:25,3,3,OAK 47,19,7,Case Keenum pass complete deep right to Emmanuel Sanders for 23 yards (tackle by Marcus Gilchrist),1.690,3.970
3,3:54,1,10,OAK 24,19,7,Case Keenum pass complete short left to Demaryius Thomas for no gain (tackle by Leon Hall),3.970,3.430
3,3:21,2,10,OAK 24,19,7,Devontae Booker up the middle for 3 yards (tackle by Tank Carradine),3.430,3.140
3,2:53,,,,,,Timeout #1 by Oakland Raiders,,
3,2:53,3,7,OAK 21,19,7,Case Keenum pass incomplete deep left intended for Courtland Sutton (defended by Gareon Conley),3.140,2.060
3,2:47,4,7,OAK 21,19,10,Brandon McManus 39 yard field goal good,2.060,3.000
3,2:43,,,DEN 35,19,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,2:43,1,10,OAK 25,19,10,Marshawn Lynch left tackle for 8 yards (tackle by Justin Simmons),0.610,1.140
3,2:17,2,2,OAK 33,19,10,Derek Carr pass incomplete short right intended for Jordy Nelson (defended by Tramaine Brock),1.140,0.430
3,2:11,3,2,OAK 33,19,10,Derek Carr pass complete short right to Amari Cooper for 13 yards (tackle by Von Miller),0.430,1.990
3,1:29,1,10,OAK 46,19,10,Doug Martin right tackle for 6 yards (tackle by Justin Simmons),1.990,2.260
3,0:50,2,4,DEN 48,19,10,Marshawn Lynch right tackle for 2 yards (tackle by Zach Kerr),2.260,1.820
3,0:06,3,2,DEN 46,19,10,Derek Carr pass complete short right to Amari Cooper for 4 yards (tackle by Chris Harris),1.820,2.790
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 42,19,10,Marshawn Lynch up the middle for no gain (tackle by Brandon Marshall and Shelby Harris),2.790,2.240
4,14:20,2,10,DEN 42,19,10,Derek Carr pass complete short left to Amari Cooper for 7 yards (tackle by Tramaine Brock),2.240,2.480
4,13:42,,,,,,Timeout #2 by Oakland Raiders,,
4,13:42,3,3,DEN 35,19,10,Jalen Richard up the middle for 2 yards (tackle by Zach Kerr and Von Miller),2.480,1.210
4,13:11,4,1,DEN 33,19,10,Derek Carr pass incomplete short right intended for Keith Smith,1.210,-1.140
4,13:06,1,10,DEN 33,19,10,Case Keenum pass complete deep middle to Jake Butt for 22 yards (tackle by Erik Harris),1.140,2.590
4,12:25,1,10,OAK 45,19,10,Case Keenum pass incomplete short right,2.590,2.040
4,12:16,2,10,OAK 45,19,10,Phillip Lindsay left guard for 7 yards (tackle by Tahir Whitehead),2.040,2.280
4,11:46,3,3,OAK 38,19,10,Case Keenum left tackle for 8 yards (tackle by Emmanuel Lamur),2.280,3.580
4,11:20,1,10,OAK 30,19,10,Phillip Lindsay up the middle for 2 yards (tackle by Gareon Conley),3.580,3.300
4,10:55,2,8,OAK 28,19,10,Case Keenum pass complete short left to Jeff Heuerman for 6 yards (tackle by Gareon Conley),3.300,3.400
4,10:12,3,2,OAK 22,19,10,Royce Freeman right end for 7 yards (tackle by Rashaan Melvin),3.400,4.580
4,9:42,1,10,OAK 15,19,10,"Case Keenum pass complete short middle to Emmanuel Sanders for 12 yards (tackle by Leon Hall). Penalty on Matt Paradis: Offensive Holding, 10 yards (no play)",4.580,3.910
4,9:12,1,20,OAK 25,19,10,Case Keenum pass complete short middle to Andy Janovich for 11 yards (tackle by Leon Hall),3.910,4.110
4,8:36,2,9,OAK 14,19,10,Phillip Lindsay up the middle for 8 yards (tackle by Clinton McDonald),4.110,4.900
4,7:53,3,1,OAK 6,19,10,Phillip Lindsay left guard for 2 yards (tackle by Marquel Lee and Brian Price),4.900,6.280
4,7:24,1,4,OAK 4,19,10,Case Keenum pass incomplete short left intended for Jeff Heuerman,6.280,5.340
4,7:21,2,4,OAK 4,19,10,Phillip Lindsay up the middle for 3 yards (tackle by Erik Harris),5.340,5.170
4,6:44,3,1,OAK 1,19,10,Royce Freeman up the middle for no gain (tackle by Tahir Whitehead),5.170,3.550
4,6:02,4,1,OAK 1,19,16,"Case Keenum up the middle for 1 yard, touchdown",3.550,7.000
4,5:58,,,OAK 15,19,17,Brandon McManus kicks extra point good,0.000,0.000
4,5:58,,,DEN 35,19,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,5:58,1,10,OAK 25,19,17,Marshawn Lynch up the middle for 1 yard (tackle by Bradley Chubb),0.610,0.200
4,5:16,2,9,OAK 26,19,17,Derek Carr pass complete short right to Seth Roberts for 10 yards (tackle by Tramaine Brock),0.200,1.330
4,4:30,,,,,,Timeout #3 by Oakland Raiders,,
4,4:30,1,10,OAK 36,19,17,Marshawn Lynch up the middle for 4 yards (tackle by Justin Simmons),1.330,1.330
4,3:53,2,6,OAK 40,19,17,Derek Carr pass complete deep right to Amari Cooper for 29 yards (tackle by Bradley Roby). Penalty on Bradley Roby: Defensive Pass Interference (Offsetting) (no play),1.330,1.330
4,3:47,2,6,OAK 40,19,17,Derek Carr pass complete short right to Martavis Bryant for 5 yards (tackle by Bradley Roby),1.330,1.290
4,3:32,3,1,OAK 45,19,17,Marshawn Lynch right guard for 1 yard (tackle by Todd Davis and Adam Gotsis),1.290,1.990
4,3:04,1,10,OAK 46,19,17,Marshawn Lynch left tackle for 6 yards (tackle by Todd Davis),1.990,2.260
4,2:55,,,,,,Timeout #2 by Denver Broncos,,
4,2:55,2,4,DEN 48,19,17,"Marshawn Lynch up the middle for no gain (tackle by Adam Gotsis). Penalty on Jared Cook: False Start, 5 yards (no play)",2.260,1.590
4,2:55,2,9,OAK 47,19,17,Doug Martin right tackle for 1 yard (tackle by Domata Peko),1.590,1.030
4,2:51,,,,,,Timeout #3 by Denver Broncos,,
4,2:51,3,8,OAK 48,19,17,Derek Carr pass complete short right to Martavis Bryant for 3 yards (tackle by Bradley Roby),1.030,0.000
4,2:06,4,5,DEN 49,19,17,"Johnny Townsend punts 49 yards, touchback.",0.000,-0.280
4,1:58,1,10,DEN 20,19,17,"Case Keenum pass incomplete short left intended for Jake Butt. Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,1:51,1,20,DEN 10,19,17,Case Keenum pass incomplete short right intended for Demaryius Thomas (defended by Rashaan Melvin),-0.760,-1.510
4,1:47,2,20,DEN 10,19,17,Case Keenum pass complete deep right to Emmanuel Sanders for 21 yards (tackle by Leon Hall),-1.510,1.000
4,1:25,1,10,DEN 31,19,17,Case Keenum pass incomplete deep right intended for Demaryius Thomas (defended by Rashaan Melvin),1.000,0.460
4,1:21,2,10,DEN 31,19,17,Case Keenum pass complete short left to Jake Butt for 14 yards (tackle by Marcus Gilchrist and Gareon Conley),0.460,1.930
4,0:58,1,10,DEN 45,19,17,Case Keenum pass incomplete short left intended for Courtland Sutton,1.930,1.380
4,0:54,2,10,DEN 45,19,17,Case Keenum right end for 7 yards (tackle by Tahir Whitehead),1.380,1.620
4,0:26,3,3,OAK 48,19,17,Case Keenum pass complete short right to Jeff Heuerman for 4 yards (tackle by Tahir Whitehead),1.620,2.650
4,0:22,1,10,OAK 44,19,17,Case Keenum pass incomplete short right intended for Demaryius Thomas,2.650,2.110
4,0:18,2,10,OAK 44,19,17,Case Keenum pass complete short left to Tim Patrick for 26 yards (tackle by Reggie Nelson),2.110,4.370
4,0:10,1,10,OAK 18,19,20,Brandon McManus 36 yard field goal good,4.370,3.000
4,0:06,,,DEN 35,19,20,"Brandon McManus kicks off 65 yards, touchback.. Penalty on Derek Carrier: Illegal Formation (Declined)",0.000,0.610
4,0:06,1,10,OAK 25,19,20,Derek Carr pass complete short right to Amari Cooper for 13 yards (tackle by Tramaine Brock),0.610,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
