Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
1,9:23,1,10,MIA 48,0,7,Ronnie Brown left guard for 3 yards (tackle by Haloti Ngata),2.130,1.990
1,8:45,2,7,BAL 49,0,7,Ronnie Brown left end for 2 yards (tackle by Fabian Washington),1.990,1.550
1,8:04,3,5,BAL 47,0,7,Chad Henne pass complete short left to Brian Hartline for 11 yards (tackle by Chris Carr),1.550,3.180
1,7:28,1,10,BAL 36,0,7,Chad Henne left end for 1 yard (tackle by Ray Lewis),3.180,2.770
1,6:48,2,9,BAL 35,0,7,Chad Henne pass complete short left to Davone Bess for 2 yards (tackle by Tavares Gooden and Cory Redding),2.770,2.350
1,6:07,3,7,BAL 33,0,7,Chad Henne pass complete deep middle to Brandon Marshall for 21 yards (tackle by Ed Reed),2.350,4.780
1,5:29,1,10,BAL 12,6,7,"Ronnie Brown right guard for 12 yards, touchdown",4.780,7.000
1,,,,BAL 2,7,7,Dan Carpenter kicks extra point good,0.000,0.000
1,,,,MIA 30,7,7,"Dan Carpenter kicks off 59 yards, returned by Jalen Parmele for 25 yards (tackle by Jonathon Amaya)",0.000,1.330
1,5:16,1,10,BAL 36,7,7,Ray Rice right guard for 3 yards (tackle by Randy Starks),1.330,1.200
1,4:46,2,7,BAL 39,7,7,Joe Flacco pass complete short right to Derrick Mason for 11 yards (tackle by Chris Clemons),1.200,2.260
1,4:16,1,10,BAL 50,7,7,Ray Rice left tackle for 12 yards (tackle by Chris Clemons),2.260,3.050
1,3:50,1,10,MIA 38,7,7,Ray Rice left tackle for -1 yards (tackle by Paul Soliai),3.050,2.370
1,3:13,2,11,MIA 39,7,7,Ray Rice left guard for 1 yard (tackle by Randy Starks and Koa Misi),2.370,1.820
1,2:33,3,10,MIA 38,7,7,Joe Flacco pass complete short right to Derrick Mason for 10 yards (tackle by Vontae Davis),1.820,3.710
1,1:48,1,10,MIA 28,7,7,Joe Flacco pass incomplete deep middle intended for Anquan Boldin,3.710,3.170
,,,,,,,"BAL challenged the incomplete pass ruling, and the play was upheld.",,
1,1:41,2,10,MIA 28,7,7,Joe Flacco pass complete short left to Todd Heap for 12 yards (tackle by Chris Clemons),3.170,4.510
1,1:01,1,10,MIA 16,7,7,Ray Rice left tackle for 2 yards (tackle by Tony McDaniel and Paul Soliai),4.510,4.210
1,0:19,2,8,MIA 14,7,7,Joe Flacco middle for 7 yards (tackle by Karlos Dansby and Koa Misi),4.210,4.850
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,MIA 7,7,7,Le'Ron McClain right guard for -1 yards (tackle by Karlos Dansby),4.850,2.990
2,14:19,4,2,MIA 8,7,10,Billy Cundiff 26 yard field goal good,2.990,3.000
2,,,,BAL 30,7,10,"Billy Cundiff kicks off 70 yards, touchback",0.000,0.280
2,14:13,1,10,MIA 20,7,10,Ricky Williams left guard for 1 yard (tackle by Chris Carr),0.280,-0.130
2,13:42,2,9,MIA 21,7,10,Chad Henne pass incomplete short right intended for Brian Hartline is intercepted by Lardarius Webb at MIA-36 and returned for 32 yards,-0.130,-6.280
2,13:25,1,4,MIA 4,7,10,Willis McGahee right guard for -1 yards (tackle by Cameron Wake),6.280,5.150
2,12:47,2,5,MIA 5,7,10,Joe Flacco sacked by Paul Soliai for -10 yards,5.150,2.930
2,12:08,3,15,MIA 15,7,10,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",2.930,2.340
2,11:41,,,,7,10,Timeout #2 by Baltimore Ravens,0.000,2.340
2,11:41,3,20,MIA 20,7,10,Joe Flacco sacked by Cameron Wake for 0 yards,2.340,2.120
2,11:00,4,20,MIA 20,7,10,"Sam Koch for no gain. Sam Koch fumbles, recovered by Sam Koch at MIA-30",2.120,-0.940
2,10:55,1,10,MIA 30,7,10,Chad Henne pass complete short left to Brandon Marshall for -4 yards (tackle by Chris Carr),0.940,-0.150
2,10:20,2,14,MIA 26,7,10,Chad Henne pass complete short right to Anthony Fasano for 6 yards (tackle by Ray Lewis),-0.150,-0.030
2,9:43,3,8,MIA 32,7,10,Chad Henne sacked by Terrell Suggs for -9 yards,-0.030,-1.830
2,9:18,4,17,MIA 23,7,10,"Brandon Fields punts 47 yards, returned by Lardarius Webb for 10 yards (tackle by Quentin Moses)",-1.830,-1.600
2,9:08,1,10,BAL 40,7,10,Ray Rice left end for 5 yards (tackle by Vontae Davis),1.600,1.730
2,8:35,2,5,BAL 45,7,10,Ray Rice left tackle for 5 yards (tackle by Channing Crowder),1.730,2.260
2,7:51,1,10,,7,10,Ray Rice middle for 3 yards (tackle by Koa Misi),2.260,2.120
2,7:14,2,7,MIA 47,7,10,Joe Flacco pass complete short right to Ray Rice for 12 yards (tackle by Karlos Dansby),2.120,3.250
2,6:35,1,10,MIA 35,7,10,Joe Flacco pass complete short right to Willis McGahee for 8 yards (tackle by Channing Crowder),3.250,3.780
2,6:04,2,2,MIA 27,7,10,Willis McGahee left guard for 14 yards (tackle by Vontae Davis and Sean Smith),3.780,4.710
2,5:20,1,10,MIA 13,7,10,Willis McGahee left guard for 3 yards (tackle by Tony McDaniel),4.710,4.580
2,4:37,2,7,MIA 10,7,10,"Joe Flacco pass incomplete short right intended for Derrick Mason. Penalty on Derrick Mason: Offensive Pass Interfere, 10 yards (no play)",4.580,3.210
2,4:32,2,17,MIA 20,7,10,Ray Rice left tackle for 11 yards (tackle by Karlos Dansby and Vontae Davis),3.210,3.880
2,3:49,3,6,MIA 9,7,10,"Penalty on Todd Heap: False Start, 5 yards (no play)",3.880,3.080
2,3:24,3,11,MIA 14,7,10,Joe Flacco sacked by Cameron Wake for -7 yards,3.080,2.060
2,3:00,4,18,MIA 21,7,13,Billy Cundiff 39 yard field goal good,2.060,3.000
2,,,,BAL 30,7,13,"Billy Cundiff kicks off 75 yards, touchback",0.000,0.280
2,2:55,1,10,MIA 20,7,13,Chad Henne pass complete short left to Brian Hartline for 31 yards (tackle by Ed Reed),0.280,2.320
2,2:18,1,10,BAL 49,7,13,Ronnie Brown right tackle for 2 yards (tackle by Dawan Landry and Terrence Cody),2.320,2.050
2,2:00,2,8,BAL 47,7,13,Chad Henne pass complete short left to Davone Bess for 11 yards (tackle by Fabian Washington),2.050,3.180
2,1:55,1,10,BAL 36,7,13,Chad Henne pass complete short middle to Ronnie Brown for 12 yards (tackle by Ray Lewis),3.180,3.970
2,1:16,1,10,BAL 24,7,13,"Chad Henne pass complete short middle to Brandon Marshall for 5 yards (tackle by Brendon Ayanbadejo). Brandon Marshall fumbles (forced by Brendon Ayanbadejo), recovered by Brandon Marshall at BAL-19",3.970,4.120
2,1:07,,,,7,13,Timeout #1 by Miami Dolphins,0.000,4.120
2,1:06,2,5,BAL 19,7,13,Chad Henne pass incomplete short left intended for Anthony Fasano,4.120,3.410
2,1:02,3,5,BAL 19,7,13,Chad Henne pass complete short middle to Brian Hartline for 9 yards (tackle by Ed Reed),3.410,4.910
2,0:40,1,10,BAL 10,7,13,Chad Henne pass complete short right to Ronnie Brown for 1 yard (tackle by Dawan Landry),4.910,4.380
2,0:35,,,,7,13,Timeout #2 by Miami Dolphins,0.000,4.380
2,0:35,2,9,BAL 9,7,13,Chad Henne pass complete short left to Davone Bess for 8 yards (tackle by Fabian Washington),4.380,5.170
2,0:24,,,,7,13,Timeout #3 by Miami Dolphins,0.000,5.170
2,0:24,3,1,BAL 1,7,13,Chad Henne pass incomplete short middle intended for Anthony Fasano,5.170,3.550
2,0:20,4,1,BAL 1,10,13,Dan Carpenter 19 yard field goal good,3.550,3.000
2,,,,MIA 30,10,13,"Dan Carpenter kicks off 67 yards, returned by David Reed for 21 yards (tackle by Roberto Wallace)",0.000,0.540
2,0:15,1,10,BAL 24,10,13,Joe Flacco kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,10,13,"Billy Cundiff kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,10,13,Ricky Williams left guard for no gain (tackle by Haloti Ngata),0.280,-0.270
3,14:23,2,10,MIA 20,10,13,Chad Henne pass incomplete short left intended for Davone Bess (defended by Josh Wilson),-0.270,-0.960
3,14:15,3,10,MIA 20,10,13,Chad Henne middle for 7 yards (tackle by Ray Lewis),-0.960,-1.570
3,13:39,4,3,MIA 27,10,13,"Brandon Fields punts 54 yards, fair catch by Lardarius Webb",-1.570,-0.150
3,13:32,1,10,BAL 19,10,13,Joe Flacco pass complete short middle to Ray Rice for 15 yards (tackle by Karlos Dansby),0.150,1.200
3,13:08,1,10,BAL 34,10,13,Joe Flacco pass incomplete short right intended for Anquan Boldin,1.200,0.660
3,13:03,2,10,BAL 34,10,13,Joe Flacco pass complete short middle to Ray Rice for 12 yards (tackle by Karlos Dansby),0.660,1.990
3,12:27,1,10,BAL 46,10,13,Ray Rice left guard for -2 yards (tackle by Chris Clemons),1.990,1.180
3,11:48,2,12,BAL 44,10,13,Joe Flacco pass complete short left to Ray Rice for 34 yards (tackle by Sean Smith),1.180,4.110
3,11:17,1,10,MIA 22,10,13,Joe Flacco pass complete short right to Derrick Mason for 9 yards (tackle by Vontae Davis),4.110,5.060
3,10:50,2,1,MIA 13,10,13,Le'Ron McClain left tackle for 2 yards (tackle by Koa Misi and Yeremiah Bell),5.060,4.840
3,10:07,1,10,MIA 11,10,13,Willis McGahee left end for -1 yards (tackle by Karlos Dansby),4.840,3.980
3,9:29,2,11,MIA 12,10,19,"Joe Flacco pass complete short right to Derrick Mason for 12 yards, touchdown",3.980,7.000
3,,,,MIA 2,10,20,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 30,10,20,"Billy Cundiff kicks off 70 yards, touchback",0.000,0.280
3,9:23,1,10,MIA 20,10,20,Chad Henne pass complete short left to Ronnie Brown for 14 yards (tackle by Josh Wilson),0.280,1.200
3,8:55,1,10,MIA 34,10,20,Ronnie Brown left tackle for 9 yards (tackle by Ray Lewis),1.200,1.870
3,8:22,2,1,MIA 43,10,20,Ronnie Brown left end for 3 yards (tackle by Jameel McClain and Cory Redding),1.870,1.990
3,7:43,1,10,MIA 46,10,20,Chad Henne pass complete short left to Anthony Fasano for 9 yards (tackle by Haloti Ngata),1.990,2.670
3,7:16,2,1,BAL 45,10,20,"Penalty on Pat McQuistan: False Start, 5 yards (no play)",2.670,1.990
3,7:03,2,6,,10,20,Chad Henne middle for 3 yards (tackle by Jameel McClain),1.990,1.690
3,6:22,3,3,BAL 47,10,20,Chad Henne pass incomplete short left intended for Ronnie Brown (defended by Josh Wilson),1.690,0.130
3,6:16,4,3,BAL 47,10,20,"Penalty on Nolan Carroll: Delay of Game, 5 yards (no play)",0.130,-0.190
3,6:16,4,8,MIA 48,10,20,"Brandon Fields punts 43 yards, returned by Ed Reed for 2 yards (tackle by John Denney)",-0.190,0.370
3,6:07,1,10,BAL 11,10,20,Le'Ron McClain right guard for 11 yards (tackle by Koa Misi and Vontae Davis),-0.370,0.410
3,5:33,1,10,BAL 22,10,20,Ray Rice middle for 4 yards (tackle by Chris Clemons),0.410,0.410
3,4:55,2,6,BAL 26,10,20,Joe Flacco pass complete short middle to Ray Rice for 20 yards (tackle by Cameron Wake),0.410,1.990
3,4:08,1,10,BAL 46,10,20,David Reed left end for 15 yards (tackle by Sean Smith),1.990,2.980
3,3:40,1,10,MIA 39,10,20,Ray Rice right guard for no gain (tackle by Cameron Wake),2.980,2.440
3,2:59,2,10,MIA 39,10,20,Joe Flacco pass incomplete short right intended for Anquan Boldin (defended by Sean Smith),2.440,1.750
3,2:53,3,10,MIA 39,10,20,Joe Flacco pass incomplete deep right intended for Anquan Boldin,1.750,0.660
3,2:46,4,10,MIA 39,10,20,Sam Koch pass complete short left to Cary Williams for 13 yards (tackle by Davone Bess),0.660,3.840
3,2:30,,,,10,20,Timeout #1 by Miami Dolphins,0.000,3.840
3,2:30,1,10,MIA 26,10,20,Joe Flacco pass complete short right to Willis McGahee for 2 yards (tackle by Tim Dobbins),3.840,3.570
3,1:58,2,8,MIA 24,10,20,Joe Flacco sacked by Tim Dobbins and Tim Dobbins for -6 yards,3.570,2.080
3,1:29,3,14,MIA 30,10,20,Joe Flacco pass complete short left to T.J. Houshmandzadeh for 11 yards (tackle by Tony McDaniel),2.080,2.280
3,0:48,4,3,MIA 19,10,20,Billy Cundiff 37 yard field goal no good,2.280,-0.740
3,0:43,1,10,MIA 27,10,20,Chad Henne right end for 2 yards,0.740,0.470
3,0:04,2,8,MIA 29,10,20,Chad Henne pass complete short middle to Brandon Marshall for 6 yards (tackle by Lardarius Webb),0.470,0.560
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,MIA 35,10,20,Chad Henne pass complete short middle to Brandon Marshall for 2 yards (tackle by Lardarius Webb and Ray Lewis),0.560,1.400
4,14:18,1,10,MIA 37,10,20,Chad Henne pass complete deep right to Brian Hartline for 34 yards (tackle by Lardarius Webb). Penalty on Lardarius Webb: Defensive Pass Interfere (Declined),1.400,3.640
4,13:58,1,10,BAL 29,10,20,Chad Henne pass incomplete deep left intended for Brandon Marshall,3.640,3.100
4,13:51,2,10,BAL 29,10,20,Chad Henne pass complete short left to Davone Bess for 7 yards (tackle by Ray Lewis and Chris Carr),3.100,3.340
4,13:09,3,3,BAL 22,10,20,Chad Henne sacked by Haloti Ngata for -6 yards,3.340,1.590
4,12:49,4,9,BAL 28,10,20,Dan Carpenter 46 yard field goal no good,1.590,-1.330
4,12:43,1,10,BAL 36,10,20,Joe Flacco pass incomplete short right intended for Ray Rice (defended by Kendall Langford),1.330,0.790
4,12:38,2,10,BAL 36,10,20,Joe Flacco middle for 2 yards (tackle by Kendall Langford),0.790,0.370
4,12:00,3,8,BAL 38,10,20,Joe Flacco pass complete short middle to Anquan Boldin for 20 yards (tackle by Sean Smith),0.370,2.790
4,11:16,1,10,MIA 42,10,20,Le'Ron McClain right guard for 3 yards (tackle by Ryan Baker and Kendall Langford),2.790,2.650
4,10:38,2,7,MIA 39,10,20,Joe Flacco pass complete short right to Ray Rice for 2 yards (tackle by Koa Misi),2.650,2.210
4,10:03,3,5,MIA 37,10,20,Joe Flacco pass complete short left to Anquan Boldin for 8 yards,2.210,3.640
4,9:46,1,10,MIA 29,10,20,Ray Rice right guard for 6 yards (tackle by Tony McDaniel),3.640,3.910
4,9:12,2,4,MIA 23,10,20,Ray Rice left guard for 3 yards (tackle by Ikaika Alama-Francis),3.910,3.600
4,8:43,3,1,MIA 20,10,20,Ray Rice left tackle for 8 yards (tackle by Yeremiah Bell),3.600,4.780
4,8:20,1,10,MIA 12,10,20,Ray Rice left guard for 8 yards (tackle by Yeremiah Bell),4.780,5.600
4,7:59,2,2,MIA 4,10,20,Ray Rice left tackle for -1 yards (tackle by Channing Crowder),5.600,4.610
4,7:27,3,3,MIA 5,10,20,Joe Flacco pass complete short left to Ray Rice for 2 yards (tackle by Sean Smith),4.610,3.060
4,6:50,4,1,MIA 3,10,23,Billy Cundiff 20 yard field goal good,3.060,3.000
4,,,,BAL 30,10,23,"Billy Cundiff kicks off 64 yards, returned by Nolan Carroll for 19 yards (tackle by Josh Wilson)",0.000,0.610
4,6:40,1,10,MIA 25,10,23,Chad Henne pass incomplete short right intended for Brandon Marshall,0.610,0.060
4,6:35,2,10,MIA 25,10,23,Chad Henne pass incomplete short right intended for Brandon Marshall is intercepted by Ed Reed at MIA-36 and returned for 18 yards,0.060,-4.370
4,6:23,1,10,MIA 18,10,23,Ray Rice left tackle for 6 yards (tackle by Chris Clemons),4.370,4.810
4,5:44,2,4,MIA 12,10,23,Ray Rice left tackle for 3 yards (tackle by Channing Crowder and Yeremiah Bell),4.810,4.740
4,5:08,3,1,MIA 9,10,23,Le'Ron McClain left guard for 2 yards (tackle by Cameron Wake),4.740,5.600
4,4:24,1,7,MIA 7,10,23,Ray Rice left end for -3 yards (tackle by Cameron Wake),5.600,4.190
4,3:43,2,10,MIA 10,10,23,Willis McGahee left tackle for 5 yards (tackle by Karlos Dansby and Vontae Davis),4.190,4.260
4,3:02,3,5,MIA 5,10,23,Willis McGahee right guard for 4 yards (tackle by Chris Clemons and Kendall Langford),4.260,3.550
4,2:12,4,1,MIA 1,10,23,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",3.550,2.990
4,2:12,4,6,MIA 6,10,26,Billy Cundiff 24 yard field goal good,2.990,3.000
4,,,,BAL 30,10,26,"Billy Cundiff kicks off 69 yards, returned by Nolan Carroll for 23 yards (tackle by Marcus Smith). Penalty on Jonathon Amaya: Offensive Holding, 8 yards",0.000,-0.380
4,2:07,1,10,MIA 8,10,26,Chad Henne pass complete short left to Ronnie Brown for 10 yards (tackle by Ray Lewis),-0.380,0.040
4,1:52,1,10,MIA 18,10,26,Chad Henne pass complete short right to Anthony Fasano for 11 yards (tackle by Lardarius Webb),0.040,0.870
4,1:46,1,10,MIA 29,10,26,"Chad Henne for no gain. Chad Henne fumbles, recovered by Chad Henne at MIA-26",0.870,-0.080
4,1:19,2,13,MIA 26,10,26,Chad Henne pass incomplete short middle intended for Anthony Fasano,-0.080,-0.760
4,1:16,3,13,MIA 26,10,26,Chad Henne pass complete short right to Davone Bess for 22 yards (tackle by Ed Reed),-0.760,2.130
4,1:08,1,10,MIA 48,10,26,Chad Henne pass complete short left to Ronnie Brown for 3 yards (tackle by Tavares Gooden),2.130,1.990
4,0:59,,,,10,26,Timeout #2 by Miami Dolphins,0.000,1.990
4,0:59,2,7,BAL 49,10,26,Chad Henne pass incomplete deep right intended for Davone Bess,1.990,1.290
4,0:52,3,7,BAL 49,10,26,Chad Henne pass incomplete short middle intended for Anthony Fasano (defended by Haruki Nakamura),1.290,0.000
4,0:48,4,7,BAL 49,10,26,"Chad Henne pass incomplete short left intended for Brian Hartline (defended by Chris Carr). Penalty on Haloti Ngata: Roughing the Passer, 15 yards (no play)",0.000,3.310
4,0:42,1,10,BAL 34,10,26,Chad Henne pass incomplete short left intended for Davone Bess is intercepted by Josh Wilson at BAL-22,3.310,-0.410
4,0:35,1,10,BAL 22,10,26,Joe Flacco kneels for -1 yards,0.410,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
