Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
1,8:59,2,8,NOR 46,0,0,Matthew Stafford pass complete short left to Brandon Pettigrew for 2 yards (tackle by Curtis Lofton and David Hawthorne),2.120,1.690
1,8:14,3,6,NOR 44,0,0,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,1.690,0.330
1,8:09,4,6,NOR 44,0,0,Sam Martin punts 37 yards,0.330,0.380
1,7:59,1,10,NOR 7,0,0,Drew Brees pass complete short right to Ben Watson for 3 yards (tackle by Darius Slay),-0.380,-0.560
1,7:28,2,7,NOR 10,0,0,Mark Ingram up the middle for 2 yards (tackle by Nick Fairley),-0.560,-0.840
1,6:52,3,5,NOR 12,0,0,"Drew Brees pass incomplete short middle intended for Marques Colston (defended by James Ihedigbo). Penalty on Danny Gorrer: Defensive Holding, 5 yards (no play)",-0.840,-0.060
1,6:46,1,10,NOR 17,0,0,"Mark Ingram left tackle for -3 yards (tackle by Ndamukong Suh). Penalty on Ndamukong Suh: Defensive Offside, 5 yards (no play)",-0.060,0.810
1,6:31,1,5,NOR 22,0,0,Drew Brees pass complete short right to Marques Colston for 8 yards (tackle by DeAndre Levy and Darius Slay),0.810,0.940
1,5:54,1,10,NOR 30,0,0,Drew Brees pass incomplete short right intended for Brandin Cooks (defended by Darius Slay),0.940,0.390
1,5:48,2,10,NOR 30,0,0,Drew Brees pass incomplete short left intended for Mark Ingram,0.390,-0.300
1,5:44,3,10,NOR 30,0,0,Drew Brees pass complete short right to Marques Colston for 21 yards (tackle by Glover Quin),-0.300,2.320
1,5:20,1,10,DET 49,0,0,Drew Brees pass complete short left to Travaris Cadet for 7 yards (tackle by Tahir Whitehead),2.320,2.730
1,4:43,2,3,DET 42,0,0,Khiry Robinson left tackle for 5 yards (tackle by Ezekiel Ansah),2.730,3.120
1,4:01,1,10,DET 37,0,0,Drew Brees sacked by James Ihedigbo and Ndamukong Suh for -7 yards,3.120,1.630
1,3:17,2,17,DET 44,0,0,Drew Brees pass complete short left to Travaris Cadet for 7 yards (tackle by DeAndre Levy),1.630,1.880
1,2:38,3,10,DET 37,0,0,"Drew Brees pass complete short right to Ben Watson for 6 yards (tackle by Danny Gorrer). Penalty on Jonathan Goodwin: Offensive Holding, 10 yards (no play)",1.880,0.560
1,2:17,3,20,DET 47,0,0,Drew Brees pass complete short left to Josh Hill for 8 yards (tackle by DeAndre Levy),0.560,0.660
1,1:31,4,12,DET 39,0,0,"Thomas Morstead punts 29 yards, fair catch by Jeremy Ross",0.660,0.380
1,1:24,1,10,DET 10,0,0,"Joique Bell right tackle for 1 yard (tackle by Curtis Lofton and Parys Haralson). Penalty on Parys Haralson: Defensive Offside, 5 yards (no play)",-0.380,0.080
1,1:01,1,5,DET 15,0,0,Reggie Bush left tackle for 3 yards (tackle by Curtis Lofton),0.080,0.070
1,0:23,2,2,DET 18,0,0,Matthew Stafford pass incomplete short right intended for Golden Tate is intercepted by Keenan Lewis at DET-29,0.070,-3.640
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
1,0:12,1,10,DET 29,0,0,"Drew Brees pass complete short right to Kenny Stills for 10 yards (tackle by Darius Slay). Penalty on Glover Quin: Unnecessary Roughness, 10 yards",3.640,5.140
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,9,DET 9,0,0,"Pierre Thomas left end for 4 yards (tackle by Darius Slay). Penalty on Pierre Thomas: Face Mask (15 Yards), 15 yards",5.140,4.240
2,14:32,1,20,DET 20,0,0,Pierre Thomas up the middle for -4 yards (tackle by Cassius Vaughn),4.240,2.460
2,14:09,2,24,DET 24,0,0,"Drew Brees pass incomplete short right intended for Kenny Stills. Penalty on Darius Slay: Defensive Pass Interference, 11 yards (no play)",2.460,4.710
2,14:05,1,10,DET 13,6,0,"Drew Brees pass complete short left to Austin Johnson for 13 yards, touchdown",4.710,7.000
2,14:05,,,DET 2,7,0,Shayne Graham kicks extra point good,0.000,0.000
2,14:05,,,NOR 35,7,0,"Thomas Morstead kicks off 70 yards, returned by Jeremy Ross for 24 yards (tackle by Brian Dixon)",0.000,-0.150
2,13:50,1,10,DET 19,7,0,Reggie Bush up the middle for 2 yards (tackle by Curtis Lofton and Marcus Ball),0.150,-0.060
2,13:10,2,8,DET 21,7,0,"Joique Bell up the middle for 7 yards (tackle by Curtis Lofton and David Hawthorne). Penalty on Akiem Hicks: Unnecessary Roughness, 15 yards",-0.060,1.800
2,12:38,1,10,DET 43,7,0,Joique Bell up the middle for -2 yards (tackle by David Hawthorne),1.800,0.980
2,11:56,2,12,DET 41,7,0,Matthew Stafford pass complete short left to Joique Bell for 13 yards (tackle by Rafael Bush),0.980,2.520
2,11:30,1,10,NOR 46,7,0,Joique Bell right end for -2 yards (tackle by Marcus Ball),2.520,1.710
2,10:50,2,12,NOR 48,7,0,Matthew Stafford pass complete short right to Jeremy Ross for 7 yards (tackle by Keenan Lewis),1.710,1.950
2,10:03,3,5,NOR 41,7,0,Matthew Stafford pass incomplete short right intended for Golden Tate,1.950,0.530
2,9:58,4,5,NOR 41,7,0,"Sam Martin punts 31 yards, fair catch by Brandin Cooks",0.530,0.380
2,9:50,1,10,NOR 10,7,0,Pierre Thomas left tackle for 1 yard (tackle by Tahir Whitehead),-0.380,-0.710
2,9:11,2,9,NOR 11,7,0,Drew Brees pass complete short right to Pierre Thomas for 4 yards (tackle by Don Carey),-0.710,-0.840
2,8:29,3,5,NOR 15,7,0,Drew Brees pass complete deep left to Travaris Cadet for 25 yards (tackle by Glover Quin),-0.840,1.600
2,7:54,1,10,NOR 40,7,0,"Khiry Robinson right tackle for 4 yards (tackle by C.J. Mosley). Khiry Robinson fumbles (forced by C.J. Mosley), recovered by James Ihedigbo at NOR-47 (tackle by Robert Meachem)",1.600,-2.460
2,7:47,1,10,NOR 47,7,0,Matthew Stafford pass complete short left to Reggie Bush for 9 yards (tackle by Corey White),2.460,3.130
2,7:18,2,1,NOR 38,7,0,Joique Bell right tackle for -1 yards (tackle by David Hawthorne),3.130,2.280
2,6:30,3,2,NOR 39,7,0,"Matthew Stafford pass incomplete deep left intended for Golden Tate. Penalty on Brian Dixon: Defensive Pass Interference, 31 yards (no play)",2.280,5.370
2,6:24,1,8,NOR 8,7,0,Matthew Stafford pass incomplete short middle intended for Joique Bell (defended by John Jenkins),5.370,4.570
2,6:19,2,8,NOR 8,7,0,Matthew Stafford pass complete short middle to Reggie Bush for 5 yards (tackle by Rafael Bush),4.570,4.720
2,5:38,3,3,NOR 3,7,0,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,4.720,3.040
2,5:33,4,3,NOR 3,7,3,Matt Prater 21 yard field goal good,3.040,3.000
2,5:33,,,DET 35,7,3,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,5:27,1,10,NOR 20,7,3,Mark Ingram left end for -3 yards (tackle by James Ihedigbo),0.280,-0.790
2,4:56,2,13,NOR 17,7,3,Drew Brees pass complete short left to Travaris Cadet for 5 yards (tackle by Ezekiel Ansah),-0.790,-0.690
2,4:19,3,8,NOR 22,7,3,Drew Brees pass incomplete deep left intended for Robert Meachem,-0.690,-1.900
2,4:11,4,8,NOR 22,7,3,"Thomas Morstead punts 45 yards, out of bounds",-1.900,-1.140
2,4:03,1,10,DET 33,7,3,Matthew Stafford pass complete short middle to Brandon Pettigrew for 13 yards (tackle by Kenny Vaccaro and Marcus Ball),1.140,1.990
2,3:23,1,10,DET 46,7,3,Matthew Stafford pass complete short right to Golden Tate for 11 yards (tackle by Curtis Lofton),1.990,2.720
2,2:42,1,10,NOR 43,7,3,"Matthew Stafford pass incomplete deep right intended for Corey Fuller. Penalty on Parys Haralson: Neutral Zone Infraction, 5 yards (no play)",2.720,3.450
2,2:27,1,5,NOR 38,7,3,Matthew Stafford pass complete short left to Golden Tate for 7 yards (tackle by Corey White). Penalty on Parys Haralson: Illegal Use of Hands (Declined),3.450,3.510
2,2:04,1,10,NOR 31,7,3,Matthew Stafford pass complete short left to Reggie Bush for -4 yards (tackle by Keenan Lewis),3.510,2.430
2,1:53,2,14,NOR 35,7,3,Matthew Stafford sacked by Junior Galette for -8 yards,2.430,2.430
2,1:46,2,14,NOR 35,7,3,Timeout #1 by New Orleans Saints,2.430,0.700
2,1:46,3,22,NOR 43,7,3,Matthew Stafford pass complete short left to Jeremy Ross for -1 yards (tackle by Curtis Lofton),0.700,0.700
2,1:40,3,22,NOR 43,7,3,Timeout #2 by New Orleans Saints,0.700,0.330
2,1:40,4,23,NOR 44,7,3,"Sam Martin punts 33 yards, fair catch by Brandin Cooks",0.330,0.370
2,1:32,1,10,NOR 11,7,3,Drew Brees pass complete short right to Pierre Thomas for no gain,-0.370,-0.780
2,1:12,2,10,NOR 11,7,3,Drew Brees pass complete short middle to Pierre Thomas for 10 yards (tackle by DeAndre Levy),-0.780,0.340
2,0:51,1,10,NOR 21,7,3,Drew Brees pass complete deep left to Kenny Stills for 16 yards (tackle by James Ihedigbo),0.340,0.340
2,0:39,1,10,NOR 21,7,3,Timeout #3 by New Orleans Saints,0.340,1.400
2,0:39,1,10,NOR 37,7,3,Drew Brees pass complete short left to Brandin Cooks for 14 yards,1.400,2.320
2,0:33,1,10,DET 49,7,3,Drew Brees pass complete short middle to Kenny Stills for 17 yards (tackle by James Ihedigbo),2.320,3.450
2,0:22,1,10,DET 32,7,3,"Drew Brees spiked the ball. Penalty on Ezekiel Ansah: Defensive Offside, 5 yards (no play)",3.450,4.180
2,0:19,1,5,DET 27,7,3,Drew Brees pass complete deep middle to Marques Colston for 18 yards (tackle by James Ihedigbo),4.180,5.140
2,0:06,1,9,DET 9,7,3,Drew Brees spiked the ball,5.140,4.380
2,0:05,2,9,DET 9,10,3,Shayne Graham 27 yard field goal good,4.380,3.000
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,10,3,"Sam Martin kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,10,3,Pierre Thomas up the middle for 12 yards (tackle by DeAndre Levy and Glover Quin),0.280,1.070
3,14:39,1,10,NOR 32,10,3,Pierre Thomas up the middle for no gain (tackle by DeAndre Levy),1.070,0.530
3,14:17,2,10,NOR 32,10,3,Drew Brees pass complete deep middle to Marques Colston for 22 yards (tackle by James Ihedigbo),0.530,2.520
3,13:50,1,10,DET 46,16,3,"Drew Brees pass complete deep right to Kenny Stills for 46 yards, touchdown",2.520,7.000
3,13:50,,,DET 2,17,3,Shayne Graham kicks extra point good,0.000,0.000
3,13:50,,,NOR 35,17,3,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
3,13:42,1,10,DET 20,17,3,Matthew Stafford pass complete short middle to Reggie Bush for 11 yards (tackle by David Hawthorne),0.280,1.000
3,13:13,1,10,DET 31,17,3,Joique Bell left tackle for 5 yards (tackle by Curtis Lofton),1.000,1.140
3,12:33,2,5,DET 36,17,3,Matthew Stafford pass complete short left to Golden Tate for 3 yards (tackle by Corey White),1.140,0.830
3,11:48,3,2,DET 39,17,3,Joique Bell left tackle for 7 yards (tackle by David Hawthorne),0.830,1.990
3,11:08,1,10,DET 46,17,3,Joique Bell left tackle for no gain (tackle by Cameron Jordan),1.990,1.450
3,10:25,2,10,DET 46,17,3,Matthew Stafford pass complete short left to Golden Tate for 3 yards (tackle by Curtis Lofton),1.450,1.160
3,9:40,3,7,DET 49,17,3,Matthew Stafford pass complete deep right to Golden Tate for 19 yards (tackle by Corey White),1.160,3.450
3,8:54,1,10,NOR 32,17,3,Matthew Stafford pass complete short left to Brandon Pettigrew for 12 yards (tackle by Curtis Lofton),3.450,4.240
3,8:12,1,10,NOR 20,17,3,Matthew Stafford pass complete short right to Golden Tate for 7 yards (tackle by Curtis Lofton),4.240,4.830
3,7:31,2,3,NOR 13,17,3,Joique Bell right end for 11 yards (tackle by Curtis Lofton),4.830,6.740
3,6:59,1,2,NOR 2,17,3,Joique Bell left tackle for 1 yard (tackle by Parys Haralson),6.740,5.910
3,6:24,2,1,NOR 1,17,9,"Joique Bell left end for 1 yard, touchdown",5.910,7.000
3,6:24,,,NOR 2,17,10,Matt Prater kicks extra point good,0.000,0.000
3,6:24,,,DET 35,17,10,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,6:19,1,10,NOR 20,17,10,Mark Ingram right tackle for 5 yards (tackle by Darryl Tapp),0.280,0.410
3,5:48,2,5,NOR 25,17,10,Pierre Thomas right end for no gain (tackle by Darius Slay),0.410,-0.300
3,5:08,3,5,NOR 25,17,10,"Drew Brees pass complete short right to Pierre Thomas for 15 yards (tackle by Glover Quin). Penalty on Marques Colston: Offensive Pass Interference, 10 yards (no play)",-0.300,-1.860
3,4:46,3,15,NOR 15,17,10,Drew Brees pass incomplete short right intended for Ben Watson,-1.860,-2.440
3,4:40,4,15,NOR 15,17,10,"Thomas Morstead punts 47 yards, fair catch by Jeremy Ross",-2.440,-1.470
3,4:31,1,10,DET 38,17,10,Matthew Stafford pass incomplete short right intended for Joique Bell,1.470,0.920
3,4:27,2,10,DET 38,17,10,Matthew Stafford pass complete short left to Joique Bell for 6 yards (tackle by Brian Dixon),0.920,1.020
3,3:50,3,4,DET 44,17,10,Matthew Stafford pass incomplete short left intended for Reggie Bush,1.020,-0.460
3,3:46,4,4,DET 44,17,10,"Sam Martin punts 55 yards, out of bounds",-0.460,0.380
3,3:36,1,10,NOR 1,17,10,Drew Brees pass complete short right to Marques Colston for 19 yards (tackle by Cassius Vaughn),-0.380,0.280
3,2:57,1,10,NOR 20,17,10,Mark Ingram left end for -4 yards (tackle by Ezekiel Ansah),0.280,-0.940
3,2:14,2,14,NOR 16,17,10,Drew Brees pass complete short middle to Kenny Stills for 14 yards (tackle by Glover Quin). Penalty on Rashean Mathis: Defensive Holding (Declined),-0.940,0.940
3,1:48,1,10,NOR 30,17,10,"Mark Ingram left tackle for 1 yard (tackle by DeAndre Levy). Penalty on Tahir Whitehead: Unnecessary Roughness, 15 yards",0.940,1.990
3,1:24,1,10,NOR 46,17,10,Drew Brees pass complete short right to Brandin Cooks for 9 yards (tackle by Darius Slay),1.990,2.670
3,0:48,2,1,DET 45,17,10,Mark Ingram left tackle for -3 yards (tackle by DeAndre Levy),2.670,1.550
3,0:05,3,4,DET 48,17,10,Drew Brees pass complete deep middle to Marques Colston for 23 yards (tackle by James Ihedigbo),1.550,3.910
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 25,17,10,"Kenny Stills left end for 3 yards (tackle by Glover Quin). Penalty on Tim Lelito: Illegal Blindside Block, 15 yards (no play)",3.910,2.920
4,14:34,1,25,DET 40,17,10,Drew Brees pass complete short middle to Mark Ingram for 10 yards (tackle by Tahir Whitehead),2.920,2.690
4,13:49,2,15,DET 30,17,10,Drew Brees pass incomplete short right intended for Robert Meachem (defended by Ndamukong Suh),2.690,2.010
4,13:44,3,15,DET 30,17,10,Drew Brees pass incomplete deep left intended for Jimmy Graham,2.010,1.410
4,13:38,4,15,DET 30,20,10,Shayne Graham 48 yard field goal good,1.410,3.000
4,13:38,,,NOR 35,20,10,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
4,13:33,1,10,DET 20,20,10,Joique Bell up the middle for no gain (tackle by Parys Haralson and Junior Galette),0.280,-0.270
4,12:52,2,10,DET 20,20,10,Matthew Stafford sacked by Corey White for -6 yards,-0.270,-2.030
4,12:11,3,16,DET 14,20,10,Matthew Stafford pass complete deep middle to Golden Tate for 19 yards (tackle by Kenny Vaccaro),-2.030,1.140
4,11:29,1,10,DET 33,20,10,Joique Bell right tackle for 10 yards (tackle by Curtis Lofton),1.140,1.800
4,10:50,1,10,DET 43,20,10,Matthew Stafford pass incomplete short right intended for Jeremy Ross (defended by Keenan Lewis),1.800,1.250
4,10:44,2,10,DET 43,20,10,Matthew Stafford pass incomplete short left intended for Joique Bell,1.250,0.560
4,10:40,3,10,DET 43,20,10,"Matthew Stafford pass complete short left to Golden Tate for 8 yards (tackle by Curtis Lofton). Penalty on Cameron Jordan: Roughing the Passer, 15 yards",0.560,3.310
4,10:10,1,10,NOR 34,20,10,Matthew Stafford pass complete short left to Corey Fuller for 18 yards (tackle by Rafael Bush),3.310,4.510
4,9:28,1,10,NOR 16,20,10,Joique Bell up the middle for 3 yards (tackle by Cameron Jordan),4.510,4.390
4,8:53,2,7,NOR 13,20,10,Matthew Stafford pass incomplete short left intended for Jordan Thompson is intercepted by Kenny Vaccaro at NOR-6 and returned for 45 yards,4.390,-2.320
4,8:43,1,10,DET 49,20,10,Khiry Robinson left end for 17 yards (tackle by Glover Quin),2.320,3.450
4,8:04,1,10,DET 32,20,10,Mark Ingram up the middle for 14 yards (tackle by Glover Quin),3.450,4.370
4,7:19,1,10,DET 18,20,10,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",4.370,4.040
4,6:56,1,15,DET 23,20,10,Mark Ingram up the middle for no gain (tackle by Ndamukong Suh),4.040,3.150
4,6:14,2,15,DET 23,20,10,Austin Johnson right tackle for 5 yards (tackle by Ashlee Palmer),3.150,3.050
4,5:35,3,10,DET 18,20,10,Drew Brees pass incomplete short middle intended for Travaris Cadet,3.050,2.250
4,5:29,4,10,DET 18,23,10,Shayne Graham 36 yard field goal good. Penalty on Don Carey: Running Into the Kicker (Declined),2.250,3.000
4,5:29,,,NOR 35,23,10,"Thomas Morstead kicks off 68 yards, returned by Jeremy Ross for 26 yards (tackle by Austin Johnson). Penalty on Julian Stanford: Offensive Holding, 10 yards",0.000,0.380
4,5:17,1,10,DET 10,23,10,Matthew Stafford pass incomplete deep right intended for Golden Tate,-0.380,-0.780
4,5:08,2,10,DET 10,23,10,Matthew Stafford sacked by Parys Haralson for 0 yards. Penalty on Larry Warford: Offensive Holding (Declined),-0.780,-1.420
4,4:47,3,10,DET 10,23,10,Matthew Stafford pass complete deep middle to Corey Fuller for 21 yards (tackle by Rafael Bush),-1.420,1.000
4,4:22,1,10,DET 31,23,10,Matthew Stafford pass incomplete deep left intended for Corey Fuller (defended by Rafael Bush),1.000,0.460
4,4:16,2,10,DET 31,23,10,"Penalty on Brandon Pettigrew: False Start, 5 yards (no play)",0.460,-0.220
4,4:16,2,15,DET 26,23,10,Matthew Stafford pass complete short left to Brandon Pettigrew for 1 yard (tackle by Curtis Lofton and Corey White),-0.220,-0.760
4,3:52,3,14,DET 27,23,16,"Matthew Stafford pass complete short right to Golden Tate for 73 yards, touchdown",-0.760,7.000
4,3:52,,,NOR 2,23,17,Matt Prater kicks extra point good,0.000,0.000
4,3:52,,,DET 35,23,17,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,3:38,1,10,NOR 20,23,17,Drew Brees pass incomplete short middle intended for Ben Watson,0.280,-0.270
4,3:34,2,10,NOR 20,23,17,"Mark Ingram up the middle for 3 yards (tackle by Nick Fairley). Penalty on Darryl Tapp: Illegal Use of Hands, 5 yards",-0.270,0.810
4,3:30,1,10,NOR 28,23,17,Mark Ingram left tackle for 1 yard (tackle by Ashlee Palmer),0.810,0.810
4,3:24,1,10,NOR 28,23,17,Timeout #1 by Detroit Lions,0.810,0.400
4,3:24,2,9,NOR 29,23,17,Drew Brees pass incomplete short left intended for Marques Colston,0.400,-0.300
4,3:20,3,9,NOR 29,23,17,Drew Brees pass incomplete short middle intended for Marques Colston is intercepted by Glover Quin at NOR-37 and returned for 23 yards,-0.300,-4.650
4,3:10,1,10,NOR 14,23,17,Joique Bell up the middle for 3 yards (tackle by Cameron Jordan and John Jenkins),4.650,4.520
4,2:32,2,7,NOR 11,23,17,Joique Bell left tackle for 2 yards (tackle by Junior Galette),4.520,4.520
4,2:26,2,7,NOR 11,23,17,Timeout #1 by New Orleans Saints,4.520,4.050
4,2:26,3,5,NOR 9,23,17,Matthew Stafford pass incomplete short middle intended for Corey Fuller,4.050,2.880
4,2:22,4,5,NOR 9,23,17,"Matthew Stafford pass incomplete short left intended for Reggie Bush (defended by Rafael Bush). Penalty on Rafael Bush: Defensive Pass Interference, 3 yards (no play)",2.880,5.830
4,2:17,1,6,NOR 6,23,17,Joique Bell left tackle for no gain (tackle by Junior Galette),5.830,4.950
4,2:00,2,6,NOR 6,23,17,Joique Bell up the middle for 1 yard (tackle by Akiem Hicks),4.950,4.950
4,1:54,2,6,NOR 6,23,17,Timeout #2 by New Orleans Saints,4.950,4.260
4,1:54,3,5,NOR 5,23,23,"Matthew Stafford pass complete short middle to Corey Fuller for 5 yards, touchdown",4.260,7.000
4,1:54,,,NOR 2,23,24,Matt Prater kicks extra point good,0.000,0.000
4,1:54,,,DET 35,23,24,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,1:48,1,10,NOR 20,23,24,Drew Brees pass incomplete short left intended for Travaris Cadet,0.280,-0.270
4,1:43,2,10,NOR 20,23,24,Drew Brees pass incomplete short right intended for Jimmy Graham,-0.270,-0.960
4,1:38,3,10,NOR 20,23,24,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Jason Jones),-0.960,-2.030
4,1:34,4,10,NOR 20,23,24,Drew Brees up the middle for 13 yards,-2.030,1.140
4,1:14,1,10,NOR 33,23,24,Drew Brees pass incomplete short middle intended for Travaris Cadet (defended by Tahir Whitehead),1.140,0.590
4,1:09,2,10,NOR 33,23,24,Drew Brees pass complete short left to Travaris Cadet for -1 yards (tackle by DeAndre Levy),0.590,-0.230
4,0:46,3,11,NOR 32,23,24,Drew Brees pass complete short left to Travaris Cadet for 8 yards (tackle by DeAndre Levy),-0.230,-0.720
4,0:27,4,3,NOR 40,23,24,Drew Brees pass incomplete short right intended for Robert Meachem (defended by Darius Slay),-0.720,-2.920
4,0:21,1,10,NOR 40,23,24,Matthew Stafford kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
