Quarter,Time,Down,ToGo,Location,IND,CHI,Detail,EPB,EPA
2,13:23,1,10,CHI 24,14,3,Edgerrin James right end for 5 yards (tackle by R.W. McQuarters and Ian Scott),3.970,4.120
2,12:36,2,5,CHI 19,14,3,Edgerrin James right guard for 5 yards (tackle by Lance Briggs and Joe Odom),4.120,4.650
2,11:51,1,10,CHI 14,14,3,Peyton Manning pass incomplete intended for Dallas Clark,4.650,4.000
2,11:46,2,10,CHI 14,14,3,Edgerrin James right guard for -2 yards (tackle by Lance Briggs),4.000,3.000
2,11:06,3,12,CHI 16,14,3,Peyton Manning pass incomplete intended for Reggie Wayne,3.000,2.380
2,11:01,4,12,CHI 16,17,3,Mike Vanderjagt 34 yard field goal good,2.380,3.000
2,,,,IND 30,17,3,"Jason Baker kicks off 62 yards, returned by Jerry Azumah for 18 yards (tackle by Bob Sanders)",0.000,0.670
2,10:50,1,10,CHI 26,17,3,Thomas Jones right end for -2 yards (tackle by Cato June),0.670,-0.140
2,10:25,2,12,CHI 24,17,3,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",-0.140,-0.870
2,10:10,2,17,CHI 19,17,3,Thomas Jones left end for 3 yards (tackle by Jim Nelson),-0.870,-1.090
2,9:26,3,14,CHI 22,17,3,Craig Krenzel sacked by Montae Reagor for -3 yards,-1.090,-2.140
2,9:05,4,17,CHI 19,17,3,"Brad Maynard punts 47 yards, returned by Jason David for 11 yards (tackle by Patrick Mannelly). Penalty on Josh Thomas: Offensive Holding, 10 yards, Penalty on Gerome Sapp: Offensive Holding (Declined)",-2.140,-0.670
2,8:53,1,10,IND 26,17,3,Edgerrin James right guard for 35 yards (tackle by Joe Odom),0.670,2.980
2,8:09,1,10,CHI 39,17,3,Dominic Rhodes left end for 1 yard (tackle by Lance Briggs),2.980,2.580
2,7:22,2,9,CHI 38,17,3,Peyton Manning pass incomplete intended for Marvin Harrison,2.580,1.880
2,7:17,3,9,CHI 38,17,3,Peyton Manning pass incomplete intended for Brandon Stokley,1.880,0.720
2,7:13,4,9,CHI 38,17,3,"Hunter Smith punts 27 yards, fair catch by R.W. McQuarters",0.720,0.370
2,7:05,1,10,CHI 11,17,3,Thomas Jones right guard for 3 yards (tackle by Mike Doss),-0.370,-0.530
2,6:30,2,7,CHI 14,17,3,"Craig Krenzel for no gain. Craig Krenzel fumbles, recovered by Josh Williams at CHI-13 (tackle by Olin Kreutz)",-0.530,-4.710
2,6:24,1,10,CHI 13,17,3,Peyton Manning pass complete to Dallas Clark for 3 yards (tackle by Michael Green),4.710,4.580
2,5:46,2,7,CHI 10,23,3,"Peyton Manning pass complete to Marvin Harrison for 10 yards, touchdown",4.580,7.000
2,,,,CHI 2,24,3,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,24,3,"Jason Baker kicks off 66 yards, returned by Jerry Azumah for 20 yards (tackle by Gerome Sapp)",0.000,0.540
2,5:35,1,10,CHI 24,24,3,"Craig Krenzel sacked by Dwight Freeney for -9 yards. Craig Krenzel fumbles (forced by Dwight Freeney), recovered by Craig Krenzel at CHI-15",0.540,-1.350
2,5:03,2,19,CHI 15,24,3,Thomas Jones left tackle for 5 yards (tackle by Jim Nelson),-1.350,-1.220
2,4:23,3,14,CHI 20,24,3,Craig Krenzel pass incomplete intended for Bobby Wade is intercepted by Joe Jefferson at CHI-33,-1.220,-3.380
2,4:17,1,10,CHI 33,24,3,Edgerrin James right guard for 3 yards (tackle by Hunter Hillenmeyer),3.380,3.240
2,3:40,2,7,CHI 30,24,3,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Israel Idonije),3.240,4.170
2,3:02,1,10,CHI 21,24,3,Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Lance Briggs),4.170,4.370
2,2:28,2,5,CHI 16,24,3,Peyton Manning right end for 5 yards (tackle by Lance Briggs),4.370,4.840
2,2:00,1,10,CHI 11,24,3,Peyton Manning pass incomplete intended for Marcus Pollard,4.840,4.140
2,1:56,2,10,CHI 11,24,3,Edgerrin James left guard for 9 yards (tackle by Todd Johnson and Michael Green),4.140,5.120
2,1:08,,,,24,3,Timeout #1 by Indianapolis Colts,0.000,5.120
2,1:08,3,1,CHI 2,24,3,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Nathan Vasher),5.120,3.250
2,1:03,4,1,CHI 2,27,3,Mike Vanderjagt 20 yard field goal good,3.250,3.000
2,,,,IND 30,27,3,"Jason Baker kicks off 59 yards, returned by Jerry Azumah for 18 yards (tackle by Gerome Sapp)",0.000,0.870
2,0:53,1,10,CHI 29,27,3,Craig Krenzel pass complete to Thomas Jones for 8 yards (tackle by Von Hutchins),0.870,1.410
2,0:30,2,2,CHI 37,27,3,Craig Krenzel pass incomplete intended for Bryan Johnson,1.410,0.700
2,0:26,3,2,CHI 37,27,3,Craig Krenzel left end for 4 yards (tackle by Von Hutchins),0.700,1.660
2,0:18,,,,27,3,Timeout #1 by Chicago Bears,0.000,1.660
2,0:18,1,10,CHI 41,27,3,Craig Krenzel pass incomplete intended for Bobby Wade,1.660,1.120
2,0:13,2,10,CHI 41,27,3,Craig Krenzel pass complete to Desmond Clark for 14 yards (tackle by Von Hutchins),1.120,2.590
2,0:07,,,,27,3,Timeout #2 by Chicago Bears,0.000,2.590
2,0:07,1,10,IND 45,27,3,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",2.590,2.260
2,0:07,1,15,CHI 50,27,3,Craig Krenzel pass complete to David Terrell for 43 yards (tackle by Idrees Bashir),2.260,5.600
Quarter,Time,Down,ToGo,Location,IND,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,27,3,"Paul Edinger kicks off 60 yards, returned by Dominic Rhodes for 19 yards (tackle by Jason McKie)",0.000,0.870
3,14:55,1,10,IND 29,27,3,Edgerrin James right end for 2 yards (tackle by Hunter Hillenmeyer),0.870,0.600
3,14:25,2,8,IND 31,27,3,Peyton Manning pass complete to Dallas Clark for 7 yards (tackle by Lance Briggs),0.600,0.830
3,13:56,3,1,IND 38,27,3,Edgerrin James right end for 40 yards (tackle by Michael Green and R.W. McQuarters),0.830,4.110
3,13:14,1,10,CHI 22,27,3,Peyton Manning pass complete to Marvin Harrison for 15 yards (tackle by R.W. McQuarters),4.110,5.600
3,12:24,1,7,CHI 7,27,3,Peyton Manning pass incomplete intended for Brandon Stokley is intercepted by Nathan Vasher and returned for 30 yards (tackle by Jeff Saturday),5.600,-0.810
3,12:14,1,10,CHI 28,27,3,Thomas Jones right guard for 2 yards (tackle by Cato June),0.810,0.530
3,11:41,2,8,CHI 30,27,3,Thomas Jones right tackle for 3 yards (tackle by David Thornton and Cato June),0.530,0.230
3,11:05,3,5,CHI 33,27,3,Craig Krenzel pass incomplete intended for David Terrell,0.230,-1.180
3,11:02,4,5,CHI 33,27,3,Brad Maynard punts 38 yards,-1.180,-0.870
3,10:52,1,10,IND 29,27,3,Peyton Manning pass complete to Edgerrin James for 11 yards (tackle by R.W. McQuarters),0.870,1.600
3,10:08,1,10,IND 40,27,3,Edgerrin James left guard for 22 yards (tackle by Jerry Azumah),1.600,3.050
3,9:21,1,10,CHI 38,27,3,Peyton Manning pass complete to Reggie Wayne for 11 yards (tackle by Nathan Vasher),3.050,3.780
3,8:34,1,10,CHI 27,33,3,"Peyton Manning pass complete to Reggie Wayne for 27 yards, touchdown",3.780,7.000
3,,,,CHI 2,34,3,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,34,3,"Jason Baker kicks off 55 yards, returned by Bernard Berrian for 16 yards (tackle by Gary Brackett). Penalty on Anthony Floyd: Unsportsmanlike Conduct, 15 yards",0.000,1.990
3,8:20,1,10,CHI 46,34,3,Craig Krenzel pass incomplete intended for Desmond Clark (defended by Jason David),1.990,1.450
3,8:14,2,10,CHI 46,34,3,Thomas Jones left end for 4 yards (tackle by Von Hutchins),1.450,1.290
3,7:49,3,6,CHI 50,34,3,Craig Krenzel pass complete to Bernard Berrian for 17 yards (tackle by Joe Jefferson),1.290,3.380
3,7:10,1,10,IND 33,34,3,Craig Krenzel sacked by Montae Reagor for -6 yards,3.380,2.030
3,6:37,2,16,IND 39,34,3,Craig Krenzel pass complete to Bobby Wade for 3 yards (tackle by Robert Mathis),2.030,1.750
3,5:44,3,13,IND 36,34,3,"Penalty on Craig Krenzel: Delay of Game, 5 yards (no play)",1.750,1.090
3,5:24,3,18,IND 41,34,3,Craig Krenzel pass complete to Thomas Jones for 7 yards (tackle by Cato June),1.090,1.060
3,4:59,4,11,IND 34,34,3,"Craig Krenzel sacked by Robert Mathis for -11 yards. Craig Krenzel fumbles (forced by Robert Mathis), recovered by Robert Mathis at IND-46 (tackle by Craig Krenzel)",1.060,-1.990
3,4:52,1,10,IND 46,34,3,Edgerrin James right tackle for 3 yards (tackle by Michael Green),1.990,1.860
3,4:19,2,7,IND 49,34,3,Edgerrin James left guard for 4 yards (tackle by Lance Briggs),1.860,1.690
3,3:39,3,3,CHI 47,34,3,Peyton Manning pass complete to Dallas Clark for 9 yards (tackle by Joe Odom),1.690,3.050
3,2:53,1,10,CHI 38,34,3,Edgerrin James left tackle for 8 yards (tackle by Tank Johnson and Todd Johnson),3.050,3.590
3,2:08,2,2,CHI 30,34,3,Edgerrin James right tackle for 4 yards (tackle by Hunter Hillenmeyer),3.590,3.840
3,1:20,1,10,CHI 26,34,3,Peyton Manning pass complete to Marvin Harrison for 15 yards (tackle by R.W. McQuarters),3.840,4.840
3,0:48,1,10,CHI 11,40,3,"Edgerrin James left guard for 11 yards, touchdown",4.840,7.000
3,,,,CHI 2,41,3,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,41,3,"Jason Baker kicks off 57 yards, returned by Bernard Berrian for 31 yards (tackle by Robert Mathis)",0.000,1.860
3,0:36,1,10,CHI 44,41,3,Thomas Jones right guard for 6 yards (tackle by Larry Tripplett),1.860,2.130
3,0:06,2,4,CHI 50,41,3,Thomas Jones right guard for 3 yards (tackle by Josh Williams),2.130,1.820
Quarter,Time,Down,ToGo,Location,IND,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,IND 47,41,3,Thomas Jones right guard for 5 yards (tackle by Cato June),1.820,2.790
4,14:28,1,10,IND 42,41,3,"Craig Krenzel pass incomplete intended for David Terrell. Penalty on Waine Bacon: Defensive Pass Interference, 34 yards (no play)",2.790,5.370
4,14:21,1,8,IND 8,41,3,Thomas Jones right end for -2 yards (tackle by Raheem Brock),5.370,4.190
4,13:42,2,10,IND 10,41,3,Thomas Jones left end for 3 yards (tackle by Larry Tripplett),4.190,3.810
4,12:57,3,7,IND 7,41,3,"Craig Krenzel pass complete to David Terrell for 7 yards. Penalty on Marc Colombo: Offensive Holding, 10 yards (no play)",3.810,2.740
4,12:48,3,17,IND 17,41,3,Craig Krenzel pass incomplete intended for Desmond Clark is intercepted by Mike Doss,2.740,-0.280
4,12:42,1,10,IND 20,41,3,"Jim Sorgi for no gain. Penalty on Ben Hartsock: False Start, 5 yards (no play)",0.280,-0.310
4,12:42,1,15,IND 15,41,3,Dominic Rhodes right end for 7 yards (tackle by Hunter Hillenmeyer),-0.310,0.000
4,12:03,2,8,IND 22,41,3,Dominic Rhodes left tackle for 10 yards (tackle by Todd Johnson),0.000,1.070
4,11:15,1,10,IND 32,41,3,"Dominic Rhodes left end for 14 yards (tackle by Todd Johnson). Penalty on Alex Brown: Illegal Use of Hands, 5 yards",1.070,2.320
4,10:44,1,10,CHI 49,41,3,Dominic Rhodes left tackle for 6 yards (tackle by Hunter Hillenmeyer and Michael Green),2.320,2.590
4,9:55,2,4,CHI 43,41,3,"Penalty on Jim Sorgi: False Start, 5 yards (no play)",2.590,1.920
4,9:32,2,9,CHI 48,41,3,James Mungro left guard for 5 yards (tackle by Lance Briggs and Ian Scott),1.920,1.880
4,8:50,3,4,CHI 43,41,3,James Mungro left tackle for 8 yards (tackle by Todd Johnson and Jerry Azumah),1.880,3.250
4,8:04,1,10,CHI 35,41,3,Dominic Rhodes right guard for 17 yards (tackle by Michael Green),3.250,4.370
4,7:12,1,10,CHI 18,41,3,Dominic Rhodes left tackle for -3 yards (tackle by Joe Odom),4.370,3.420
4,6:25,2,13,CHI 21,41,3,James Mungro left guard for 2 yards (tackle by Tank Johnson),3.420,2.970
4,5:43,3,11,CHI 19,41,3,Dominic Rhodes left end for no gain (tackle by Jerry Azumah),2.970,2.180
4,4:56,4,11,CHI 19,41,3,Dominic Rhodes left tackle for 2 yards (tackle by Joe Odom and Lance Briggs),2.180,0.060
4,4:52,1,10,CHI 17,41,3,"Adrian Peterson right end for 1 yard (tackle by Larry Tripplett). Penalty on Larry Tripplett: Face Mask (5 Yards), 5 yards",-0.060,0.960
4,4:46,1,4,CHI 23,41,3,Craig Krenzel pass incomplete intended for Desmond Clark,0.960,0.350
4,4:42,2,4,CHI 23,41,3,Adrian Peterson left tackle for no gain (tackle by Anthony Floyd),0.350,-0.490
4,4:01,3,4,CHI 23,41,3,Craig Krenzel pass complete to Justin Gage for 7 yards (tackle by Waine Bacon),-0.490,0.940
4,3:15,1,10,CHI 30,41,3,Craig Krenzel pass incomplete intended for Jason McKie,0.940,0.390
4,3:11,2,10,CHI 30,41,3,Adrian Peterson left guard for 13 yards (tackle by Waine Bacon),0.390,1.800
4,3:03,1,10,CHI 43,41,3,Craig Krenzel pass complete to David Terrell for 21 yards (tackle by Waine Bacon),1.800,3.180
4,2:18,1,10,IND 36,41,3,Adrian Peterson left guard for 1 yard (tackle by Larry Tripplett and Anthony Floyd),3.180,2.770
4,2:00,2,9,IND 35,41,3,Craig Krenzel pass complete to Adrian Peterson for 30 yards (tackle by Jim Nelson),2.770,6.060
4,1:50,1,5,IND 5,41,3,"Craig Krenzel right end for 1 yard. Penalty on Gerome Sapp: Illegal Contact, 2 yards",6.060,6.740
4,1:43,1,2,IND 2,41,9,"Craig Krenzel pass complete to Dustin Lyman for 2 yards, touchdown",6.740,7.000
4,,,,IND 2,41,10,Paul Edinger kicks extra point good,0.000,0.000
4,,,,CHI 30,41,10,"Paul Edinger kicks off 61 yards, returned by Dominic Rhodes for 25 yards (tackle by Israel Idonije)",0.000,1.200
4,1:31,1,10,IND 34,41,10,Jim Sorgi kneels for -1 yards,1.200,0.520
4,0:49,2,11,IND 33,41,10,Jim Sorgi kneels for -1 yards,0.520,-0.300
4,0:24,3,12,IND 32,41,10,Jim Sorgi kneels for -1 yards,-0.300,-1.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
