#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:52,SEA 41,7,3:49,36,Field Goal
2,1,8:54,JAX 20,11,5:05,57,Field Goal
3,2,14:52,JAX 26,5,1:54,14,Punt
4,2,9:23,SEA 33,4,2:10,8,Missed FG
5,2,6:19,JAX 26,5,2:02,74,Touchdown
6,2,0:47,JAX 28,4,0:47,14,End of Half
7,3,15:00,JAX 22,12,6:21,78,Touchdown
8,3,6:34,JAX 21,7,4:48,40,Punt
9,3,0:46,JAX 43,3,1:07,-2,Punt
10,4,9:04,JAX 25,4,2:35,22,Punt
11,4,6:20,SEA 15,4,1:48,4,Field Goal
12,4,3:38,SEA 31,4,1:43,8,Field Goal
13,4,0:02,JAX 46,1,0:02,-1,End of Game
