Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devonta Freeman,NYG,11,33,0,2,32,2.9,1,0.1,1,11.0
Wayne Gallman,NYG,6,45,0,1,20,3.3,25,4.2,0,
Daniel Jones,NYG,6,45,0,3,33,5.5,12,2.0,0,
C.J. Board,NYG,1,3,0,,3,3.0,0,0.0,0,
Dion Lewis,NYG,1,10,0,1,10,10.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Malcolm Brown,LAR,9,38,0,3,34,3.8,4,0.4,0,
Darrell Henderson,LAR,8,21,0,3,14,1.8,7,0.9,1,8.0
Jared Goff,LAR,3,-3,0,0,-3,-1.0,0,0.0,0,
Gerald Everett,LAR,1,2,1,1,2,2.0,0,0.0,0,
Cooper Kupp,LAR,1,-2,0,0,-2,-2.0,0,0.0,0,
Robert Woods,LAR,1,2,0,0,2,2.0,0,0.0,0,
