Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,ARI 25,0,0,Carson Palmer pass complete short right to Larry Fitzgerald for 9 yards (tackle by Robert McClain),0.610,1.280
1,14:27,2,1,ARI 34,0,0,David Johnson right tackle for -2 yards (tackle by Kawann Short and Tre Boston),1.280,0.300
1,13:50,3,3,ARI 32,0,0,Carson Palmer pass complete short left to Jermaine Gresham for 7 yards (tackle by Kurt Coleman),0.300,1.530
1,13:13,1,10,ARI 39,0,0,David Johnson middle for -1 yards (tackle by Robert McClain and Kyle Love),1.530,0.850
1,12:34,2,11,ARI 38,0,0,Carson Palmer pass complete short left to Larry Fitzgerald for 5 yards (tackle by Daryl Worley),0.850,0.830
1,12:01,3,6,ARI 43,0,6,"Carson Palmer sacked by Star Lotulelei for -8 yards. Carson Palmer fumbles (forced by Star Lotulelei), recovered by Thomas Davis at ARI-46 and returned for 46 yards, touchdown",0.830,-7.000
1,11:48,,,ARI 43,0,7,Graham Gano kicks extra point good,0.000,0.000
1,11:48,,,CAR 35,0,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
1,11:47,1,10,ARI 25,0,7,David Johnson right guard for no gain (tackle by Paul Soliai and Kyle Love),0.610,0.060
1,11:10,2,10,ARI 25,0,7,Carson Palmer pass incomplete short left intended for Larry Fitzgerald,0.060,-0.620
1,11:05,3,10,ARI 25,0,7,Carson Palmer sacked by Luke Kuechly for -9 yards,-0.620,-2.390
1,10:35,4,19,ARI 16,0,7,"Ryan Quigley punts 43 yards, fair catch by Ted Ginn",-2.390,-1.660
1,10:27,1,10,CAR 41,0,7,Jonathan Stewart middle for 4 yards (tackle by Kevin Minter and Calais Campbell),1.660,1.660
1,9:52,2,6,CAR 45,0,7,"Jonathan Stewart right guard for 3 yards (tackle by Deone Bucannon). Penalty on Devin Funchess: Illegal Formation, 5 yards (no play)",1.660,0.990
1,9:28,2,11,CAR 40,0,7,"Jonathan Stewart left end for 9 yards (tackle by D.J. Swearinger). Penalty on Mike Remmers: Offensive Holding, 10 yards, Penalty on Kelvin Benjamin: Illegal Block Above the Waist (Declined) (no play)",0.990,-0.370
1,9:00,2,21,CAR 30,0,7,Cam Newton pass incomplete short right intended for Kelvin Benjamin,-0.370,-1.020
1,8:55,3,21,CAR 30,0,7,Cam Newton sacked by Kareem Martin for -4 yards,-1.020,-1.630
1,8:13,4,25,CAR 26,0,7,"Andy Lee punts 56 yards, returned by Brittan Golden for 4 yards (tackle by Joe Webb)",-1.630,-0.410
1,8:02,1,10,ARI 22,0,7,Carson Palmer pass complete deep left to JJ Nelson for 18 yards (tackle by Daryl Worley),0.410,1.600
1,7:22,1,10,ARI 40,0,7,"Carson Palmer pass complete short right to Michael Floyd for 10 yards. Penalty on D.J. Humphries: Offensive Holding, 10 yards (no play)",1.600,0.940
1,7:01,1,20,ARI 30,0,7,Carson Palmer pass incomplete deep left intended for Jermaine Gresham (defended by Luke Kuechly),0.940,-0.300
1,6:55,2,20,ARI 30,0,7,"Carson Palmer pass incomplete. Penalty on Carson Palmer: Intentional Grounding, 10 yards",-0.300,-2.280
1,6:49,3,30,ARI 20,0,7,Carson Palmer pass complete short left to Jermaine Gresham for 19 yards (tackle by Leonard Johnson),-2.280,-0.780
1,6:26,4,11,ARI 39,0,7,"Ryan Quigley punts 36 yards, out of bounds",-0.780,-0.610
1,6:18,1,10,CAR 25,0,7,Jonathan Stewart right guard for 1 yard (tackle by Calais Campbell and Corey Peters),0.610,0.200
1,5:41,2,9,CAR 26,0,7,Cam Newton pass complete short left to Ted Ginn for 11 yards (tackle by Marcus Cooper),0.200,1.400
1,5:19,1,10,CAR 37,0,7,Cam Newton pass complete short right to Devin Funchess for 11 yards (tackle by D.J. Swearinger),1.400,2.130
1,4:43,1,10,CAR 48,0,7,Cam Newton pass complete short right to Devin Funchess for 22 yards (tackle by D.J. Swearinger),2.130,3.580
1,4:13,1,10,ARI 30,0,7,Cam Newton pass incomplete short right intended for Ted Ginn,3.580,3.030
1,4:08,2,10,ARI 30,0,7,Cam Newton middle for 19 yards (tackle by Patrick Peterson),3.030,4.840
1,3:43,1,10,ARI 11,0,7,Jonathan Stewart left end for 6 yards (tackle by Marcus Cooper),4.840,5.280
1,3:08,2,4,ARI 5,0,7,Cam Newton right guard for 3 yards (tackle by Calais Campbell and Corey Peters),5.280,5.120
1,2:27,3,1,ARI 2,0,13,"Jonathan Stewart right tackle for 2 yards, touchdown",5.120,7.000
1,2:27,,,ARI 2,0,14,Graham Gano kicks extra point good,0.000,0.000
1,2:27,,,CAR 35,0,14,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
1,2:24,1,10,ARI 25,0,14,David Johnson right end for 9 yards (tackle by Thomas Davis),0.610,1.280
