Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
1,5:25,1,10,GNB 20,0,7,Garrison Hearst left tackle for 5 yards (tackle by Kabeer Gbaja-Biamila),4.240,4.450
1,4:50,2,5,GNB 15,0,7,Tim Rattay pass complete to Terrell Owens for 7 yards (tackle by Na'il Diggs),4.450,5.370
1,4:20,1,8,GNB 8,0,7,"Penalty on Jed Weaver: False Start, 5 yards (no play)",5.370,4.530
1,3:56,1,13,GNB 13,0,7,Garrison Hearst left guard for 1 yard (tackle by Na'il Diggs and Cletidus Hunt),4.530,3.860
1,3:20,2,12,GNB 12,0,7,Tim Rattay pass complete to Terrell Owens for 2 yards (tackle by Hannibal Navies),3.860,3.130
1,2:39,3,10,GNB 10,0,7,Tim Rattay sacked by Kabeer Gbaja-Biamila for 0 yards,3.130,2.760
1,2:01,4,10,GNB 10,0,7,Todd Peterson 28 yard field goal no good,2.760,-0.280
1,1:57,1,10,GNB 20,0,7,Ahman Green up the middle for 2 yards (tackle by John Engelberger),0.280,0.000
1,1:20,2,8,GNB 22,0,7,Brett Favre pass complete to Donald Driver for 9 yards (tackle by Ahmed Plummer),0.000,1.000
1,0:47,1,10,GNB 31,0,7,Ahman Green right end for 3 yards (tackle by Julian Peterson),1.000,0.870
1,0:10,2,7,GNB 34,0,7,"Ahman Green right end for 10 yards (tackle by Travis Kirschke). Penalty on Bubba Franks: Offensive Holding, 10 yards (no play)",0.870,-0.490
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,17,GNB 24,0,7,Brett Favre pass incomplete intended for Bubba Franks is intercepted by Tony Parrish at GNB-33 and returned for 11 yards (tackle by Najeh Davenport),-0.490,-4.110
2,14:53,1,10,GNB 22,0,7,"Tim Rattay pass incomplete intended for Terrell Owens (defended by Antuan Edwards). Penalty on Dwayne Ledford: Offensive Holding, 10 yards (no play)",4.110,3.450
2,14:47,1,20,GNB 32,0,7,Kevan Barlow up the middle for 3 yards (tackle by Torrance Marshall and Aaron Kampman),3.450,2.620
2,14:10,2,17,GNB 29,0,7,"Penalty on Derrick Deese: False Start, 5 yards (no play)",2.620,1.940
2,13:52,2,22,GNB 34,0,7,Tim Rattay pass incomplete intended for Cedrick Wilson,1.940,1.290
2,13:49,3,22,GNB 34,0,7,Tim Rattay pass incomplete intended for Jed Weaver (defended by Cletidus Hunt),1.290,1.060
2,13:46,4,22,GNB 34,0,7,"Bill LaFleur punts 17 yards, fair catch by Antonio Chatman",1.060,0.060
2,13:39,1,10,GNB 17,0,7,Ahman Green right end for 13 yards (tackle by Julian Peterson),-0.060,0.940
2,13:01,1,10,GNB 30,0,7,"Ahman Green left end for 3 yards (tackle by Travis Kirschke and Anthony Adams). Penalty on Travis Kirschke: Defensive Holding, 5 yards",0.940,1.470
2,12:30,1,10,GNB 38,0,7,Ahman Green right end for 6 yards (tackle by Jeff Ulbrich and Ahmed Plummer),1.470,1.730
2,12:04,2,4,GNB 44,0,7,Najeh Davenport left tackle for 3 yards (tackle by Travis Kirschke and Chidi Ahanotu),1.730,1.420
2,11:23,3,1,GNB 47,0,7,Tony Fisher left end for 1 yard (tackle by Julian Peterson),1.420,2.130
2,10:41,1,10,GNB 48,0,7,Najeh Davenport left tackle for 25 yards (tackle by Zack Bronson),2.130,3.780
2,10:02,1,10,SFO 27,0,7,Ahman Green right tackle for 2 yards (tackle by Tony Parrish),3.780,3.500
2,9:26,2,8,SFO 25,0,7,Brett Favre pass complete to Donald Driver for 7 yards (tackle by Sean Moran),3.500,3.840
2,8:42,3,1,SFO 18,0,7,Ahman Green left tackle for 2 yards (tackle by Anthony Adams),3.840,4.510
2,8:06,1,10,SFO 16,0,13,"Brett Favre pass complete to Robert Ferguson for 16 yards, touchdown",4.510,7.000
2,,,,SFO 2,0,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,0,14,"Ryan Longwell kicks off 49 yards, returned by Sean Moran for 19 yards (tackle by Robert Ferguson)",0.000,1.600
2,7:55,1,10,SFO 40,0,14,Garrison Hearst right tackle for 2 yards (tackle by Hannibal Navies),1.600,1.320
2,7:27,2,8,SFO 42,0,14,Garrison Hearst right tackle for 9 yards (tackle by Antuan Edwards),1.320,2.320
2,6:51,1,10,GNB 49,0,14,Tim Rattay pass incomplete intended for Cedrick Wilson (defended by Darren Sharper),2.320,1.780
2,6:46,2,10,GNB 49,0,14,Tim Rattay pass complete to Tai Streets for 6 yards (tackle by Al Harris),1.780,1.880
2,6:05,3,4,GNB 43,0,14,Tim Rattay pass complete to Tai Streets for 10 yards (tackle by Darren Sharper),1.880,3.380
2,5:26,1,10,GNB 33,0,14,Tim Rattay pass incomplete intended for Terrell Owens,3.380,2.840
2,5:21,2,10,GNB 33,0,14,Garrison Hearst right end for no gain (tackle by Hannibal Navies),2.840,2.150
2,4:39,3,10,GNB 33,0,14,Tim Rattay pass complete to Jed Weaver for 14 yards (tackle by Bhawoh Jue),2.150,4.310
2,3:56,1,10,GNB 19,0,14,Tim Rattay pass complete to Terrell Owens for 9 yards (tackle by Bhawoh Jue),4.310,5.360
2,3:31,2,1,GNB 10,0,14,Garrison Hearst up the middle for 2 yards (tackle by Kabeer Gbaja-Biamila),5.360,5.370
2,2:54,1,8,GNB 8,0,14,Tim Rattay pass incomplete intended for Aaron Walker,5.370,4.570
2,2:49,2,8,GNB 8,0,14,Tim Rattay pass incomplete intended for Terrell Owens,4.570,3.580
2,2:46,3,8,GNB 8,0,14,Tim Rattay pass complete to Garrison Hearst for 2 yards (tackle by Na'il Diggs),3.580,2.990
2,2:03,4,6,GNB 6,3,14,Todd Peterson 24 yard field goal good,2.990,3.000
2,,,,SFO 30,3,14,"Todd Peterson kicks off 57 yards, returned by Robert Ferguson for 31 yards (tackle by Tony Parrish)",0.000,1.860
2,1:55,1,10,GNB 44,3,14,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Julian Peterson),1.860,2.130
2,1:28,2,4,GNB 50,3,14,Ahman Green left tackle for 24 yards (tackle by Zack Bronson),2.130,3.840
2,1:17,,,,3,14,Timeout #1 by Green Bay Packers,0.000,3.840
2,1:17,1,10,SFO 26,3,14,Ahman Green right end for 2 yards (tackle by John Engelberger and Jeff Ulbrich),3.840,3.570
2,0:45,2,8,SFO 24,3,14,Brett Favre sacked by Andre Carter for -2 yards,3.570,2.610
2,0:37,,,,3,14,Timeout #2 by Green Bay Packers,0.000,2.610
2,0:37,3,10,SFO 26,3,14,Brett Favre pass complete to Bubba Franks for 7 yards (tackle by Julian Peterson),2.610,2.280
2,0:04,,,,3,14,Timeout #3 by Green Bay Packers,0.000,0.000
2,0:04,,,,3,14,Timeout #1 by San Francisco 49ers,0.000,2.280
2,0:04,4,3,SFO 19,3,17,Ryan Longwell 38 yard field goal good,2.280,3.000
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,3,17,"Todd Peterson kicks off 57 yards, returned by Najeh Davenport for 24 yards (tackle by Brandon T. Moore)",0.000,1.400
3,14:55,1,10,GNB 37,3,17,Ahman Green up the middle for 7 yards (tackle by Jeff Ulbrich and Andre Carter),1.400,1.800
3,14:23,2,3,GNB 44,3,17,Ahman Green up the middle for 21 yards (tackle by Mike Rumph and Tony Parrish),1.800,3.250
3,13:02,1,10,SFO 35,3,17,Najeh Davenport right tackle for 4 yards (tackle by Travis Kirschke),3.250,3.240
3,13:02,2,6,SFO 31,3,17,Najeh Davenport right end for no gain (tackle by Travis Kirschke),3.240,2.540
3,12:18,3,6,SFO 31,3,17,Brett Favre pass incomplete intended for Javon Walker,2.540,1.340
3,12:13,4,6,SFO 31,3,17,Ryan Longwell 49 yard field goal no good,1.340,-1.530
3,12:08,1,10,SFO 39,3,17,Garrison Hearst up the middle for 2 yards (tackle by Aaron Kampman and Torrance Marshall),1.530,1.260
3,11:29,2,8,SFO 41,3,17,Tim Rattay pass complete to Terrell Owens for 7 yards (tackle by Darren Sharper),1.260,1.490
3,10:55,3,1,SFO 48,3,17,Terrell Owens right end for -4 yards (tackle by Antuan Edwards),1.490,-0.460
3,10:18,4,5,SFO 44,3,17,"Bill LaFleur punts 38 yards, fair catch by Antonio Chatman",-0.460,-0.040
3,10:13,1,10,GNB 18,3,17,Ahman Green right end for 3 yards (tackle by Tony Parrish and Jeff Ulbrich),0.040,0.010
3,9:38,2,7,GNB 21,3,17,Ahman Green left tackle for -3 yards (tackle by Derek Smith),0.010,-1.170
3,8:53,3,10,GNB 18,3,17,Brett Favre pass complete to Wesley Walls for 5 yards (tackle by Mike Rumph),-1.170,-1.830
3,8:22,4,5,GNB 23,3,17,"Josh Bidwell punts 44 yards, returned by Jimmy Williams for -1 yards (tackle by Robert Ferguson)",-1.830,-1.070
3,8:12,1,10,SFO 32,3,17,Tim Rattay pass incomplete intended for Aaron Walker (defended by Darren Sharper),1.070,0.530
3,8:07,2,10,SFO 32,3,17,Garrison Hearst up the middle for 2 yards (tackle by Grady Jackson),0.530,0.100
3,7:28,3,8,SFO 34,3,17,Tim Rattay sacked by Antuan Edwards for -7 yards,0.100,-1.570
3,7:03,4,15,SFO 27,3,17,"Bill LaFleur punts 47 yards, returned by Antonio Chatman for 3 yards (tackle by Brian Jennings)",-1.570,-0.870
3,6:52,1,10,GNB 29,3,17,Brett Favre pass complete to Donald Driver for 9 yards (tackle by Mike Rumph),0.870,1.540
3,6:15,2,1,GNB 38,3,17,Ahman Green right tackle for 3 yards (tackle by Tony Parrish),1.540,1.660
3,5:39,1,10,GNB 41,3,17,Ahman Green right guard for 11 yards (tackle by Julian Peterson),1.660,2.390
3,4:58,1,10,SFO 48,3,17,Ahman Green left end for 20 yards (tackle by Julian Peterson),2.390,3.710
3,4:13,1,10,SFO 28,3,17,Najeh Davenport right end for -2 yards (tackle by Jeff Ulbrich),3.710,2.900
3,3:30,,,,3,17,Timeout #1 by Green Bay Packers,0.000,2.900
3,3:30,2,12,SFO 30,3,17,Brett Favre pass incomplete intended for Najeh Davenport,2.900,2.210
3,3:25,3,12,SFO 30,3,17,Brett Favre pass incomplete intended for Antonio Freeman is intercepted by Mike Rumph at SFO-24 and returned for 5 yards (tackle by Mike Flanagan),2.210,-0.870
3,3:18,1,10,SFO 29,3,17,Tim Rattay pass incomplete intended for Cedrick Wilson,0.870,0.330
3,3:15,2,10,SFO 29,3,17,Garrison Hearst left guard for 3 yards (tackle by Aaron Kampman),0.330,0.040
3,2:37,3,7,SFO 32,3,17,"Penalty on Cedrick Wilson: False Start (Declined), Penalty on Larry Smith: Unnecessary Roughness, 15 yards (no play)",0.040,2.060
3,2:36,1,10,SFO 47,3,17,Garrison Hearst left end for 22 yards (tackle by Na'il Diggs),2.060,3.510
3,2:23,1,10,GNB 31,3,17,Garrison Hearst up the middle for 7 yards (tackle by Na'il Diggs and Torrance Marshall),3.510,3.910
3,1:45,2,3,GNB 24,3,17,Tim Rattay pass incomplete intended for Cedrick Wilson,3.910,3.200
3,1:42,3,3,GNB 24,3,17,Tim Rattay pass incomplete intended for Tai Streets,3.200,1.970
3,1:38,4,3,GNB 24,9,17,"Tim Rattay pass complete to Terrell Owens for 24 yards, touchdown",1.970,7.000
3,,,,GNB 2,10,17,Todd Peterson kicks extra point good,0.000,0.000
3,,,,SFO 30,10,17,"Todd Peterson kicks off 58 yards, returned by Najeh Davenport for 18 yards (tackle by Jimmy Williams)",0.000,0.940
3,1:29,1,10,GNB 30,10,17,Ahman Green left end for 3 yards (tackle by Chidi Ahanotu),0.940,0.800
3,0:52,2,7,GNB 33,10,17,Ahman Green right end for 6 yards (tackle by Anthony Adams and Tony Parrish),0.800,0.890
3,0:05,3,1,GNB 39,10,17,Najeh Davenport up the middle for 2 yards (tackle by Anthony Adams and Ahmed Plummer),0.890,1.660
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 41,10,17,Brett Favre pass complete to Robert Ferguson for 5 yards (tackle by Ahmed Plummer),1.660,1.800
4,14:21,2,5,GNB 46,10,17,"Najeh Davenport for no gain. Najeh Davenport fumbles, recovered by Donald Driver at GNB-38",1.800,0.040
4,13:35,3,13,GNB 38,10,17,Tony Fisher right end for 7 yards (tackle by John Engelberger),0.040,-0.390
4,13:01,4,6,GNB 45,10,17,"Josh Bidwell punts 46 yards, returned by Jimmy Williams for 13 yards (tackle by Paris Lenon)",-0.390,-0.410
4,12:51,1,10,SFO 22,10,17,Tim Rattay pass complete to Cedrick Wilson for 17 yards (tackle by Al Harris),0.410,1.530
4,12:37,1,10,SFO 39,10,17,Tim Rattay pass incomplete intended for Garrison Hearst,1.530,0.990
4,12:32,2,10,SFO 39,10,17,Tim Rattay pass incomplete intended for Brandon Lloyd,0.990,0.300
4,12:24,3,10,SFO 39,10,17,Tim Rattay pass incomplete intended for Tai Streets (defended by Al Harris),0.300,-0.780
4,12:19,4,10,SFO 39,10,17,"Bill LaFleur punts 36 yards, returned by Antonio Chatman for 13 yards (tackle by Jed Weaver). Penalty on Jimmy Williams: Unnecessary Roughness, 15 yards",-0.780,-2.460
4,12:07,1,10,SFO 47,10,17,Ahman Green right end for 7 yards (tackle by Jeff Ulbrich),2.460,2.860
4,11:38,2,3,SFO 40,10,17,Ahman Green right end for 1 yard (tackle by Ahmed Plummer and Julian Peterson),2.860,2.280
4,10:58,3,2,SFO 39,10,17,Najeh Davenport right end for 17 yards (tackle by Zack Bronson),2.280,4.110
4,10:18,1,10,SFO 22,10,17,Ahman Green left tackle for 2 yards (tackle by Jeff Ulbrich),4.110,3.830
4,9:38,2,8,SFO 20,10,17,Ahman Green right end for no gain (tackle by Julian Peterson and Derek Smith),3.830,3.140
4,8:54,3,8,SFO 20,10,17,"Tony Fisher left tackle for 1 yard (tackle by Zack Bronson). Penalty on Marco Rivera: Offensive Holding, 10 yards",3.140,1.950
4,8:26,3,17,SFO 29,10,17,Tony Fisher up the middle for 10 yards (tackle by Tony Parrish),1.950,2.180
4,7:48,4,7,SFO 19,10,20,Ryan Longwell 37 yard field goal good,2.180,3.000
4,,,,GNB 30,10,20,"Ryan Longwell kicks off 60 yards, returned by Cedrick Wilson for 29 yards (tackle by Robert Ferguson)",0.000,1.530
4,7:38,1,10,SFO 39,10,20,Tim Rattay pass complete to Cedrick Wilson for 6 yards (tackle by Mike McKenzie),1.530,1.800
4,7:15,2,4,SFO 45,10,20,Garrison Hearst left guard for 5 yards (tackle by Grady Jackson and Aaron Kampman),1.800,2.260
4,6:50,1,10,GNB 50,10,20,Garrison Hearst right end for -2 yards (tackle by Na'il Diggs),2.260,1.440
4,6:14,2,12,SFO 48,10,20,Tim Rattay pass incomplete intended for Tai Streets is intercepted by Antuan Edwards at GNB-43 and returned for 5 yards (tackle by Tai Streets),1.440,-2.130
4,6:08,1,10,GNB 48,10,20,Ahman Green left end for 6 yards (tackle by Brandon T. Moore and Jimmy Williams),2.130,2.390
4,5:40,2,4,SFO 46,10,20,Ahman Green left end for -1 yards (tackle by Derek Smith),2.390,1.550
4,4:57,3,5,SFO 47,10,20,Brett Favre pass complete to David Martin for 8 yards (tackle by Derek Smith),1.550,2.980
4,4:18,1,10,SFO 39,10,20,Najeh Davenport right guard for 1 yard (tackle by Andre Carter and Tony Parrish),2.980,2.580
4,3:37,2,9,SFO 38,10,20,Najeh Davenport left end for 7 yards (tackle by Julian Peterson),2.580,2.810
4,2:56,3,2,SFO 31,10,20,Najeh Davenport right tackle for 5 yards (tackle by Travis Kirschke and Jeff Ulbrich),2.810,3.840
4,2:35,,,,10,20,Timeout #1 by San Francisco 49ers,0.000,3.840
4,2:35,1,10,SFO 26,10,20,Tony Fisher up the middle for 2 yards (tackle by Jeff Ulbrich),3.840,3.570
4,2:30,,,,10,20,Timeout #2 by San Francisco 49ers,0.000,3.570
4,2:30,2,8,SFO 24,10,20,Tony Fisher right end for 4 yards (tackle by Chidi Ahanotu and Derek Smith),3.570,3.400
4,2:23,,,,10,20,Timeout #3 by San Francisco 49ers,0.000,3.400
4,2:23,3,4,SFO 20,10,20,Brett Favre right end for 5 yards (tackle by Derek Smith),3.400,4.580
4,2:00,1,10,SFO 15,10,20,Brett Favre for -1 yards,4.580,3.810
4,1:20,2,11,SFO 16,10,20,Brett Favre for -1 yards,3.810,2.980
4,0:38,3,12,SFO 17,10,20,Brett Favre for -1 yards,2.980,2.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
