Quarter,Time,Down,ToGo,Location,BAL,CHI,Detail,EPB,EPA
2,12:46,4,16,CHI 16,0,7,"Brad Maynard punts 41 yards, returned by B.J. Sams for 1 yard (tackle by Todd Johnson)",-2.390,-1.860
2,12:35,1,10,BAL 44,0,7,Jamal Lewis right guard for 2 yards (tackle by Tank Johnson and Alex Brown),1.860,1.590
2,11:56,2,8,BAL 46,0,7,Jamal Lewis left tackle for 2 yards (tackle by Charles Tillman),1.590,1.160
2,11:13,3,6,BAL 48,0,7,Anthony Wright pass complete to Randy Hymes for 13 yards (tackle by Nathan Vasher),1.160,2.980
2,10:32,1,10,CHI 39,0,7,"Jamal Lewis left tackle for 1 yard (tackle by Tommie Harris and Brian Urlacher). Penalty on Keydrick Vincent: Offensive Holding, 10 yards (no play)",2.980,2.320
2,10:07,1,20,CHI 49,0,7,Anthony Wright pass complete to Derrick Mason for 20 yards (tackle by Mike Brown),2.320,3.640
2,9:54,1,10,CHI 29,0,7,Jamal Lewis left tackle for 2 yards (tackle by Charles Tillman),3.640,3.370
2,9:16,2,8,CHI 27,0,7,Anthony Wright pass incomplete intended for Alan Ricard,3.370,2.680
2,9:11,3,8,CHI 27,0,7,Anthony Wright right end for 5 yards (tackle by Jerry Azumah),2.680,2.090
2,8:50,4,3,CHI 22,3,7,Matt Stover 40 yard field goal good,2.090,3.000
2,,,,BAL 30,3,7,"Matt Stover kicks off 63 yards, returned by Jerry Azumah for 20 yards (tackle by Justin Green). Penalty on Darnell Dinkins: Offside on Free Kick, 5 yards",0.000,1.070
2,8:40,1,10,CHI 32,3,7,"Kyle Orton sacked for -3 yards. Kyle Orton fumbles, recovered by Cedric Benson at CHI-24",1.070,-0.550
2,8:03,2,18,CHI 24,3,7,Cedric Benson left tackle for 3 yards (tackle by Chad Williams),-0.550,-0.820
2,7:18,3,15,CHI 27,3,7,Kyle Orton sacked by Adalius Thomas for -4 yards,-0.820,-1.830
2,6:46,4,19,CHI 23,3,7,"Brad Maynard punts 45 yards, returned by B.J. Sams for 4 yards (tackle by Brendon Ayanbadejo)",-1.830,-1.330
2,6:35,1,10,BAL 36,3,7,Anthony Wright pass complete to Todd Heap for 17 yards (tackle by Nathan Vasher),1.330,2.460
2,6:08,1,10,CHI 47,3,7,Anthony Wright pass complete to Alan Ricard for 7 yards (tackle by Mike Brown and Lance Briggs),2.460,2.860
2,5:38,2,3,CHI 40,3,7,Jamal Lewis left guard for 1 yard (tackle by Hunter Hillenmeyer and Brian Urlacher),2.860,2.280
2,4:59,3,2,CHI 39,3,7,Jamal Lewis right guard for 3 yards (tackle by Hunter Hillenmeyer),2.280,3.180
2,4:13,1,10,CHI 36,3,7,"Anthony Wright pass complete to Chester Taylor for 2 yards (tackle by Brian Urlacher). Penalty on Edwin Mulitalo: Offensive Holding, 10 yards (no play)",3.180,2.520
2,3:47,1,20,CHI 46,3,7,Anthony Wright pass complete to Todd Heap for no gain,2.520,1.290
2,3:05,2,20,CHI 46,3,7,Anthony Wright pass complete to Jamal Lewis for 5 yards (tackle by Lance Briggs),1.290,1.290
2,2:22,3,15,CHI 41,3,7,Anthony Wright pass complete to Derrick Mason for 18 yards (tackle by Nathan Vasher),1.290,4.040
2,2:00,1,10,CHI 23,3,7,Anthony Wright pass complete to Todd Heap for 11 yards (tackle by Nathan Vasher and Chris Harris),4.040,4.780
2,1:24,1,10,CHI 12,3,7,Jamal Lewis right guard for 1 yard (tackle by Israel Idonije and Brian Urlacher),4.780,4.270
2,0:43,2,9,CHI 11,3,7,"Anthony Wright for no gain. Anthony Wright fumbles, recovered by Anthony Wright at CHI-18",4.270,2.730
2,0:37,,,,3,7,Timeout #2 by Baltimore Ravens,0.000,2.730
2,0:37,3,16,CHI 18,3,7,Anthony Wright pass complete to Justin Green for 8 yards (tackle by Nathan Vasher),2.730,2.760
2,0:30,4,8,CHI 10,6,7,Matt Stover 29 yard field goal good,2.760,3.000
2,,,,BAL 30,6,7,"Matt Stover kicks off 70 yards, touchback",0.000,0.280
2,0:25,1,10,CHI 20,6,7,Kyle Orton kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,BAL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,6,7,"Robbie Gould kicks off 64 yards, returned by B.J. Sams for 19 yards (tackle by Chris Harris)",0.000,0.610
3,14:55,1,10,BAL 25,6,7,Anthony Wright pass incomplete intended for Randy Hymes (defended by Nathan Vasher),0.610,0.060
3,14:49,2,10,BAL 25,6,7,Jamal Lewis right tackle for 1 yard (tackle by Lance Briggs),0.060,-0.490
3,14:07,3,9,BAL 26,6,7,Anthony Wright pass incomplete intended for Jamal Lewis. Penalty on Tony Pashos: Illegal Use of Hands (Declined),-0.490,-1.630
3,14:03,4,9,BAL 26,6,7,Dave Zastudil punts 34 yards,-1.630,-1.600
3,13:55,1,10,CHI 40,6,7,Thomas Jones right guard for -1 yards (tackle by Terrell Suggs),1.600,0.920
3,13:22,2,11,CHI 39,6,7,Kyle Orton pass incomplete intended for Gabe Reid (defended by Chris McAlister),0.920,0.230
3,13:17,3,11,CHI 39,6,7,"Kyle Orton pass incomplete intended for Desmond Clark. Penalty on Samari Rolle: Illegal Contact, 5 yards (no play)",0.230,1.860
3,13:11,1,10,CHI 44,6,7,Kyle Orton pass complete to Muhsin Muhammad for 23 yards (tackle by Chris McAlister),1.860,3.380
3,12:32,1,10,BAL 33,6,7,"Thomas Jones right guard for 8 yards (tackle by Will Demps and Chad Williams). Penalty on John Tait: Offensive Holding, 10 yards (no play)",3.380,2.720
3,12:07,1,20,BAL 43,6,7,Kyle Orton pass complete to Mark Bradley for 9 yards (tackle by Chad Williams),2.720,2.700
3,11:20,2,11,BAL 34,6,7,Kyle Orton pass complete to Thomas Jones for -5 yards (tackle by Samari Rolle),2.700,1.350
3,10:51,3,16,BAL 39,6,7,Kyle Orton pass incomplete intended for Desmond Clark,1.350,0.660
3,10:48,4,16,BAL 39,6,7,Brad Maynard punts 30 yards,0.660,0.380
3,10:39,1,10,BAL 9,6,7,Jamal Lewis right guard for 3 yards (tackle by Tommie Harris),-0.380,-0.560
3,10:06,2,7,BAL 12,6,7,Anthony Wright pass complete to Todd Heap for 6 yards (tackle by Hunter Hillenmeyer),-0.560,-0.370
3,9:23,3,1,BAL 18,6,7,Anthony Wright left guard for 2 yards (tackle by Tommie Harris),-0.370,0.280
3,8:46,1,10,BAL 20,6,7,Anthony Wright pass incomplete intended for Derrick Mason,0.280,-0.270
3,8:41,2,10,BAL 20,6,7,Anthony Wright pass complete to Daniel Wilcox for 3 yards (tackle by Nathan Vasher and Lance Briggs),-0.270,-0.560
3,7:59,3,7,BAL 23,6,7,Anthony Wright pass complete to Chester Taylor for 1 yard (tackle by Nathan Vasher),-0.560,-1.770
3,7:20,4,6,BAL 24,6,7,"Dave Zastudil punts 46 yards, returned by Bobby Wade for 10 yards (tackle by Chester Taylor). Penalty on Patrick Johnson: Unnecessary Roughness, 15 yards",-1.770,-2.590
3,7:09,1,10,BAL 45,6,7,Thomas Jones right tackle for 1 yard (tackle by Terrell Suggs),2.590,2.180
3,6:25,2,9,BAL 44,6,7,Thomas Jones right end for 1 yard (tackle by Terrell Suggs),2.180,1.620
3,5:44,3,8,BAL 43,6,7,"Kyle Orton pass incomplete intended for Muhsin Muhammad. Penalty on Terrell Suggs: Roughing the Passer, 15 yards (no play)",1.620,3.710
3,5:41,1,10,BAL 28,6,7,"Penalty on Thomas Jones: False Start, 5 yards (no play)",3.710,3.380
3,5:41,1,15,BAL 33,6,7,Thomas Jones right tackle for 6 yards (tackle by Chad Williams),3.380,3.300
3,5:04,2,9,BAL 27,6,7,Kyle Orton pass complete to Muhsin Muhammad for 7 yards (tackle by Chris McAlister),3.300,3.530
3,4:27,3,2,BAL 20,6,7,Kyle Orton pass complete to Desmond Clark for 8 yards (tackle by Adalius Thomas),3.530,4.780
3,3:46,1,10,BAL 12,6,7,Kyle Orton pass incomplete intended for Desmond Clark,4.780,4.100
3,3:42,2,10,BAL 12,6,7,Thomas Jones right tackle for 7 yards (tackle by Ray Lewis),4.100,4.610
3,3:02,,,,6,7,Timeout #1 by Baltimore Ravens,0.000,4.610
3,3:02,3,3,BAL 5,6,7,Kyle Orton pass incomplete intended for Muhsin Muhammad,4.610,3.020
3,2:56,4,3,BAL 5,6,10,Robbie Gould 23 yard field goal good,3.020,3.000
3,,,,CHI 30,6,10,"Robbie Gould kicks off 68 yards, returned by B.J. Sams for 21 yards (tackle by Gabe Reid)",0.000,0.480
3,2:47,1,10,BAL 23,6,10,Jamal Lewis left guard for 13 yards (tackle by Chris Harris),0.480,1.330
3,2:10,1,10,BAL 36,6,10,Anthony Wright pass incomplete intended for Todd Heap,1.330,0.790
3,2:06,2,10,BAL 36,6,10,Jamal Lewis left tackle for 2 yards (tackle by Brian Urlacher and Chris Harris),0.790,0.370
3,1:30,3,8,BAL 38,6,10,Anthony Wright pass complete to Randy Hymes for 12 yards (tackle by Jerry Azumah),0.370,2.260
3,0:49,1,10,CHI 50,6,10,Anthony Wright pass complete to Jamal Lewis for 1 yard (tackle by Brian Urlacher and Hunter Hillenmeyer),2.260,1.850
3,0:07,2,9,CHI 49,6,10,Anthony Wright pass incomplete intended for Derrick Mason,1.850,1.160
3,0:02,3,9,CHI 49,6,10,"Anthony Wright right end for 9 yards (tackle by Alfonso Boone). Penalty on Darnell Dinkins: Offensive Holding, 10 yards (no play)",1.160,-0.160
Quarter,Time,Down,ToGo,Location,BAL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,19,BAL 41,6,10,Anthony Wright pass complete to Todd Heap for 10 yards (tackle by Lance Briggs),-0.160,0.000
4,14:28,4,9,CHI 49,6,10,"Dave Zastudil punts 49 yards, touchback. Penalty on Israel Idonije: Running Into the Kicker, 5 yards (no play)",0.000,0.330
4,14:18,4,4,CHI 44,6,10,"Dave Zastudil punts 44 yards, touchback",0.330,-0.280
4,14:09,1,10,CHI 20,6,10,Kyle Orton pass complete to Muhsin Muhammad for 9 yards (tackle by Samari Rolle),0.280,0.950
4,13:34,2,1,CHI 29,6,10,Thomas Jones right tackle for 2 yards (tackle by Aubrayo Franklin),0.950,1.000
4,12:58,1,10,CHI 31,6,10,Kyle Orton pass incomplete intended for Desmond Clark,1.000,0.460
4,12:52,2,10,CHI 31,6,10,Kyle Orton pass complete to Mark Bradley for 14 yards (tackle by Ray Lewis),0.460,1.930
4,12:09,1,10,CHI 45,6,10,Thomas Jones right tackle for 5 yards (tackle by Ma'ake Kemoeatu),1.930,2.060
4,11:24,,,,6,10,Timeout #1 by Chicago Bears,0.000,2.060
4,11:24,2,5,CHI 50,6,10,Thomas Jones right guard for 11 yards (tackle by Adalius Thomas),2.060,2.980
4,10:40,1,10,BAL 39,6,10,Thomas Jones right guard for 6 yards (tackle by Ray Lewis),2.980,3.250
4,10:05,2,4,BAL 33,6,10,Thomas Jones left tackle for 2 yards (tackle by Ray Lewis),3.250,2.810
4,9:22,3,2,BAL 31,6,10,Kyle Orton pass complete to Desmond Clark for 3 yards (tackle by Adalius Thomas),2.810,3.710
4,8:37,1,10,BAL 28,6,10,Kyle Orton pass incomplete intended for Desmond Clark,3.710,3.170
4,8:31,2,10,BAL 28,6,10,Thomas Jones left end for -1 yards (tackle by Adalius Thomas),3.170,2.340
4,8:06,3,11,BAL 29,6,10,Kyle Orton pass incomplete intended for Bobby Wade,2.340,1.500
4,8:02,4,11,BAL 29,6,10,Robbie Gould 47 yard field goal no good,1.500,-1.400
4,7:57,1,10,BAL 37,6,10,Anthony Wright sacked by Michael Haynes and Alfonso Boone for -8 yards,1.400,-0.220
4,7:26,2,18,BAL 29,6,10,"Penalty on Alfonso Boone: Encroachment, 5 yards (no play)",-0.220,0.450
4,7:16,2,13,BAL 34,6,10,Chester Taylor left guard for 14 yards (tackle by Israel Idonije and Mike Brown),0.450,2.130
4,6:31,1,10,BAL 48,6,10,Anthony Wright pass incomplete intended for Derrick Mason,2.130,1.580
4,6:23,2,10,BAL 48,6,10,Anthony Wright pass incomplete intended for Derrick Mason (defended by Ian Scott),1.580,0.890
4,6:20,3,10,BAL 48,6,10,"Penalty on Anthony Wright: Delay of Game, 5 yards (no play)",0.890,0.230
4,6:20,3,15,BAL 43,6,10,Anthony Wright sacked by Tank Johnson for -10 yards,0.230,-1.180
4,6:02,4,25,BAL 33,6,10,Dave Zastudil punts 43 yards,-1.180,-0.610
4,5:51,1,10,CHI 25,6,10,Thomas Jones right guard for 5 yards (tackle by Terrell Suggs),0.610,0.740
4,5:08,2,5,CHI 30,6,10,Thomas Jones right guard for 4 yards (tackle by Jarret Johnson),0.740,0.560
4,4:27,3,1,CHI 34,6,10,"Penalty on John Gilmore: False Start, 5 yards (no play)",0.560,-0.100
4,4:25,3,6,CHI 29,6,10,Kyle Orton pass incomplete intended for Muhsin Muhammad,-0.100,-1.440
4,4:22,4,6,CHI 29,6,10,Brad Maynard punts 37 yards,-1.440,-1.200
4,4:11,1,10,BAL 34,6,10,Chester Taylor right guard for 7 yards (tackle by Ian Scott),1.200,1.600
4,4:03,2,3,BAL 41,6,10,Anthony Wright pass incomplete intended for Todd Heap (defended by Lance Briggs),1.600,0.890
4,3:59,3,3,BAL 41,6,10,Anthony Wright right tackle for 4 yards (tackle by Tank Johnson),0.890,1.930
4,3:21,1,10,BAL 45,6,10,Anthony Wright pass incomplete intended for Derrick Mason,1.930,1.380
4,3:17,2,10,BAL 45,6,10,"Penalty on Jonathan Ogden: False Start, 5 yards (no play)",1.380,0.710
4,3:17,2,15,BAL 40,6,10,Anthony Wright pass incomplete intended for Derrick Mason,0.710,0.040
4,3:13,3,15,BAL 40,6,10,Anthony Wright sacked by Tank Johnson for -9 yards,0.040,-1.310
4,3:05,4,24,BAL 31,6,10,Dave Zastudil punts 50 yards,-1.310,-0.150
4,2:53,1,10,CHI 19,6,10,Thomas Jones right end for 42 yards (tackle by Will Demps),0.150,2.980
4,2:33,,,,6,10,Timeout #2 by Baltimore Ravens,0.000,2.980
4,2:33,1,10,BAL 39,6,10,Cedric Benson right end for 3 yards (tackle by Tommy Polley),2.980,2.850
4,2:27,,,,6,10,Timeout #3 by Baltimore Ravens,0.000,2.850
4,2:27,2,7,BAL 36,6,10,Thomas Jones left guard for 3 yards (tackle by Dwan Edwards),2.850,2.540
4,2:00,,,,6,10,Timeout #2 by Chicago Bears,0.000,2.540
4,2:00,3,4,BAL 33,6,10,Thomas Jones left tackle for 3 yards (tackle by Will Demps),2.540,1.520
4,1:13,,,,6,10,Timeout #3 by Chicago Bears,0.000,1.520
4,1:13,4,1,BAL 30,6,10,Thomas Jones left guard for 1 yard (tackle by Kelly Gregg),1.520,3.640
4,0:34,1,10,BAL 29,6,10,Kyle Orton kneels for -1 yards,3.640,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
