Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,13,57,0,1,23,1.8,34,2.6,1,13.0
Daniel Jones,NYG,9,95,1,4,90,10.0,5,0.6,1,9.0
Devontae Booker,NYG,2,9,0,,5,2.5,4,2.0,0,
Elijhaa Penny,NYG,2,5,0,2,3,1.5,2,1.0,0,
C.J. Board,NYG,1,6,0,,4,4.0,2,2.0,0,
Sterling Shepard,NYG,1,-9,0,0,-9,-9.0,0,0.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,13,69,0,4,34,2.6,35,2.7,4,3.3
Taylor Heinicke,WAS,4,6,0,1,5,1.3,1,0.3,1,4.0
J.D. McKissic,WAS,4,10,1,3,10,2.5,0,0.0,0,
DeAndre Carter,WAS,1,2,0,,2,2.0,0,0.0,0,
