Quarter,Time,Down,ToGo,Location,ATL,LAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,LAR 35,0,0,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,ATL 25,0,0,Marcus Mariota pass complete short middle to Olamide Zaccheaus for 10 yards (tackle by Nick Scott),0.610,1.270
1,14:22,1,10,ATL 35,0,0,Tyler Allgeier right tackle for 5 yards (tackle by Bobby Wagner and Aaron Donald),1.270,1.400
1,13:45,2,5,ATL 40,0,0,Cordarrelle Patterson right tackle for 4 yards (tackle by A'Shawn Robinson and Bobby Wagner),1.400,1.220
1,13:02,3,1,ATL 44,0,0,Marcus Mariota pass complete short right to Kyle Pitts for 13 yards (tackle by Troy Hill),1.220,2.720
1,12:22,1,10,LAR 43,0,0,Marcus Mariota pass incomplete short right,2.720,2.180
1,12:14,2,10,LAR 43,0,0,Tyler Allgeier up the middle for 2 yards (tackle by A'Shawn Robinson and Ernest Jones),2.180,1.750
1,11:32,3,8,LAR 41,0,0,Marcus Mariota scrambles right end for 10 yards (tackle by Leonard Floyd),1.750,3.510
1,10:43,1,10,LAR 31,0,0,Cordarrelle Patterson right end for 3 yards (tackle by Terrell Lewis and Ernest Jones),3.510,3.370
1,10:03,2,7,LAR 28,0,0,Marcus Mariota pass complete short left to Drake London for 10 yards (tackle by David Long),3.370,4.370
1,9:21,1,10,LAR 18,0,0,Tyler Allgeier up the middle for 2 yards (tackle by Marquise Copeland),4.370,4.090
1,8:39,2,8,LAR 16,0,0,Marcus Mariota pass complete short right to Bryan Edwards for 2 yards (tackle by David Long),4.090,3.630
1,8:07,3,6,LAR 14,0,0,"Penalty on Chris Lindstrom: False Start, 5 yards (accepted) (no play)",3.630,2.970
1,7:40,3,11,LAR 19,0,0,Marcus Mariota sacked by Bobby Wagner for -7 yards,2.970,1.740
1,6:59,4,18,LAR 26,0,0,Younghoe Koo 44 yard field goal no good,1.740,-1.200
1,6:54,1,10,LAR 34,0,0,"Darrell Henderson right tackle for 2 yards (tackle by Anthony Rush and Adetokunbo Ogundeji). Penalty on Grady Jarrett: Defensive Holding, 5 yards (accepted)",1.200,1.660
1,6:29,1,10,LAR 41,0,0,Matthew Stafford pass complete short middle to Allen Robinson for 15 yards (tackle by Casey Hayward),1.660,2.650
1,6:04,1,10,ATL 44,0,0,Matthew Stafford pass complete short right to Ben Skowronek for 8 yards (tackle by Adetokunbo Ogundeji),2.650,3.190
1,5:28,2,2,ATL 36,0,0,Darrell Henderson right tackle for 3 yards (tackle by AJ Terrell and Adetokunbo Ogundeji),3.190,3.380
1,4:48,1,10,ATL 33,0,0,Cam Akers right end for 6 yards (tackle by Mykal Walker and Rashaan Evans),3.380,3.650
1,4:04,2,4,ATL 27,0,0,Matthew Stafford pass complete short right to Tyler Higbee for 18 yards (tackle by Richie Grant),3.650,5.140
1,3:16,1,9,ATL 9,0,0,Cam Akers left tackle for 3 yards (tackle by Ta'Quon Graham and Rashaan Evans),5.140,4.950
1,2:33,2,6,ATL 6,0,0,Matthew Stafford pass complete short middle to Tyler Higbee for 5 yards (tackle by Mykal Walker and Erik Harris),4.950,5.170
1,1:48,3,1,ATL 1,0,6,"Matthew Stafford pass complete short left to Allen Robinson for 1 yard, touchdown",5.170,7.000
1,1:44,,,ATL 15,0,7,Matt Gay kicks extra point good,0.000,0.000
1,1:44,,,LAR 35,0,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
1,1:44,1,10,ATL 25,0,7,Marcus Mariota pass incomplete short left intended for Drake London,0.610,0.060
1,1:40,2,10,ATL 25,0,7,"Drew Dalman aborted snap, recovered by Tyler Allgeier at ATL-22 Tyler Allgeier for no gain (tackle by Ernest Jones)",0.060,-1.020
1,1:02,3,13,ATL 22,0,7,"Marcus Mariota pass deep middle is intercepted by Nick Scott at LA-35 and returned for no gain. Nick Scott fumbles (forced by Drake London), recovered by Troy Hill at LA-30. Penalty on Jalen Ramsey: Defensive Pass Interference, 20 yards (accepted) (no play)",-1.020,1.730
1,0:49,1,10,ATL 42,0,7,Cordarrelle Patterson left tackle for 6 yards (tackle by A'Shawn Robinson),1.730,2.000
1,0:14,2,4,ATL 48,0,7,Cordarrelle Patterson left tackle for 2 yards (tackle by Greg Gaines),2.000,1.550
Quarter,Time,Down,ToGo,Location,ATL,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,ATL 50,0,7,Tyler Allgeier left guard for no gain (tackle by Bobby Wagner and Greg Gaines),1.550,-0.060
2,14:17,4,2,ATL 50,0,7,Cordarrelle Patterson for no gain (tackle by Greg Gaines and Bobby Wagner),-0.060,-2.260
2,14:11,1,10,ATL 50,0,7,Matthew Stafford pass complete short right to Tyler Higbee for 7 yards (tackle by AJ Terrell and Troy Andersen),2.260,2.660
2,13:33,2,3,ATL 43,0,7,Matthew Stafford pass complete short left to Cam Akers for 10 yards (tackle by Erik Harris),2.660,3.380
2,12:48,1,10,ATL 33,0,7,Matthew Stafford pass complete short right to Brandon Powell for 6 yards (tackle by Erik Harris),3.380,3.650
2,12:17,2,4,ATL 27,0,7,Cam Akers left tackle for 8 yards (tackle by Mykal Walker),3.650,4.310
2,11:38,1,10,ATL 19,0,7,Matthew Stafford sacked by Adetokunbo Ogundeji for no gain,4.310,3.750
2,10:58,2,10,ATL 19,0,7,Cam Akers left tackle for 8 yards (tackle by DeAngelo Malone),3.750,4.430
