Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
1,3:14,1,10,MIA 36,7,0,Sammy Morris right tackle for 8 yards (tackle by Yeremiah Bell),3.180,3.720
1,2:33,2,2,MIA 28,7,0,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by Channing Crowder),3.720,4.310
1,1:54,1,10,MIA 19,7,0,Sammy Morris right tackle for 4 yards (tackle by Gibril Wilson),4.310,4.350
1,1:11,2,6,MIA 15,7,0,Tom Brady pass incomplete short left intended for Wes Welker,4.350,3.580
1,1:05,,,,7,0,Timeout #1 by New England Patriots,0.000,3.580
1,1:05,3,6,MIA 15,7,0,Tom Brady pass complete short middle to Wes Welker for 8 yards (tackle by Nate Jones),3.580,5.600
1,0:25,1,7,MIA 7,7,0,Laurence Maroney right tackle for 1 yard (tackle by Akin Ayodele and Kendall Langford),5.600,4.950
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,MIA 6,13,0,"Kevin Faulk left guard for 6 yards, touchdown",4.950,7.000
2,,,,MIA 2,14,0,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,14,0,"Stephen Gostkowski kicks off 72 yards, returned by Ted Ginn for 14 yards (tackle by Jonathan Wilhite)",0.000,-0.350
2,14:47,1,10,MIA 12,14,0,Ricky Williams middle for 6 yards (tackle by Junior Seau),-0.350,-0.070
2,14:12,2,4,MIA 18,14,0,Chad Henne pass incomplete deep left intended for Brian Hartline,-0.070,-0.720
2,14:06,,,,14,0,Timeout #2 by New England Patriots,0.000,-0.720
2,14:06,3,4,MIA 18,14,0,Chad Henne pass complete deep right to Greg Camarillo for 29 yards (tackle by Darius Butler),-0.720,2.060
2,13:42,1,10,MIA 47,14,0,Chad Henne pass complete short right to Davone Bess for 6 yards (tackle by Darius Butler),2.060,2.330
2,12:59,2,4,NWE 47,14,0,Chad Henne pass incomplete short right intended for Lousaka Polite,2.330,1.620
2,12:54,3,4,NWE 47,14,0,Chad Henne pass complete short right to Brian Hartline for 15 yards,1.620,3.450
2,12:28,1,10,NWE 32,14,0,Chad Henne pass complete short right to Brian Hartline for 14 yards (tackle by Jerod Mayo),3.450,4.370
2,11:54,1,10,NWE 18,14,0,Ricky Williams left end for 5 yards (tackle by Tully Banta-Cain and Patrick Chung),4.370,4.610
2,11:16,2,5,NWE 13,14,0,Chad Henne pass incomplete short right intended for Anthony Fasano,4.610,3.820
2,11:10,3,5,NWE 13,14,6,"Chad Henne pass complete short right to Davone Bess for 13 yards, touchdown",3.820,7.000
2,,,,NWE 2,14,7,Dan Carpenter kicks extra point good,0.000,0.000
2,,,,MIA 30,14,7,"Dan Carpenter kicks off 67 yards, returned by Matt Slater for 16 yards (tackle by Brian Hartline)",0.000,0.150
2,10:56,1,10,NWE 19,14,7,Tom Brady pass complete short left to Wes Welker for 16 yards,0.150,1.270
2,10:30,1,10,NWE 35,14,7,Laurence Maroney left guard for 6 yards (tackle by Yeremiah Bell and Joey Porter),1.270,1.530
2,9:56,2,4,NWE 41,14,7,Laurence Maroney left guard for 2 yards (tackle by Paul Soliai),1.530,1.090
2,9:10,3,2,NWE 43,14,7,Tom Brady pass complete short left to Kevin Faulk for 1 yard (tackle by Gibril Wilson and Vontae Davis),1.090,-0.460
2,8:46,4,1,NWE 44,14,7,"Chris Hanson punts 56 yards, touchback",-0.460,-0.280
2,8:34,1,10,MIA 20,14,7,Chad Henne pass complete short left to Davone Bess for 11 yards (tackle by Jerod Mayo),0.280,1.000
2,8:00,1,10,MIA 31,14,7,Ricky Williams left guard for 4 yards (tackle by Mike Wright),1.000,1.000
2,7:27,2,6,MIA 35,14,7,Ricky Williams right guard for 2 yards (tackle by Jerod Mayo and Mike Wright),1.000,0.560
2,6:44,3,4,MIA 37,14,7,Chad Henne pass complete short left to Davone Bess for 14 yards (tackle by Gary Guyton),0.560,2.320
2,6:07,1,10,NWE 49,14,7,Chad Henne pass complete short right to Ricky Williams for no gain,2.320,1.780
2,5:23,2,10,NWE 49,14,7,"Chad Henne pass incomplete deep left intended for Davone Bess is intercepted by Brandon Meriweather at NWE-19 and returned for 19 yards. Penalty on Vince Wilfork: Personal Foul, 15 yards",1.780,-0.480
2,5:11,1,10,NWE 23,14,7,"Penalty on Ben Watson: False Start, 5 yards (no play)",0.480,0.000
2,5:11,1,15,NWE 18,14,7,Tom Brady pass complete short left to Wes Welker for 3 yards (tackle by Gibril Wilson),0.000,-0.340
2,4:30,2,12,NWE 21,14,7,Tom Brady pass complete short left to Chris Baker for 6 yards (tackle by Jason Taylor),-0.340,-0.230
2,3:53,,,,14,7,Timeout #1 by Miami Dolphins,0.000,-0.230
2,3:53,3,6,NWE 27,14,7,Tom Brady pass complete deep middle to Wes Welker for 58 yards (tackle by Yeremiah Bell),-0.230,4.580
2,3:27,1,10,MIA 15,14,7,Laurence Maroney left tackle for 5 yards (tackle by Joey Porter),4.580,4.840
2,2:53,2,5,MIA 10,14,7,Laurence Maroney left tackle for 4 yards (tackle by Randy Starks and Gibril Wilson),4.840,4.900
2,2:15,3,1,MIA 6,14,7,Laurence Maroney left guard for no gain (tackle by Channing Crowder),4.900,3.020
2,2:00,4,1,MIA 6,14,7,Sammy Morris left guard for no gain (tackle by Joey Porter),3.020,0.380
2,1:55,1,10,MIA 6,14,7,Chad Henne pass complete short left to Greg Camarillo for 9 yards (tackle by Darius Butler),-0.380,-0.070
2,1:49,2,1,MIA 15,14,7,Chad Henne pass complete short right to Brian Hartline for 5 yards,-0.070,0.280
2,1:26,1,10,MIA 20,14,7,Chad Henne pass incomplete short right intended for Davone Bess,0.280,-0.270
2,1:20,2,10,MIA 20,14,7,Ricky Williams left guard for 11 yards (tackle by Leigh Bodden),-0.270,1.000
2,1:13,,,,14,7,Timeout #2 by Miami Dolphins,0.000,1.000
2,1:13,1,10,MIA 31,14,7,Chad Henne pass complete short right to Davone Bess for 10 yards (tackle by Darius Butler),1.000,1.660
2,0:53,1,10,MIA 41,14,7,Chad Henne pass complete short middle to Anthony Fasano for 8 yards (tackle by Jerod Mayo),1.660,2.200
2,0:32,2,2,MIA 49,14,7,Chad Henne pass complete short middle to Anthony Fasano for 13 yards (tackle by Patrick Chung),2.200,3.050
2,0:23,1,10,NWE 38,14,7,Chad Henne spiked the ball,3.050,2.510
2,0:19,,,,14,7,Timeout #3 by New England Patriots,0.000,2.510
2,0:19,2,10,NWE 38,14,7,Chad Henne pass complete short left to Lex Hilliard for 8 yards (tackle by Brandon McGowan),2.510,2.870
2,0:12,3,2,NWE 30,14,7,Chad Henne pass complete deep left to Ted Ginn for 19 yards (tackle by Jonathan Wilhite),2.870,4.840
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:06,1,10,NWE 11,14,10,Dan Carpenter 29 yard field goal good,4.840,3.000
2,,,,MIA 30,14,10,Dan Carpenter kicks onside 11 yards (onside kick successful),0.000,0.940
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,14,10,"Stephen Gostkowski kicks off 63 yards, returned by Ted Ginn for 17 yards (tackle by Rob Ninkovich)",0.000,0.540
3,14:54,1,10,MIA 24,14,10,Ricky Williams left guard for 3 yards (tackle by Jerod Mayo),0.540,0.400
3,14:11,2,7,MIA 27,14,10,Chad Henne pass complete short middle to Ricky Williams for 6 yards (tackle by Gary Guyton),0.400,0.500
3,13:32,3,1,MIA 33,14,10,Lex Hilliard left guard for -1 yards (tackle by Myron Pryor),0.500,-1.240
3,12:56,4,2,MIA 32,14,10,"Brandon Fields punts 51 yards, returned by Wes Welker for 12 yards (tackle by Lex Hilliard)",-1.240,-0.870
3,12:43,1,10,NWE 29,14,10,"Laurence Maroney left tackle for -3 yards (tackle by Jason Taylor). Penalty on Logan Mankins: Offensive Holding, 10 yards (no play)",0.870,0.110
3,12:16,1,20,NWE 19,20,10,"Tom Brady pass complete deep right to Sam Aiken for 81 yards, touchdown",0.110,7.000
3,,,,MIA 2,21,10,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,21,10,"Stephen Gostkowski kicks off 73 yards, returned by Ted Ginn for 51 yards (tackle by Kyle Arrington)",0.000,2.130
3,11:53,1,10,MIA 48,21,10,Chad Henne pass incomplete short right intended for Greg Camarillo,2.130,1.580
3,11:48,2,10,MIA 48,21,10,Ricky Williams left guard for 6 yards (tackle by Vince Wilfork),1.580,1.680
3,11:05,3,4,NWE 46,21,10,"Chad Henne pass incomplete deep left intended for Brian Hartline. Penalty on Jonathan Wilhite: Defensive Pass Interfere, 37 yards (no play)",1.680,5.140
3,10:54,1,9,NWE 9,21,10,Chad Henne pass incomplete short right intended for Brian Hartline,5.140,4.380
3,10:47,2,9,NWE 9,21,10,Ricky Williams right guard for 3 yards (tackle by Mike Wright),4.380,4.040
3,10:11,,,,21,10,Timeout #1 by Miami Dolphins,0.000,4.040
3,10:11,3,6,NWE 6,21,10,Chad Henne pass incomplete short left intended for Greg Camarillo (defended by Leigh Bodden),4.040,2.990
3,10:04,4,6,NWE 6,21,13,Dan Carpenter 24 yard field goal good,2.990,3.000
3,,,,MIA 30,21,13,"Dan Carpenter kicks off 75 yards, returned by Matt Slater for 22 yards (tackle by Erik Walden)",0.000,-0.060
3,9:55,1,10,NWE 17,21,13,Tom Brady pass incomplete short left intended for Kevin Faulk,-0.060,-0.580
3,9:50,2,10,NWE 17,21,13,Laurence Maroney left guard for 4 yards (tackle by Quentin Moses),-0.580,-0.750
3,9:05,3,6,NWE 21,21,13,Tom Brady pass incomplete deep right intended for Randy Moss,-0.750,-1.960
3,8:58,4,6,NWE 21,21,13,"Chris Hanson punts 53 yards, returned by Davone Bess for 10 yards (tackle by Matt Slater)",-1.960,-1.330
3,8:46,1,10,MIA 36,21,13,Ricky Williams right guard for 8 yards (tackle by Jarvis Green),1.330,1.870
3,8:04,,,,21,13,Timeout #2 by Miami Dolphins,0.000,1.870
3,8:04,2,2,MIA 44,21,13,Chad Henne pass incomplete deep right intended for Greg Camarillo,1.870,1.160
3,7:58,3,2,MIA 44,21,13,Chad Henne pass complete short middle to Davone Bess for 19 yards (tackle by Leigh Bodden),1.160,3.120
3,7:32,1,10,NWE 37,21,13,Chad Henne pass incomplete short left intended for Joey Haynos,3.120,2.570
3,7:25,2,10,NWE 37,21,13,Chad Henne pass complete short middle to Anthony Fasano for 19 yards (tackle by Brandon McGowan and Jerod Mayo),2.570,4.370
3,6:42,1,10,NWE 18,21,13,Ricky Williams right end for 7 yards (tackle by Brandon McGowan),4.370,5.010
3,6:18,2,3,NWE 11,21,13,Ricky Williams left guard for 1 yard (tackle by Jarvis Green),5.010,4.510
3,5:40,3,2,NWE 10,21,13,Lex Hilliard right tackle for 1 yard (tackle by Gary Guyton and Jerod Mayo),4.510,2.980
3,4:56,4,1,NWE 9,21,13,Lousaka Polite middle for 2 yards (tackle by Adalius Thomas),2.980,5.600
3,4:12,1,7,NWE 7,21,13,Pat White left tackle for no gain (tackle by Adalius Thomas),5.600,4.760
3,3:31,2,7,NWE 7,21,13,Chad Henne pass incomplete short left intended for Joey Haynos,4.760,3.810
3,3:25,3,7,NWE 7,21,19,"Chad Henne pass complete short left to Brian Hartline for 7 yards, touchdown",3.810,7.000
3,,,,,21,19,"Two Point Attempt: Chad Henne pass incomplete intended for Anthony Fasano, conversion fails",1.000,-1.000
3,,,,MIA 30,21,19,"Dan Carpenter kicks off 65 yards, returned by Darius Butler for 14 yards (tackle by Chris Clemons)",0.000,0.150
3,3:12,1,10,NWE 19,21,19,Sammy Morris left guard for 7 yards (tackle by Akin Ayodele),0.150,0.610
3,2:37,2,3,NWE 26,21,19,Tom Brady pass complete deep middle to Wes Welker for 28 yards (tackle by Gibril Wilson),0.610,2.520
3,2:00,1,10,MIA 46,21,19,Sammy Morris left end for 1 yard (tackle by Randy Starks),2.520,2.110
3,1:30,2,9,MIA 45,21,19,Tom Brady pass incomplete short right intended for Randy Moss,2.110,1.420
3,1:26,3,9,MIA 45,21,19,Tom Brady pass complete short right to Wes Welker for 6 yards (tackle by Sean Smith),1.420,0.660
3,0:41,4,3,MIA 39,21,19,"Tom Brady pass complete short left to Wes Welker for 13 yards (tackle by Sean Smith). Penalty on Sam Aiken: Offensive Pass Interfere, 10 yards (no play)",0.660,0.000
3,0:21,4,13,MIA 49,21,19,"Chris Hanson punts 41 yards. Penalty on Kyle Arrington: Illegal Motion, 5 yards (no play)",0.000,-0.320
3,0:08,4,18,NWE 46,21,19,Chris Hanson punts 51 yards,-0.320,0.380
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 3,21,19,Chad Henne pass complete short right to Greg Camarillo for 10 yards (tackle by Darius Butler),-0.380,-0.320
4,14:38,1,10,MIA 13,21,19,Ricky Williams right guard for 1 yard (tackle by Vince Wilfork),-0.320,-0.680
4,13:59,2,9,MIA 14,21,19,Ricky Williams left guard for 8 yards (tackle by Jerod Mayo),-0.680,-0.350
4,13:20,3,1,MIA 22,21,19,Chad Henne pass incomplete short right intended for Greg Camarillo,-0.350,-1.900
4,13:14,4,1,MIA 22,21,19,"Brandon Fields punts 41 yards, returned by Wes Welker for 4 yards (tackle by Erik Walden). Penalty on Erik Walden: Ineligible Downfield Kic (Offsetting), Penalty on Pierre Woods: Running Into the Kicker (Offsetting) (no play)",-1.900,-1.900
4,13:04,4,1,MIA 22,21,19,"Brandon Fields punts 51 yards, returned by Wes Welker for 12 yards (tackle by John Denney)",-1.900,-1.530
4,12:53,1,10,NWE 39,21,19,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Yeremiah Bell),1.530,2.320
4,12:15,1,10,MIA 49,21,19,Tom Brady pass complete short left to Wes Welker for 18 yards (tackle by Gibril Wilson),2.320,3.510
4,11:33,1,10,MIA 31,21,19,"Sammy Morris right tackle for 7 yards (tackle by Yeremiah Bell). Penalty on Paul Soliai: Defensive Holding, 5 yards",3.510,4.310
4,11:14,1,10,MIA 19,21,19,Sammy Morris left end for 10 yards (tackle by Vontae Davis),4.310,5.140
4,10:51,1,9,MIA 9,21,19,"Laurence Maroney right guard for no gain (tackle by Joey Porter). Penalty on MIA: Defensive 12 On-field, 5 yards (no play)",5.140,6.280
4,10:34,1,4,MIA 4,21,19,Sammy Morris right guard for -1 yards (tackle by Akin Ayodele),6.280,5.150
4,9:45,2,5,MIA 5,21,19,Tom Brady pass incomplete short right intended for Randy Moss is intercepted by Vontae Davis,5.150,-0.280
4,9:39,1,10,MIA 20,21,19,Chad Henne pass incomplete short right intended for Greg Camarillo,0.280,-0.270
4,9:33,2,10,MIA 20,21,19,Chad Henne pass incomplete short right intended for Lousaka Polite (defended by Ty Warren),-0.270,-0.960
4,9:28,3,10,MIA 20,21,19,Chad Henne pass incomplete short right intended for Brian Hartline (defended by Darius Butler),-0.960,-2.030
4,9:23,4,10,MIA 20,21,19,"Brandon Fields punts 49 yards, returned by Wes Welker for 5 yards (tackle by John Denney)",-2.030,-1.330
4,9:12,1,10,NWE 36,21,19,Sammy Morris right end for 4 yards (tackle by Channing Crowder and Kendall Langford),1.330,1.330
4,8:33,2,6,NWE 40,21,19,Tom Brady pass incomplete deep right intended for Sam Aiken,1.330,0.630
4,8:23,3,6,NWE 40,21,19,Kevin Faulk right guard for no gain (tackle by Randy Starks),0.630,-0.720
4,7:46,4,6,NWE 40,21,19,"Chris Hanson punts 48 yards, returned by Davone Bess for 12 yards (tackle by Eric Alexander)",-0.720,-0.540
4,7:35,1,10,MIA 24,21,19,Chad Henne pass complete short right to Anthony Fasano for 14 yards,0.540,1.470
4,7:09,1,10,MIA 38,21,19,Chad Henne pass incomplete deep right intended for Greg Camarillo,1.470,0.920
4,7:02,2,10,MIA 38,21,19,Chad Henne pass incomplete short left intended for Ricky Williams,0.920,0.230
4,6:56,3,10,MIA 38,21,19,Chad Henne pass complete short middle to Ted Ginn for 15 yards (tackle by Leigh Bodden),0.230,2.460
4,6:22,1,10,NWE 47,21,19,Lex Hilliard right guard for 5 yards (tackle by Junior Seau),2.460,2.590
4,5:39,2,5,NWE 42,21,19,Chad Henne pass incomplete short right intended for Anthony Fasano (defended by Brandon McGowan),2.590,1.880
4,5:35,3,5,NWE 42,21,19,Lex Hilliard right tackle for 3 yards (tackle by Jarvis Green),1.880,0.660
4,4:50,4,2,NWE 39,21,19,Chad Henne pass incomplete short middle intended for Davone Bess (defended by Darius Butler),0.660,-1.600
4,4:44,1,10,NWE 40,21,19,Laurence Maroney left end for -1 yards (tackle by Randy Starks),1.600,0.920
4,4:06,2,11,NWE 39,21,19,Tom Brady pass incomplete short middle intended for Wes Welker (defended by Channing Crowder),0.920,0.230
4,4:01,,,,21,19,Timeout #1 by New England Patriots,0.000,0.230
4,4:01,3,11,NWE 39,21,19,Tom Brady pass incomplete deep middle intended for Wes Welker,0.230,-0.780
4,3:55,4,11,NWE 39,21,19,"Chris Hanson punts 42 yards, returned by Davone Bess for 7 yards (tackle by Kyle Arrington)",-0.780,-0.670
4,3:44,1,10,MIA 26,21,19,"Chad Henne pass complete short right to Davone Bess for 14 yards. Davone Bess fumbles, recovered by Nate Garner at MIA-42",0.670,1.730
4,3:08,1,10,MIA 42,21,19,Chad Henne pass complete short left to Anthony Fasano for 13 yards (tackle by Jerod Mayo),1.730,2.590
4,2:59,1,10,NWE 45,21,19,Chad Henne pass incomplete deep left intended for Ted Ginn,2.590,2.040
4,2:53,2,10,NWE 45,21,19,Lex Hilliard right tackle for 4 yards (tackle by Derrick Burgess),2.040,1.880
4,2:15,3,6,NWE 41,21,19,Chad Henne pass incomplete deep right intended for Lousaka Polite,1.880,0.530
4,2:09,4,6,NWE 41,21,19,Chad Henne pass complete short right to Greg Camarillo for 13 yards (tackle by Darius Butler),0.530,3.710
4,2:00,1,10,NWE 28,21,19,Ricky Williams right tackle for 2 yards (tackle by Gary Guyton),3.710,3.440
4,1:18,2,8,NWE 26,21,19,Ricky Williams middle for 3 yards (tackle by Jarvis Green),3.440,3.140
4,1:12,,,,21,19,Timeout #2 by New England Patriots,0.000,3.140
4,1:12,3,5,NWE 23,21,19,Ricky Williams right tackle for no gain (tackle by Ty Warren),3.140,1.980
4,1:07,,,,21,19,Timeout #3 by New England Patriots,0.000,1.980
4,1:07,4,5,NWE 23,21,22,Dan Carpenter 41 yard field goal good,1.980,3.000
4,,,,MIA 30,21,22,"Dan Carpenter kicks off 75 yards, returned by Wes Welker for 27 yards (tackle by Tyrone Culver)",0.000,0.410
4,0:57,1,10,NWE 22,21,22,Tom Brady pass complete short left to Sammy Morris for 11 yards,0.410,1.140
4,0:50,1,10,NWE 33,21,22,Tom Brady pass incomplete deep right intended for Sam Aiken (defended by Sean Smith),1.140,0.590
4,0:42,2,10,NWE 33,21,22,Tom Brady pass incomplete is intercepted by Channing Crowder at NWE-40 and returned for 2 yards,0.590,-3.050
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,0:35,1,10,NWE 38,21,22,Chad Henne kneels for -1 yards,3.050,2.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
