Quarter,Time,Tm,Detail,NWE,MIA
1.0,11:38,Patriots,Randy Moss 58 yard pass from Tom Brady (Stephen Gostkowski kick),7,0
2.0,14:56,Patriots,Kevin Faulk 6 yard rush (Stephen Gostkowski kick),14,0
,11:03,Dolphins,Davone Bess 13 yard pass from Chad Henne (Dan Carpenter kick),14,7
,0:01,Dolphins,Dan Carpenter 29 yard field goal,14,10
3.0,12:02,Patriots,Sam Aiken 81 yard pass from Tom Brady (Stephen Gostkowski kick),21,10
,10:00,Dolphins,Dan Carpenter 24 yard field goal,21,13
,3:18,Dolphins,Brian Hartline 7 yard pass from Chad Henne (pass failed),21,19
4.0,1:02,Dolphins,Dan Carpenter 41 yard field goal,21,22
