Quarter,Time,Down,ToGo,Location,TEN,CAR,Detail,EPB,EPA
1,9:00,1,10,TEN 20,7,0,DeAngelo Williams left tackle for 3 yards (tackle by Jason Jones),4.240,4.120
1,8:24,2,7,TEN 17,7,0,"Cam Newton pass complete short right to Greg Olsen for 7 yards (tackle by Will Witherspoon). Greg Olsen fumbles (forced by Will Witherspoon), recovered by Akeem Ayers at TEN-8 (tackle by Greg Olsen)",4.120,0.380
1,8:15,1,10,TEN 8,7,0,Chris Johnson left end for no gain (tackle by Omar Gaither),-0.380,-0.780
1,7:47,2,10,TEN 8,7,0,Matt Hasselbeck pass complete short middle to Jared Cook for 18 yards (tackle by James Anderson),-0.780,0.670
1,7:16,1,10,TEN 26,7,0,Matt Hasselbeck pass complete deep right to Chris Johnson for 29 yards (tackle by Sherrod Martin),0.670,2.590
1,6:42,1,10,CAR 45,7,0,Chris Johnson up the middle for 2 yards (tackle by Greg Hardy),2.590,2.310
1,6:01,2,8,CAR 43,7,0,Matt Hasselbeck pass incomplete short right intended for Jared Cook,2.310,1.620
1,5:55,3,8,CAR 43,13,0,"Matt Hasselbeck pass complete short left to Damian Williams for 43 yards, touchdown",1.620,7.000
1,,,,CAR 2,14,0,Rob Bironas kicks extra point good,0.000,0.000
1,,,,TEN 35,14,0,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
1,5:45,1,10,CAR 20,14,0,Cam Newton sacked by Will Witherspoon for -6 yards,0.280,-1.180
1,5:17,2,16,CAR 14,14,0,Jonathan Stewart right tackle for 3 yards (tackle by Colin McCarthy),-1.180,-1.510
1,4:36,3,13,CAR 17,14,0,Cam Newton pass complete short left to Greg Olsen for 9 yards (tackle by Colin McCarthy),-1.510,-1.630
1,3:58,4,4,CAR 26,14,0,"Jason Baker punts 36 yards, returned by Marc Mariani for 5 yards (tackle by Eric Norwood). Penalty on Eric Norwood: Illegal Formation, 5 yards",-1.630,-2.130
1,3:48,1,10,TEN 48,14,0,Matt Hasselbeck pass complete short middle to Nate Washington for 15 yards (tackle by Chris Gamble and Omar Gaither). Penalty on Captain Munnerlyn: Illegal Use of Hands (Declined),2.130,3.120
1,3:48,1,10,CAR 37,14,0,Chris Johnson up the middle for 5 yards,3.120,3.250
1,2:45,2,5,CAR 32,14,0,Chris Johnson up the middle for no gain (tackle by James Anderson),3.250,2.540
1,2:04,3,5,CAR 32,14,0,"Matt Hasselbeck pass incomplete short middle intended for Jared Cook. Penalty on Jordan Pugh: Defensive Holding, 5 yards (no play)",2.540,3.780
1,1:58,1,10,CAR 27,14,0,"Matt Hasselbeck pass complete short left to Chris Johnson for 4 yards (tackle by Thomas Keiser). Penalty on Chris Gamble: Illegal Contact, 5 yards (no play)",3.780,4.110
1,1:21,1,10,CAR 22,14,0,Chris Johnson left end for no gain (tackle by Omar Gaither and Andre Neblett),4.110,3.560
1,0:44,2,10,CAR 22,14,0,Chris Johnson for 2 yards (tackle by James Anderson),3.560,3.140
Quarter,Time,Down,ToGo,Location,TEN,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,CAR 20,14,0,Matt Hasselbeck pass incomplete deep middle intended for Nate Washington,3.140,2.120
2,14:55,4,8,CAR 20,17,0,Rob Bironas 38 yard field goal good,2.120,3.000
2,,,,TEN 35,17,0,Rob Bironas kicks off 62 yards,0.000,1.600
2,14:53,1,10,CAR 40,17,0,Cam Newton sacked by Jason Jones for -10 yards,1.600,-0.300
2,14:23,2,20,CAR 30,17,0,Cam Newton left end for 5 yards (tackle by Gerald McRath),-0.300,-0.300
2,13:45,3,15,CAR 35,17,0,Cam Newton pass complete short left to Jonathan Stewart for 6 yards (tackle by Akeem Ayers and Colin McCarthy),-0.300,-0.650
2,13:06,4,9,CAR 41,17,0,"Jason Baker punts 36 yards, fair catch by Marc Mariani",-0.650,-0.480
2,13:00,1,10,TEN 23,17,0,"Nate Washington left end for 2 yards (tackle by Omar Gaither). Penalty on Andre Neblett: Unnecessary Roughness, 15 yards",0.480,1.600
2,12:38,1,10,TEN 40,17,0,Chris Johnson left end for 2 yards (tackle by Dan Connor),1.600,1.320
2,12:02,2,8,TEN 42,17,0,"Chris Johnson up the middle for no gain (tackle by Andre Neblett and James Anderson). Penalty on Jake Scott: Offensive Holding, 10 yards (no play)",1.320,-0.030
2,11:36,2,18,TEN 32,17,0,Matt Hasselbeck pass incomplete short right intended for Jared Cook,-0.030,-0.690
2,11:31,3,18,TEN 32,17,0,Matt Hasselbeck pass incomplete short middle intended for Chris Johnson (defended by James Anderson),-0.690,-1.240
2,11:26,4,18,TEN 32,17,0,"Brett Kern punts 47 yards, returned by Armanti Edwards for 12 yards (tackle by Akeem Ayers)",-1.240,-1.140
2,11:15,1,10,CAR 33,17,0,DeAngelo Williams up the middle for 1 yard (tackle by Jurrell Casey),1.140,0.730
2,10:38,2,9,CAR 34,17,0,Cam Newton pass complete short left to Steve Smith for 1 yard (tackle by Alterraun Verner),0.730,0.170
2,10:11,3,8,CAR 35,17,0,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Jordan Babineaux),0.170,-1.040
2,10:06,4,8,CAR 35,17,0,"Jason Baker punts 47 yards, returned by Marc Mariani for 11 yards (tackle by Jermale Hines). Penalty on Anthony Smith: Offensive Holding, 10 yards",-1.040,-0.150
2,9:54,1,10,TEN 19,17,0,Chris Johnson up the middle for 5 yards (tackle by Greg Hardy),0.150,0.340
2,9:25,2,5,TEN 24,17,0,Chris Johnson left guard for 4 yards (tackle by Terrell McClain),0.340,0.100
2,8:52,3,1,TEN 28,17,0,Matt Hasselbeck pass incomplete short middle intended for Chris Johnson (defended by Greg Hardy),0.100,-1.500
2,8:47,4,1,TEN 28,17,0,Brett Kern punts 48 yards,-1.500,-0.540
2,8:40,1,10,CAR 24,17,0,Jonathan Stewart left end for -5 yards (tackle by Jurrell Casey),0.540,-0.740
2,7:59,2,15,CAR 19,17,0,Cam Newton pass incomplete short middle intended for Greg Olsen,-0.740,-1.430
2,7:54,3,15,CAR 19,17,0,Cam Newton pass incomplete deep right intended for Greg Olsen. Penalty on Greg Olsen: Illegal Touch Pass (Declined),-1.430,-2.140
2,7:44,4,15,CAR 19,17,0,"Jason Baker punts 41 yards, returned by Marc Mariani for -2 yards (tackle by Jason Williams)",-2.140,-1.470
2,7:34,1,10,TEN 38,17,0,Matt Hasselbeck pass complete short middle to Chris Johnson for 8 yards (tackle by Thomas Keiser),1.470,2.000
2,6:53,2,2,TEN 46,17,0,Chris Johnson up the middle for 6 yards (tackle by James Anderson),2.000,2.390
2,6:19,1,10,CAR 48,17,0,"Chris Johnson up the middle for no gain. Penalty on Daniel Graham: Offensive Holding, 10 yards (no play)",2.390,1.730
2,5:59,1,20,TEN 42,17,0,Matt Hasselbeck pass incomplete short middle intended for Javon Ringer (defended by Greg Hardy),1.730,0.500
2,5:56,2,20,TEN 42,17,0,Matt Hasselbeck pass complete short right to Nate Washington for 12 yards (tackle by Darius Butler),0.500,1.420
2,5:15,3,8,CAR 46,17,0,Matt Hasselbeck pass incomplete short middle intended for Damian Williams,1.420,0.200
2,5:10,4,8,CAR 46,17,0,"Brett Kern punts 34 yards, fair catch by Armanti Edwards",0.200,0.350
2,5:03,1,10,CAR 12,17,0,Cam Newton up the middle for 10 yards (tackle by Akeem Ayers),-0.350,0.410
2,4:23,1,10,CAR 22,17,0,Cam Newton pass complete short right to Steve Smith for 2 yards (tackle by Jason McCourty),0.410,0.140
2,3:45,2,8,CAR 24,17,0,"Cam Newton for no gain. Cam Newton fumbles, recovered by Cam Newton at CAR-23",0.140,-0.690
2,3:12,3,9,CAR 23,17,0,Cam Newton right end for 7 yards (tackle by Jason McCourty),-0.690,-1.370
2,2:30,4,2,CAR 30,17,0,"Jason Baker punts 53 yards, returned by Marc Mariani for 4 yards (tackle by Captain Munnerlyn). Penalty on Tommie Campbell: Offensive Holding, 10 yards",-1.370,0.370
2,2:20,1,10,TEN 11,17,0,Javon Ringer up the middle for 9 yards (tackle by Omar Gaither and James Anderson),-0.370,0.360
2,2:01,2,1,TEN 20,17,0,Matt Hasselbeck pass incomplete,0.360,-0.370
2,1:57,3,1,TEN 20,17,0,Javon Ringer right guard for no gain (tackle by Andre Neblett and Omar Gaither),-0.370,-2.030
2,1:53,,,,17,0,Timeout #1 by Carolina Panthers,0.000,-2.030
2,1:45,4,1,TEN 20,17,0,"Brett Kern punts 48 yards, returned by Armanti Edwards for -2 yards (tackle by Anthony Smith)",-2.030,-0.940
2,1:41,1,10,CAR 30,17,0,Cam Newton pass complete short right to Jonathan Stewart for 6 yards (tackle by Cortland Finnegan and Colin McCarthy),0.940,1.200
2,1:19,2,4,CAR 36,17,0,Cam Newton pass complete short right to Jonathan Stewart for -2 yards (tackle by Karl Klug),1.200,0.230
2,0:57,3,6,CAR 34,17,0,"Penalty on Byron Bell: False Start, 5 yards (no play)",0.230,-0.430
2,0:40,3,11,CAR 29,17,0,Cam Newton pass complete short middle to Greg Olsen for 13 yards (tackle by Jordan Babineaux),-0.430,1.730
2,0:33,,,,17,0,Timeout #2 by Carolina Panthers,0.000,1.730
2,0:33,1,10,CAR 42,17,0,Cam Newton pass incomplete short right intended for Jonathan Stewart (defended by Akeem Ayers),1.730,1.190
2,0:28,2,10,CAR 42,17,0,Cam Newton left end for 26 yards (tackle by Akeem Ayers),1.190,3.450
2,0:14,,,,17,0,Timeout #3 by Carolina Panthers,0.000,3.450
2,0:14,1,10,TEN 32,17,0,Cam Newton pass incomplete short left intended for Greg Olsen,3.450,2.900
2,0:09,2,10,TEN 32,17,0,Cam Newton pass incomplete deep left intended for Greg Olsen,2.900,2.210
2,0:05,3,10,TEN 32,17,0,"Olindo Mare 50 yard field goal no good. Penalty on SenDerrick Marks: Personal Foul, 15 yards",2.210,1.530
Quarter,Time,Down,ToGo,Location,TEN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,,17,0,"Olindo Mare kicks onside 12 yards, recovered by Gerald McRath",0.000,1.470
3,14:56,1,10,TEN 38,17,0,Chris Johnson right end for 9 yards (tackle by Charles Godfrey),1.470,2.140
3,14:32,2,1,TEN 47,17,0,Chris Johnson right end for 4 yards (tackle by James Anderson),2.140,2.320
3,13:49,1,10,CAR 49,17,0,Chris Johnson left tackle for 6 yards (tackle by Terrell McClain),2.320,2.590
3,13:15,2,4,CAR 43,17,0,Chris Johnson right end for -1 yards (tackle by Charles Johnson and Dan Connor),2.590,1.750
3,12:35,3,5,CAR 44,17,0,Matt Hasselbeck pass incomplete short right intended for Javon Ringer,1.750,0.330
3,12:26,4,5,CAR 44,17,0,"Brett Kern punts 44 yards, touchback",0.330,-0.280
3,12:19,1,10,CAR 20,17,0,DeAngelo Williams right guard for 21 yards (tackle by Colin McCarthy),0.280,1.660
3,11:42,1,10,CAR 41,17,0,Cam Newton pass complete short right to Steve Smith for 2 yards (tackle by Jason McCourty),1.660,1.390
3,11:03,2,8,CAR 43,17,0,Cam Newton sacked by Cortland Finnegan for -14 yards,1.390,-1.150
3,10:31,3,22,CAR 29,17,0,Cam Newton pass complete short left to Steve Smith for 13 yards (tackle by Jordan Babineaux),-1.150,-0.590
3,9:51,4,9,CAR 42,17,0,"Jason Baker punts 49 yards, returned by Marc Mariani for 6 yards (tackle by Dan Connor). Penalty on Anthony Smith: Illegal Block Above the Waist, 7 yards",-0.590,0.380
3,9:40,1,10,TEN 8,17,0,Matt Hasselbeck pass complete short left to Damian Williams for 11 yards (tackle by Omar Gaither),-0.380,0.150
3,9:11,1,10,TEN 19,17,0,Chris Johnson up the middle for 3 yards (tackle by Charles Godfrey),0.150,0.070
3,8:36,2,7,TEN 22,17,0,Matt Hasselbeck sacked by Andre Neblett for -8 yards,0.070,-1.920
3,8:00,3,15,TEN 14,17,0,"Matt Hasselbeck pass incomplete short middle intended for Chris Johnson (defended by Greg Hardy). Penalty on Charles Johnson: Unnecessary Roughness, 15 yards",-1.920,0.870
3,7:48,1,10,TEN 29,17,0,Chris Johnson right end for 4 yards (tackle by Charles Godfrey),0.870,0.870
3,7:11,2,6,TEN 33,17,0,Matt Hasselbeck pass complete short right to Chris Johnson for 2 yards (tackle by James Anderson),0.870,0.430
3,6:25,3,4,TEN 35,17,0,Matt Hasselbeck pass incomplete short right intended for Donnie Avery is intercepted by Chris Gamble at TEN-43 and returned for 24 yards (tackle by Matt Hasselbeck),0.430,-4.310
3,6:15,1,10,TEN 19,17,0,Cam Newton sacked by William Hayes and SenDerrick Marks for -7 yards,4.310,2.820
3,5:46,2,17,TEN 26,17,0,Cam Newton pass complete short left to Jonathan Stewart for 12 yards (tackle by Malcolm Sheppard),2.820,3.760
3,4:57,3,5,TEN 14,17,0,Cam Newton up the middle for 3 yards (tackle by Akeem Ayers),3.760,2.820
3,4:14,4,2,TEN 11,17,3,Olindo Mare 29 yard field goal good,2.820,3.000
3,,,,CAR 35,17,3,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,4:09,1,10,TEN 20,17,3,Chris Johnson up the middle for 8 yards (tackle by Captain Munnerlyn),0.280,0.810
3,3:31,2,2,TEN 28,17,3,Matt Hasselbeck pass complete short left to Chris Johnson for 5 yards (tackle by Omar Gaither),0.810,1.140
3,3:07,1,10,TEN 33,17,3,"Chris Johnson right tackle for -3 yards (tackle by James Anderson). Penalty on Greg Hardy: Defensive Offside, 4 yards (no play)",1.140,1.720
3,2:45,1,6,TEN 37,17,3,Matt Hasselbeck pass complete deep left to Damian Williams for 40 yards (tackle by Sherrod Martin and Captain Munnerlyn),1.720,4.040
3,2:34,1,10,CAR 23,17,3,Javon Ringer right guard for 1 yard (tackle by Greg Hardy),4.040,3.630
3,2:07,2,9,CAR 22,17,3,Chris Johnson left guard for -3 yards (tackle by Thomas Keiser),3.630,2.540
3,1:25,3,12,CAR 25,17,3,Matt Hasselbeck pass complete short left to Damian Williams for 7 yards (tackle by Darius Butler),2.540,2.300
3,0:40,4,5,CAR 18,20,3,Rob Bironas 36 yard field goal good,2.300,3.000
3,,,,TEN 35,20,3,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
3,0:35,1,10,CAR 20,20,3,Cam Newton pass complete short right to Legedu Naanee for 5 yards (tackle by Cortland Finnegan),0.280,0.410
3,0:15,2,5,CAR 25,20,3,Cam Newton pass incomplete,0.410,-0.300
3,0:07,3,5,CAR 25,20,3,Cam Newton up the middle for 4 yards (tackle by Colin McCarthy and Karl Klug). Penalty on Ryan Kalil: Offensive Holding (Declined),-0.300,-1.440
Quarter,Time,Down,ToGo,Location,TEN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,CAR 29,20,3,"Jason Baker punts 47 yards, fair catch by Marc Mariani",-1.440,-0.540
4,14:52,1,10,TEN 24,20,3,Chris Johnson left end for 1 yard (tackle by Charles Godfrey),0.540,0.130
4,14:13,2,9,TEN 25,20,3,Chris Johnson left guard for 16 yards (tackle by Captain Munnerlyn and Charles Godfrey),0.130,1.660
4,13:34,1,10,TEN 41,20,3,Matt Hasselbeck pass complete short middle to Nate Washington for 13 yards (tackle by James Anderson),1.660,2.520
4,12:58,1,10,CAR 46,20,3,Chris Johnson left end for 13 yards (tackle by Sherrod Martin and Captain Munnerlyn),2.520,3.380
4,12:33,1,10,CAR 33,20,3,Matt Hasselbeck pass incomplete deep left intended for Damian Williams,3.380,2.840
4,12:28,2,10,CAR 33,20,3,Javon Ringer up the middle for 5 yards (tackle by Andre Neblett),2.840,2.810
4,11:48,3,5,CAR 28,20,3,"Matt Hasselbeck pass complete short left to Lavelle Hawkins for 14 yards (tackle by Darius Butler). Penalty on Jared Cook: Offensive Pass Interference, 10 yards (no play)",2.810,1.490
4,11:29,3,15,CAR 38,20,3,Matt Hasselbeck pass complete short middle to Javon Ringer for 7 yards (tackle by James Anderson),1.490,1.320
4,10:46,4,8,CAR 31,23,3,Rob Bironas 49 yard field goal good,1.320,3.000
4,,,,TEN 35,23,3,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,10:41,1,10,CAR 20,23,3,Cam Newton pass complete short left to Jeremy Shockey for 19 yards (tackle by Jordan Babineaux),0.280,1.530
4,10:15,1,10,CAR 39,23,3,Cam Newton pass complete short left to Legedu Naanee for 11 yards (tackle by Jordan Babineaux),1.530,2.260
4,9:47,1,10,,23,3,Cam Newton pass complete deep middle to Legedu Naanee for 18 yards (tackle by Michael Griffin),2.260,3.450
4,9:21,1,10,TEN 32,23,3,Cam Newton pass complete short left to Steve Smith for 15 yards (tackle by Alterraun Verner),3.450,4.440
4,9:04,1,10,TEN 17,23,3,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Michael Griffin),4.440,3.850
4,8:58,2,10,TEN 17,23,3,"Cam Newton pass incomplete short right intended for Brandon LaFell. Penalty on Byron Bell: Face Mask (15 Yards), 15 yards",3.850,1.870
4,8:54,2,25,TEN 32,23,3,Cam Newton pass incomplete short middle intended for Steve Smith,1.870,1.220
4,8:48,3,25,TEN 32,23,3,Cam Newton pass incomplete deep left intended for Legedu Naanee is intercepted by Chris Hope at TEN-10 and returned for 7 yards (tackle by Brandon LaFell),1.220,0.060
4,8:43,1,10,TEN 17,23,3,Chris Johnson left end for 25 yards (tackle by Terrell McClain),-0.060,1.730
4,8:19,1,10,TEN 42,23,3,Chris Johnson left tackle for 4 yards (tackle by Jordan Senn),1.730,1.730
4,7:33,2,6,TEN 46,23,3,Matt Hasselbeck pass complete short left to Lavelle Hawkins for 3 yards (tackle by R.J. Stanford),1.730,1.420
4,6:47,3,3,TEN 49,23,3,Matt Hasselbeck pass complete short left to Damian Williams for 6 yards (tackle by Darius Butler),1.420,2.590
4,6:23,1,10,CAR 45,23,3,Chris Johnson up the middle for 8 yards (tackle by Sherrod Martin),2.590,3.120
4,5:44,2,2,CAR 37,23,3,Chris Johnson left tackle for 6 yards (tackle by Andre Neblett),3.120,3.510
4,5:01,1,10,CAR 31,23,3,Chris Johnson up the middle for no gain (tackle by Omar Gaither),3.510,2.970
4,4:23,2,10,CAR 31,23,3,"Matt Hasselbeck pass incomplete short left intended for Jared Cook. Penalty on Chris Gamble: Defensive Holding, 5 yards (no play)",2.970,3.840
4,4:18,1,10,CAR 26,23,3,Javon Ringer left guard for 3 yards (tackle by Omar Gaither),3.840,3.700
4,3:33,2,7,CAR 23,23,3,Javon Ringer up the middle for 1 yard (tackle by Charles Godfrey and James Anderson),3.700,3.140
4,2:48,3,6,CAR 22,23,3,Matt Hasselbeck left end for 21 yards (tackle by Charles Godfrey),3.140,6.970
4,2:36,1,1,CAR 1,29,3,"Chris Johnson left tackle for 1 yard, touchdown",6.970,7.000
4,,,,CAR 2,30,3,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 35,30,3,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,2:32,1,10,CAR 20,30,3,Cam Newton pass incomplete short left intended for DeAngelo Williams,0.280,-0.270
4,2:29,2,10,CAR 20,30,3,"Penalty on Jordan Gross: False Start, 5 yards (no play)",-0.270,-1.070
4,2:29,2,15,CAR 15,30,3,Cam Newton pass incomplete deep right intended for Greg Olsen (defended by Jordan Babineaux),-1.070,-1.860
4,2:20,3,15,CAR 15,30,3,Cam Newton pass complete short right to Brandon LaFell for 18 yards (tackle by Jason McCourty),-1.860,1.140
4,2:00,1,10,CAR 33,30,3,Cam Newton pass complete short left to Legedu Naanee for 9 yards (tackle by Colin McCarthy),1.140,1.810
4,1:37,2,1,CAR 42,30,3,Cam Newton pass incomplete short left intended for Steve Smith,1.810,1.090
4,1:32,3,1,CAR 42,30,3,"Cam Newton pass complete short right to Legedu Naanee for 10 yards (tackle by Jason McCourty). Penalty on Michael Griffin: Unnecessary Roughness, 15 yards",1.090,3.380
4,1:26,1,10,TEN 33,30,3,Cam Newton sacked by Akeem Ayers for -9 yards,3.380,1.620
4,1:01,2,19,TEN 42,30,3,"Cam Newton left end for 7 yards (tackle by Alterraun Verner). Penalty on Byron Bell: Offensive Holding, 10 yards (no play)",1.620,0.270
4,0:49,2,29,CAR 48,30,3,Cam Newton pass complete short left to Legedu Naanee for 5 yards,0.270,0.300
4,0:43,3,24,TEN 47,30,3,"Cam Newton right end for 6 yards (tackle by Jason McCourty). Penalty on William Hayes: Personal Foul (Offsetting), Penalty on Jordan Gross: Personal Foul (Offsetting) (no play)",0.300,0.300
4,0:43,3,24,TEN 47,30,3,"Cam Newton pass complete short left to Legedu Naanee for 3 yards (tackle by Cortland Finnegan). Penalty on Steve Smith: Offensive Holding, 10 yards",0.300,-0.630
4,0:23,3,31,CAR 46,30,3,DeAngelo Williams left end for 7 yards (tackle by Alterraun Verner),-0.630,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
