Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
1,1:56,3,6,DEN 16,0,0,Josh Allen sacked by Von Miller for -5 yards,3.520,2.060
1,1:15,4,11,DEN 21,0,3,Stephen Hauschka 39 yard field goal good,2.060,3.000
1,1:10,,,BUF 35,0,0,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
1,1:10,1,10,DEN 25,0,0,Brandon Allen pass complete short right to Andrew Beck for 18 yards (tackle by Tre'Davious White),0.610,1.800
1,0:39,1,10,DEN 43,0,0,Phillip Lindsay right tackle for -2 yards (tackle by Matt Milano),1.800,0.980
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,DEN 41,0,0,Brandon Allen sacked by Star Lotulelei for -1 yards,0.980,0.170
2,14:15,3,13,DEN 40,0,0,Brandon Allen pass incomplete deep right intended for Courtland Sutton (defended by Tre'Davious White),0.170,-0.720
2,14:10,4,13,DEN 40,0,0,"Colby Wadman punts 50 yards, muffed catch by Andre Roberts, recovered by Andre Roberts at BUF-11, returned by Andre Roberts for 4 yards (tackle by Casey Kreiter). Penalty on Lorenzo Alexander: Illegal Block Above the Waist, 7 yards",-0.720,0.380
2,13:59,1,10,BUF 8,0,0,Devin Singletary up the middle for -1 yards (tackle by Shelby Harris),-0.380,-0.850
2,13:32,2,11,BUF 7,0,0,Devin Singletary left guard for 6 yards (tackle by Kareem Jackson),-0.850,-0.840
2,13:01,3,5,BUF 13,0,0,Josh Allen right tackle for 18 yards (tackle by Alexander Johnson),-0.840,1.000
2,12:21,,,,,,Timeout #1 by Buffalo Bills,,
2,12:21,1,10,BUF 31,0,0,Frank Gore right guard for 6 yards (tackle by Alexander Johnson and Davontae Harris),1.000,1.270
2,11:53,2,4,BUF 37,0,0,Frank Gore up the middle for 4 yards (tackle by Todd Davis and Mike Purcell),1.270,1.660
2,11:12,1,10,BUF 41,0,0,Robert Foster right tackle for 22 yards (tackle by Justin Simmons),1.660,3.120
2,10:37,1,10,DEN 37,0,0,Josh Allen pass complete short left to Cole Beasley for 30 yards (tackle by Chris Harris),3.120,5.600
2,9:57,1,7,DEN 7,0,0,"Frank Gore up the middle for 3 yards (tackle by Justin Simmons). Penalty on Jon Feliciano: Offensive Holding, 10 yards",5.600,4.440
2,9:35,1,14,DEN 14,0,0,Josh Allen up the middle for 4 yards (tackle by Alexander Johnson),4.440,4.190
2,8:57,2,10,DEN 10,0,0,Josh Allen pass incomplete short left,4.190,3.130
2,8:52,3,10,DEN 10,0,0,Josh Allen pass complete short middle to Cole Beasley for 5 yards (tackle by Todd Davis),3.130,3.010
2,8:12,4,5,DEN 5,0,6,Stephen Hauschka 23 yard field goal good,3.010,3.000
2,8:09,,,BUF 35,0,6,"Stephen Hauschka kicks off 57 yards, returned by Diontae Spencer for 23 yards (tackle by Julian Stanford)",0.000,1.000
2,8:03,1,10,DEN 31,0,0,"Phillip Lindsay up the middle for 1 yard (tackle by Trent Murphy). Penalty on Jordan Phillips: Defensive Offside, 5 yards (no play)",1.000,1.730
2,7:40,1,5,DEN 36,0,6,"Brandon Allen left end for 1 yard (tackle by Taron Johnson). Penalty on Tre'Davious White: Defensive Holding, 5 yards",1.730,1.730
2,7:17,1,10,DEN 42,0,6,Brandon Allen pass complete short right to Noah Fant for 3 yards (tackle by Matt Milano),1.730,1.590
2,6:35,2,7,DEN 45,0,6,Phillip Lindsay left guard for 4 yards (tackle by Tremaine Edmunds),1.590,1.420
2,5:56,3,3,DEN 49,0,6,Brandon Allen sacked by Shaq Lawson for -13 yards,1.420,-0.980
2,5:10,4,16,DEN 36,0,6,"Colby Wadman punts 48 yards, returned by Andre Roberts for no gain (tackle by Jeremiah Attaochu and Fred Brown). Penalty on Lorenzo Alexander: Offensive Holding, 8 yards",-0.980,0.380
2,5:00,1,10,BUF 8,0,6,Josh Allen pass complete short right to Cole Beasley for 6 yards (tackle by Kareem Jackson),-0.380,-0.320
2,4:30,2,4,BUF 14,0,6,Devin Singletary left tackle for 10 yards (tackle by Todd Davis and Alexander Johnson),-0.320,0.540
2,4:13,1,10,BUF 24,0,6,"Josh Allen pass deep middle intended for John Brown is intercepted by Justin Simmons at BUF-46 and returned for 8 yards. Penalty on Kareem Jackson: Illegal Blindside Block, 15 yards",0.540,-2.060
2,4:03,1,10,DEN 47,0,6,Brandon Allen pass complete short left to Noah Fant for 16 yards (tackle by Micah Hyde),2.060,3.120
2,3:17,1,10,BUF 37,0,6,Phillip Lindsay right end for 4 yards (tackle by Tremaine Edmunds),3.120,3.110
2,2:39,2,6,BUF 33,0,6,Brandon Allen pass complete short left to Diontae Spencer for no gain (tackle by Taron Johnson),3.110,2.410
2,2:00,3,6,BUF 33,0,6,Brandon Allen left tackle for 7 yards (tackle by Jordan Phillips),2.410,3.840
2,1:53,1,10,BUF 26,0,6,"Royce Freeman left end for -4 yards (tackle by Jerry Hughes). Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",3.840,3.180
2,1:46,1,20,BUF 36,0,6,Brandon Allen pass complete short right to Phillip Lindsay for 11 yards (tackle by Trent Murphy and Tremaine Edmunds),3.180,3.430
2,1:07,2,9,BUF 25,0,6,Brandon Allen pass deep right intended for Courtland Sutton is intercepted by Tre'Davious White at BUF-8 and returned for 7 yards,3.430,0.220
2,0:57,1,10,BUF 15,0,6,Devin Singletary left guard for 11 yards (tackle by Alexander Johnson),-0.220,0.670
2,0:34,1,10,BUF 26,0,6,Josh Allen up the middle for 14 yards (tackle by Todd Davis and Chris Harris),0.670,1.600
2,0:25,,,,,,Timeout #2 by Buffalo Bills,,
2,0:25,1,10,BUF 40,0,6,"Penalty on Von Miller: Encroachment, 5 yards (no play)",1.600,2.330
2,0:25,1,5,BUF 45,0,6,"Penalty on Tyler Kroft: False Start, 5 yards (no play)",2.330,1.600
2,0:25,1,10,BUF 40,0,6,Josh Allen pass complete short middle to Dawson Knox for 6 yards (tackle by Todd Davis),1.600,1.860
2,0:11,2,4,BUF 46,0,6,Josh Allen spiked the ball,1.860,1.160
2,0:10,3,4,BUF 46,0,6,"Penalty on BUF: Delay of Game, 5 yards (no play)",1.160,0.500
2,0:10,3,9,BUF 41,0,0,"Penalty on Devin Singletary: False Start, 5 yards (no play)",0.500,-0.160
2,0:10,3,14,BUF 36,0,6,Devin Singletary up the middle for 9 yards (tackle by Todd Davis and Alexander Johnson),-0.160,-0.390
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,0,6,"Brandon McManus kicks off 49 yards, returned by Andre Roberts for 25 yards (tackle by Fred Brown)",0.000,1.660
3,14:52,1,10,BUF 41,0,6,Devin Singletary left guard for -1 yards (tackle by Von Miller),1.660,0.990
3,14:22,2,11,BUF 40,0,6,Josh Allen pass incomplete short right intended for Cole Beasley,0.990,0.300
3,14:17,3,11,BUF 40,0,6,Josh Allen pass complete short right to Robert Foster for 24 yards (tackle by Justin Simmons),0.300,3.180
3,14:04,1,10,DEN 36,0,6,Devin Singletary right guard for 8 yards (tackle by Todd Davis and Alexander Johnson),3.180,3.720
3,13:39,2,2,DEN 28,0,6,Devin Singletary left guard for 10 yards (tackle by Alexander Johnson),3.720,4.370
3,13:11,1,10,DEN 18,0,6,Josh Allen pass incomplete short right,4.370,3.800
3,13:06,2,10,DEN 18,0,6,Josh Allen pass incomplete short right intended for Devin Singletary,3.800,3.050
3,13:02,3,10,DEN 18,0,12,"Josh Allen pass complete short middle to Cole Beasley for 18 yards, touchdown, touchdown",3.050,7.000
3,12:57,,,DEN 15,0,13,Stephen Hauschka kicks extra point good,0.000,0.000
3,12:57,,,BUF 35,0,6,"Stephen Hauschka kicks off 67 yards, returned by Diontae Spencer for 27 yards (tackle by Jordan Poyer)",0.000,0.610
3,12:51,1,10,DEN 25,0,6,Phillip Lindsay left guard for 5 yards (tackle by Tre'Davious White),0.610,0.740
3,12:14,2,5,DEN 30,0,0,Phillip Lindsay right end for 16 yards (tackle by Micah Hyde),0.740,1.990
3,11:34,1,10,DEN 46,0,6,Brandon Allen pass incomplete short right intended for Phillip Lindsay,1.990,1.450
3,11:29,2,10,DEN 46,0,6,Royce Freeman right tackle for 13 yards (tackle by Levi Wallace and Jordan Poyer),1.450,2.850
3,10:39,1,10,BUF 41,0,6,"Penalty on Brandon Allen: Delay of Game, 5 yards (no play)",2.850,2.520
3,10:15,1,15,BUF 46,0,6,Brandon Allen pass incomplete deep right intended for Courtland Sutton,2.520,1.630
3,10:11,2,15,BUF 46,0,6,"Brandon Allen pass complete short middle to Royce Freeman for 7 yards (tackle by Tremaine Edmunds). Penalty on Ed Oliver: Unnecessary Roughness, 15 yards",1.630,3.970
3,9:41,1,10,BUF 24,0,6,Phillip Lindsay left guard for 2 yards (tackle by Matt Milano and Corey Liuget),3.970,3.700
3,8:52,2,8,BUF 22,0,6,Brandon Allen pass complete short right to Noah Fant for -5 yards (tackle by Levi Wallace and Jordan Phillips),3.700,2.350
3,7:50,3,13,BUF 27,0,6,Brandon Allen pass incomplete short left intended for Courtland Sutton,2.350,1.670
3,7:45,,,,,,Timeout #1 by Buffalo Bills,,
3,7:45,4,13,BUF 27,3,13,Brandon McManus 45 yard field goal good,1.670,3.000
3,7:40,,,DEN 35,0,6,"Brandon McManus kicks off 54 yards, returned by Andre Roberts for 16 yards (tackle by Will Parks)",0.000,0.740
3,7:34,1,10,BUF 27,0,6,Frank Gore right tackle for 3 yards (tackle by Todd Davis),0.740,0.600
3,7:11,2,7,BUF 30,0,6,Frank Gore left tackle for 27 yards (tackle by Duke Dawson),0.600,2.720
3,6:42,1,10,DEN 43,0,6,"Josh Allen left end for 3 yards (tackle by Davontae Harris). Penalty on Isaiah McKenzie: Offensive Holding, 10 yards",2.720,2.260
3,6:18,1,17,BUF 50,0,6,Frank Gore right guard for 2 yards (tackle by Alexander Johnson and Von Miller),2.260,1.500
3,5:52,2,15,DEN 48,0,6,Josh Allen pass incomplete short middle intended for John Brown,1.500,0.830
3,5:48,3,15,DEN 48,0,6,Josh Allen pass incomplete short left intended for Isaiah McKenzie (defended by Duke Dawson),0.830,0.070
3,5:41,4,15,DEN 48,0,6,"Corey Bojorquez punts 35 yards, fair catch by Diontae Spencer at DEN-13",0.070,0.320
3,5:32,1,10,DEN 13,0,6,Phillip Lindsay right guard for 5 yards (tackle by Lorenzo Alexander),-0.320,-0.140
3,4:55,2,5,DEN 18,0,6,Brandon Allen pass complete short right to Royce Freeman for 2 yards (tackle by Matt Milano),-0.140,-0.590
3,4:13,3,3,DEN 20,0,0,Brandon Allen pass incomplete deep left intended for DaeSean Hamilton,-0.590,-2.030
3,4:07,4,3,DEN 20,0,6,"Colby Wadman punts 55 yards, returned by Andre Roberts for 17 yards (tackle by Trey Marshall)",-2.030,-1.730
3,3:55,1,10,BUF 42,0,6,Josh Allen up the middle for 3 yards (tackle by Adam Gotsis and Todd Davis),1.730,1.590
3,3:24,2,7,BUF 45,0,6,Josh Allen pass incomplete short left intended for Cole Beasley (defended by Adam Gotsis),1.590,0.890
3,3:20,3,7,BUF 45,0,6,Josh Allen pass complete short right to Dawson Knox for 5 yards (tackle by Justin Simmons),0.890,-0.060
3,2:37,4,2,BUF 50,0,6,"Corey Bojorquez punts 32 yards, fair catch by Diontae Spencer at DEN-18",-0.060,-0.040
3,2:29,1,10,DEN 18,0,6,Brandon Allen pass incomplete short right intended for Courtland Sutton (defended by Tre'Davious White),0.040,-0.490
3,2:24,2,10,DEN 18,0,6,Royce Freeman up the middle for 7 yards (tackle by Matt Milano and Tremaine Edmunds),-0.490,-0.270
3,1:44,3,3,DEN 25,0,6,Brandon Allen sacked by Shaq Lawson for -10 yards,-0.270,-2.440
3,1:02,4,13,DEN 15,0,0,"Colby Wadman punts 48 yards, returned by Andre Roberts for 8 yards (tackle by Josh Watson and Joseph Jones)",-2.440,-1.930
3,0:51,1,10,BUF 45,0,6,Devin Singletary right guard for 6 yards (tackle by Alexander Johnson and Derek Wolfe),1.930,2.190
3,0:26,2,4,DEN 49,0,6,Devin Singletary up the middle for 2 yards (tackle by Jeremiah Attaochu and Kareem Jackson),2.190,1.750
3,0:02,,,,,,Timeout #1 by Denver Broncos,,
3,0:02,3,2,DEN 47,0,6,Josh Allen pass complete short left to Isaiah McKenzie for 5 yards (tackle by Davontae Harris),1.750,2.790
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 42,0,6,"Josh Allen right end for 2 yards (tackle by Chris Harris). Penalty on Cody Ford: Offensive Holding, 10 yards (no play)",2.790,2.130
4,14:36,1,20,BUF 48,0,0,Josh Allen pass incomplete short middle intended for Cole Beasley,2.130,0.890
4,14:33,2,20,BUF 48,0,0,Josh Allen pass complete short left to Isaiah McKenzie for 8 yards (tackle by Davontae Harris),0.890,1.290
4,14:00,3,12,DEN 44,0,0,Josh Allen pass complete short left to Devin Singletary for 8 yards (tackle by Chris Harris),1.290,0.890
4,13:11,4,4,DEN 36,0,6,"Penalty on BUF: Delay of Game, 5 yards (no play)",0.890,0.530
4,13:11,4,9,DEN 41,0,6,"Corey Bojorquez punts 30 yards, fair catch by Diontae Spencer at DEN-11",0.530,0.370
4,13:03,1,10,DEN 11,0,6,Brandon Allen sacked by Ed Oliver for -9 yards,-0.370,-1.440
4,12:15,2,19,DEN 2,0,6,Brandon Allen pass incomplete short right intended for Courtland Sutton (defended by Taron Johnson),-1.440,-2.470
4,12:11,3,19,DEN 2,0,6,Brandon Allen pass incomplete short right,-2.470,-2.490
4,12:06,4,19,DEN 2,0,6,"Colby Wadman punts 56 yards, returned by Andre Roberts for 12 yards (tackle by Trey Marshall). Penalty on Isaac Yiadom: Unnecessary Roughness, 15 yards",-2.490,-3.510
4,11:54,1,10,DEN 31,0,6,Frank Gore left guard for -3 yards (tackle by Alexander Johnson),3.510,2.560
4,11:14,2,13,DEN 34,3,19,"Josh Allen pass complete deep right to John Brown for 34 yards, touchdown",2.560,7.000
4,11:08,,,DEN 15,3,20,Stephen Hauschka kicks extra point good,0.000,0.000
4,11:08,,,BUF 35,0,6,"Stephen Hauschka kicks off 48 yards, returned by Devontae Booker for 11 yards (tackle by Corey Thompson and Senorise Perry)",0.000,0.810
4,11:02,1,10,DEN 28,0,6,Brandon Allen pass incomplete short right intended for Courtland Sutton (defended by Tre'Davious White),0.810,0.260
4,10:58,2,10,DEN 28,0,0,Phillip Lindsay right end for 7 yards (tackle by Levi Wallace),0.260,0.500
4,10:21,3,3,DEN 35,0,6,Brandon Allen pass incomplete short right intended for Phillip Lindsay,0.500,-1.040
4,10:18,4,3,DEN 35,0,6,Colby Wadman punts 13 yards out of bounds,-1.040,-2.390
4,10:11,1,10,DEN 48,0,6,Frank Gore up the middle for no gain (tackle by Alexander Johnson),2.390,1.850
4,9:29,2,10,DEN 48,0,6,Frank Gore left guard for 7 yards (tackle by Kareem Jackson and Todd Davis),1.850,2.080
4,8:46,3,3,DEN 41,0,6,Frank Gore left guard for no gain (tackle by Adam Gotsis and Alexander Johnson),2.080,0.530
4,8:01,,,,,,Timeout #2 by Buffalo Bills,,
4,8:01,4,3,DEN 41,0,6,"Corey Bojorquez punts 31 yards, fair catch by Diontae Spencer at DEN-10",0.530,0.380
4,7:53,1,10,DEN 10,0,6,Phillip Lindsay right guard for no gain (tackle by Taron Johnson),-0.380,-0.780
4,7:27,2,10,DEN 10,0,6,Brandon Allen pass incomplete short right intended for Noah Fant (defended by Matt Milano),-0.780,-1.420
4,7:20,3,10,DEN 10,0,6,Brandon Allen pass incomplete short right intended for Noah Fant,-1.420,-2.490
4,7:15,4,10,DEN 10,0,6,Colby Wadman punts 51 yards downed by Casey Kreiter,-2.490,-1.530
4,7:02,1,10,BUF 39,0,6,Devin Singletary left guard for 7 yards (tackle by Justin Simmons and Todd Davis),1.530,1.930
4,6:19,2,3,BUF 46,0,6,Devin Singletary left guard for 5 yards (tackle by Dre'Mont Jones),1.930,2.320
4,5:36,1,10,DEN 49,0,6,Devin Singletary left guard for 3 yards (tackle by Derek Wolfe),2.320,2.190
4,4:52,2,7,DEN 46,0,6,Frank Gore left guard for 4 yards (tackle by Justin Simmons and Malik Reed),2.190,2.020
4,4:08,3,3,DEN 42,0,0,Frank Gore left tackle for 3 yards (tackle by Justin Simmons),2.020,2.980
4,3:25,1,10,DEN 39,0,6,Frank Gore up the middle for 2 yards (tackle by Adam Gotsis),2.980,2.710
4,2:42,2,8,DEN 37,0,6,Devin Singletary left tackle for 3 yards (tackle by Dre'Mont Jones),2.710,2.410
4,2:00,3,5,DEN 34,0,6,Frank Gore left guard for 4 yards (tackle by Adam Gotsis),2.410,1.520
4,1:17,4,1,DEN 30,0,6,"Penalty on Mike Purcell: Encroachment, 5 yards (no play)",1.520,3.910
4,1:17,1,10,DEN 25,0,6,Frank Gore right guard for 3 yards (tackle by Jeremiah Attaochu),3.910,3.770
4,0:37,2,7,DEN 22,0,6,Josh Allen kneels for -1 yards,3.770,2.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
