Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
3,15:00,,,SEA 35,20,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CAR 25,20,7,Christian McCaffrey left tackle for 2 yards (tackle by Jarran Reed and Bradley McDougald),0.610,0.330
3,14:26,2,8,CAR 27,20,7,Kyle Allen pass complete short right to Christian McCaffrey for 15 yards (tackle by Tre Flowers),0.330,1.730
3,13:57,1,10,CAR 42,20,7,Kyle Allen pass complete short right to D.J. Moore for 12 yards (tackle by Akeem King and Quandre Diggs),1.730,2.520
3,13:33,1,10,SEA 46,20,7,Kyle Allen pass complete short left to Curtis Samuel for 7 yards (tackle by Cody Barton),2.520,2.920
3,13:10,2,3,SEA 39,20,7,Kyle Allen up the middle for 4 yards (tackle by Bobby Wagner),2.920,3.250
3,12:28,1,10,SEA 35,20,7,Christian McCaffrey pass incomplete deep right intended for Chris Hogan,3.250,2.700
3,12:23,2,10,SEA 35,20,7,Christian McCaffrey left end for 1 yard (tackle by Jarran Reed and Bradley McDougald),2.700,2.150
3,11:46,3,9,SEA 34,20,7,Kyle Allen pass incomplete deep right intended for D.J. Moore,2.150,1.060
3,11:40,4,9,SEA 34,20,10,Joey Slye 52 yard field goal good,1.060,3.000
3,11:35,,,CAR 35,20,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,11:35,1,10,SEA 25,20,10,Russell Wilson pass complete short right to Malik Turner for 15 yards (tackle by Eric Reid),0.610,1.600
3,10:56,1,10,SEA 40,20,10,Chris Carson left end for 14 yards (tackle by James Bradberry),1.600,2.520
3,10:19,1,10,CAR 46,20,10,Russell Wilson pass incomplete deep left intended for Tyler Lockett,2.520,1.980
3,10:11,2,10,CAR 46,20,10,Russell Wilson up the middle for 1 yard (tackle by Shaq Thompson),1.980,1.420
3,9:27,3,9,CAR 45,20,10,Russell Wilson pass incomplete short left,1.420,0.270
3,9:19,4,9,CAR 45,20,10,"Michael Dickson punts 35 yards, fair catch by Chris Hogan at CAR-10",0.270,0.380
3,9:11,1,10,CAR 10,20,10,Kyle Allen pass complete short right to Ian Thomas for 12 yards (tackle by Akeem King),-0.380,0.410
3,8:35,1,10,CAR 22,20,10,Curtis Samuel right end for 7 yards (tackle by Akeem King),0.410,0.810
3,8:12,2,3,CAR 29,20,10,Kyle Allen pass complete short right to Curtis Samuel for 1 yard (tackle by Bradley McDougald),0.810,0.230
3,7:43,3,2,CAR 30,20,10,Kyle Allen pass complete short left to Curtis Samuel for 6 yards (tackle by Tre Flowers),0.230,1.330
3,7:21,1,10,CAR 36,20,10,Christian McCaffrey left guard for 2 yards (tackle by Al Woods and Bobby Wagner),1.330,1.060
3,6:43,2,8,CAR 38,20,10,Kyle Allen pass incomplete short right,1.060,0.370
3,6:37,3,8,CAR 38,20,10,Kyle Allen up the middle for 10 yards (tackle by Delano Hill),0.370,2.130
3,6:01,1,10,CAR 48,20,10,Kyle Allen pass incomplete short left intended for Curtis Samuel (defended by Bradley McDougald),2.130,1.580
3,5:56,2,10,CAR 48,20,10,"Kyle Allen pass complete short left to D.J. Moore for 11 yards (tackle by Tre Flowers). D.J. Moore fumbles (forced by Tre Flowers), recovered by D.J. Moore at SEA-41",1.580,2.850
3,5:11,1,10,SEA 41,20,10,Christian McCaffrey up the middle for 2 yards (tackle by Bobby Wagner and Poona Ford),2.850,2.580
3,4:32,2,8,SEA 39,20,10,Kyle Allen pass short middle (defended by Poona Ford) intended for Christian McCaffrey is intercepted by K.J. Wright at SEA-39 and returned for 11 yards,2.580,-2.260
3,4:23,1,10,SEA 50,20,10,Chris Carson up the middle for 4 yards (tackle by Luke Kuechly and Kyle Love),2.260,2.250
3,3:44,2,6,CAR 46,20,10,Josh Gordon pass deep right intended for D.K. Metcalf is intercepted by Tre Boston at CAR-13 and returned for no gain,2.250,0.320
3,3:36,1,10,CAR 13,20,10,Curtis Samuel left end for 5 yards (tackle by K.J. Wright),-0.320,-0.140
3,3:04,2,5,CAR 18,20,10,Kyle Allen pass short right intended for Jarius Wright is intercepted by K.J. Wright at CAR-20 and returned for -1 yards,-0.140,-4.170
3,2:55,1,10,CAR 21,20,10,Chris Carson up the middle for 2 yards (tackle by Luke Kuechly and Vernon Butler),4.170,3.900
3,2:13,2,8,CAR 19,20,10,Russell Wilson pass complete short middle to Malik Turner for 6 yards (tackle by Luke Kuechly),3.900,4.240
3,1:30,3,2,CAR 13,20,10,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",4.240,3.310
3,1:10,3,7,CAR 18,20,10,Russell Wilson pass complete short right to Tyler Lockett for 6 yards (tackle by Donte Jackson),3.310,2.780
3,0:32,,,,,,Timeout #1 by Seattle Seahawks,,
3,0:32,4,1,CAR 12,23,10,Jason Myers 30 yard field goal good,2.780,3.000
3,0:28,,,SEA 35,23,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,0:28,1,10,CAR 25,23,10,Christian McCaffrey up the middle for 11 yards (tackle by Delano Hill),0.610,1.330
Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 36,23,10,Christian McCaffrey right guard for 5 yards (tackle by Bradley McDougald),1.330,1.470
4,14:28,2,5,CAR 41,23,10,Christian McCaffrey right tackle for no gain (tackle by K.J. Wright),1.470,0.760
4,13:51,3,5,CAR 41,23,10,Kyle Allen pass incomplete short right intended for Christian McCaffrey,0.760,-0.650
4,13:47,4,5,CAR 41,23,10,"Michael Palardy punts 41 yards, fair catch by David Moore at SEA-18",-0.650,-0.040
4,13:40,1,10,SEA 18,23,10,Chris Carson up the middle for 15 yards (tackle by Eric Reid),0.040,1.140
4,13:10,1,10,SEA 33,23,10,Russell Wilson pass complete short left to Tyler Lockett for 20 yards (tackle by Shaq Thompson),1.140,2.460
4,12:35,1,10,CAR 47,23,10,Chris Carson left guard for 1 yard (tackle by Luke Kuechly and Shaq Thompson),2.460,2.050
4,11:52,2,9,CAR 46,23,10,Chris Carson left guard for no gain (tackle by Eric Reid). Penalty on Tyrone Swoopes: Offensive Holding (Declined),2.050,1.350
4,11:21,3,9,CAR 46,23,10,Russell Wilson pass complete deep left to D.K. Metcalf for 17 yards (tackle by James Bradberry),1.350,3.640
4,10:37,1,10,CAR 29,23,10,Russell Wilson pass complete short middle to Jaron Brown for 9 yards (tackle by Ross Cockrell),3.640,4.320
4,10:13,2,1,CAR 20,23,10,Travis Homer up the middle for 5 yards (tackle by Eric Reid),4.320,4.580
4,9:29,1,10,CAR 15,23,10,Russell Wilson pass complete short left to Tyler Lockett for 5 yards (tackle by Ross Cockrell),4.580,4.840
4,8:52,2,5,CAR 10,23,10,Travis Homer up the middle for 2 yards (tackle by Bruce Irvin and Luke Kuechly),4.840,4.450
4,8:14,3,3,CAR 8,23,10,Russell Wilson pass complete short right to Tyler Lockett for 2 yards (tackle by Luke Kuechly),4.450,3.020
4,7:23,4,1,CAR 6,29,10,"Chris Carson up the middle for 6 yards, touchdown",3.020,7.000
4,7:18,,,CAR 15,30,10,Jason Myers kicks extra point good,0.000,0.000
4,7:18,,,SEA 35,30,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,7:18,1,10,CAR 25,30,10,Kyle Allen pass complete short right to Christian McCaffrey for 4 yards (tackle by Ugochukwu Amadi),0.610,0.600
4,7:02,2,6,CAR 29,30,10,Kyle Allen pass complete short left to D.J. Moore for 9 yards (tackle by Ugochukwu Amadi),0.600,1.470
4,6:44,1,10,CAR 38,30,10,Kyle Allen pass incomplete deep left intended for D.J. Moore,1.470,0.920
4,6:40,2,10,CAR 38,30,10,Kyle Allen pass complete short middle to Ian Thomas for 11 yards (tackle by Cody Barton and K.J. Wright),0.920,2.190
4,6:20,1,10,CAR 49,30,10,Kyle Allen pass incomplete deep left intended for D.J. Moore,2.190,1.650
4,6:14,2,10,CAR 49,30,10,Kyle Allen pass complete short middle to Chris Hogan for 13 yards (tackle by Delano Hill),1.650,3.050
4,5:52,1,10,SEA 38,30,10,Kyle Allen pass complete short left to D.J. Moore for 15 yards (tackle by Delano Hill and Cody Barton),3.050,4.040
4,5:24,1,10,SEA 23,30,10,Kyle Allen left end for 8 yards (tackle by Marquise Blair),4.040,4.750
4,4:58,2,2,SEA 15,30,16,"Christian McCaffrey up the middle for 15 yards, touchdown",4.750,7.000
4,4:53,,,SEA 15,30,17,Joey Slye kicks extra point good,0.000,0.000
4,4:53,,,CAR 35,30,17,"Michael Palardy kicks onside 30 yards, returned by David Moore for no gain",0.000,1.270
4,4:51,1,10,SEA 35,30,17,Chris Carson up the middle for 1 yard (tackle by Efe Obada),1.270,0.860
4,4:46,,,,,,Timeout #1 by Carolina Panthers,,
4,4:46,2,9,SEA 36,30,17,Chris Carson left end for 4 yards (tackle by James Bradberry and Efe Obada),0.860,0.700
4,4:40,,,,,,Timeout #2 by Carolina Panthers,,
4,4:40,3,5,SEA 40,30,17,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,0.700,-0.720
4,4:35,4,5,SEA 40,30,17,Michael Dickson punts 44 yards downed by Tyler Ott,-0.720,0.140
4,4:25,1,10,CAR 16,30,17,Kyle Allen pass complete deep left to D.J. Moore for 22 yards,-0.140,1.470
4,4:20,1,10,CAR 38,30,17,Kyle Allen pass complete deep left to D.J. Moore for 22 yards (tackle by Bradley McDougald),1.470,2.920
4,4:14,1,10,SEA 40,30,17,Kyle Allen pass complete short left to D.J. Moore for 17 yards (tackle by Tre Flowers),2.920,4.040
4,3:53,1,10,SEA 23,30,17,Kyle Allen pass complete short middle to Christian McCaffrey for 18 yards (tackle by Cody Barton and Delano Hill),4.040,6.060
4,3:29,1,5,SEA 5,30,17,Kyle Allen pass incomplete short right,6.060,5.150
4,3:24,2,5,SEA 5,30,17,Kyle Allen pass incomplete short left intended for Curtis Samuel,5.150,4.260
4,3:19,3,5,SEA 5,30,23,"Kyle Allen pass complete short right to Curtis Samuel for 5 yards, touchdown",4.260,7.000
4,3:14,,,SEA 15,30,24,Joey Slye kicks extra point good,0.000,0.000
4,3:14,,,CAR 35,30,24,"Michael Palardy kicks off 54 yards, returned by Travis Homer for 14 yards (tackle by Andre Smith)",0.000,0.610
4,3:09,1,10,SEA 25,30,24,Chris Carson left end for 5 yards (tackle by Luke Kuechly),0.610,0.740
4,3:00,,,,,,Timeout #3 by Carolina Panthers,,
4,3:00,2,5,SEA 30,30,24,"Chris Carson left end for 13 yards (tackle by Shaq Thompson). Penalty on Duane Brown: Offensive Holding, 10 yards (no play)",0.740,-0.610
4,2:55,2,15,SEA 20,30,24,Chris Carson left guard for 14 yards (tackle by Tre Boston),-0.610,0.560
4,2:29,3,1,SEA 34,30,24,"Chris Carson left guard for 2 yards (tackle by Gerald McCoy). Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",0.560,-0.760
4,2:24,,,,,,Timeout #3 by Seattle Seahawks,,
4,2:24,3,11,SEA 24,30,24,Russell Wilson pass complete short right to Tyler Lockett for 14 yards (tackle by Luke Kuechly). Penalty on James Bradberry: Illegal Contact (Declined),-0.760,1.470
4,2:12,1,10,SEA 38,30,24,Chris Carson up the middle for 1 yard (tackle by Vernon Butler and Bruce Irvin),1.470,1.060
4,2:00,2,9,SEA 39,30,24,Chris Carson right end for 10 yards (tackle by Tre Boston),1.060,2.190
4,1:12,1,10,SEA 49,30,24,Russell Wilson kneels for -1 yards,2.190,1.510
4,0:31,2,11,SEA 48,30,24,Russell Wilson kneels for -1 yards,1.510,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
