Quarter,Time,Tm,Detail,SFO,STL
1.0,6:04,Rams,Torry Holt 12 yard pass from Marc Bulger (Jeff Wilkins kick),0,7
2.0,14:57,49ers,Frank Gore 1 yard rush (Joe Nedney kick),7,7
,9:04,Rams,Jeff Wilkins 27 yard field goal,7,10
,1:51,Rams,Jeff Wilkins 29 yard field goal,7,13
3.0,2:43,49ers,Frank Gore 43 yard rush (Joe Nedney kick),14,13
4.0,10:04,Rams,Jeff Wilkins 53 yard field goal,14,16
,3:23,49ers,Joe Nedney 40 yard field goal,17,16
