Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
2,0:20,1,10,NYG 41,21,0,Vince Young spiked the ball,2.850,2.310
2,0:20,2,10,NYG 41,21,0,Vince Young pass complete short right to Bo Scaife for 11 yards (tackle by Will Demps),2.310,3.580
2,0:05,1,10,NYG 30,21,0,Vince Young spiked the ball,3.580,3.030
2,0:04,2,10,NYG 30,21,0,Rob Bironas 48 yard field goal no good,3.030,1.400
Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,21,0,"Rob Bironas kicks off 65 yards, returned by Derrick Ward for 20 yards (tackle by Calvin Lowry)",0.000,0.610
3,14:54,1,10,NYG 25,21,0,Tiki Barber right tackle for 2 yards (tackle by Robaire Smith),0.610,0.330
3,14:12,2,8,NYG 27,21,0,Eli Manning pass complete short left to Jeremy Shockey for 7 yards (tackle by Stephen Tulloch),0.330,0.560
3,13:31,3,1,NYG 34,21,0,Tiki Barber left end for 4 yards (tackle by Keith Bulluck and Albert Haynesworth),0.560,1.470
3,12:50,1,10,NYG 38,21,0,"Eli Manning pass complete short left to Tiki Barber for 3 yards (tackle by Albert Haynesworth and Keith Bulluck). Penalty on Albert Haynesworth: Tripping, 10 yards",1.470,2.320
3,12:26,1,10,TEN 49,21,0,Brandon Jacobs left guard for 4 yards (tackle by Tony Brown),2.320,2.320
3,11:43,2,6,TEN 45,21,0,Brandon Jacobs left tackle for 2 yards (tackle by Tony Brown and Chris Hope),2.320,1.880
3,10:58,3,4,TEN 43,21,0,Eli Manning pass incomplete short right intended for Jeremy Shockey,1.880,0.400
3,10:53,4,4,TEN 43,21,0,"Jeff Feagles punts 42 yards, out of bounds. Penalty on Chris Claiborne: Unnecessary Roughness, 15 yards",0.400,0.140
3,10:45,1,10,TEN 16,21,0,Vince Young pass complete deep left to Drew Bennett for 25 yards (tackle by Kevin Dockery),-0.140,1.660
3,10:03,1,10,TEN 41,21,0,Travis Henry left tackle for 1 yard (tackle by Will Demps and Fred Robbins),1.660,1.260
3,9:23,2,9,TEN 42,21,0,Vince Young pass complete short left to Travis Henry for 12 yards (tackle by Barry Cofield),1.260,2.520
3,8:39,1,10,NYG 46,21,0,Vince Young right end for 3 yards (tackle by Antonio Pierce and Frank Walker),2.520,2.380
3,8:10,2,7,NYG 43,21,0,Vince Young pass incomplete short middle intended for Drew Bennett,2.380,1.680
3,8:06,3,7,NYG 43,21,0,Vince Young pass incomplete deep left intended for Bobby Wade (defended by Jason Bell),1.680,0.400
3,7:59,4,7,NYG 43,21,0,"Craig Hentrich punts 32 yards, fair catch by Chad Morton",0.400,0.370
3,7:53,1,10,NYG 11,21,0,Eli Manning pass incomplete short right intended for David Tyree,-0.370,-0.780
3,7:45,2,10,NYG 11,21,0,"Tiki Barber right tackle for 5 yards (tackle by Sean Conover). Penalty on Kareem McKenzie: Offensive Holding, 6 yards (no play)",-0.780,-1.220
3,7:19,2,16,NYG 5,21,0,Eli Manning pass complete short right to Brandon Jacobs for 9 yards (tackle by Adam Jones),-1.220,-1.070
3,6:30,3,7,NYG 14,21,0,Brandon Jacobs middle for 10 yards (tackle by Chris Hope and Peter Sirmon),-1.070,0.540
3,5:51,1,10,NYG 24,21,0,Tiki Barber left end for 9 yards (tackle by Chris Hope),0.540,1.210
3,5:03,2,1,NYG 33,21,0,Tiki Barber left end for 6 yards (tackle by Peter Sirmon and DeQuincy Scott),1.210,1.530
3,4:18,1,10,NYG 39,21,0,Eli Manning pass complete short left to Plaxico Burress for 11 yards (tackle by Stephen Tulloch),1.530,2.260
3,3:39,1,10,TEN 50,21,0,Tiki Barber middle for 3 yards (tackle by Albert Haynesworth),2.260,2.120
3,2:59,2,7,TEN 47,21,0,Eli Manning pass complete short right to Tiki Barber for 9 yards (tackle by Chris Hope),2.120,3.050
3,2:23,1,10,TEN 38,21,0,"Brandon Jacobs right end for 7 yards. Penalty on David Diehl: Offensive Holding, 10 yards (no play)",3.050,2.390
3,1:57,1,20,TEN 48,21,0,Eli Manning pass complete short right to Jeremy Shockey for 7 yards (tackle by Peter Sirmon),2.390,2.100
3,1:12,2,13,TEN 41,21,0,Brandon Jacobs right tackle for 5 yards (tackle by Keith Bulluck),2.100,2.080
3,0:30,3,8,TEN 36,21,0,Eli Manning pass complete short right to Brandon Jacobs for 5 yards (tackle by David Thornton),2.080,1.380
Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,TEN 31,21,0,Eli Manning pass incomplete short right intended for Tim Carter (defended by Cortland Finnegan),1.380,-1.070
4,14:56,1,10,TEN 32,21,0,Vince Young pass incomplete deep middle intended for Roydell Williams,1.070,0.530
4,14:44,2,10,TEN 32,21,0,LenDale White middle for 1 yard (tackle by Mathias Kiwanuka and Barry Cofield),0.530,-0.030
4,14:24,3,9,TEN 33,21,0,Vince Young sacked by Fred Robbins for -9 yards,-0.030,-1.770
4,13:59,4,18,TEN 24,21,0,"Craig Hentrich punts 45 yards, returned by Chad Morton for -2 yards (tackle by Vincent Fuller)",-1.770,-0.870
4,13:49,1,10,NYG 29,21,0,Tiki Barber left tackle for 6 yards (tackle by Tony Brown and Peter Sirmon),0.870,1.140
4,13:07,2,4,NYG 35,21,0,Eli Manning pass incomplete deep right intended for Plaxico Burress is intercepted by Adam Jones at TEN-28 and returned for 26 yards,1.140,-2.520
4,12:55,1,10,NYG 46,21,0,Vince Young pass incomplete short middle intended for Bo Scaife (defended by Gibril Wilson),2.520,1.980
4,12:50,2,10,NYG 46,21,0,Vince Young pass complete deep right to Bobby Wade for 25 yards (tackle by Kevin Dockery),1.980,4.170
4,12:22,1,10,NYG 21,21,0,"Vince Young left tackle for 2 yards (tackle by R.W. McQuarters and Mathias Kiwanuka). Penalty on LenDale White: Unnecessary Roughness, 15 yards",4.170,1.870
4,12:03,2,23,NYG 34,21,0,Vince Young pass complete short middle to Travis Henry for 5 yards (tackle by Gibril Wilson),1.870,1.880
4,11:37,3,18,NYG 29,21,0,Vince Young pass complete short middle to Bobby Wade for 9 yards (tackle by Will Demps),1.880,2.120
4,11:10,4,9,NYG 20,21,0,"Vince Young right end for 7 yards (tackle by Frank Walker and Gibril Wilson). Penalty on Frank Walker: Unnecessary Roughness, 7 yards",2.120,5.830
4,10:51,1,6,NYG 6,21,0,Travis Henry middle for -1 yards (tackle by Antonio Pierce and Jason Bell),5.830,4.760
4,10:11,2,7,NYG 7,21,0,Vince Young pass complete short left to Bo Scaife for 3 yards (tackle by Kevin Dockery),4.760,4.490
4,9:38,3,4,NYG 4,21,6,"Vince Young pass complete short middle to Bo Scaife for 4 yards, touchdown",4.490,7.000
4,9:38,,,NYG 2,21,7,Rob Bironas kicks extra point good,0.000,0.000
4,9:35,,,TEN 30,21,7,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,9:35,1,10,NYG 20,21,7,Tiki Barber left tackle for -2 yards (tackle by Chris Hope),0.280,-0.630
4,8:52,2,12,NYG 18,21,7,Tiki Barber middle for 3 yards (tackle by Albert Haynesworth and Kyle Vanden Bosch),-0.630,-0.820
4,8:06,3,9,NYG 21,21,7,Eli Manning pass incomplete short right intended for Jeremy Shockey (defended by Adam Jones),-0.820,-1.960
4,8:02,4,9,NYG 21,21,7,"Penalty on Chris Claiborne: False Start, 5 yards (no play)",-1.960,-2.390
4,8:02,4,14,NYG 16,21,7,"Jeff Feagles punts 43 yards, returned by Adam Jones for 23 yards (tackle by David Tyree)",-2.390,-3.180
4,7:46,1,10,NYG 36,21,7,Vince Young pass complete short right to Bobby Wade for 9 yards (tackle by Gibril Wilson and Frank Walker),3.180,3.850
4,7:12,2,1,NYG 27,21,7,Vince Young pass complete short left to Bobby Wade for 11 yards (tackle by R.W. McQuarters),3.850,4.510
4,6:55,1,10,NYG 16,21,7,Travis Henry right end for 9 yards (tackle by Gibril Wilson),4.510,5.540
4,6:29,2,1,NYG 7,21,7,Vince Young pass complete short right to Bo Scaife for 5 yards (tackle by Will Demps),5.540,6.740
4,5:53,1,2,NYG 2,21,7,Travis Henry right guard for 1 yard (tackle by Gibril Wilson and Carlos Emmons),6.740,5.910
4,5:24,2,1,NYG 1,21,13,"Vince Young right end for 1 yard, touchdown. Penalty on Fred Robbins: Defensive Offside (Declined)",5.910,7.000
4,5:24,,,NYG 2,21,14,Rob Bironas kicks extra point good,0.000,0.000
4,5:24,,,TEN 30,21,14,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,5:24,1,10,NYG 20,21,14,Eli Manning pass incomplete short left intended for Visanthe Shiancoe (defended by Sean Conover),0.280,-0.270
4,5:19,2,10,NYG 20,21,14,Tiki Barber right end for 5 yards (tackle by Keith Bulluck and Colby Bockwoldt),-0.270,-0.300
4,4:31,3,5,NYG 25,21,14,Eli Manning middle for 7 yards (tackle by Chris Hope),-0.300,1.070
4,3:40,1,10,NYG 32,21,14,Tiki Barber middle for 3 yards (tackle by Keith Bulluck and Chris Hope),1.070,0.930
4,3:34,,,,21,14,Timeout #1 by Tennessee Titans,0.000,0.930
4,3:34,2,7,NYG 35,21,14,Tiki Barber left tackle for -2 yards (tackle by Stephen Tulloch). Penalty on Kareem McKenzie: Illegal Formation (Declined),0.930,-0.030
4,3:29,3,9,NYG 33,21,14,Eli Manning pass complete short middle to Tiki Barber for 4 yards (tackle by Keith Bulluck and Cortland Finnegan),-0.030,-0.910
4,3:13,,,,21,14,Timeout #2 by Tennessee Titans,0.000,-0.910
4,3:13,4,5,NYG 37,21,14,"Jeff Feagles punts 39 yards, out of bounds",-0.910,-0.540
4,3:07,1,10,TEN 24,21,14,"Vince Young right end for 24 yards (tackle by Antonio Pierce). Vince Young fumbles (forced by Antonio Pierce), ball out of bounds at TEN-48. Penalty on Gibril Wilson: Illegal Contact (Offsetting), Penalty on Jacob Bell: Offensive Holding (Offsetting) (no play)",0.540,0.540
4,2:58,1,10,TEN 24,21,14,Vince Young pass incomplete deep right intended for Brandon Jones,0.540,0.000
4,2:53,2,10,TEN 24,21,14,Vince Young pass incomplete deep right intended for Drew Bennett,0.000,-0.690
4,2:48,3,10,TEN 24,21,14,Vince Young pass incomplete short right intended for Drew Bennett (defended by Mathias Kiwanuka),-0.690,-1.770
4,2:44,4,10,TEN 24,21,14,Vince Young right end for 19 yards (tackle by Frank Walker),-1.770,1.800
4,2:31,1,10,TEN 43,21,14,Vince Young pass complete short left to Roydell Williams for 20 yards (tackle by Jason Bell and Will Demps),1.800,3.120
4,1:59,1,10,NYG 37,21,14,Vince Young middle for 16 yards (tackle by Frank Walker),3.120,4.170
4,1:22,1,10,NYG 21,21,14,Vince Young pass complete short left to Drew Bennett for 7 yards (tackle by Kevin Dockery),4.170,4.740
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:49,2,3,NYG 14,21,20,"Vince Young pass complete short middle to Brandon Jones for 14 yards, touchdown",4.740,7.000
4,0:49,,,NYG 2,21,21,Rob Bironas kicks extra point good,0.000,0.000
4,0:44,,,TEN 30,21,21,"Rob Bironas kicks off 73 yards, returned by Derrick Ward for 22 yards (tackle by Ahmard Hall)",0.000,0.150
4,0:40,1,10,NYG 19,21,21,Eli Manning pass complete short middle to David Tyree for 9 yards (tackle by David Thornton),0.150,0.880
4,0:32,,,,21,21,Timeout #1 by New York Giants,0.000,0.880
4,0:32,2,1,NYG 28,21,21,Eli Manning pass incomplete deep right intended for David Tyree is intercepted by Adam Jones at NYG-49,0.880,-2.320
4,0:23,1,10,NYG 49,21,21,Vince Young pass complete short right to Bo Scaife for 11 yards (tackle by Jason Bell),2.320,3.050
4,0:18,1,10,NYG 38,21,21,Vince Young pass complete short left to Brandon Jones for 7 yards (tackle by Kevin Dockery),3.050,3.450
4,0:11,,,,21,21,Timeout #3 by Tennessee Titans,0.000,0.000
4,0:11,,,,21,21,Timeout #2 by New York Giants,0.000,3.450
4,0:11,2,3,NYG 31,21,24,Rob Bironas 49 yard field goal good,3.450,3.000
4,0:06,,,TEN 30,21,24,"Rob Bironas kicks off 14 yards, returned by Chase Blackburn for 2 yards (tackle by Stephen Tulloch)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
