Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
2,0:43,2,10,NWE 20,17,0,"Drew Bledsoe pass incomplete intended for Josh Reed (defended by Lawyer Milloy). Penalty on Terrell Buckley: Defensive Holding, 5 yards (no play)",3.690,4.580
2,0:37,1,10,NWE 15,17,0,Drew Bledsoe pass incomplete (defended by Tedy Bruschi),4.580,3.950
2,0:33,2,10,NWE 15,17,0,"Drew Bledsoe pass complete to Peerless Price for 14 yards (tackle by Victor Green and Mike Vrabel). Peerless Price fumbles (forced by Victor Green), recovered by Peerless Price at NWE-1",3.950,6.970
2,0:17,2,10,NWE 15,,,Timeout #3 by Buffalo Bills,3.950,3.950
2,0:17,2,10,NWE 15,,,Timeout #3 by New England Patriots,3.950,6.970
2,0:17,1,1,NWE 1,17,0,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Otis Smith),6.970,5.910
2,0:14,2,1,NWE 1,17,6,"Drew Bledsoe pass complete to Peerless Price for 1 yard, touchdown",5.910,7.000
2,0:14,,,NWE 1,17,7,Mike Hollis kicks extra point good,0.000,0.000
2,0:14,,,BUF 30,17,7,"Mike Hollis kicks off 53 yards, returned by Deion Branch for 19 yards (tackle by Jason Bostic)",0.000,1.330
2,0:02,1,10,NWE 36,17,7,Tom Brady kneels for -1 yards,1.330,0.660
Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,17,7,"Adam Vinatieri kicks off 57 yards, returned by Charlie Rogers for 28 yards (tackle by Patrick Pass)",0.000,1.660
3,14:50,1,10,BUF 41,17,7,Drew Bledsoe pass incomplete intended for Peerless Price (defended by Terrell Buckley),1.660,1.120
3,14:45,2,10,BUF 41,17,7,Travis Henry left tackle for 2 yards (tackle by Roman Phifer and Ted Johnson),1.120,0.700
3,14:03,3,8,BUF 43,17,7,Drew Bledsoe pass complete to Peerless Price for 17 yards (tackle by Antwan Harris),0.700,2.920
3,13:20,1,10,NWE 40,17,7,Drew Bledsoe pass incomplete intended for Eric Moulds,2.920,2.370
3,13:13,2,10,NWE 40,17,7,Travis Henry middle for 4 yards (tackle by Anthony Pleasant and Tedy Bruschi),2.370,2.210
3,12:32,3,6,NWE 36,17,7,Drew Bledsoe pass complete to Larry Centers for 4 yards (tackle by Ty Law),2.210,1.300
3,11:49,4,2,NWE 32,17,7,"Brian Moorman punts 15 yards, fair catch by Troy Brown",1.300,0.060
3,11:41,1,10,NWE 17,17,7,Tom Brady pass complete to Cam Cleeland for 3 yards (tackle by Coy Wire),-0.060,-0.060
3,11:06,2,7,NWE 20,17,7,"Antowain Smith right tackle for 7 yards (tackle by Ahmad Brooks). Penalty on Troy Brown: Offensive Holding, 10 yards",-0.060,-0.580
3,10:41,2,10,NWE 17,17,7,Tom Brady pass complete to David Patten for 19 yards (tackle by Eddie Robinson),-0.580,1.330
3,10:16,1,10,NWE 36,17,7,Antowain Smith left guard for 3 yards (tackle by Pat Williams),1.330,1.200
3,9:33,2,7,NWE 39,17,7,Tom Brady pass complete to Troy Brown for 12 yards (tackle by Ahmad Brooks),1.200,2.320
3,8:57,1,10,BUF 49,17,7,Antowain Smith right guard for 2 yards (tackle by London Fletcher and Pierson Prioleau),2.320,2.050
3,8:21,2,8,BUF 47,17,7,Antowain Smith middle for 2 yards (tackle by Eddie Robinson),2.050,1.620
3,7:46,3,6,BUF 45,23,7,"Kevin Faulk for 45 yards, touchdown",1.620,7.000
3,7:46,,,BUF 45,24,7,Adam Vinatieri kicks extra point good,0.000,0.000
3,7:46,,,NWE 30,24,7,"Adam Vinatieri kicks off 52 yards, returned by Charlie Rogers for 17 yards (tackle by Je'Rod Cherry)",0.000,1.270
3,7:28,1,10,BUF 35,24,7,Travis Henry right guard for 1 yard (tackle by Tedy Bruschi and Roman Phifer),1.270,0.860
3,6:43,2,9,BUF 36,24,7,Drew Bledsoe pass incomplete intended for Dave Moore (defended by Lawyer Milloy),0.860,0.170
3,6:38,3,9,BUF 36,24,7,Drew Bledsoe pass incomplete intended for Peerless Price,0.170,-0.980
3,6:32,4,9,BUF 36,24,7,"Brian Moorman punts 40 yards, fair catch by Kevin Faulk",-0.980,-0.540
3,6:22,1,10,NWE 24,24,7,Antowain Smith left guard for 4 yards (tackle by Coy Wire and Pat Williams),0.540,0.540
3,5:46,2,6,NWE 28,24,7,Tom Brady pass complete to Daniel Graham for 31 yards (tackle by Pierson Prioleau),0.540,2.850
3,5:03,1,10,BUF 41,24,7,Tom Brady pass incomplete intended for Troy Brown,2.850,2.310
3,4:57,2,10,BUF 41,24,7,Antowain Smith right tackle for 2 yards (tackle by Pat Williams and Chidi Ahanotu),2.310,1.880
3,4:16,3,8,BUF 39,24,7,Tom Brady pass complete to Antowain Smith for 5 yards (tackle by Eddie Robinson),1.880,1.090
3,3:29,4,3,BUF 34,24,7,Tom Brady pass complete to Antowain Smith for 4 yards (tackle by London Fletcher),1.090,3.580
3,3:07,1,10,BUF 30,24,7,Tom Brady pass complete to David Patten for 19 yards (tackle by Coy Wire),3.580,4.840
3,2:27,1,10,BUF 11,24,7,Tom Brady pass complete to David Patten for 9 yards (tackle by Nate Clements),4.840,5.850
3,2:00,2,1,BUF 2,24,7,Antowain Smith left tackle for 1 yard (tackle by Aaron Schobel and London Fletcher),5.850,6.970
3,1:29,1,1,BUF 1,24,7,Antowain Smith left guard for -1 yards (tackle by DaShon Polk and Aaron Schobel),6.970,5.720
3,0:59,2,2,BUF 2,30,7,"Antowain Smith left tackle for 2 yards, touchdown",5.720,7.000
3,0:59,,,BUF 2,31,7,Adam Vinatieri kicks extra point good,0.000,0.000
3,0:59,,,NWE 30,31,7,"Adam Vinatieri kicks off 44 yards, returned by Phillip Crosby for 18 yards (tackle by David Givens)",0.000,1.860
3,0:47,1,10,BUF 44,31,7,Drew Bledsoe pass complete to Eric Moulds for 12 yards (tackle by Tebucky Jones),1.860,2.650
3,0:17,1,10,NWE 44,31,7,Drew Bledsoe pass complete to Peerless Price for 9 yards (tackle by Tedy Bruschi),2.650,3.330
Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,NWE 35,31,7,Larry Centers left guard for 10 yards (tackle by Victor Green),3.330,3.910
4,14:32,1,10,NWE 25,31,7,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Ty Law),3.910,3.360
4,14:25,2,10,NWE 25,31,7,Drew Bledsoe pass complete to Peerless Price for 10 yards (tackle by Otis Smith),3.360,4.580
4,13:59,1,10,NWE 15,31,7,Drew Bledsoe pass incomplete intended for Eric Moulds,4.580,3.950
4,13:55,2,10,NWE 15,31,7,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Marques Sullivan: Offensive Holding, 10 yards (no play)",3.950,2.670
4,13:49,2,20,NWE 25,31,7,"Drew Bledsoe pass complete to Peerless Price for 4 yards (tackle by Terrell Buckley). Penalty on Marques Sullivan: Offensive Holding, 10 yards (no play)",2.670,1.320
4,13:25,2,30,NWE 35,31,7,Drew Bledsoe pass complete to Travis Henry for no gain,1.320,0.700
4,12:50,3,30,NWE 35,31,7,Drew Bledsoe pass complete to Larry Centers for 8 yards (tackle by Willie McGinest),0.700,1.670
4,12:07,4,22,NWE 27,31,7,Mike Hollis 45 yard field goal no good,1.670,-1.330
4,12:01,1,10,NWE 36,31,7,Tom Brady pass complete to David Patten for 18 yards (tackle by Pierson Prioleau),1.330,2.520
4,11:38,1,10,BUF 46,31,7,Antowain Smith right tackle for 2 yards (tackle by Chidi Ahanotu and London Fletcher),2.520,2.250
4,11:00,2,8,BUF 44,31,7,Tom Brady pass complete to Marc Edwards for 10 yards (tackle by Eddie Robinson),2.250,3.310
4,10:23,1,10,BUF 34,31,7,Antowain Smith right guard for 4 yards (tackle by DaShon Polk and Grant Irons),3.310,3.310
4,9:44,2,6,BUF 30,31,7,Antowain Smith middle for 4 yards (tackle by Pat Williams and London Fletcher),3.310,3.140
4,9:07,3,2,BUF 26,31,7,Tom Brady pass complete to Troy Brown for 12 yards (tackle by Coy Wire),3.140,4.650
4,8:09,1,10,BUF 14,31,7,Kevin Faulk left guard for 2 yards (tackle by Kendrick Office),4.650,4.330
4,7:29,2,8,BUF 12,31,7,Tom Brady sacked by Aaron Schobel and Grant Irons for -2 yards,4.330,3.110
4,7:01,3,10,BUF 14,37,7,"Tom Brady pass complete to Antowain Smith for 14 yards, touchdown",3.110,7.000
4,7:01,,,BUF 14,38,7,Adam Vinatieri kicks extra point good,0.000,0.000
4,7:01,,,NWE 30,38,7,"Adam Vinatieri kicks off 37 yards, out of bounds",0.000,1.600
4,6:52,1,10,BUF 40,38,7,Drew Bledsoe pass complete to Larry Centers for 4 yards (tackle by Terrell Buckley),1.600,1.590
4,6:16,2,6,BUF 44,38,7,Drew Bledsoe pass incomplete intended for Eric Moulds is intercepted by Ty Law at NWE-42 and returned for 29 yards,1.590,-3.640
4,5:56,1,10,BUF 29,38,7,Antowain Smith right guard for 3 yards (tackle by Justin Bannan and Chris Watson),3.640,3.510
4,5:24,2,7,BUF 26,38,7,Antowain Smith left tackle for 6 yards (tackle by Nate Clements),3.510,3.600
4,4:39,3,1,BUF 20,38,7,Antowain Smith middle for 12 yards (tackle by Pierson Prioleau),3.600,5.370
4,3:58,1,8,BUF 8,38,7,Antowain Smith right guard for 2 yards (tackle by Kendrick Office),5.370,4.950
4,3:13,2,6,BUF 6,38,7,Antowain Smith middle for 1 yard (tackle by Grant Irons and Keith Newman),4.950,4.260
4,2:31,3,5,BUF 5,38,7,Antowain Smith middle for 3 yards (tackle by Keith Newman and Justin Bannan),4.260,3.250
4,2:00,4,2,BUF 2,38,7,Antowain Smith middle for 1 yard (tackle by Chris Watson and Coy Wire),3.250,0.380
4,1:55,1,10,BUF 1,38,7,Drew Bledsoe pass complete to Peerless Price for 8 yards (tackle by Otis Smith),-0.380,-0.200
4,1:48,2,2,BUF 9,38,7,"Drew Bledsoe pass complete to Sammy Morris for 14 yards (tackle by Tebucky Jones). Penalty on Tebucky Jones: Unnecessary Roughness, 15 yards",-0.200,1.470
4,1:39,1,10,BUF 38,38,7,Drew Bledsoe pass complete to Peerless Price for 3 yards (tackle by Terrell Buckley),1.470,1.330
4,1:09,2,7,BUF 41,38,7,Drew Bledsoe pass incomplete intended for Peerless Price,1.330,0.630
4,1:03,3,7,BUF 41,38,7,Drew Bledsoe pass complete to Sammy Morris for 18 yards (tackle by Roman Phifer),0.630,2.850
4,0:54,1,10,NWE 41,38,7,Drew Bledsoe pass complete to Dave Moore for 12 yards (tackle by Tedy Bruschi),2.850,3.640
4,0:29,1,10,NWE 29,38,7,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Ty Law),3.640,4.370
4,0:21,1,10,NWE 18,38,7,Drew Bledsoe pass complete to Eric Moulds for 14 yards (tackle by Tebucky Jones),4.370,6.280
4,0:10,1,10,NWE 18,,,Timeout #1 by Buffalo Bills,4.370,6.280
4,0:10,1,4,NWE 4,38,7,"Drew Bledsoe pass incomplete intended for Josh Reed (defended by Terrell Buckley). Penalty on Terrell Buckley: Defensive Pass Interference, 3 yards (no play)",6.280,6.970
4,0:07,1,1,NWE 1,38,7,Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Ty Law: Defensive Pass Interference (no play),6.970,6.970
4,0:04,1,1,NWE 1,38,7,Drew Bledsoe pass incomplete intended for Eric Moulds,6.970,5.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
