Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Calvin Ridley,ATL,12,8,124,1,5,101,12.6,23,2.9,17.4,0,,1,8.3,2,88.9
Russell Gage,ATL,7,5,82,0,3,37,7.4,45,9.0,12.7,0,,0,0.0,0,110.4
Todd Gurley,ATL,3,2,12,0,0,4,2.0,8,4.0,0.3,0,,1,33.3,0,74.3
Laquon Treadwell,ATL,1,1,9,1,1,4,4.0,5,5.0,4.0,1,1.0,0,0.0,0,143.7
Jaeden Graham,ATL,1,1,7,0,1,1,1.0,6,6.0,1.0,0,,0,0.0,0,95.8
Keith Smith,ATL,2,1,-2,0,0,-2,-2.0,0,0.0,2.5,0,,0,0.0,0,56.2
Brian Hill,ATL,1,1,12,0,1,6,6.0,6,6.0,6.0,0,,0,0.0,0,116.7
Hayden Hurst,ATL,3,1,7,0,,7,7.0,0,0.0,6.0,0,,1,33.3,1,2.8
Brandon Powell,ATL,1,1,9,0,,-1,-1.0,10,10.0,-1.0,0,,0,0.0,0,104.2
Ito Smith,ATL,1,1,3,0,0,-5,-5.0,8,8.0,-5.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Austin Ekeler,LAC,9,9,67,0,3,-24,-2.7,91,10.1,-2.7,0,,0,0.0,0,97.7
Keenan Allen,LAC,11,9,52,1,5,50,5.6,2,0.2,5.9,0,,0,0.0,1,78.8
Hunter Henry,LAC,8,6,41,0,2,23,3.8,18,3.0,6.0,0,,0,0.0,0,85.9
Tyron Johnson,LAC,7,6,55,1,4,48,8.0,7,1.2,13.9,0,,0,0.0,0,139.0
Justin Jackson,LAC,3,3,10,0,0,-10,-3.3,20,6.7,-3.3,0,,0,0.0,0,80.6
K.J. Hill,LAC,1,1,4,0,,0,0.0,4,4.0,0.0,0,,0,0.0,0,83.3
Jalen Guyton,LAC,3,1,8,0,,8,8.0,0,0.0,19.0,0,,0,0.0,0,42.4
Kalen Ballage,LAC,2,1,6,0,0,3,3.0,3,3.0,4.0,0,,0,0.0,0,56.2
