Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,17,126,1,7,77,4.5,49,2.9,2,8.5
D'Ernest Johnson,CLE,4,58,0,2,35,8.8,23,5.8,1,4.0
Baker Mayfield,CLE,2,11,0,1,11,5.5,0,0.0,0,
Anthony Schwartz,CLE,2,24,0,2,21,10.5,3,1.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,12,66,0,4,28,2.3,38,3.2,4,3.0
AJ Dillon,GNB,9,41,0,3,20,2.2,21,2.3,0,
Allen Lazard,GNB,1,13,0,1,13,13.0,0,0.0,0,
Aaron Rodgers,GNB,1,-1,0,0,-1,-1.0,0,0.0,0,
Equanimeous St. Brown,GNB,1,-10,0,,-10,-10.0,0,0.0,0,
