Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Lucas Patrick,G,59,100%,0,0%,4,17%
Jon Runyan Jr.,G,59,100%,0,0%,4,17%
Dennis Kelly,T,59,100%,0,0%,0,0%
Royce Newman,T,59,100%,0,0%,0,0%
Aaron Rodgers,QB,59,100%,0,0%,0,0%
Yosh Nijman,T,56,95%,0,0%,4,17%
Davante Adams,WR,55,93%,0,0%,0,0%
Allen Lazard,WR,51,86%,0,0%,0,0%
Equanimeous St. Brown,WR,48,81%,0,0%,4,17%
Josiah Deguara,TE,33,56%,0,0%,5,22%
Aaron Jones,RB,33,56%,0,0%,0,0%
AJ Dillon,RB,26,44%,0,0%,5,22%
Marcedes Lewis,TE,25,42%,0,0%,0,0%
Tyler Davis,TE,13,22%,0,0%,19,83%
Juwann Winfree,WR,8,14%,0,0%,10,43%
Ben Braden,G,3,5%,0,0%,6,26%
Dominique Dafney,TE,3,5%,0,0%,5,22%
Rasul Douglas,CB,0,0%,68,100%,6,26%
De'Vondre Campbell,LB,0,0%,68,100%,1,4%
Darnell Savage Jr.,SS,0,0%,68,100%,1,4%
Eric Stokes,CB,0,0%,68,100%,0,0%
Adrian Amos,FS,0,0%,68,100%,0,0%
Kenny Clark,NT,0,0%,60,88%,1,4%
Dean Lowry,DE,0,0%,52,76%,6,26%
Preston Smith,LB,0,0%,52,76%,0,0%
Chandon Sullivan,CB,0,0%,50,74%,1,4%
Rashan Gary,LB,0,0%,50,74%,0,0%
Krys Barnes,LB,0,0%,36,53%,8,35%
Tyler Lancaster,NT,0,0%,34,50%,7,30%
Tedarrell Slaton,DT,0,0%,24,35%,7,30%
Tipa Galeai,DE,0,0%,16,24%,11,48%
Jonathan Garvin,LB,0,0%,14,21%,4,17%
Henry Black,SS,0,0%,11,16%,19,83%
Oren Burks,LB,0,0%,5,7%,18,78%
Jack Heflin,DT,0,0%,4,6%,3,13%
Isaac Yiadom,CB,0,0%,0,0%,19,83%
Isaiah McDuffie,LB,0,0%,0,0%,18,78%
Shawn Davis,SS,0,0%,0,0%,9,39%
Mason Crosby,K,0,0%,0,0%,9,39%
Corey Bojorquez,P,0,0%,0,0%,9,39%
Steven Wirtel,LS,0,0%,0,0%,9,39%
Amari Rodgers,WR,0,0%,0,0%,6,26%
Innis Gaines,SS,0,0%,0,0%,5,22%
Vernon Scott,FS,0,0%,0,0%,5,22%
Patrick Taylor,RB,0,0%,0,0%,5,22%
