Quarter,Time,Down,ToGo,Location,LAR,TAM,Detail,EPB,EPA
2,11:14,1,10,LAR 19,7,3,Matthew Stafford pass incomplete short right intended for Cooper Kupp,0.150,-0.390
2,11:07,2,10,LAR 19,7,3,Matthew Stafford pass complete short right to Brandon Powell for 4 yards (tackle by Keanu Neal),-0.390,-0.550
2,10:26,,,,,,Timeout #1 by Los Angeles Rams,,
2,10:26,3,6,LAR 23,7,3,Matthew Stafford pass incomplete short right intended for Allen Robinson,-0.550,-1.830
2,10:23,4,6,LAR 23,7,3,"Riley Dixon punts 53 yards, returned by Jaelon Darden for 11 yards (tackle by Jake Gervase)",-1.830,-1.270
2,10:14,1,10,TAM 35,7,3,Tom Brady pass incomplete short right intended for Leonard Fournette,1.270,0.720
2,10:09,2,10,TAM 35,7,3,Tom Brady pass incomplete short left intended for Chris Godwin (defended by Terrell Lewis),0.720,0.040
2,10:06,3,10,TAM 35,7,3,Tom Brady pass complete short middle to Scott Miller for 6 yards (tackle by David Long),0.040,-0.650
2,9:28,4,4,TAM 41,7,3,"Jake Camarda punts 48 yards, fair catch by Brandon Powell at LA-11",-0.650,0.370
2,9:21,1,10,LAR 11,7,3,Darrell Henderson up the middle for 4 yards (tackle by Sean Murphy-Bunting and Keanu Neal),-0.370,-0.430
2,8:38,2,6,LAR 15,7,3,Darrell Henderson left end for 3 yards (tackle by Sean Murphy-Bunting),-0.430,-0.600
2,7:55,3,3,LAR 18,7,3,Matthew Stafford pass incomplete short middle intended for Van Jefferson (defended by Joe Tryon-Shoyinka),-0.600,-2.240
2,7:51,4,3,LAR 18,7,3,"Riley Dixon punts 48 yards, fair catch by Jaelon Darden at TB-34",-2.240,-1.200
2,7:44,1,10,TAM 34,7,3,Rachaad White up the middle for 7 yards (tackle by Troy Hill and A'Shawn Robinson),1.200,1.600
2,7:09,2,3,TAM 41,7,3,Rachaad White up the middle for no gain (tackle by Bobby Wagner and A'Shawn Robinson),1.600,0.890
2,6:32,3,3,TAM 41,7,3,Tom Brady pass complete short right to Mike Evans for 6 yards (tackle by Jalen Ramsey),0.890,2.060
2,5:54,1,10,TAM 47,7,3,Rachaad White right tackle for 6 yards (tackle by Ernest Jones),2.060,2.330
2,5:22,2,4,LAR 47,7,3,Rachaad White right tackle for no gain (tackle by Aaron Donald),2.330,1.620
2,4:44,3,4,LAR 47,7,3,"Tom Brady pass complete short left to Chris Godwin for 9 yards (tackle by Derion Kendrick). Penalty on Terrell Lewis: Defensive Offside, 5 yards (declined)",1.620,3.050
2,4:22,1,10,LAR 38,7,3,Rachaad White left guard for 5 yards (tackle by Taylor Rapp and A'Shawn Robinson),3.050,3.180
2,3:44,2,5,LAR 33,7,3,Ke'Shawn Vaughn up the middle for -1 yards (tackle by Terrell Lewis),3.180,2.340
2,3:07,3,6,LAR 34,7,3,Tom Brady pass incomplete short left intended for Ke'Shawn Vaughn,2.340,1.070
2,3:03,4,6,LAR 34,7,3,Ryan Succop 52 yard field goal no good blocked by Bobby Wagner,1.070,-1.600
2,2:57,1,10,LAR 40,7,3,Matthew Stafford pass incomplete deep middle intended for Van Jefferson,1.600,1.050
2,2:50,2,10,LAR 40,7,3,Matthew Stafford pass incomplete short right,1.050,0.370
2,2:48,3,10,LAR 40,7,3,"Matthew Stafford aborted snap, recovered by Matthew Stafford at LA-35",0.370,-1.040
2,2:10,4,15,LAR 35,7,3,"Riley Dixon punts 64 yards, returned by Jaelon Darden for 9 yards (tackle by Michael Hoecht)",-1.040,0.380
2,1:57,1,10,TAM 10,7,3,Tom Brady pass complete short middle to Chris Godwin for 7 yards (tackle by Ernest Jones),-0.380,-0.090
2,1:42,2,3,TAM 17,7,3,"Tom Brady pass incomplete deep right intended for Mike Evans. Penalty on Derion Kendrick: Defensive Pass Interference, 32 yards (accepted) (no play)",-0.090,2.190
2,1:35,1,10,TAM 49,7,3,Tom Brady pass complete short left to Chris Godwin for 7 yards (tackle by Jalen Ramsey),2.190,2.590
2,1:17,2,3,LAR 44,7,3,Tom Brady pass complete short left to Julio Jones for 9 yards (tackle by Bobby Wagner),2.590,3.250
2,0:54,1,10,LAR 35,7,3,Tom Brady pass incomplete short right intended for Breshad Perriman,3.250,2.700
2,0:48,2,10,LAR 35,7,3,"Tom Brady pass complete short left to Leonard Fournette for 10 yards (tackle by Taylor Rapp and Jalen Ramsey). Penalty on Terrell Lewis: Defensive Offside, 5 yards (declined)",2.700,3.910
2,0:41,1,10,LAR 25,7,3,Tom Brady pass complete short middle to Leonard Fournette for 5 yards (tackle by Bobby Wagner),3.910,4.040
2,0:36,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:36,2,5,LAR 20,7,3,Tom Brady pass incomplete short middle intended for Julio Jones (defended by Derion Kendrick),4.040,3.340
2,0:33,3,5,LAR 20,7,3,Tom Brady pass incomplete deep left intended for Julio Jones,3.340,2.170
2,0:28,4,5,LAR 20,7,6,Ryan Succop 38 yard field goal good,2.170,3.000
2,0:24,,,TAM 35,7,6,"Jake Camarda kicks off 73 yards, returned by Brandon Powell for 23 yards (tackle by Zyon McCollum)",0.000,-0.220
2,0:21,1,10,LAR 15,7,6,Matthew Stafford kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,LAR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,7,6,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,7,6,Leonard Fournette right end for -1 yards (tackle by Bobby Wagner),0.610,-0.070
3,14:24,2,11,TAM 24,7,6,Tom Brady pass incomplete short left intended for Ko Kieft,-0.070,-0.760
3,14:22,3,11,TAM 24,7,6,Tom Brady pass incomplete deep left intended for Julio Jones,-0.760,-1.770
3,14:17,4,11,TAM 24,7,6,"Jake Camarda punts 53 yards, returned by Brandon Powell for 12 yards (tackle by Jake Camarda). Penalty on Russ Yeast: Offensive Holding, 10 yards (accepted)",-1.770,-0.610
3,14:02,1,10,LAR 25,7,6,Darrell Henderson up the middle for 4 yards (tackle by Keanu Neal and Vita Vea),0.610,0.600
3,13:20,2,6,LAR 29,7,6,Matthew Stafford pass complete short middle to Allen Robinson for 15 yards (tackle by Carlton Davis),0.600,1.860
3,12:39,1,10,LAR 44,7,6,Darrell Henderson up the middle for 2 yards (tackle by Lavonte David),1.860,1.590
3,12:12,2,8,LAR 46,7,6,Matthew Stafford pass incomplete short left intended for Brycen Hopkins,1.590,0.890
3,12:07,3,8,LAR 46,7,6,Matthew Stafford pass complete short left to Malcolm Brown for 10 yards (tackle by Devin White and Sean Murphy-Bunting),0.890,2.650
3,11:22,,,,,,Timeout #1 by Los Angeles Rams,,
3,11:22,1,10,TAM 44,7,6,Darrell Henderson left guard for 10 yards (tackle by Keanu Neal and Joe Tryon-Shoyinka),2.650,3.310
3,10:42,1,10,TAM 34,7,6,Darrell Henderson left guard for 23 yards (tackle by Sean Murphy-Bunting),3.310,4.840
3,9:54,1,10,TAM 11,7,6,Matthew Stafford pass complete short right to Cooper Kupp for 3 yards (tackle by Carlton Davis),4.840,4.700
3,9:29,2,7,TAM 8,7,6,Matthew Stafford pass incomplete short left intended for Ben Skowronek,4.700,3.760
3,9:22,3,7,TAM 8,7,6,Matthew Stafford pass incomplete short right intended for Allen Robinson (defended by Lavonte David),3.760,2.960
3,9:17,4,7,TAM 8,10,6,Matt Gay 26 yard field goal good,2.960,3.000
3,9:14,,,LAR 35,10,6,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,9:14,1,10,TAM 25,10,6,Rachaad White right tackle for 4 yards (tackle by Ernest Jones),0.610,0.600
3,8:36,2,6,TAM 29,10,6,Tom Brady pass complete short left to Breshad Perriman for 1 yard (tackle by Jalen Ramsey),0.600,0.040
3,8:00,3,5,TAM 30,10,6,Tom Brady pass incomplete short middle intended for Mike Evans,0.040,-1.370
3,7:56,4,5,TAM 30,10,6,"Jake Camarda punts, returned by Brandon Powell for no gain (tackle by Zyon McCollum). Penalty on Ko Kieft: Offensive Holding, 10 yards (accepted) (no play)",-1.370,-2.030
3,7:46,4,15,TAM 20,10,6,"Penalty on Anthony Nelson: False Start, 5 yards (accepted) (no play)",-2.030,-2.440
3,7:46,4,20,TAM 15,10,6,Jake Camarda punts 74 yards out of bounds,-2.440,0.370
3,7:36,1,10,LAR 11,10,6,Cam Akers right tackle for no gain (tackle by Carlton Davis),-0.370,-0.780
3,6:53,2,10,LAR 11,10,6,Matthew Stafford sacked by Vita Vea for -7 yards,-0.780,-2.240
3,6:08,3,17,LAR 4,10,6,Malcolm Brown up the middle for 6 yards (tackle by Carl Nassib and Keanu Neal),-2.240,-2.490
3,5:33,4,11,LAR 10,10,6,"Riley Dixon punts 58 yards, returned by Jaelon Darden for 15 yards (tackle by Ernest Jones)",-2.490,-2.060
3,5:21,1,10,TAM 47,10,6,Tom Brady pass complete to Ko Kieft for 6 yards (tackle by Ernest Jones),2.060,2.330
3,4:45,2,4,LAR 47,10,6,Leonard Fournette right guard for 2 yards (tackle by Leonard Floyd and A'Shawn Robinson),2.330,1.880
3,3:38,3,2,LAR 45,10,6,Tom Brady pass incomplete short left intended for Chris Godwin (defended by Troy Hill),1.880,0.270
3,4:01,4,2,LAR 45,10,6,Tom Brady sacked by Aaron Donald for -8 yards,0.270,-2.460
3,3:56,1,10,TAM 47,10,6,Darrell Henderson left tackle for 3 yards (tackle by Rakeem Nunez-Roches),2.460,2.320
3,3:42,2,7,TAM 44,10,6,Matthew Stafford pass complete deep left to Cooper Kupp for 34 yards (tackle by Mike Edwards),2.320,4.910
3,2:58,1,10,TAM 10,10,6,Darrell Henderson up the middle for no gain (tackle by William Gholston),4.910,4.190
3,2:13,2,10,TAM 10,10,6,Matthew Stafford sacked by Rakeem Nunez-Roches for -9 yards,4.190,2.490
3,0:52,3,19,TAM 19,10,6,Malcolm Brown left guard for 3 yards (tackle by Genard Avery),2.490,2.380
3,0:13,4,16,TAM 16,13,6,Matt Gay 35 yard field goal good,2.380,3.000
3,0:09,,,LAR 35,13,6,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,0:09,1,10,TAM 25,13,6,Tom Brady pass complete short middle to Chris Godwin for 6 yards (tackle by Bobby Wagner and Nick Scott),0.610,0.870
Quarter,Time,Down,ToGo,Location,LAR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,TAM 31,13,6,Leonard Fournette left end for 3 yards (tackle by Aaron Donald and Terrell Lewis),0.870,0.560
4,14:35,3,1,TAM 34,13,6,Leonard Fournette left guard for 2 yards (tackle by A'Shawn Robinson),0.560,1.330
4,14:09,1,10,TAM 36,13,6,Tom Brady pass complete short right to Chris Godwin for -2 yards (tackle by Troy Hill),1.330,0.520
4,13:44,2,12,TAM 34,13,6,Tom Brady pass incomplete deep right intended for Mike Evans,0.520,-0.160
4,13:39,3,12,TAM 34,13,6,Tom Brady pass incomplete short left intended for Mike Evans (defended by Aaron Donald),-0.160,-1.110
4,13:34,4,12,TAM 34,13,6,"Jake Camarda punts 66 yards, touchback.",-1.110,-0.280
4,13:23,1,10,LAR 20,13,6,Darrell Henderson left guard for 1 yard (tackle by Keanu Neal),0.280,-0.130
4,12:39,2,9,LAR 21,13,6,Matthew Stafford pass complete short right to Cooper Kupp for -2 yards (tackle by Carlton Davis),-0.130,-1.140
4,11:53,3,11,LAR 19,13,6,Matthew Stafford pass incomplete deep right intended for Van Jefferson,-1.140,-2.140
4,11:47,4,11,LAR 19,13,6,"Riley Dixon punts 52 yards, returned by Jaelon Darden for 9 yards (tackle by Jake Gervase)",-2.140,-1.470
4,11:37,1,10,TAM 38,13,6,Tom Brady pass complete short left to Rachaad White for 2 yards (tackle by Bobby Wagner),1.470,1.190
4,11:13,2,8,TAM 40,13,6,Tom Brady pass complete short left to Cade Otton for 10 yards (tackle by Taylor Rapp),1.190,2.260
4,10:47,1,10,TAM 50,13,6,Tom Brady pass complete short right to Mike Evans for 7 yards (tackle by Nick Scott),2.260,2.660
4,10:21,2,3,LAR 43,13,6,Tom Brady pass complete short right to Rachaad White for -1 yards (tackle by Nick Scott),2.660,1.820
4,9:55,3,4,LAR 44,13,6,Tom Brady pass complete short left to Chris Godwin for 7 yards (tackle by Taylor Rapp),1.820,3.120
4,9:26,1,10,LAR 37,13,6,Tom Brady pass incomplete short left,3.120,2.570
4,9:23,2,10,LAR 37,13,6,Tom Brady pass incomplete short right intended for Chris Godwin,2.570,1.880
4,9:10,3,10,LAR 37,13,6,"Tom Brady pass complete short left to Cade Otton for 9 yards (tackle by Taylor Rapp). Penalty on Donovan Smith: Offensive Holding, 10 yards (accepted) (no play)",1.880,0.560
4,9:06,3,20,LAR 47,13,6,Tom Brady pass complete short left to Leonard Fournette for 15 yards (tackle by Bobby Wagner and Jalen Ramsey),0.560,1.260
4,8:13,4,5,LAR 32,13,9,Ryan Succop 50 yard field goal good,1.260,3.000
4,8:07,,,TAM 35,13,9,"Jake Camarda kicks off 54 yards, returned by Brandon Powell for 11 yards (tackle by Zyon McCollum)",0.000,0.410
4,8:03,1,10,LAR 22,13,9,Cam Akers left guard for -2 yards (tackle by Devin White and Anthony Nelson),0.410,-0.400
4,7:17,2,12,LAR 20,13,9,Cooper Kupp left end for -3 yards (tackle by Lavonte David),-0.400,-1.680
4,6:34,3,15,LAR 17,13,9,Matthew Stafford sacked by Genard Avery for -2 yards,-1.680,-2.440
4,5:54,4,17,LAR 15,13,9,"Riley Dixon punts 55 yards, returned by Jaelon Darden for 11 yards (tackle by Brycen Hopkins)",-2.440,-1.660
4,5:43,1,10,TAM 41,13,9,Tom Brady pass complete short right to Scott Miller for 4 yards (tackle by Troy Hill),1.660,1.660
4,5:19,2,6,TAM 45,13,9,Tom Brady pass complete short right to Rachaad White for 6 yards (tackle by Bobby Wagner),1.660,2.320
4,4:55,1,10,LAR 49,13,9,Tom Brady pass incomplete short right intended for Mike Evans,2.320,1.780
4,4:51,2,10,LAR 49,13,9,Tom Brady pass complete short left to Scott Miller for 6 yards (tackle by Taylor Rapp and David Long),1.780,1.880
4,4:29,3,4,LAR 43,13,9,Tom Brady pass complete short left to Scott Miller for 9 yards (tackle by Bobby Wagner),1.880,3.310
4,4:09,1,10,LAR 34,13,9,Tom Brady pass complete short left to Scott Miller for 7 yards (tackle by David Long),3.310,3.720
4,4:02,2,3,LAR 27,13,9,Rachaad White right guard for 1 yard (tackle by Troy Hill),3.720,3.140
4,3:34,3,2,LAR 26,13,9,Tom Brady pass complete short left to Cade Otton for 19 yards (tackle by David Long),3.140,5.600
4,2:50,1,7,LAR 7,13,9,Chris Godwin right end for 1 yard (tackle by Justin Hollins and Troy Hill),5.600,4.950
4,2:06,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,2:06,2,6,LAR 6,13,9,Tom Brady pass incomplete short left intended for Scott Miller,4.950,4.040
4,2:02,3,6,LAR 6,13,9,Tom Brady pass incomplete short middle intended for Cade Otton (defended by Jalen Ramsey),4.040,2.990
4,1:57,4,6,LAR 6,13,9,Tom Brady pass incomplete short middle intended for Mike Evans (defended by Jalen Ramsey),2.990,0.380
4,1:52,1,10,LAR 7,13,9,Darrell Henderson up the middle for no gain (tackle by Vita Vea),-0.380,-0.780
4,1:46,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,1:46,2,10,LAR 7,13,9,Cooper Kupp right end for 5 yards (tackle by Keanu Neal),-0.780,-0.840
4,1:39,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,1:39,3,5,LAR 12,13,9,Darrell Henderson up the middle for 1 yard (tackle by Joe Tryon-Shoyinka),-0.840,-2.490
4,0:54,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:54,4,4,LAR 13,13,9,"Riley Dixon punts 47 yards, returned by Jaelon Darden for no gain (tackle by Russ Yeast)",-2.490,-1.600
4,0:44,1,10,TAM 40,13,9,Tom Brady pass complete deep middle to Cade Otton for 28 yards (tackle by Taylor Rapp),1.600,3.450
4,0:28,1,10,LAR 32,13,9,Tom Brady spiked the ball,3.450,2.900
4,0:28,2,10,LAR 32,13,9,Tom Brady pass complete short left to Leonard Fournette for 4 yards (tackle by Derion Kendrick),2.900,2.740
4,0:24,3,6,LAR 28,13,9,Tom Brady pass complete short left to Scott Miller for 14 yards (tackle by Derion Kendrick),2.740,4.650
4,0:19,1,10,LAR 14,13,9,Tom Brady pass complete short left to Scott Miller for 7 yards (tackle by Jalen Ramsey),4.650,5.280
4,0:16,2,3,LAR 7,13,9,"Tom Brady pass incomplete short right intended for Mike Evans. Penalty on Derion Kendrick: Defensive Pass Interference, 6 yards (accepted) (no play)",5.280,6.970
4,0:13,1,1,LAR 1,13,15,"Tom Brady pass complete short right to Cade Otton for 1 yard, touchdown",6.970,7.000
4,0:09,,,LAR 15,13,16,Ryan Succop kicks extra point good,0.000,0.000
4,0:09,,,TAM 35,13,16,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
4,0:09,1,10,LAR 25,13,16,"Penalty on Bobby Evans: False Start, 5 yards (accepted) (no play)",0.610,0.280
4,0:09,1,15,LAR 20,13,16,"Matthew Stafford pass complete short right to Cooper Kupp for 7 yards. Cooper Kupp fumbles, recovered by Brandon Powell at LA-27, lateral to Ben Skowronek for no gain, lateral to Rob Havenstein for no gain, lateral to Cooper Kupp for no gain (tackle by Lavonte David)",0.280,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
