Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
1,5:14,1,10,GNB 25,3,6,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by Buster Skrine),0.610,1.140
1,4:40,2,2,GNB 33,3,6,Aaron Jones up the middle for 3 yards (tackle by John Jenkins and Buster Skrine),1.140,1.330
1,3:55,1,10,GNB 36,3,6,Aaron Rodgers pass complete short middle to Equanimeous St. Brown for 15 yards (tackle by Eddie Jackson),1.330,2.320
1,3:18,1,10,CHI 49,3,6,"Aaron Rodgers pass incomplete deep right. Penalty on Bilal Nichols: Roughing the Passer, 15 yards (no play)",2.320,3.310
1,3:12,1,10,CHI 34,3,6,Jamaal Williams up the middle for 5 yards (tackle by Danny Trevathan),3.310,3.450
1,2:35,2,5,CHI 29,3,6,Jamaal Williams left end for 1 yard (tackle by Jaylon Johnson and Bilal Nichols),3.450,2.870
1,1:47,3,4,CHI 28,3,6,Aaron Rodgers right tackle for 10 yards (tackle by Kyle Fuller),2.870,4.370
1,1:25,1,10,CHI 18,3,6,Aaron Jones up the middle for 2 yards (tackle by Roquan Smith and Daniel McCullers),4.370,4.090
1,0:47,2,8,CHI 16,3,6,Aaron Rodgers pass complete short middle to Davante Adams for 11 yards (tackle by Eddie Jackson),4.090,6.060
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,CHI 5,3,12,"Aaron Rodgers pass complete short left to Marcedes Lewis for 5 yards, touchdown",6.060,7.000
2,14:55,,,CHI 15,3,13,Mason Crosby kicks extra point good,0.000,0.000
2,14:55,,,GNB 35,3,13,"Mason Crosby kicks off 65 yards, returned by Cordarrelle Patterson for 21 yards (tackle by Malik Taylor and Oren Burks)",0.000,0.340
2,14:48,1,10,CHI 21,3,13,Mitchell Trubisky pass complete short left to Cole Kmet for 8 yards (tackle by Kevin King),0.340,0.880
2,14:16,2,2,CHI 29,3,13,Mitchell Trubisky pass complete deep middle to Allen Robinson for 20 yards (tackle by Adrian Amos),0.880,2.190
2,13:42,1,10,CHI 49,3,13,"Cordarrelle Patterson left end for 2 yards (tackle by Adrian Amos). Penalty on Darnell Mooney: Offensive Holding, 10 yards",2.190,1.660
2,13:25,1,18,CHI 41,3,13,"Penalty on Kenny Clark: Neutral Zone Infraction, 5 yards (no play)",1.660,1.990
2,13:11,1,13,CHI 46,3,13,Mitchell Trubisky pass complete short left to Allen Robinson for 16 yards (tackle by Raven Greene),1.990,3.050
2,12:31,1,10,GNB 38,3,13,Mitchell Trubisky pass deep right intended for Darnell Mooney is intercepted by Darnell Savage at GB-0 and returned for no gain,3.050,-0.280
2,12:24,1,10,GNB 20,3,13,Aaron Rodgers pass incomplete deep middle intended for Davante Adams (defended by Eddie Jackson),0.280,-0.270
2,12:17,2,10,GNB 20,3,13,Aaron Rodgers pass complete short right to Allen Lazard for 8 yards (tackle by Buster Skrine),-0.270,0.100
2,11:38,3,2,GNB 28,3,13,Aaron Rodgers pass complete short middle to Davante Adams for 8 yards (tackle by Danny Trevathan),0.100,1.330
2,10:59,1,10,GNB 36,3,13,Jamaal Williams right tackle for 1 yard (tackle by Danny Trevathan),1.330,0.930
2,10:16,2,9,GNB 37,3,13,"Aaron Rodgers pass incomplete short right intended for Davante Adams. Penalty on Eddie Jackson: Defensive Offside, 5 yards (no play)",0.930,1.600
2,10:12,2,4,GNB 42,3,13,Equanimeous St. Brown left end for 7 yards (tackle by Robert Quinn),1.600,2.190
2,9:29,1,10,GNB 49,3,13,Aaron Rodgers pass complete short right to Davante Adams for 15 yards (tackle by Kyle Fuller),2.190,3.180
2,8:58,1,10,CHI 36,3,13,Aaron Rodgers pass complete short left to Robert Tonyan for 4 yards (tackle by Kyle Fuller),3.180,3.180
2,8:12,2,6,CHI 32,3,13,Jamaal Williams right guard for 2 yards (tackle by Tashaun Gipson),3.180,2.740
2,7:27,3,4,CHI 30,3,13,Aaron Rodgers up the middle for 2 yards (tackle by Danny Trevathan),2.740,1.700
2,6:40,,,,,,Timeout #1 by Green Bay Packers,,
2,6:40,4,2,CHI 28,3,13,Aaron Rodgers pass complete short left to Robert Tonyan for 14 yards (tackle by Danny Trevathan),1.700,4.650
2,6:04,1,10,CHI 14,3,13,Aaron Jones right end for 5 yards (tackle by Danny Trevathan),4.650,4.900
2,5:23,2,5,CHI 9,3,13,Aaron Jones up the middle for 7 yards (tackle by Danny Trevathan and Kyle Fuller),4.900,6.740
2,4:40,1,2,CHI 2,3,19,"Aaron Rodgers pass complete short middle to Allen Lazard for 2 yards, touchdown",6.740,7.000
2,4:34,,,CHI 15,3,20,Mason Crosby kicks extra point good,0.000,0.000
2,4:34,,,GNB 35,3,20,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,4:34,1,10,CHI 25,3,20,David Montgomery up the middle for 3 yards (tackle by Adrian Amos and Raven Greene),0.610,0.470
2,3:54,2,7,CHI 28,3,20,Mitchell Trubisky pass incomplete deep left intended for Darnell Mooney,0.470,-0.230
2,3:49,3,7,CHI 28,3,20,"Mitchell Trubisky pass complete short right to Darnell Mooney for 12 yards (tackle by Darnell Savage). Penalty on Charles Leno: Offensive Holding, 10 yards (no play)",-0.230,-1.720
2,3:20,3,17,CHI 18,3,26,"Mitchell Trubisky sacked by Za'Darius Smith for -4 yards. Mitchell Trubisky fumbles (forced by Za'Darius Smith), recovered by Preston Smith at CHI-14 and returned for 14 yards, touchdown",-1.720,-7.000
2,3:11,,,CHI 15,3,27,Mason Crosby kicks extra point good,0.000,0.000
2,3:11,,,GNB 35,3,27,"Mason Crosby kicks off 72 yards, returned by Cordarrelle Patterson for 20 yards (tackle by Will Redmond)",0.000,-0.320
2,3:06,1,10,CHI 13,3,27,David Montgomery right tackle for 3 yards (tackle by Billy Winn and Raven Greene),-0.320,-0.440
2,2:31,2,7,CHI 16,3,27,Mitchell Trubisky pass complete short middle to David Montgomery for 7 yards (tackle by Raven Greene and Christian Kirksey),-0.440,0.480
2,2:13,1,10,CHI 23,3,27,Mitchell Trubisky pass complete short left to Anthony Miller for 12 yards (tackle by Kevin King),0.480,1.270
2,2:00,1,10,CHI 35,3,27,Mitchell Trubisky up the middle for 11 yards (tackle by Jaire Alexander),1.270,1.990
2,1:51,1,10,CHI 46,3,27,Mitchell Trubisky pass complete short left to Darnell Mooney for 12 yards,1.990,2.790
2,1:45,1,10,GNB 42,3,27,David Montgomery up the middle for 9 yards (tackle by Raven Greene and Christian Kirksey),2.790,3.460
2,1:27,2,1,GNB 33,3,27,David Montgomery up the middle for 2 yards (tackle by Kenny Clark and Za'Darius Smith),3.460,3.510
2,1:22,,,,,,Timeout #1 by Chicago Bears,,
2,1:22,1,10,GNB 31,3,27,Mitchell Trubisky pass complete short right to Darnell Mooney for 9 yards (tackle by Adrian Amos),3.510,4.180
2,1:15,2,1,GNB 22,3,27,Mitchell Trubisky pass incomplete short right intended for Allen Robinson,4.180,3.470
2,1:11,3,1,GNB 22,3,27,Mitchell Trubisky pass complete short right to Riley Ridley for 6 yards (tackle by Jaire Alexander),3.470,4.510
2,0:43,1,10,GNB 16,3,27,Mitchell Trubisky pass complete short right to David Montgomery for 13 yards (tackle by Adrian Amos),4.510,6.510
2,0:35,,,,,,Timeout #2 by Chicago Bears,,
2,0:35,1,3,GNB 3,3,27,Mitchell Trubisky up the middle for no gain (tackle by Preston Smith),6.510,5.530
2,0:29,,,,,,Timeout #3 by Chicago Bears,,
2,0:29,2,3,GNB 3,3,27,Mitchell Trubisky pass incomplete short right intended for Allen Robinson,5.530,4.720
2,0:26,3,3,GNB 3,3,27,"Mitchell Trubisky pass incomplete short middle intended for Cole Kmet. Penalty on Christian Kirksey: Defensive Pass Interference, 2 yards (no play)",4.720,6.970
2,0:22,1,1,GNB 1,9,27,"Mitchell Trubisky pass complete short right to Allen Robinson for 1 yard, touchdown, touchdown",6.970,7.000
2,0:19,,,GNB 15,10,27,Cairo Santos kicks extra point good,0.000,0.000
2,0:19,,,CHI 35,10,27,"Cairo Santos kicks off 38 yards, returned by Jace Sternberger for 8 yards (tackle by Barkevious Mingo)",0.000,1.270
2,0:11,1,10,GNB 35,10,27,Jamaal Williams right guard for 3 yards (tackle by Bilal Nichols and Khalil Mack),1.270,1.130
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,27,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,10,27,Mitchell Trubisky pass complete short right to Darnell Mooney for 13 yards,0.610,1.470
3,14:29,1,10,CHI 38,10,27,Cordarrelle Patterson right tackle for 6 yards (tackle by Kamal Martin and Darnell Savage),1.470,1.730
3,13:46,2,4,CHI 44,10,27,Mitchell Trubisky sacked by Kamal Martin for -3 yards,1.730,0.630
3,13:10,3,7,CHI 41,10,27,Mitchell Trubisky sacked by Preston Smith for -6 yards,0.630,-1.040
3,12:37,4,13,CHI 35,10,27,"Pat O'Donnell punts 47 yards, fair catch by Darrius Shepherd at GB-18",-1.040,-0.040
3,12:29,1,10,GNB 18,10,27,Aaron Rodgers pass complete short left to Jace Sternberger for 5 yards (tackle by Danny Trevathan),0.040,0.280
3,11:46,2,5,GNB 23,10,27,Aaron Jones up the middle for 11 yards (tackle by Roquan Smith and Robert Quinn),0.280,1.200
3,11:07,1,10,GNB 34,10,27,"Aaron Jones right end for 9 yards (tackle by Eddie Jackson). Penalty on Robert Tonyan: Offensive Holding, 10 yards (no play)",1.200,0.540
3,10:35,1,20,GNB 24,10,27,Aaron Rodgers pass incomplete short left intended for Marcedes Lewis,0.540,-0.690
3,10:32,2,20,GNB 24,10,27,Aaron Rodgers pass incomplete deep right intended for Allen Lazard,-0.690,-1.350
3,10:26,3,20,GNB 24,10,27,Aaron Rodgers pass complete short right to Aaron Jones for no gain (tackle by Buster Skrine),-1.350,-1.770
3,9:43,4,20,GNB 24,10,27,"JK Scott punts 50 yards, fair catch by DeAndre Carter at CHI-26",-1.770,-0.670
3,9:35,1,10,CHI 26,10,27,"Mitchell Trubisky for -1 yards. Mitchell Trubisky fumbles, recovered by Mitchell Trubisky at CHI-25",0.670,-0.010
3,8:56,2,11,CHI 25,10,27,Mitchell Trubisky pass incomplete short left intended for Darnell Mooney,-0.010,-0.690
3,8:53,3,11,CHI 25,10,27,Mitchell Trubisky pass deep middle intended for Anthony Miller is intercepted by Darnell Savage at GB-47 and returned for no gain,-0.690,-2.060
3,8:45,1,10,GNB 47,10,27,Aaron Jones up the middle for 4 yards (tackle by Danny Trevathan),2.060,2.060
3,8:06,2,6,CHI 49,10,27,Aaron Jones right end for 8 yards (tackle by Kyle Fuller),2.060,2.850
3,7:23,1,10,CHI 41,10,27,Aaron Jones right guard for 2 yards (tackle by Roquan Smith and Danny Trevathan),2.850,2.580
3,6:38,2,8,CHI 39,10,33,"Aaron Rodgers pass complete deep middle to Robert Tonyan for 39 yards, touchdown",2.580,7.000
3,6:30,,,CHI 15,10,34,Mason Crosby kicks extra point good,0.000,0.000
3,6:30,,,GNB 35,10,34,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,6:30,1,10,CHI 25,10,34,Mitchell Trubisky pass incomplete short middle intended for Allen Robinson (defended by Kevin King),0.610,0.060
3,6:27,2,10,CHI 25,10,34,Mitchell Trubisky pass incomplete short left,0.060,-0.620
3,6:22,3,10,CHI 25,10,34,Mitchell Trubisky pass incomplete deep middle intended for Darnell Mooney,-0.620,-1.700
3,6:16,4,10,CHI 25,10,34,"Pat O'Donnell punts 41 yards, fair catch by Darrius Shepherd at GB-34",-1.700,-1.200
3,6:09,1,10,GNB 34,10,34,Jamaal Williams up the middle for no gain (tackle by Mario Edwards),1.200,0.660
3,5:28,2,10,GNB 34,10,34,Aaron Rodgers pass incomplete deep left intended for Allen Lazard (defended by Jaylon Johnson),0.660,-0.030
3,5:22,3,10,GNB 34,10,34,Aaron Rodgers pass complete short middle (tackle by Buster Skrine),-0.030,2.790
3,4:47,1,10,CHI 42,10,34,Jamaal Williams right guard for 17 yards (tackle by Eddie Jackson),2.790,3.910
3,4:07,1,10,CHI 25,10,34,Jamaal Williams right guard for 4 yards (tackle by Bilal Nichols and Roquan Smith),3.910,3.900
3,3:25,2,6,CHI 21,10,34,Jamaal Williams right tackle for 4 yards (tackle by Buster Skrine and John Jenkins),3.900,3.850
3,2:43,3,2,CHI 17,10,34,Jamaal Williams right guard for 1 yard (tackle by Robert Quinn),3.850,2.530
3,1:59,,,,,,Timeout #1 by Green Bay Packers,,
3,1:59,4,1,CHI 16,10,34,Jamaal Williams up the middle for 3 yards (tackle by Brent Urban),2.530,4.710
3,1:18,1,10,CHI 13,10,40,"Jamaal Williams up the middle for 13 yards, touchdown",4.710,7.000
3,1:12,,,CHI 15,10,41,Mason Crosby kicks extra point good,0.000,0.000
3,1:12,,,GNB 35,10,41,"Mason Crosby kicks off 47 yards, returned by J.P. Holtz for 17 yards (tackle by Vernon Scott)",0.000,1.270
3,1:07,1,10,CHI 35,10,41,David Montgomery up the middle for 4 yards (tackle by Preston Smith and Billy Winn),1.270,1.260
3,0:44,2,6,CHI 39,10,41,Mitchell Trubisky pass incomplete short left intended for Allen Robinson (defended by Kevin King),1.260,0.560
3,0:41,3,6,CHI 39,10,41,Mitchell Trubisky pass complete short right to Ryan Nall for 10 yards (tackle by Christian Kirksey),0.560,2.190
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 49,10,41,Mitchell Trubisky pass complete short middle to Allen Robinson for 12 yards (tackle by Jaire Alexander),2.190,2.980
4,14:38,1,10,GNB 39,10,41,David Montgomery up the middle for 4 yards (tackle by Billy Winn),2.980,2.980
4,14:13,2,6,GNB 35,10,41,"Penalty on Charles Leno: False Start, 5 yards (no play)",2.980,2.300
4,13:54,2,11,GNB 40,10,41,Mitchell Trubisky pass incomplete short left,2.300,1.620
4,13:48,3,11,GNB 40,10,41,Mitchell Trubisky pass incomplete short right intended for Darnell Mooney,1.620,0.590
4,13:43,4,11,GNB 40,10,41,Mitchell Trubisky pass complete short right to Anthony Miller for 12 yards,0.590,3.710
4,13:22,1,10,GNB 28,10,41,Mitchell Trubisky pass incomplete short middle intended for Anthony Miller,3.710,3.170
4,13:19,2,10,GNB 28,10,41,David Montgomery up the middle for 10 yards (tackle by Adrian Amos),3.170,4.370
4,12:41,1,10,GNB 18,10,41,Mitchell Trubisky pass incomplete deep right intended for Jimmy Graham,4.370,3.800
4,12:35,2,10,GNB 18,10,41,Mitchell Trubisky pass complete short middle to Jimmy Graham for 12 yards (tackle by Kevin King),3.800,5.830
4,11:52,1,6,GNB 6,16,41,"Mitchell Trubisky pass complete short middle to Allen Robinson for 6 yards, touchdown",5.830,7.000
4,11:48,,,GNB 15,17,41,Cairo Santos kicks extra point good,0.000,0.000
4,11:48,,,CHI 35,17,41,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,11:48,1,10,GNB 25,17,41,Aaron Jones right guard for 2 yards (tackle by Mario Edwards),0.610,0.330
4,11:05,2,8,GNB 27,17,41,Aaron Jones left guard for 16 yards (tackle by Eddie Jackson and Jaylon Johnson),0.330,1.800
4,10:22,1,10,GNB 43,17,41,Aaron Jones right guard for 1 yard (tackle by Khalil Mack and Brent Urban),1.800,1.390
4,9:39,2,9,GNB 44,17,41,Aaron Jones left end for -4 yards (tackle by Jaylon Johnson),1.390,0.170
4,8:51,3,13,GNB 40,17,41,Aaron Rodgers pass incomplete deep middle intended for Davante Adams (defended by Buster Skrine),0.170,-0.720
4,8:44,4,13,GNB 40,17,41,"JK Scott punts 42 yards, fair catch by DeAndre Carter at CHI-18",-0.720,-0.040
4,8:37,1,10,CHI 18,17,41,Mitchell Trubisky pass complete short middle to Jimmy Graham for 16 yards (tackle by Raven Greene),0.040,1.200
4,8:15,1,10,CHI 34,17,41,Mitchell Trubisky pass complete short middle to David Montgomery for 8 yards (tackle by Christian Kirksey),1.200,1.740
4,7:49,2,2,CHI 42,17,41,David Montgomery right tackle for 4 yards (tackle by Raven Greene),1.740,1.990
4,7:24,1,10,CHI 46,17,41,Mitchell Trubisky pass incomplete deep right intended for Darnell Mooney,1.990,1.450
4,7:18,2,10,CHI 46,17,41,Mitchell Trubisky pass complete short right to Anthony Miller for 4 yards (tackle by Chandon Sullivan),1.450,1.290
4,6:41,3,6,CHI 50,17,41,Mitchell Trubisky pass complete short right to Allen Robinson for 7 yards (tackle by Jaire Alexander),1.290,2.720
4,6:17,1,10,GNB 43,17,41,Mitchell Trubisky pass incomplete deep middle intended for Cole Kmet,2.720,2.180
4,6:12,2,10,GNB 43,17,41,Mitchell Trubisky pass complete short left to Riley Ridley for 10 yards (tackle by Will Redmond),2.180,3.380
4,5:42,1,10,GNB 33,17,41,"Mitchell Trubisky for -128 yards. Mitchell Trubisky fumbles, recovered by Mitchell Trubisky at GB-39 Mitchell Trubisky pass complete short middle to David Montgomery for 9 yards (tackle by Oren Burks)",3.380,4.050
4,5:10,2,1,GNB 24,17,41,Mitchell Trubisky pass complete short right to Jimmy Graham for 4 yards (tackle by Will Redmond),4.050,4.240
4,4:38,1,10,GNB 20,17,41,Mitchell Trubisky pass incomplete short right intended for David Montgomery,4.240,3.690
4,4:34,,,,,,Timeout #2 by Green Bay Packers,,
4,4:34,2,10,GNB 20,17,41,Mitchell Trubisky pass complete short right to Allen Robinson for 9 yards (tackle by Jaire Alexander),3.690,4.590
4,4:07,3,1,GNB 11,17,41,David Montgomery left guard for 8 yards (tackle by Will Redmond),4.590,6.510
4,3:30,1,3,GNB 3,17,41,Mitchell Trubisky pass incomplete short left intended for Anthony Miller (defended by Kevin King),6.510,5.530
4,3:26,2,3,GNB 3,23,41,"Mitchell Trubisky pass complete short right to David Montgomery for 3 yards, touchdown",5.530,7.000
4,3:21,,,GNB 2,25,41,"Two Point Attempt: Mitchell Trubisky pass complete to Darnell Mooney, conversion succeeds",1.000,1.000
4,3:21,,,CHI 35,25,41,"Cairo Santos kicks onside 12 yards, returned by Davante Adams for no gain",0.000,2.460
4,3:20,1,10,CHI 47,25,41,Aaron Rodgers pass incomplete short left intended for Marcedes Lewis,2.460,1.910
4,3:13,2,10,CHI 47,25,41,Jamaal Williams right tackle for 1 yard (tackle by Buster Skrine),1.910,1.350
4,3:09,,,,,,Timeout #1 by Chicago Bears,,
4,3:09,3,9,CHI 46,25,41,Aaron Rodgers pass complete short right to Davante Adams for 7 yards (tackle by Kyle Fuller),1.350,0.660
4,3:01,,,,,,Timeout #2 by Chicago Bears,,
4,3:01,4,2,CHI 39,25,41,Aaron Rodgers pass complete short left to Robert Tonyan for 8 yards (tackle by Buster Skrine),0.660,3.510
4,2:45,,,,,,Timeout #3 by Chicago Bears,,
4,2:45,1,10,CHI 31,25,41,Jamaal Williams up the middle for 4 yards (tackle by Daniel McCullers and John Jenkins),3.510,3.510
4,2:00,2,6,CHI 27,25,41,Jamaal Williams up the middle for 10 yards (tackle by Tashaun Gipson),3.510,4.440
4,1:15,1,10,CHI 17,25,41,Tim Boyle kneels for no gain,4.440,3.850
4,0:35,2,10,CHI 17,25,41,Tim Boyle kneels for no gain,3.850,3.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
