Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
1,7:19,3,2,PIT 34,0,0,James Starks left guard for 4 yards (tackle by Lawrence Timmons),2.610,3.580
1,6:38,1,10,PIT 30,0,0,Matt Flynn pass incomplete deep right intended for Jarrett Boykin (defended by Cortez Allen),3.580,3.030
1,6:30,2,10,PIT 30,0,0,Eddie Lacy left end for 14 yards (tackle by Ryan Clark and Ike Taylor),3.030,4.510
1,6:03,1,10,PIT 16,0,0,Eddie Lacy left end for 1 yard (tackle by Lawrence Timmons),4.510,4.050
1,5:23,2,9,PIT 15,0,0,Eddie Lacy left tackle for 8 yards (tackle by Ryan Clark and Will Allen),4.050,4.850
1,4:45,3,1,PIT 7,0,0,John Kuhn up the middle for 2 yards (tackle by Steve McLendon and Cameron Heyward),4.850,6.060
1,4:06,1,5,PIT 5,0,6,"Matt Flynn pass complete short right to Jarrett Boykin for 5 yards, touchdown",6.060,7.000
1,4:06,,,PIT 2,0,7,Mason Crosby kicks extra point good,0.000,0.000
1,4:06,,,GNB 35,0,7,--,0.000,-0.740
1,3:54,1,10,PIT 27,0,7,Le'Veon Bell left tackle for 2 yards (tackle by Clay Matthews),0.740,0.470
1,3:17,2,8,PIT 29,0,7,Le'Veon Bell left guard for 22 yards (tackle by Mike Neal),0.470,2.320
1,2:32,1,10,GNB 49,0,7,Ben Roethlisberger pass complete deep right to Antonio Brown for 36 yards (tackle by Tramon Williams),2.320,4.710
1,1:58,1,10,GNB 13,0,7,Le'Veon Bell left end for 2 yards (tackle by A.J. Hawk),4.710,4.390
1,1:14,2,8,GNB 11,0,7,Le'Veon Bell right guard for 7 yards (tackle by Morgan Burnett and M.D. Jennings),4.390,5.010
1,0:48,3,1,GNB 4,0,7,Le'Veon Bell right tackle for 3 yards (tackle by M.D. Jennings and Micah Hyde),5.010,6.970
1,0:07,1,1,GNB 1,6,7,"Ben Roethlisberger pass complete short left to Emmanuel Sanders for 1 yard, touchdown",6.970,7.000
1,0:07,,,GNB 2,7,7,Shaun Suisham kicks extra point good,0.000,0.000
1,0:07,,,PIT 35,7,7,Shaun Suisham kicks off 38 yards,0.000,-0.740
Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 27,7,7,"Matt Flynn pass complete short right to Jarrett Boykin for 21 yards (tackle by Stevenson Sylvester). Penalty on Cameron Heyward: Roughing the Passer, 15 yards",0.740,3.120
2,14:30,1,10,PIT 37,7,7,Eddie Lacy left guard for 1 yard (tackle by Vince Williams),3.120,2.710
2,13:52,2,9,PIT 36,7,7,Matt Flynn left end for 1 yard (tackle by Lawrence Timmons),2.710,2.150
2,13:08,3,8,PIT 35,7,7,"Matt Flynn pass complete short right to Jordy Nelson for 8 yards (tackle by William Gay). Penalty on Josh Sitton: Face Mask (15 Yards), 15 yards (no play)",2.150,0.170
2,12:33,3,23,,7,7,Matt Flynn sacked by Jason Worilds for -3 yards,0.170,-0.260
2,12:19,4,26,GNB 47,7,7,"Tim Masthay punts 42 yards, returned by Antonio Brown for 41 yards (tackle by Brett Goode)",-0.260,-2.390
2,12:04,1,10,GNB 48,7,7,Le'Veon Bell right guard for 3 yards (tackle by Clay Matthews),2.390,2.250
2,11:28,2,7,GNB 45,7,7,Le'Veon Bell left tackle for 5 yards (tackle by Morgan Burnett),2.250,2.210
2,10:50,3,2,GNB 40,7,7,Le'Veon Bell left guard for no gain (tackle by Micah Hyde and Sean Richardson),2.210,0.590
2,10:13,4,2,GNB 40,7,7,"Mat McBriar punts 33 yards, fair catch by Micah Hyde",0.590,0.380
2,10:07,1,10,GNB 7,7,7,Matt Flynn pass complete short middle to Eddie Lacy for 5 yards (tackle by Lawrence Timmons),-0.380,-0.420
2,9:30,2,5,GNB 12,7,7,Matt Flynn pass complete short left to James Jones for 4 yards (tackle by Ike Taylor),-0.420,-0.370
2,8:51,3,1,GNB 16,7,7,Matt Flynn pass complete short middle to James Jones for 13 yards (tackle by Ryan Clark),-0.370,0.870
2,8:12,1,10,GNB 29,7,7,"Eddie Lacy left end for 2 yards (tackle by Jason Worilds). Penalty on Marshall Newhouse: Offensive Holding, 10 yards (no play)",0.870,0.110
2,7:48,1,20,GNB 19,7,7,Matt Flynn pass complete short right to Eddie Lacy for 1 yard (tackle by Jason Worilds),0.110,0.110
2,7:08,1,20,GNB 19,7,7,Timeout #1 by Green Bay Packers,0.110,-0.890
2,7:08,2,19,GNB 20,7,7,Matt Flynn pass incomplete short middle intended for James Jones (defended by Troy Polamalu),-0.890,-1.550
2,7:03,3,19,GNB 20,7,7,Matt Flynn pass incomplete short middle intended for John Kuhn,-1.550,-2.030
2,6:58,4,19,GNB 20,7,7,"Tim Masthay punts 41 yards, muffed catch by Antonio Brown, recovered by Antonio Brown and returned for no gain",-2.030,-1.470
2,6:49,1,10,PIT 38,7,7,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell,1.470,0.920
2,6:46,2,10,PIT 38,7,7,Ben Roethlisberger pass complete short right to Antonio Brown for 18 yards (tackle by Tramon Williams),0.920,2.650
2,6:15,1,10,GNB 44,7,7,Le'Veon Bell left tackle for 1 yard (tackle by Sean Richardson),2.650,2.250
2,5:41,2,9,GNB 43,7,7,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,2.250,1.550
2,5:35,3,9,GNB 43,7,7,Ben Roethlisberger sacked by Clay Matthews for -5 yards,1.550,0.070
2,4:59,4,14,GNB 48,7,7,"Mat McBriar punts 35 yards, fair catch by Micah Hyde. Penalty on Greg Warren: Offensive Holding, 10 yards (no play)",0.070,-0.590
2,4:51,4,24,PIT 42,7,7,"Mat McBriar punts 39 yards, returned by Micah Hyde for 10 yards (tackle by Will Johnson)",-0.590,-0.870
2,4:42,1,10,GNB 29,7,7,Matt Flynn pass complete short right to James Jones for 4 yards (tackle by Cortez Allen and Evander Hood),0.870,0.870
2,4:09,2,6,GNB 33,7,7,Matt Flynn pass complete short right to James Jones for 21 yards (tackle by Ryan Clark),0.870,0.870
2,3:44,2,6,GNB 33,7,7,Timeout #1 by Pittsburgh Steelers,0.870,2.520
2,3:44,1,10,PIT 46,7,7,Eddie Lacy right end for 11 yards (tackle by Cortez Allen),2.520,3.250
2,3:11,1,10,PIT 35,7,7,Matt Flynn pass complete short left to James Jones for 2 yards (tackle by William Gay and Ike Taylor),3.250,2.970
2,2:38,2,8,PIT 33,7,7,Matt Flynn pass complete short middle to Jordy Nelson for 8 yards (tackle by William Gay),2.970,3.910
2,2:11,1,10,PIT 25,7,7,Eddie Lacy up the middle for 11 yards (tackle by Chris Carter),3.910,4.650
2,2:00,1,10,PIT 14,7,13,"Eddie Lacy left end for 14 yards, touchdown",4.650,7.000
2,2:00,,,PIT 2,7,14,Mason Crosby kicks extra point good,0.000,0.000
2,2:00,,,GNB 35,7,14,"Mason Crosby kicks off 56 yards, returned by Emmanuel Sanders for 46 yards (tackle by Victor Aiyewa)",0.000,-2.590
2,1:44,1,10,GNB 45,7,14,Felix Jones up the middle for 7 yards (tackle by Sean Richardson and Micah Hyde),2.590,2.990
2,1:18,2,3,GNB 38,7,14,Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by Jamari Lattimore),2.990,3.450
2,0:54,1,10,GNB 32,7,14,Ben Roethlisberger pass incomplete short middle intended for Felix Jones,3.450,2.900
2,0:48,2,10,GNB 32,7,14,Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 9 yards (tackle by Jamari Lattimore),2.900,2.900
2,0:40,2,10,GNB 32,7,14,Timeout #2 by Pittsburgh Steelers,2.900,3.400
2,0:40,3,1,GNB 23,7,14,Le'Veon Bell up the middle for 10 yards (tackle by Sean Richardson and Morgan Burnett),3.400,4.710
2,0:16,1,10,GNB 13,7,14,Ben Roethlisberger pass incomplete short right intended for Jerricho Cotchery (defended by Micah Hyde),4.710,4.050
2,0:12,2,10,GNB 13,7,14,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,4.050,4.050
2,0:06,2,10,GNB 13,7,14,Timeout #2 by Green Bay Packers,4.050,3.120
2,0:06,3,10,GNB 13,10,14,Shaun Suisham 31 yard field goal good,3.120,3.000
2,0:06,,,PIT 35,10,14,"Shaun Suisham kicks off 59 yards, returned by Micah Hyde for 9 yards",0.000,1.270
Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,14,"Mason Crosby kicks off no gain, returned by Felix Jones for 12 yards (tackle by M.D. Jennings)",0.000,0.610
3,14:55,1,10,PIT 25,10,14,Ben Roethlisberger pass complete short middle to Antonio Brown for 11 yards (tackle by Sam Shields),0.610,1.330
3,14:14,1,10,PIT 36,10,14,Ben Roethlisberger pass complete short left to Antonio Brown for 6 yards (tackle by Morgan Burnett),1.330,1.600
3,13:47,2,4,PIT 42,10,14,Le'Veon Bell left guard for 3 yards (tackle by A.J. Hawk and Andy Mulumba),1.600,1.290
3,13:21,3,1,PIT 45,10,14,Le'Veon Bell right guard for -1 yards (tackle by Mike Neal),1.290,-0.460
3,12:40,4,2,PIT 44,10,14,"Mat McBriar pass complete deep right to David Paulson for 30 yards (tackle by Chris Banjo). Penalty on Jake Stoneburner: Roughing the Passer, 13 yards",-0.460,4.710
3,11:57,1,10,GNB 13,16,14,"Ben Roethlisberger up the middle for 13 yards, touchdown",4.710,7.000
3,11:57,,,GNB 2,17,14,Shaun Suisham kicks extra point good,0.000,0.000
3,11:57,,,PIT 35,17,14,"Shaun Suisham kicks off 72 yards, touchback",0.000,-0.280
3,11:51,1,10,GNB 20,17,14,Matt Flynn pass incomplete deep left intended for James Jones,0.280,-0.270
3,11:45,2,10,GNB 20,17,14,Eddie Lacy right tackle for 7 yards (tackle by Ryan Clark),-0.270,-0.030
3,11:15,3,3,GNB 27,17,14,Matt Flynn pass complete short right to Jarrett Boykin for 4 yards (tackle by Cortez Allen),-0.030,1.000
3,10:42,1,10,GNB 31,17,14,James Starks right end for 4 yards (tackle by Lawrence Timmons and Cameron Heyward),1.000,1.000
3,10:10,2,6,GNB 35,17,14,Matt Flynn pass incomplete deep left intended for Jordy Nelson,1.000,0.300
3,10:05,3,6,GNB 35,17,14,"Matt Flynn sacked by Stevenson Sylvester for -10 yards. Penalty on David Bakhtiari: Offensive Holding (Offsetting), Penalty on Cameron Heyward: Illegal Use of Hands (Offsetting) (no play)",0.300,0.300
3,9:35,3,6,GNB 35,17,14,John Kuhn left tackle for 9 yards (tackle by Ryan Clark),0.300,1.860
3,8:56,1,10,GNB 44,17,14,Matt Flynn pass incomplete deep middle intended for Andrew Quarless (defended by Cameron Heyward),1.860,1.320
3,8:51,2,10,GNB 44,17,14,"Matt Flynn pass incomplete short right intended for Jordy Nelson. Penalty on Jason Worilds: Defensive Holding, 5 yards (no play)",1.320,2.190
3,8:45,1,10,GNB 49,17,14,Matt Flynn pass incomplete short left intended for Eddie Lacy,2.190,1.650
3,8:40,2,10,GNB 49,17,14,Eddie Lacy right tackle for 3 yards (tackle by Troy Polamalu and Stevenson Sylvester),1.650,1.360
3,8:06,3,7,PIT 48,17,14,Matt Flynn pass complete short middle to Jarrett Boykin for 9 yards (tackle by Lawrence Timmons),1.360,2.980
3,7:29,1,10,PIT 39,17,14,Matt Flynn pass incomplete deep left intended for James Jones,2.980,2.440
3,7:23,2,10,PIT 39,17,14,Eddie Lacy left tackle for 3 yards (tackle by William Gay),2.440,2.150
3,6:47,3,7,PIT 36,17,14,Matt Flynn pass incomplete short right intended for Jordy Nelson,2.150,0.880
3,6:41,4,7,PIT 36,17,14,Tim Masthay punts 34 yards,0.880,0.380
3,6:32,1,10,PIT 2,17,14,"Le'Veon Bell right tackle for 1 yard (tackle by Jamari Lattimore). Le'Veon Bell fumbles (forced by Jamari Lattimore), recovered by Tramon Williams at PIT-3 (tackle by Matt Spaeth)",-0.380,-6.510
,,,,,,,"GNB challenged the runner was down by contact ruling, and the original play was overturned.",,
3,6:26,1,3,PIT 3,17,14,Eddie Lacy right tackle for -2 yards (tackle by Vince Williams),6.510,5.150
3,5:43,2,5,PIT 5,17,14,Matt Flynn pass incomplete short left intended for Jarrett Boykin,5.150,4.260
3,5:37,3,5,PIT 5,17,14,Matt Flynn pass incomplete short left intended for Andrew Quarless,4.260,3.010
3,5:32,4,5,PIT 5,17,14,"Mason Crosby 23 yard field goal no good, blocked by Steve McLendon. Penalty on Evander Hood: Illegal Bat, 3 yards (no play)",3.010,6.740
3,5:23,1,2,PIT 2,17,20,"Eddie Lacy right tackle for 2 yards, touchdown",6.740,7.000
3,5:23,,,PIT 2,17,21,Mason Crosby kicks extra point good,0.000,0.000
3,5:23,,,GNB 35,17,21,"Mason Crosby kicks off 58 yards, returned by Felix Jones for 25 yards (tackle by Micah Hyde)",0.000,-1.070
3,5:13,1,10,PIT 32,17,21,Le'Veon Bell right tackle for 25 yards (tackle by Tramon Williams and Micah Hyde),1.070,2.720
3,4:37,1,10,GNB 43,17,21,Le'Veon Bell left tackle for 3 yards (tackle by A.J. Hawk and Morgan Burnett),2.720,2.580
3,3:57,2,7,GNB 40,17,21,"Le'Veon Bell right tackle for no gain (tackle by Mike Neal). Penalty on B.J. Raji: Unnecessary Roughness, 15 yards",2.580,3.910
3,3:26,1,10,GNB 25,17,21,Jonathan Dwyer left tackle for 7 yards (tackle by Morgan Burnett),3.910,4.370
3,2:42,2,3,GNB 18,17,21,Ben Roethlisberger pass complete short left to Jonathan Dwyer for 7 yards (tackle by Andy Mulumba),4.370,4.840
3,2:00,1,10,GNB 11,23,21,"Ben Roethlisberger pass complete short middle to Matt Spaeth for 11 yards, touchdown",4.840,7.000
3,2:00,,,GNB 2,24,21,Shaun Suisham kicks extra point good,0.000,0.000
3,2:00,,,PIT 35,24,21,"Shaun Suisham kicks off 64 yards, returned by Micah Hyde for 39 yards (tackle by Shaun Suisham)",0.000,-1.600
3,1:46,1,10,GNB 40,30,21,"Matt Flynn pass incomplete short right intended for Jarrett Boykin is intercepted by Cortez Allen at GNB-40 and returned for 40 yards, touchdown",1.600,-7.000
3,1:37,,,GNB 2,31,21,Shaun Suisham kicks extra point good,0.000,0.000
3,1:37,,,PIT 35,31,21,"Shaun Suisham kicks off 56 yards, returned by Micah Hyde for 16 yards (tackle by Shamarko Thomas). Penalty on Victor Aiyewa: Offensive Holding, 10 yards",0.000,0.220
3,1:32,1,10,GNB 15,31,21,"Eddie Lacy right end for 4 yards (tackle by Will Allen). Penalty on Andrew Quarless: Offensive Holding, 7 yards (no play)",-0.220,-0.650
3,1:08,1,17,GNB 8,31,21,Eddie Lacy right guard for 3 yards (tackle by Stevenson Sylvester),-0.650,-1.070
3,0:30,2,14,GNB 11,31,21,Matt Flynn pass incomplete short right intended for Andrew Quarless,-1.070,-1.890
3,0:26,3,14,GNB 11,31,21,Matt Flynn pass incomplete short right intended for Jarrett Boykin,-1.890,-2.490
3,0:21,4,14,GNB 11,31,21,Tim Masthay punts 51 yards,-2.490,-1.470
3,0:09,1,10,PIT 38,31,21,"Ben Roethlisberger pass incomplete short middle intended for Heath Miller is intercepted by A.J. Hawk at PIT-45 and returned for 7 yards (tackle by Antonio Brown). Penalty on Matt Spaeth: Unnecessary Roughness, 15 yards",1.470,-4.040
Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 23,31,21,James Starks up the middle for 4 yards (tackle by Cameron Heyward),4.040,4.050
4,14:19,2,6,PIT 19,31,21,"Matt Flynn up the middle for 8 yards (tackle by Troy Polamalu). Penalty on Evan Dietrich-Smith: Offensive Holding, 10 yards (no play)",4.050,2.690
4,13:48,2,16,PIT 29,31,21,Matt Flynn pass complete deep right to James Jones for 20 yards (tackle by Cortez Allen),2.690,5.140
4,13:23,1,9,PIT 9,31,21,James Starks left tackle for 3 yards (tackle by Ryan Clark and Troy Polamalu),5.140,4.950
4,12:50,2,6,PIT 6,31,21,James Starks up the middle for 2 yards (tackle by Stevenson Sylvester),4.950,4.490
4,12:12,3,4,PIT 4,31,21,Matt Flynn pass incomplete short right intended for Jarrett Boykin,4.490,3.030
4,12:08,4,4,PIT 4,31,24,Mason Crosby 22 yard field goal good,3.030,3.000
4,12:08,,,GNB 35,31,24,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,12:04,1,10,PIT 20,31,24,Le'Veon Bell left tackle for no gain (tackle by Andy Mulumba),0.280,-0.270
4,11:23,2,10,PIT 20,31,24,Le'Veon Bell left tackle for 6 yards (tackle by Andy Mulumba),-0.270,-0.160
4,10:40,3,4,PIT 26,31,24,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,-0.160,-1.630
4,10:36,4,4,PIT 26,31,24,Mat McBriar punts 38 yards (tackle by Stevenson Sylvester),-1.630,-1.730
4,10:27,1,10,GNB 42,31,24,James Starks right end for 5 yards (tackle by Cameron Heyward),1.730,1.860
4,9:48,2,5,GNB 47,31,24,James Starks left end for 6 yards (tackle by Troy Polamalu),1.860,2.460
4,9:07,1,10,PIT 47,31,24,Matt Flynn pass complete deep left to Jordy Nelson for 31 yards (tackle by Ryan Clark),2.460,4.510
4,8:39,1,10,PIT 16,31,24,James Starks right tackle for 6 yards (tackle by Al Woods),4.510,4.970
4,7:56,2,4,PIT 10,31,24,James Starks left tackle for 9 yards (tackle by Ryan Clark),4.970,6.970
4,7:17,1,1,PIT 1,31,30,"John Kuhn right guard for 1 yard, touchdown",6.970,7.000
4,7:17,,,PIT 2,31,31,Mason Crosby kicks extra point good,0.000,0.000
4,7:17,,,GNB 35,31,31,"Mason Crosby kicks off 62 yards, returned by Felix Jones for 8 yards (tackle by Jarrett Bush)",0.000,0.370
4,7:11,1,10,PIT 11,31,31,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,-0.370,-0.780
4,7:04,2,10,PIT 11,31,31,Ben Roethlisberger pass complete short right to Antonio Brown for 28 yards (tackle by M.D. Jennings and Tramon Williams),-0.780,1.530
4,6:26,1,10,PIT 39,31,31,Le'Veon Bell left end for 4 yards (tackle by A.J. Hawk),1.530,1.530
4,5:41,2,6,PIT 43,31,31,Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Sam Shields),1.530,0.830
4,5:36,3,6,PIT 43,31,31,Ben Roethlisberger pass complete short middle to Heath Miller for 5 yards (tackle by Mike Neal),0.830,0.830
4,4:49,3,6,PIT 43,31,31,Timeout #1 by Pittsburgh Steelers,0.830,-0.190
4,4:49,4,1,PIT 48,31,31,Ben Roethlisberger pass complete short right to Will Johnson for 6 yards (tackle by Micah Hyde). Penalty on Tramon Williams: Defensive Holding (Declined),-0.190,2.520
4,4:42,1,10,GNB 46,31,31,Le'Veon Bell right guard for 1 yard (tackle by Mike Neal),2.520,2.110
4,3:59,2,9,GNB 45,31,31,Le'Veon Bell left end for 4 yards (tackle by Andy Mulumba),2.110,1.950
4,3:14,3,5,GNB 41,31,31,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,1.950,0.530
4,3:10,4,5,GNB 41,31,31,Mat McBriar punts 33 yards,0.530,0.380
4,3:00,1,10,GNB 8,31,31,Matt Flynn sacked by Brett Keisel for -3 yards,-0.380,-1.000
4,2:25,2,13,GNB 5,31,31,Matt Flynn pass complete short left to James Jones for 5 yards (tackle by Ike Taylor),-1.000,-1.190
4,2:00,3,8,GNB 10,31,31,"Matt Flynn left end for 7 yards (tackle by Troy Polamalu). Matt Flynn fumbles (forced by Troy Polamalu), recovered by Brett Keisel at GNB-17 (tackle by John Kuhn). Penalty on David Bakhtiari: Offensive Holding (Declined)",-1.190,-4.440
4,1:51,1,10,GNB 17,31,31,Le'Veon Bell up the middle for 2 yards (tackle by A.J. Hawk),4.440,4.440
4,1:45,1,10,GNB 17,31,31,Timeout #1 by Green Bay Packers,4.440,4.150
4,1:45,2,8,GNB 15,31,31,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,4.150,4.150
4,1:40,2,8,GNB 15,31,31,Timeout #2 by Pittsburgh Steelers,4.150,3.340
4,1:40,3,8,GNB 15,31,31,Ben Roethlisberger pass complete short right to Le'Veon Bell for 5 yards (tackle by Tramon Williams),3.340,3.340
4,1:35,3,8,GNB 15,31,31,Timeout #2 by Green Bay Packers,3.340,2.860
4,1:35,4,3,GNB 10,31,31,"Penalty on Nick Perry: Encroachment, 5 yards (no play)",2.860,6.060
4,1:35,1,5,GNB 5,31,31,Le'Veon Bell left tackle for 4 yards (tackle by Sean Richardson and Andy Mulumba),6.060,6.060
4,1:25,1,5,GNB 5,31,31,Timeout #3 by Green Bay Packers,6.060,5.910
4,1:25,2,1,GNB 1,37,31,"Le'Veon Bell right tackle for 1 yard, touchdown",5.910,7.000
4,1:25,,,GNB 2,38,31,Shaun Suisham kicks extra point good,0.000,0.000
4,1:25,,,PIT 35,38,31,"Shaun Suisham kicks off 66 yards, returned by Micah Hyde for 70 yards (tackle by Shamarko Thomas)",0.000,-3.510
4,1:25,1,10,PIT 31,38,31,Matt Flynn pass complete short left to Jordy Nelson for 7 yards (tackle by Lawrence Timmons),3.510,3.910
4,1:25,2,3,PIT 24,38,31,Matt Flynn pass complete short middle to Andrew Quarless for 19 yards (tackle by Lawrence Timmons),3.910,6.060
4,0:43,1,5,PIT 5,38,31,James Starks right tackle for 4 yards (tackle by Will Allen and Cameron Heyward),6.060,5.910
4,0:22,2,1,PIT 1,38,31,"Penalty on Don Barclay: False Start, 5 yards (no play)",5.910,4.950
4,0:03,2,6,PIT 6,38,31,Matt Flynn pass incomplete short left intended for Jarrett Boykin,4.950,4.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
