Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
1,9:13,4,15,CHI 7,0,0,"Brad Maynard punts 50 yards, returned by Stefan Logan for 19 yards (tackle by Major Wright)",-2.490,-3.050
1,9:01,1,10,CHI 38,0,0,Jahvid Best left end for 8 yards (tackle by Brian Urlacher),3.050,3.590
1,8:26,2,2,CHI 30,0,0,Drew Stanton pass incomplete short right intended for Nate Burleson,3.590,2.870
1,8:22,3,2,CHI 30,0,0,Drew Stanton left end for 6 yards (tackle by Nick Roach and Brian Urlacher),2.870,3.970
1,7:36,,,,0,0,Timeout #1 by Detroit Lions,0.000,3.970
1,7:36,1,10,CHI 24,0,0,Drew Stanton pass complete short left to Nate Burleson for 15 yards (tackle by Major Wright),3.970,5.140
1,7:16,1,9,CHI 9,0,0,Maurice Morris middle for 6 yards (tackle by Brian Urlacher and D.J. Moore),5.140,5.530
1,6:48,2,3,CHI 3,0,0,Drew Stanton pass incomplete short right intended for Brandon Pettigrew,5.530,4.720
1,6:40,3,3,CHI 3,0,6,"Drew Stanton left end for 3 yards, touchdown",4.720,7.000
1,,,,CHI 2,0,7,Dave Rayner kicks extra point good,0.000,0.000
1,,,,DET 30,0,7,"Dave Rayner kicks off 65 yards, returned by Danieal Manning for 19 yards (tackle by C.C. Brown)",0.000,0.540
1,6:28,1,10,CHI 24,0,7,Jay Cutler pass complete short left to Devin Hester for 1 yard (tackle by Louis Delmas),0.540,0.130
1,5:52,2,9,CHI 25,0,7,Jay Cutler pass incomplete short left intended for Matt Forte,0.130,-0.560
1,5:46,3,9,CHI 25,0,7,Jay Cutler pass complete short right to Earl Bennett for 9 yards (tackle by Brandon McDonald and DeAndre Levy),-0.560,1.200
1,5:11,1,10,CHI 34,0,7,Matt Forte right tackle for 17 yards (tackle by Chris Houston and Julian Peterson),1.200,2.320
1,4:37,1,10,DET 49,0,7,Matt Forte right end for 5 yards (tackle by Chris Houston),2.320,2.460
1,4:12,,,,0,7,Timeout #2 by Chicago Bears,0.000,2.460
1,4:12,2,5,DET 44,0,7,Chester Taylor right end for 6 yards (tackle by Landon Johnson),2.460,3.050
1,3:34,1,10,DET 38,0,7,Chester Taylor middle for 2 yards (tackle by Sammie Lee Hill and Lawrence Jackson),3.050,2.780
1,2:59,2,8,DET 36,0,7,Jay Cutler pass incomplete deep right intended for Devin Hester,2.780,2.080
1,2:52,3,8,DET 36,0,7,Jay Cutler pass complete short right to Earl Bennett for 14 yards (tackle by Chris Houston and DeAndre Levy),2.080,4.110
1,2:09,1,10,DET 22,0,7,Matt Forte right tackle for 2 yards (tackle by Brandon McDonald and Turk McBride),4.110,3.830
1,1:25,2,8,DET 20,0,7,Jay Cutler pass complete short left to Earl Bennett for 13 yards (tackle by Louis Delmas),3.830,5.600
1,0:51,1,7,DET 7,0,7,Matt Forte middle for 1 yard (tackle by Corey Williams),5.600,4.950
1,0:13,2,6,DET 6,0,7,"Jay Cutler pass incomplete short right intended for Johnny Knox (defended by Chris Houston). Penalty on Chris Houston: Defensive Pass Interfere, 5 yards (no play)",4.950,6.970
1,0:07,1,1,DET 1,6,7,"Chester Taylor left end for 1 yard, touchdown",6.970,7.000
1,,,,DET 2,7,7,Robbie Gould kicks extra point good,0.000,0.000
1,,,,CHI 30,7,7,"Robbie Gould kicks off 74 yards, returned by Stefan Logan for 33 yards (tackle by Craig Steltz)",0.000,0.870
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 29,7,7,Drew Stanton pass complete short right to Brandon Pettigrew for 8 yards (tackle by Lance Briggs),0.870,1.410
2,14:26,2,2,DET 37,7,7,Maurice Morris right tackle for 6 yards (tackle by Major Wright),1.410,1.800
2,13:51,1,10,DET 43,7,7,Stefan Logan left end for 17 yards (tackle by Charles Tillman),1.800,2.920
2,13:17,1,10,CHI 40,7,7,Maurice Morris left tackle for 3 yards (tackle by Lance Briggs and Brian Urlacher),2.920,2.780
2,12:49,2,7,CHI 37,7,7,Maurice Morris middle for 1 yard (tackle by Israel Idonije),2.780,2.210
2,12:22,3,6,CHI 36,7,7,Drew Stanton pass complete short left to Calvin Johnson for 8 yards (tackle by Charles Tillman),2.210,3.710
2,11:36,1,10,CHI 28,7,7,Jahvid Best right tackle for 1 yard (tackle by Rod Wilson),3.710,3.300
2,11:01,2,9,CHI 27,7,7,Jahvid Best middle for -1 yards (tackle by D.J. Moore),3.300,2.480
2,10:27,3,10,CHI 28,7,7,"Drew Stanton pass incomplete short right intended for Nate Burleson. Penalty on Brandon Pettigrew: Offensive Pass Interfere, 10 yards (no play)",2.480,1.160
2,10:12,3,20,CHI 38,7,7,Drew Stanton pass complete short right to Tony Scheffler for 6 yards (tackle by Brian Urlacher),1.160,1.240
2,9:37,4,14,CHI 32,7,10,Dave Rayner 50 yard field goal good,1.240,3.000
2,,,,DET 30,7,10,"Dave Rayner kicks off 68 yards, returned by Devin Hester for 15 yards (tackle by Bobby Carpenter)",0.000,-0.060
2,9:25,1,10,CHI 17,7,10,Chester Taylor right end for 6 yards (tackle by Cliff Avril),-0.060,0.350
2,8:51,2,4,CHI 23,7,10,Jay Cutler pass complete short middle to Chester Taylor for 7 yards (tackle by Landon Johnson),0.350,0.940
2,8:10,1,10,CHI 30,7,10,Jay Cutler pass complete short left to Chester Taylor for no gain,0.940,0.390
2,7:27,2,10,CHI 30,7,10,"Penalty on Turk McBride: Defensive Offside, 5 yards (no play)",0.390,1.070
2,7:05,2,5,CHI 35,7,10,Jay Cutler pass complete short right to Chester Taylor for 9 yards (tackle by Chris Houston),1.070,1.860
2,6:26,1,10,CHI 44,7,10,Jay Cutler pass incomplete short left intended for Devin Aromashodu (defended by Lawrence Jackson),1.860,1.320
2,6:22,2,10,CHI 44,7,10,Chester Taylor middle for 9 yards (tackle by Lawrence Jackson and Landon Johnson),1.320,1.820
2,5:36,3,1,DET 47,7,10,Jay Cutler pass complete short left to Earl Bennett for 33 yards (tackle by Alphonso Smith and Amari Spievey),1.820,4.650
2,4:47,1,10,DET 14,13,10,"Matt Forte left end for 14 yards, touchdown",4.650,7.000
2,,,,DET 2,14,10,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,14,10,"Robbie Gould kicks off 74 yards, returned by Stefan Logan for 23 yards (tackle by Zackary Bowman)",0.000,0.150
2,4:33,1,10,DET 19,14,10,Drew Stanton pass complete short right to Jahvid Best for 32 yards (tackle by Danieal Manning),0.150,2.320
2,4:07,1,10,CHI 49,14,10,Stefan Logan right end for 1 yard (tackle by Brian Urlacher and Julius Peppers),2.320,1.920
2,3:32,2,9,CHI 48,14,10,Drew Stanton pass complete short right to Brandon Pettigrew for 6 yards (tackle by Lance Briggs),1.920,2.020
2,2:50,3,3,CHI 42,14,10,Drew Stanton pass incomplete short middle intended for Brandon Pettigrew (defended by Danieal Manning),2.020,0.460
2,2:45,4,3,CHI 42,14,10,Nick Harris punts 30 yards,0.460,0.350
2,2:37,1,10,CHI 12,14,10,Jay Cutler pass complete short left to Johnny Knox for 20 yards (tackle by Amari Spievey),-0.350,1.070
2,2:01,1,10,CHI 32,14,10,Jay Cutler pass complete short middle to Matt Forte for 16 yards (tackle by Louis Delmas),1.070,2.130
2,1:52,1,10,CHI 48,14,10,Jay Cutler pass incomplete short right intended for Devin Hester (defended by Chris Houston),2.130,1.580
2,1:46,2,10,CHI 48,14,10,"Jay Cutler pass incomplete deep right intended for Devin Hester (defended by Chris Houston). Penalty on Olin Kreutz: Offensive Holding (Offsetting), Penalty on Cliff Avril: Roughing the Passer (Offsetting) (no play)",1.580,1.580
2,1:37,2,10,CHI 48,14,10,Jay Cutler pass complete short left to Johnny Knox for 8 yards (tackle by Alphonso Smith and Louis Delmas),1.580,1.950
2,1:09,3,2,DET 44,14,10,Jay Cutler pass incomplete short left intended for Earl Bennett (defended by Ndamukong Suh),1.950,0.330
2,1:04,4,2,DET 44,14,10,Brad Maynard punts 35 yards,0.330,0.380
2,0:53,1,10,DET 9,14,10,Jahvid Best right tackle for 45 yards (tackle by Danieal Manning),-0.380,2.520
2,0:43,1,10,CHI 46,14,16,"Drew Stanton pass complete short middle to Calvin Johnson for 46 yards, touchdown",2.520,7.000
2,,,,CHI 2,14,17,Dave Rayner kicks extra point good,0.000,0.000
2,,,,DET 30,14,17,"Dave Rayner kicks off 67 yards, returned by Devin Hester for 21 yards (tackle by C.C. Brown)",0.000,0.540
2,0:29,1,10,CHI 24,14,17,Jay Cutler kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,14,17,"Dave Rayner kicks off 69 yards, returned by Devin Hester for 20 yards (tackle by Amari Spievey)",0.000,0.340
3,14:54,1,10,CHI 21,14,17,Matt Forte middle for 4 yards (tackle by DeAndre Levy),0.340,0.340
3,14:17,2,6,CHI 25,14,17,"Jay Cutler sacked by Turk McBride for -13 yards. Jay Cutler fumbles (forced by Turk McBride), recovered by Turk McBride at CHI-9 (tackle by Jay Cutler)",0.340,-5.140
3,14:10,1,9,CHI 9,14,17,Maurice Morris middle for 1 yard (tackle by Brian Urlacher),5.140,4.570
3,13:48,2,8,CHI 8,14,17,Drew Stanton sacked by Julius Peppers for -1 yards,4.570,3.360
3,13:16,3,9,CHI 9,14,17,Drew Stanton pass complete short right to Brandon Pettigrew for 2 yards (tackle by D.J. Moore),3.360,2.970
3,12:42,4,7,CHI 7,14,20,Dave Rayner 25 yard field goal good,2.970,3.000
3,,,,DET 30,14,20,"Dave Rayner kicks off 68 yards, returned by Danieal Manning for 26 yards (tackle by John Wendling)",0.000,0.810
3,12:31,1,10,CHI 28,14,20,Matt Forte left tackle for 3 yards (tackle by Landon Johnson and Julian Peterson),0.810,0.670
3,11:59,2,7,CHI 31,14,20,Jay Cutler pass complete short right to Earl Bennett for 8 yards (tackle by DeAndre Levy),0.670,1.530
3,11:25,1,10,CHI 39,14,20,Matt Forte middle for 4 yards (tackle by Julian Peterson),1.530,1.530
3,10:44,2,6,CHI 43,14,20,Matt Forte middle for 2 yards (tackle by Corey Williams),1.530,1.090
3,10:00,3,4,CHI 45,14,20,Jay Cutler right end for 7 yards (tackle by Louis Delmas),1.090,2.390
3,9:12,1,10,DET 48,14,20,Chester Taylor right end for -1 yards (tackle by Amari Spievey),2.390,1.710
3,8:30,2,11,DET 49,14,20,Chester Taylor middle for 3 yards (tackle by Lawrence Jackson),1.710,1.420
3,7:45,3,8,DET 46,14,20,Jay Cutler sacked by Cliff Avril for -7 yards,1.420,-0.260
3,7:14,4,15,CHI 47,14,20,Brad Maynard punts 50 yards,-0.260,0.380
3,7:01,1,10,DET 3,14,20,Jahvid Best right tackle for 2 yards (tackle by Rod Wilson and Brian Urlacher),-0.380,-0.630
3,6:27,2,8,DET 5,14,20,Jahvid Best left end for 2 yards (tackle by Israel Idonije),-0.630,-0.950
3,5:48,3,6,DET 7,14,20,Drew Stanton pass incomplete short middle intended for Brandon Pettigrew,-0.950,-2.490
3,5:43,4,6,DET 7,14,20,"Nick Harris punts 54 yards, returned by Devin Hester for 30 yards (tackle by Nick Harris)",-2.490,-3.510
3,5:29,1,10,DET 31,14,20,"Chester Taylor middle for 1 yard (tackle by Louis Delmas). Penalty on Greg Olsen: Offensive Holding, 10 yards (no play)",3.510,2.850
3,5:04,1,20,DET 41,14,20,Chester Taylor right tackle for 7 yards (tackle by DeAndre Levy and Amari Spievey),2.850,2.560
3,4:20,2,13,DET 34,14,20,Jay Cutler sacked by Cliff Avril for -6 yards,2.560,1.090
3,3:42,3,19,DET 40,14,20,"Penalty on Jay Cutler: Delay of Game, 5 yards (no play)",1.090,0.430
3,3:27,3,24,DET 45,14,20,Jay Cutler pass complete short middle to Chester Taylor for 9 yards (tackle by Brandon McDonald and Turk McBride),0.430,0.880
3,2:46,4,15,DET 36,17,20,Robbie Gould 54 yard field goal good,0.880,3.000
3,,,,CHI 30,17,20,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
3,2:40,1,10,DET 20,17,20,Drew Stanton pass complete short right to Brandon Pettigrew for 6 yards (tackle by Charles Tillman and D.J. Moore),0.280,0.540
3,2:02,2,4,DET 26,17,20,"Maurice Morris middle for 2 yards (tackle by Brian Urlacher). Maurice Morris fumbles (forced by Brian Urlacher), recovered by Maurice Morris at DET-28",0.540,0.100
3,1:31,3,2,DET 28,17,20,Drew Stanton pass complete short right to Calvin Johnson for 12 yards (tackle by Charles Tillman),0.100,1.600
3,0:53,1,10,DET 40,17,20,Jahvid Best left tackle for 7 yards (tackle by Rod Wilson),1.600,2.000
3,0:16,2,3,DET 47,17,20,Drew Stanton left end for 2 yards (tackle by Brian Urlacher),2.000,1.550
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,DET 49,17,20,Drew Stanton middle for no gain (tackle by Brian Urlacher),1.550,-0.130
4,14:34,4,1,DET 49,17,20,Drew Stanton middle for 1 yard (tackle by Brian Urlacher),-0.130,2.260
4,13:55,1,10,,17,20,Maurice Morris left end for 5 yards (tackle by Lance Briggs),2.260,2.390
4,13:18,2,5,CHI 45,17,20,Drew Stanton pass complete short right to Nate Burleson for 4 yards (tackle by Lance Briggs and Chris Harris),2.390,2.210
4,12:48,3,1,CHI 41,17,20,Jahvid Best right tackle for no gain (tackle by Julius Peppers and Brian Urlacher),2.210,0.530
4,12:00,,,,17,20,Timeout #1 by Detroit Lions,0.000,0.530
4,12:00,4,1,CHI 41,17,20,Drew Stanton pass incomplete short left intended for Nate Burleson (defended by D.J. Moore),0.530,-1.600
4,11:55,1,10,CHI 40,17,20,Jay Cutler pass complete deep middle to Matt Forte for 20 yards (tackle by Amari Spievey),1.600,2.920
4,11:13,1,10,DET 40,17,20,Chester Taylor middle for no gain (tackle by Ndamukong Suh),2.920,2.370
4,10:34,2,10,DET 40,17,20,Jay Cutler pass complete short middle to Chester Taylor for 6 yards (tackle by Brandon McDonald and Ndamukong Suh),2.370,2.480
4,9:49,3,4,DET 34,17,20,Jay Cutler pass complete short left to Earl Bennett for 12 yards (tackle by Louis Delmas),2.480,4.110
4,9:06,1,10,DET 22,17,20,"Jay Cutler right end for 8 yards (tackle by Ndamukong Suh). Penalty on Ndamukong Suh: Unnecessary Roughness, 7 yards",4.110,5.600
4,8:46,1,7,DET 7,23,20,"Jay Cutler pass complete short right to Brandon Manumaleuna for 7 yards, touchdown",5.600,7.000
4,,,,DET 2,24,20,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,24,20,"Robbie Gould kicks off 74 yards, returned by Stefan Logan for 60 yards (tackle by Rashied Davis)",0.000,2.650
4,8:28,1,10,CHI 44,24,20,Drew Stanton pass complete short right to Will Heller for 5 yards (tackle by Danieal Manning and Lance Briggs),2.650,2.780
4,7:52,2,5,CHI 39,24,20,Maurice Morris middle for 2 yards (tackle by Matt Toeaina and Israel Idonije),2.780,2.350
4,7:15,3,3,CHI 37,24,20,Drew Stanton pass complete short middle to Maurice Morris for 3 yards (tackle by Brian Urlacher),2.350,3.310
4,6:36,1,10,CHI 34,24,20,Drew Stanton sacked by D.J. Moore for -9 yards,3.310,1.550
4,6:07,2,19,CHI 43,24,20,Drew Stanton pass incomplete short right intended for Brandon Pettigrew,1.550,0.890
4,6:03,3,19,CHI 43,24,20,Drew Stanton pass complete short left to Tony Scheffler for 3 yards (tackle by D.J. Moore),0.890,0.590
4,5:31,4,16,CHI 40,24,20,"Nick Harris punts 40 yards, touchback",0.590,-0.280
4,5:17,1,10,CHI 20,24,20,Matt Forte left end for 10 yards (tackle by Amari Spievey and Louis Delmas),0.280,0.940
4,4:31,1,10,CHI 30,24,20,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",0.940,0.610
4,4:29,1,15,CHI 25,24,20,Jay Cutler pass complete short right to Greg Olsen for 5 yards (tackle by Chris Houston),0.610,0.390
4,3:43,2,10,CHI 30,24,20,Jay Cutler pass complete short right to Earl Bennett for 15 yards (tackle by Amari Spievey and Landon Johnson),0.390,1.930
4,2:56,1,10,CHI 45,24,20,Devin Hester right end for 5 yards (tackle by Turk McBride and Amari Spievey),1.930,2.060
4,2:48,,,,24,20,Timeout #2 by Detroit Lions,0.000,2.060
4,2:48,2,5,,24,20,Jay Cutler pass complete short left to Johnny Knox for 6 yards (tackle by Chris Houston),2.060,2.650
4,2:42,,,,24,20,Timeout #3 by Detroit Lions,0.000,2.650
4,2:42,1,10,DET 44,24,20,Matt Forte middle for -1 yards (tackle by Sammie Lee Hill),2.650,1.980
4,2:00,2,11,DET 45,24,20,Jay Cutler pass complete short middle to Brandon Manumaleuna for 16 yards (tackle by Julian Peterson),1.980,3.640
4,1:34,1,10,DET 29,24,20,Jay Cutler kneels for -1 yards,3.640,2.970
4,0:38,2,11,DET 30,24,20,Jay Cutler kneels for -1 yards,2.970,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
