Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
2,3:04,3,9,TEN 44,7,7,Matt Hasselbeck pass incomplete short middle intended for Chris Johnson,0.690,-0.460
2,2:58,4,9,TEN 44,7,7,"Brett Kern for 21 yards. Brett Kern fumbles, recovered by Brett Kern at TEN-TEN",-0.460,3.250
2,2:25,1,10,DEN 35,7,7,Matt Hasselbeck pass complete short right to Nate Washington for 5 yards (tackle by Jonathan Wilhite),3.250,3.380
2,2:00,2,5,DEN 30,7,7,Matt Hasselbeck pass complete short left to Marc Mariani for 4 yards (tackle by Joe Mays),3.380,3.200
2,1:29,3,1,DEN 26,7,7,Javon Ringer left tackle for -2 yards (tackle by Ryan McBean),3.200,1.680
2,1:16,,,,7,7,Timeout #2 by Denver Broncos,0.000,0.000
2,1:16,,,,7,7,Timeout #2 by Tennessee Titans,0.000,1.680
2,1:16,4,3,DEN 28,7,10,Rob Bironas 46 yard field goal good,1.680,3.000
2,,,,TEN 35,7,10,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
2,1:11,1,10,DEN 20,7,10,Kyle Orton pass incomplete short right intended for Lance Ball (defended by Jason Jones),0.280,-0.270
2,1:07,2,10,DEN 20,7,10,Kyle Orton pass complete short middle to Matt Willis for 11 yards (tackle by Will Witherspoon),-0.270,1.000
2,0:45,1,10,DEN 31,7,10,Kyle Orton pass incomplete short left intended for Lance Ball,1.000,0.460
2,0:40,2,10,DEN 31,7,10,Kyle Orton pass complete short left to Lance Ball for 3 yards (tackle by Alterraun Verner),0.460,0.170
2,0:17,3,7,DEN 34,7,10,Kyle Orton pass complete short middle to Eric Decker for 5 yards (tackle by Will Witherspoon),0.170,-0.780
2,0:09,,,,7,10,Timeout #3 by Tennessee Titans,0.000,-0.780
2,0:09,4,2,DEN 39,7,10,"Britton Colquitt punts 45 yards, fair catch by Marc Mariani",-0.780,0.140
2,0:03,1,10,TEN 16,7,10,Matt Hasselbeck kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,10,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TEN 20,7,10,Chris Johnson up the middle for 1 yard (tackle by Jason Hunter),0.280,-0.130
3,14:25,2,9,TEN 21,7,10,Chris Johnson left tackle for 1 yard (tackle by Jason Hunter),-0.130,-0.690
3,13:53,3,8,TEN 22,7,10,Matt Hasselbeck pass complete deep left to Damian Williams for 19 yards (tackle by Jonathan Wilhite),-0.690,1.660
3,13:07,1,10,TEN 41,7,10,Matt Hasselbeck pass complete short right to Quinn Johnson for 9 yards (tackle by Wesley Woodyard),1.660,2.340
3,12:29,2,1,,7,10,Chris Johnson right tackle for 1 yard (tackle by Wesley Woodyard and Robert Ayers),2.340,2.320
3,11:46,1,10,DEN 49,7,10,Matt Hasselbeck pass complete short right to Nate Washington for 6 yards (tackle by Jonathan Wilhite),2.320,2.590
3,11:13,2,4,DEN 43,7,10,Matt Hasselbeck pass incomplete short right intended for Lavelle Hawkins (defended by Joe Mays),2.590,1.880
3,11:07,3,4,DEN 43,7,10,Matt Hasselbeck pass complete short middle to Lavelle Hawkins for 5 yards (tackle by Jonathan Wilhite),1.880,3.050
3,10:27,1,10,DEN 38,7,10,Matt Hasselbeck pass incomplete short left intended for Chris Johnson,3.050,2.510
3,10:20,2,10,DEN 38,7,10,Javon Ringer up the middle for -1 yards (tackle by Ryan McBean and Joe Mays),2.510,1.680
3,9:38,3,11,DEN 39,7,10,Matt Hasselbeck pass incomplete short left intended for Lavelle Hawkins (defended by Jonathan Wilhite),1.680,0.660
3,9:32,4,11,DEN 39,7,10,"Brett Kern punts 19 yards, fair catch by Quan Cosby",0.660,-0.280
3,9:26,1,10,DEN 20,7,10,Kyle Orton pass complete short left to Eric Decker for 10 yards,0.280,0.940
3,9:05,1,10,DEN 30,7,10,Willis McGahee right tackle for 1 yard (tackle by Jurrell Casey),0.940,0.530
3,8:29,2,9,DEN 31,7,10,Kyle Orton pass complete short middle to Daniel Fells for 10 yards (tackle by Akeem Ayers),0.530,1.660
3,7:50,1,10,DEN 41,7,10,Willis McGahee left guard for 5 yards (tackle by Will Witherspoon),1.660,1.800
3,7:10,,,,7,10,Timeout #1 by Denver Broncos,0.000,1.800
3,7:10,2,5,DEN 46,7,10,Willis McGahee left guard for 1 yard (tackle by Derrick Morgan),1.800,1.220
3,6:34,3,4,DEN 47,7,10,Kyle Orton pass complete short left to Eric Decker for 4 yards (tackle by Alterraun Verner),1.220,2.320
3,6:07,1,10,TEN 49,7,10,Kyle Orton pass complete short left to Willis McGahee for 1 yard (tackle by Akeem Ayers),2.320,1.920
3,5:31,2,9,TEN 48,7,10,Lance Ball right tackle for 7 yards (tackle by Jason McCourty and Jordan Babineaux),1.920,2.150
3,4:47,3,2,TEN 41,7,10,Kyle Orton pass complete short left to Eric Decker for 7 yards (tackle by Michael Griffin),2.150,3.310
3,4:27,1,10,TEN 34,7,10,"Kyle Orton pass complete short right to Eric Decker for 5 yards (tackle by Jason McCourty). Penalty on Shaun Smith: Face Mask (15 Yards), 15 yards",3.310,4.650
3,3:58,1,10,TEN 14,7,10,Kyle Orton pass complete short left to Spencer Larsen for 7 yards (tackle by Akeem Ayers),4.650,5.280
3,3:24,2,3,TEN 7,7,10,Willis McGahee up the middle for 1 yard (tackle by Derrick Morgan),5.280,4.730
3,2:50,3,2,TEN 6,7,10,Kyle Orton pass complete short right to Spencer Larsen for 2 yards (tackle by Jason McCourty),4.730,6.280
3,2:07,1,4,TEN 4,7,10,Kyle Orton pass incomplete short right intended for Eric Decker,6.280,5.340
3,2:02,2,4,TEN 4,7,10,Willis McGahee up the middle for -1 yards (tackle by Dave Ball),5.340,4.260
3,1:22,3,5,TEN 5,13,10,"Kyle Orton pass complete short middle to Willis McGahee for 5 yards, touchdown",4.260,7.000
3,,,,TEN 2,14,10,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 35,14,10,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,1:17,1,10,TEN 20,14,10,"Matt Hasselbeck sacked by Von Miller for -7 yards. Matt Hasselbeck fumbles (forced by Von Miller), recovered by Derrick Harvey at TEN-13",0.280,-4.710
3,1:03,1,10,TEN 13,14,10,Willis McGahee right guard for 2 yards (tackle by Jordan Babineaux),4.710,4.390
3,0:28,2,8,TEN 11,14,10,Willis McGahee left guard for 4 yards (tackle by Jordan Babineaux),4.390,4.330
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,TEN 7,14,10,"Penalty on Akeem Ayers: Encroachment, 3 yards (no play)",4.330,5.010
4,15:00,3,1,TEN 4,14,10,"Penalty on SenDerrick Marks: Encroachment, 2 yards (no play)",5.010,6.740
4,15:00,1,2,TEN 2,14,10,Kyle Orton pass incomplete short right intended for Daniel Fells,6.740,5.720
4,14:56,2,2,TEN 2,14,10,Willis McGahee up the middle for no gain (tackle by Will Witherspoon and SenDerrick Marks),5.720,4.950
4,14:15,3,2,TEN 2,14,10,Willis McGahee left tackle for 1 yard (tackle by SenDerrick Marks and Barrett Ruud),4.950,3.550
4,13:34,,,,14,10,Timeout #2 by Denver Broncos,0.000,3.550
4,13:33,4,1,TEN 1,14,10,Willis McGahee up the middle for no gain (tackle by Derrick Morgan),3.550,0.380
4,13:27,1,10,TEN 1,14,10,Chris Johnson right guard for 1 yard (tackle by Wesley Woodyard),-0.380,-0.710
4,12:49,2,9,TEN 2,14,10,Matt Hasselbeck pass complete short right to Nate Washington for 10 yards (tackle by Cassius Vaughn),-0.710,-0.350
4,12:13,1,10,TEN 12,14,10,"Matt Hasselbeck pass complete short right to Chris Johnson for 3 yards (tackle by Robert Ayers). Penalty on Joe Mays: Face Mask (15 Yards), 15 yards",-0.350,0.940
4,11:39,1,10,TEN 30,14,10,Chris Johnson right end for 1 yard (tackle by Von Miller),0.940,0.530
4,10:59,2,9,TEN 31,14,10,Matt Hasselbeck pass incomplete short right intended for Lavelle Hawkins,0.530,-0.160
4,10:55,3,9,TEN 31,14,10,Matt Hasselbeck pass incomplete short right intended for Damian Williams,-0.160,-1.310
4,10:50,4,9,TEN 31,14,10,"Brett Kern punts 44 yards, returned by Quan Cosby for 1 yard (tackle by Tim Shaw)",-1.310,-0.670
4,10:40,1,10,DEN 26,14,10,Willis McGahee up the middle for 3 yards (tackle by William Hayes),0.670,0.540
4,10:05,2,7,DEN 29,14,10,Kyle Orton pass complete short right to Virgil Green for 7 yards (tackle by Jordan Babineaux),0.540,1.330
4,9:35,1,10,DEN 36,14,10,Kyle Orton pass complete short right to Brandon Lloyd for 1 yard (tackle by Jason McCourty),1.330,0.930
4,8:54,2,9,DEN 37,14,10,Kyle Orton pass incomplete short middle intended for Willis McGahee (defended by Karl Klug),0.930,0.230
4,8:49,3,9,DEN 37,14,10,Kyle Orton pass complete short left to Lance Ball for 7 yards (tackle by Barrett Ruud and Cortland Finnegan),0.230,-0.460
4,8:03,4,2,DEN 44,14,10,"Britton Colquitt punts 46 yards, returned by Marc Mariani for no gain. Penalty on Cortland Finnegan: Offensive Holding, 5 yards",-0.460,0.380
4,7:54,1,10,TEN 5,14,10,Matt Hasselbeck pass complete short right to Quinn Johnson for 8 yards (tackle by Wesley Woodyard and Cassius Vaughn),-0.380,-0.190
4,7:21,2,2,TEN 13,14,10,Matt Hasselbeck pass incomplete short right intended for Damian Williams,-0.190,-0.480
4,7:16,3,2,TEN 13,14,10,Matt Hasselbeck pass complete short right to Javon Ringer for 4 yards (tackle by Brian Dawkins and Robert Ayers),-0.480,-0.060
4,6:39,1,10,TEN 17,14,10,Matt Hasselbeck pass complete deep right to Craig Stevens for 58 yards (tackle by Brian Dawkins),-0.060,3.910
4,5:51,1,10,DEN 25,14,10,Chris Johnson up the middle for 8 yards (tackle by Wesley Woodyard),3.910,4.550
4,5:11,2,2,DEN 17,14,10,Matt Hasselbeck pass complete short right to Nate Washington for 13 yards (tackle by Cassius Vaughn),4.550,6.280
4,4:28,1,4,DEN 4,14,16,"Matt Hasselbeck pass complete short right to Daniel Graham for 4 yards, touchdown",6.280,7.000
4,,,,DEN 2,14,17,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 35,14,17,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,4:24,1,10,DEN 20,14,17,Willis McGahee up the middle for 10 yards (tackle by Jason McCourty),0.280,0.940
4,3:53,1,10,DEN 30,14,17,Kyle Orton pass incomplete short right intended for Eric Decker,0.940,0.390
4,3:49,2,10,DEN 30,14,17,Willis McGahee up the middle for 3 yards (tackle by Jurrell Casey),0.390,0.100
4,3:08,3,7,DEN 33,14,17,Kyle Orton pass complete short right to Eric Decker for 9 yards (tackle by Jason McCourty),0.100,1.730
4,2:29,1,10,DEN 42,14,17,Kyle Orton pass complete deep left to Brandon Lloyd for 20 yards (tackle by Cortland Finnegan),1.730,3.050
4,2:00,1,10,TEN 38,14,17,Kyle Orton sacked by Will Witherspoon for -1 yards,3.050,2.370
4,1:52,2,11,TEN 39,14,17,Kyle Orton pass incomplete short right intended for Matt Willis,2.370,1.680
4,1:46,3,11,TEN 39,14,17,Kyle Orton pass incomplete short middle intended for Eric Decker is intercepted by Will Witherspoon at TEN-31 and returned for 7 yards (tackle by Eric Decker),1.680,-1.470
4,1:39,1,10,TEN 38,14,17,"Javon Ringer right tackle for 3 yards (tackle by Robert Ayers). Penalty on TEN: Illegal Formation, 5 yards (no play)",1.470,1.140
4,1:31,1,15,TEN 33,14,17,Javon Ringer right guard for 3 yards (tackle by Mario Haggan),1.140,0.650
4,1:27,,,,14,17,Timeout #3 by Denver Broncos,0.000,0.650
4,1:27,2,12,TEN 36,14,17,Javon Ringer left end for -2 yards (tackle by Rahim Moore),0.650,-0.290
4,0:41,,,,14,17,Timeout #1 by Tennessee Titans,0.000,-0.290
4,0:41,3,14,TEN 34,14,17,Matt Hasselbeck kneels for -1 yards,-0.290,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
