0,1
Game Info,Game Info
Won Toss,Bengals (deferred)
Won OT Toss,Steelers
Roof,outdoors
Surface,fieldturf
Duration,3:42
Attendance,65841
Weather,"76 degrees, relative humidity 83%, wind 5 mph"
Vegas Line,Cincinnati Bengals -7.0
Over/Under,44.0 (under)
