#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CLE 20,3,1:31,6,Punt
2,1,11:54,CLE 12,3,0:57,2,Punt
3,1,9:30,CLE 15,3,2:03,9,Punt
4,1,2:20,CLE 23,1,0:18,0,Interception
5,1,1:13,CLE 26,5,2:29,20,Fumble
6,2,8:43,CLE 26,3,1:47,7,Punt
7,2,1:56,CLE 15,6,1:56,15,End of Half
8,3,12:55,CHI 30,5,2:22,30,Touchdown
9,3,8:20,CLE 1,4,1:39,13,Punt
10,3,4:24,CLE 39,3,1:23,15,Fumble
11,3,1:42,CLE 29,7,3:42,44,Downs
12,4,12:03,CHI 34,1,0:09,19,Fumble
13,4,4:50,CLE 1,3,1:36,0,Interception
14,4,3:14,CLE 11,3,0:43,9,Punt
