Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
1,1:27,1,10,ARI 20,0,7,"Edgerrin James right end for 2 yards (tackle by Anthony Spencer). Penalty on Lyle Sendlein: Offensive Holding, 10 yards (no play)",0.280,-0.760
1,1:02,1,20,ARI 10,0,7,"Kurt Warner pass complete short left to Edgerrin James for 14 yards (tackle by Anthony Henry). Penalty on Deuce Lutui: Ineligible Downfield Pass, 5 yards (no play)",-0.760,-0.950
1,0:30,1,25,ARI 5,0,7,Kurt Warner pass complete short middle to Tim Hightower for 2 yards (tackle by Pacman Jones),-0.950,-1.730
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,23,ARI 7,0,7,Kurt Warner pass complete short left to Larry Fitzgerald for 10 yards (tackle by Chris L. Canty),-1.730,-1.510
2,14:19,3,13,ARI 17,0,7,Kurt Warner pass complete short right to Jerheme Urban for 1 yard (tackle by Orlando Scandrick),-1.510,-2.240
2,13:43,4,12,ARI 18,0,7,"Dirk Johnson punts 56 yards, returned by Pacman Jones for 9 yards (tackle by Sean Morey). Penalty on Bobby Carpenter: Illegal Block Above the Waist, 10 yards",-2.240,0.280
2,13:27,1,10,DAL 14,0,7,Marion Barber up the middle for 9 yards (tackle by Antrel Rolle),-0.280,0.550
2,12:48,2,1,DAL 23,0,7,Marion Barber up the middle for 3 yards (tackle by Karlos Dansby and Eric Green),0.550,0.670
2,12:09,1,10,DAL 26,0,7,Tony Romo pass complete short left to Marion Barber for 6 yards (tackle by Gerald Hayes),0.670,0.940
2,11:30,2,4,DAL 32,0,7,Marion Barber left tackle for 3 yards (tackle by Aaron Francisco and Travis LaBoy),0.940,0.630
2,10:47,3,1,DAL 35,0,7,"Felix Jones right end for 16 yards (tackle by Aaron Francisco). Penalty on Marc Colombo: Illegal Formation, 5 yards (no play)",0.630,-0.030
2,10:19,3,6,DAL 30,0,7,Tony Romo pass complete short left to Marion Barber for 13 yards (tackle by Roderick Hood),-0.030,1.800
2,9:43,1,10,DAL 43,0,7,Marion Barber up the middle for 2 yards (tackle by Karlos Dansby),1.800,1.520
2,9:01,2,8,DAL 45,0,7,Tony Romo pass complete short right to Marion Barber for -2 yards (tackle by Gerald Hayes),1.520,0.560
2,8:13,3,10,DAL 43,0,7,Tony Romo pass incomplete short left intended for Patrick Crayton (defended by Antrel Rolle),0.560,-0.520
2,8:07,4,10,DAL 43,0,7,Mat McBriar punts 23 yards,-0.520,-1.200
2,8:01,1,10,ARI 34,0,7,J.J. Arrington left tackle for 2 yards (tackle by Anthony Spencer and Stephen Bowen),1.200,0.930
2,7:20,2,8,ARI 36,0,7,Kurt Warner pass complete deep right to Steve Breaston for 23 yards (tackle by Mike Jenkins),0.930,2.850
2,6:34,1,10,DAL 41,0,7,Kurt Warner pass incomplete short middle intended for Jerheme Urban,2.850,2.310
2,6:30,2,10,DAL 41,0,7,Edgerrin James left tackle for 1 yard (tackle by Anthony Spencer),2.310,1.750
2,5:51,3,9,DAL 40,0,7,Kurt Warner pass complete short middle to Leonard Pope for 6 yards (tackle by Kevin Burnett),1.750,1.090
2,5:06,4,3,DAL 34,0,7,"Penalty on Levi Brown: False Start, 5 yards (no play)",1.090,0.660
2,4:58,4,8,DAL 39,0,7,"Dirk Johnson punts 30 yards, fair catch by Patrick Crayton",0.660,0.380
2,4:52,1,10,DAL 9,0,7,Marion Barber right tackle for 1 yard (tackle by Antonio Smith),-0.380,-0.710
2,4:12,2,9,DAL 10,0,7,Tony Romo pass incomplete,-0.710,-1.300
,,,,,,,"DAL challenged the fumble ruling, and the original play was overturned.",,
2,4:04,3,9,DAL 10,0,7,Tony Romo pass complete short left to Patrick Crayton for 24 yards (tackle by Antrel Rolle),-1.300,1.200
2,3:20,1,10,DAL 34,0,7,"Penalty on Jason Witten: False Start, 5 yards (no play)",1.200,0.870
2,3:05,1,15,DAL 29,0,7,Tony Romo pass complete short left to Tony Curtis for 4 yards (tackle by Roderick Hood),0.870,0.520
2,2:23,2,11,DAL 33,0,7,"Marion Barber up the middle for 6 yards (tackle by Karlos Dansby). Penalty on Marc Colombo: Offensive Holding, 10 yards (no play)",0.520,-0.830
2,2:00,2,21,DAL 23,0,7,Tony Romo pass complete short left to Marion Barber for 19 yards (tackle by Karlos Dansby),-0.830,1.030
2,1:18,3,2,DAL 42,0,7,Tony Romo pass complete short left to Marion Barber for 3 yards (tackle by Karlos Dansby),1.030,1.930
2,1:10,,,,0,7,Timeout #1 by Dallas Cowboys,0.000,1.930
2,1:10,1,10,DAL 45,6,7,"Tony Romo pass complete short middle to Patrick Crayton for 55 yards, touchdown",1.930,7.000
2,,,,ARI 2,7,7,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,7,7,--,0.000,-3.780
2,0:56,1,10,ARI 27,7,7,Tony Romo pass incomplete deep middle intended for Miles Austin,3.780,3.230
2,0:51,2,10,ARI 27,7,7,Tony Romo pass complete short left to Terrell Owens for 9 yards (tackle by Roderick Hood),3.230,3.840
2,0:22,3,1,ARI 18,7,7,Tony Romo pass incomplete short left intended for Terrell Owens (defended by Roderick Hood),3.840,2.400
2,0:18,4,1,ARI 18,7,7,Nick Folk 37 yard field goal no good,2.400,-0.740
2,0:12,1,10,ARI 27,7,7,Kurt Warner kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,7,7,"Neil Rackers kicks off 69 yards, returned by Felix Jones for 22 yards (tackle by Ralph Brown)",0.000,0.480
3,14:54,1,10,DAL 23,7,7,Marion Barber right tackle for 3 yards (tackle by Antonio Smith),0.480,0.340
3,14:16,2,7,DAL 26,7,7,Tony Romo pass complete short right to Terrell Owens for 9 yards,0.340,1.270
3,13:38,1,10,DAL 35,7,7,Marion Barber for 2 yards (tackle by Adrian Wilson),1.270,0.990
3,13:10,2,8,DAL 37,7,7,Tony Romo pass complete short right to Terrell Owens for 10 yards (tackle by Roderick Hood),0.990,2.060
3,12:28,1,10,DAL 47,7,7,"Tony Romo pass complete short middle to Marion Barber for 1 yard (tackle by Calais Campbell). Marion Barber fumbles (forced by Calais Campbell), recovered by Marc Colombo at ARI-49",2.060,2.060
3,11:50,2,6,ARI 49,7,7,Felix Jones for 14 yards (tackle by Karlos Dansby),2.060,3.250
3,11:20,1,10,ARI 35,7,7,Tony Romo pass complete short left to Terrell Owens for 8 yards (tackle by Roderick Hood),3.250,3.780
3,10:46,2,2,ARI 27,7,7,Marion Barber right tackle for 1 yard (tackle by Gerald Hayes),3.780,3.200
3,10:07,3,1,ARI 26,7,7,"Penalty on Jason Witten: False Start, 4 yards (no play)",3.200,2.680
3,9:41,,,,7,7,Timeout #1 by Dallas Cowboys,0.000,2.680
3,9:41,3,5,ARI 30,7,7,Tony Romo pass complete short middle to Jason Witten for 10 yards (tackle by Antrel Rolle),2.680,4.240
3,9:06,1,10,ARI 20,7,7,Marion Barber up the middle for 6 yards (tackle by Antrel Rolle),4.240,4.640
3,8:24,2,4,ARI 14,7,7,Tony Romo pass incomplete short left intended for Martellus Bennett,4.640,3.890
3,8:17,3,4,ARI 14,13,7,"Tony Romo pass complete short left to Miles Austin for 14 yards, touchdown",3.890,7.000
3,,,,,13,7,"Penalty on Cory Procter: False Start, 5 yards (no play)",0.000,0.000
3,,,,ARI 2,14,7,Nick Folk kicks extra point good,0.000,0.000
3,,,,DAL 30,14,7,Nick Folk kicks off 30 yards,0.000,1.600
3,8:11,1,10,ARI 40,14,7,"Penalty on Lyle Sendlein: False Start, 5 yards (no play)",1.600,1.270
3,8:04,1,15,ARI 35,14,7,Edgerrin James left tackle for 3 yards (tackle by DeMarcus Ware and Chris L. Canty),1.270,0.780
3,7:31,2,12,ARI 38,14,7,Kurt Warner pass incomplete short right intended for Edgerrin James,0.780,0.100
3,7:31,3,12,ARI 38,14,7,"Penalty on Levi Brown: False Start, 5 yards (no play)",0.100,-0.560
3,7:27,3,17,ARI 33,14,7,Kurt Warner pass complete short left to Tim Hightower for 17 yards (tackle by Courtney L. Brown),-0.560,2.260
3,7:06,1,10,,14,7,Tim Hightower right tackle for 4 yards (tackle by Marcus R. Spears and Bradie James),2.260,2.250
3,6:40,2,6,DAL 46,14,7,Kurt Warner pass incomplete short left intended for Tim Hightower (defended by Bradie James),2.250,1.550
3,6:33,3,6,DAL 46,14,7,Kurt Warner pass complete short middle to Steve Breaston for 22 yards (tackle by Anthony Henry),1.550,3.970
3,5:44,1,10,DAL 24,14,7,Kurt Warner pass complete short left to J.J. Arrington for 10 yards (tackle by Bradie James),3.970,4.650
3,5:18,1,10,DAL 14,14,7,Kurt Warner pass complete short right to Tim Hightower for 5 yards (tackle by Zach Thomas),4.650,4.900
3,4:32,2,5,DAL 9,14,7,"Kurt Warner pass complete short right to Steve Breaston for no gain. Penalty on Marcus R. Spears: Defensive Offside, 4 yards (no play)",4.900,5.670
3,4:11,2,1,DAL 5,14,7,Kurt Warner pass incomplete short right intended for Larry Fitzgerald,5.670,4.960
,,,,,,,"DAL challenged the pass completion ruling, and the original play was overturned.",,
3,4:05,3,1,DAL 5,14,7,Tim Hightower left tackle for 3 yards (tackle by Bradie James and Anthony Henry),4.960,6.740
3,3:26,1,2,DAL 2,14,13,"Kurt Warner pass complete short right to Larry Fitzgerald for 2 yards, touchdown",6.740,7.000
3,,,,DAL 2,14,14,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,14,14,"Neil Rackers kicks onside 16 yards, recovered by Tashard Choice",0.000,2.520
3,3:20,1,10,ARI 46,14,14,Marion Barber up the middle for 8 yards (tackle by Travis LaBoy),2.520,3.060
3,2:49,2,2,ARI 38,14,14,Terrell Owens right end for 6 yards (tackle by Antrel Rolle),3.060,3.450
3,2:17,1,10,ARI 32,14,14,Tony Romo pass incomplete short middle intended for Marion Barber,3.450,2.900
3,2:11,2,10,ARI 32,14,14,Marion Barber up the middle for 1 yard (tackle by Gerald Hayes),2.900,2.340
3,1:27,3,9,ARI 31,14,14,"Tony Romo for no gain. Tony Romo fumbles, recovered by Tony Romo at ARI-47",2.340,0.130
3,1:01,4,25,ARI 47,14,14,"Mat McBriar punts 37 yards, returned by Steve Breaston for 1 yard (tackle by L.P. Ladouceur)",0.130,0.370
3,0:42,1,10,ARI 11,14,14,"Kurt Warner pass complete short left to Larry Fitzgerald for 7 yards (tackle by Zach Thomas). Penalty on Steve Breaston: Illegal Formation, 5 yards (no play)",-0.370,-0.570
3,0:23,1,15,ARI 6,14,14,Kurt Warner pass complete deep left to Steve Breaston for 17 yards (tackle by Anthony Henry),-0.570,0.480
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 23,14,14,Kurt Warner pass complete deep left to Larry Fitzgerald for 39 yards (tackle by Anthony Henry),0.480,3.050
4,14:10,1,10,DAL 38,14,14,Kurt Warner pass complete short left to Steve Breaston for 9 yards (tackle by DeMarcus Ware),3.050,3.720
4,13:42,2,1,DAL 29,14,14,Edgerrin James right tackle for 8 yards (tackle by Marcus R. Spears and Greg Ellis),3.720,4.170
4,12:58,1,10,DAL 21,14,14,Edgerrin James right tackle for 3 yards (tackle by Greg Ellis and Bradie James),4.170,4.040
4,12:18,2,7,DAL 18,14,14,Kurt Warner pass complete short middle to Leonard Pope for 6 yards (tackle by Ken Hamlin),4.040,4.490
4,11:34,3,1,DAL 12,14,14,Tim Hightower up the middle for 1 yard (tackle by Tank Johnson and Kevin Burnett),4.490,4.840
4,10:49,1,10,DAL 11,14,20,"Kurt Warner pass complete short left to Steve Breaston for 11 yards, touchdown",4.840,7.000
4,,,,DAL 2,14,21,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,14,21,"Neil Rackers kicks off 69 yards, returned by Miles Austin for 32 yards (tackle by Neil Rackers)",0.000,1.140
4,10:37,1,10,DAL 33,14,21,Tony Romo pass complete short right to Marion Barber for no gain,1.140,0.590
4,9:53,2,10,DAL 33,14,21,Marion Barber left tackle for -2 yards (tackle by Chike Okeafor and Darnell Dockett),0.590,-0.360
4,9:10,3,12,DAL 31,14,21,Tony Romo pass complete short left to Marion Barber for 8 yards (tackle by Ralph Brown),-0.360,-0.780
4,8:27,4,4,DAL 39,14,21,"Mat McBriar punts 52 yards, returned by Steve Breaston for 15 yards (tackle by Tony Curtis). Penalty on Courtney L. Brown: Illegal Block Above the Waist, 10 yards",-0.780,-1.200
4,8:15,1,10,ARI 34,14,21,Kurt Warner pass complete short left to Early Doucet for 3 yards (tackle by DeMarcus Ware),1.200,1.060
4,7:36,2,7,ARI 37,14,21,Kurt Warner pass complete short left to Tim Hightower for 5 yards (tackle by Chris L. Canty),1.060,1.030
4,6:51,3,2,ARI 42,14,21,"Penalty on Jerheme Urban: False Start, 5 yards (no play)",1.030,0.370
4,6:48,3,7,ARI 37,14,21,Kurt Warner pass complete short left to Larry Fitzgerald for 16 yards (tackle by Pacman Jones),0.370,2.460
4,6:05,1,10,DAL 47,14,21,Tim Hightower up the middle for 7 yards (tackle by Zach Thomas and Keith Davis),2.460,2.860
4,5:22,2,3,DAL 40,14,21,Kurt Warner pass complete short left to Larry Fitzgerald for 12 yards (tackle by Orlando Scandrick),2.860,3.710
4,4:58,1,10,DAL 28,14,21,Tim Hightower right end for 2 yards (tackle by Pacman Jones),3.710,3.440
4,4:18,2,8,DAL 26,14,21,Kurt Warner pass complete short middle to Steve Breaston for 3 yards (tackle by Zach Thomas),3.440,3.140
4,3:35,3,5,DAL 23,14,21,Kurt Warner pass incomplete short middle intended for Jerheme Urban,3.140,1.980
4,3:21,4,5,DAL 23,14,24,Neil Rackers 41 yard field goal good,1.980,3.000
4,,,,ARI 30,14,24,"Neil Rackers kicks off 72 yards, returned by Miles Austin for 25 yards (tackle by Sean Morey)",0.000,0.480
4,3:12,1,10,DAL 23,14,24,Tony Romo pass complete short middle to Jason Witten for 6 yards (tackle by Adrian Wilson),0.480,0.740
4,2:51,2,4,DAL 29,14,24,Tony Romo pass complete short left to Marion Barber for 6 yards (tackle by Calais Campbell),0.740,1.270
4,2:30,1,10,DAL 35,14,24,"Tony Romo pass incomplete short middle intended for Patrick Crayton (defended by Bertrand Berry). Penalty on Flozell Adams: Offensive Holding, 10 yards (no play)",1.270,0.610
4,2:23,1,20,DAL 25,14,24,Tony Romo pass incomplete deep right intended for Miles Austin,0.610,-0.630
4,2:17,2,20,DAL 25,14,24,"Penalty on Darnell Dockett: Encroachment, 5 yards (no play)",-0.630,0.050
4,2:17,2,15,DAL 30,20,24,"Tony Romo pass complete short left to Marion Barber for 70 yards, touchdown. Penalty on Leonard Davis: Taunting, 15 yards",0.050,7.000
4,,,,ARI 2,21,24,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 15,21,24,"Nick Folk kicks off 50 yards, returned by Sean Morey for 8 yards (tackle by Sam Hurd)",0.000,1.800
4,1:56,1,10,ARI 43,21,24,Tim Hightower right tackle for 1 yard (tackle by Greg Ellis),1.800,1.390
4,1:51,,,,21,24,Timeout #2 by Dallas Cowboys,0.000,1.390
4,1:51,2,9,ARI 44,21,24,Tim Hightower left end for 2 yards (tackle by DeMarcus Ware),1.390,0.960
4,1:44,,,,21,24,Timeout #3 by Dallas Cowboys,0.000,0.960
4,1:44,3,7,ARI 46,21,24,Kurt Warner sacked by DeMarcus Ware for -10 yards,0.960,-0.980
4,1:01,,,,21,24,Timeout #1 by Arizona Cardinals,0.000,-0.980
4,1:01,4,17,ARI 36,21,24,"Dirk Johnson punts 43 yards, returned by Pacman Jones for 11 yards (tackle by Sean Morey)",-0.980,-1.070
4,0:50,1,10,DAL 32,21,24,"Tony Romo pass incomplete short right intended for Jason Witten. Penalty on Leonard Davis: Offensive Holding, 10 yards (no play)",1.070,0.410
4,0:46,1,20,DAL 22,21,24,Tony Romo pass complete short left to Marion Barber for 4 yards (tackle by Matt Ware),0.410,-0.280
4,0:38,2,16,DAL 26,21,24,Tony Romo pass incomplete short left intended for Patrick Crayton (defended by Adrian Wilson),-0.280,-0.960
4,0:32,3,16,DAL 26,21,24,"Tony Romo pass complete short middle to Jason Witten for 8 yards (tackle by Karlos Dansby). Penalty on Chike Okeafor: Defensive Offside, 5 yards (no play)",-0.960,-0.290
4,0:22,3,11,DAL 31,21,24,Tony Romo pass complete deep left to Jason Witten for 30 yards (tackle by Karlos Dansby),-0.290,2.980
4,0:04,1,10,ARI 39,21,24,"Tony Romo spiked the ball. Penalty on Travis LaBoy: Defensive Offside, 5 yards (no play)",2.980,3.710
4,0:04,,,,21,24,Timeout #2 by Arizona Cardinals,0.000,3.710
4,0:04,1,5,ARI 34,24,24,Nick Folk 52 yard field goal good,3.710,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the overtime kickoff.",,
OT,,,,ARI 30,24,24,"Neil Rackers kicks off 73 yards, returned by Miles Austin for 25 yards (tackle by Monty Beisel)",0.000,0.410
OT,14:56,1,10,DAL 22,24,24,"Tony Romo sacked by Chike Okeafor for -7 yards. Tony Romo fumbles (forced by Chike Okeafor), recovered by Tony Romo at DAL-15",0.410,-1.210
OT,14:16,2,17,DAL 15,24,24,Tony Romo pass incomplete short left intended for Terrell Owens,-1.210,-2.050
OT,14:11,3,17,DAL 15,24,24,Tony Romo pass incomplete deep left intended for Terrell Owens,-2.050,-2.440
OT,14:05,4,17,DAL 15,24,30,"Mat McBriar punts no gain, touchdown. Penalty on Bobby Carpenter: Ineligible Downfield Kick (Declined)",-2.440,-6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
