Quarter,Time,Tm,Detail,NYG,DAL
1.0,12:52,Cowboys,Billy Cundiff 24 yard field goal,0,3
,9:03,Giants,Matt Bryant 45 yard field goal,3,3
,2:22,Cowboys,Jason Witten 36 yard pass from Quincy Carter (Billy Cundiff kick),3,10
2.0,0:00,Cowboys,Billy Cundiff 42 yard field goal,3,13
3.0,10:03,Cowboys,Billy Cundiff 21 yard field goal,3,16
4.0,11:23,Cowboys,Billy Cundiff 49 yard field goal,3,19
