Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
1,7:24,3,9,MIA 36,0,7,Jay Fiedler pass complete to Randy McMichael for 8 yards (tackle by Aaron Schobel),0.170,-0.460
,,,,,,,"MIA challenged the ruling, and the play was upheld.",,
1,6:33,4,1,MIA 44,0,7,Matt Turk punts 25 yards,-0.460,-1.000
1,6:27,1,10,BUF 31,0,7,Drew Bledsoe pass complete to Eric Moulds for 17 yards (tackle by Patrick Surtain),1.000,2.130
1,5:42,1,10,BUF 48,0,7,Drew Bledsoe pass incomplete intended for Mark Campbell,2.130,1.580
1,5:36,2,10,BUF 48,0,7,Eric Moulds right end for 4 yards (tackle by Junior Seau and Sammy Knight),1.580,1.420
1,4:43,3,6,MIA 48,0,7,Drew Bledsoe pass incomplete intended for Eric Moulds,1.420,0.070
1,4:43,4,6,MIA 48,0,7,"Penalty on Kevin Thomas: False Start, 5 yards (no play)",0.070,-0.260
1,4:43,4,11,BUF 47,0,7,"Brian Moorman punts 53 yards, touchback",-0.260,-0.280
1,4:34,1,10,MIA 20,0,7,Sammy Morris right tackle for 3 yards (tackle by Takeo Spikes and Terrence McGee),0.280,0.140
1,3:54,2,7,MIA 23,0,7,Jay Fiedler pass incomplete intended for Randy McMichael,0.140,-0.560
1,3:49,3,7,MIA 23,0,7,Jay Fiedler pass complete to Sammy Morris for 24 yards (tackle by Terrence McGee),-0.560,2.060
1,3:04,1,10,MIA 47,0,7,"Chris Chambers for 3 yards (tackle by London Fletcher). Penalty on Seth McKinney: Unnecessary Roughness, 15 yards",2.060,1.270
1,2:33,1,22,MIA 35,0,7,Jay Fiedler pass complete to Chris Chambers for 5 yards (tackle by Nate Clements),1.270,0.570
1,1:49,2,17,MIA 40,0,7,"Jay Fiedler pass incomplete intended for Chris Chambers (defended by London Fletcher). Penalty on London Fletcher: Defensive Pass Interference, 5 yards (no play)",0.570,1.930
1,1:43,1,10,MIA 45,0,7,Sammy Morris up the middle for 14 yards (tackle by Nate Clements),1.930,2.850
1,1:03,1,10,BUF 41,0,7,Sammy Morris up the middle for 6 yards (tackle by London Fletcher and Nate Clements),2.850,3.120
1,0:23,2,4,BUF 35,0,7,Sammy Morris left tackle for 5 yards (tackle by Terrence McGee and Izell Reese),3.120,3.580
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 30,0,7,Brock Forsey up the middle for 2 yards (tackle by Pierson Prioleau),3.580,3.300
2,14:22,2,8,BUF 28,0,7,Brock Forsey left end for -3 yards (tackle by Takeo Spikes and Aaron Schobel),3.300,2.210
2,13:37,3,11,BUF 31,0,7,"Jay Fiedler pass complete to Randy McMichael for 2 yards (tackle by Rashad Baker). Randy McMichael fumbles (forced by Rashad Baker), recovered by Randy McMichael at BUF-29",2.210,1.500
2,12:52,4,9,BUF 29,3,7,Matt Bryant 47 yard field goal good,1.500,3.000
2,,,,MIA 30,3,7,"Matt Bryant kicks off 56 yards, returned by London Fletcher for 23 yards (tackle by Eddie Moore)",0.000,1.400
2,12:44,1,10,BUF 37,3,7,Willis McGahee up the middle for 7 yards (tackle by Zach Thomas and Jay Williams),1.400,1.800
2,12:12,2,3,BUF 44,3,7,Willis McGahee up the middle for 2 yards (tackle by Zach Thomas),1.800,1.360
2,12:12,3,1,BUF 46,3,7,Drew Bledsoe pass complete to Eric Moulds for 16 yards (tackle by Antuan Edwards),1.360,3.050
2,10:58,1,10,MIA 38,3,7,Willis McGahee left guard for 5 yards (tackle by Bryan Robinson and Sammy Knight),3.050,3.180
2,10:14,2,5,MIA 33,3,7,Drew Bledsoe pass incomplete intended for Eric Moulds,3.180,2.480
2,10:07,3,5,MIA 33,3,7,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Antuan Edwards). Penalty on Mike D. Williams: Offensive Holding (Declined),2.480,1.170
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
2,9:59,4,5,MIA 33,3,7,Drew Bledsoe pass complete to Willis McGahee for 9 yards (tackle by Junior Seau),1.170,3.970
2,9:21,1,10,MIA 24,3,7,Willis McGahee right end for no gain (tackle by Zach Thomas and Morlon Greenwood),3.970,3.430
2,8:45,2,10,MIA 24,3,7,Drew Bledsoe pass incomplete intended for Mark Campbell (defended by Zach Thomas),3.430,2.740
2,8:39,3,10,MIA 24,3,7,"Drew Bledsoe up the middle for 11 yards (tackle by Zach Thomas). Penalty on Mark Campbell: Offensive Holding, 10 yards (no play)",2.740,1.420
2,8:10,3,20,MIA 34,3,7,Drew Bledsoe pass complete to Willis McGahee for 9 yards (tackle by Sammy Knight),1.420,1.800
2,7:20,4,11,MIA 25,3,7,Rian Lindell 43 yard field goal no good,1.800,-1.140
2,7:12,1,10,MIA 33,3,7,Jay Fiedler pass incomplete intended for Randy McMichael,1.140,0.590
2,7:07,2,10,MIA 33,3,7,Jay Fiedler pass complete to Sammy Morris for 4 yards (tackle by Pierson Prioleau),0.590,0.430
2,6:26,3,6,MIA 37,3,7,Jay Fiedler pass complete to Chris Chambers for 7 yards,0.430,1.860
2,5:40,1,10,MIA 44,3,7,Jay Fiedler sacked by Ron Edwards for -6 yards,1.860,0.510
2,5:00,2,16,MIA 38,3,7,Sammy Morris up the middle for 7 yards (tackle by Aaron Schobel),0.510,0.760
2,4:17,3,9,MIA 45,3,7,Jay Fiedler pass incomplete intended for Derrius Thompson (defended by Nate Clements),0.760,-0.390
2,4:11,4,9,MIA 45,3,7,"Matt Turk punts 55 yards, touchback. Penalty on Kevin Thomas: Offensive Holding, 10 yards",-0.390,0.380
2,4:02,1,10,BUF 10,3,7,Drew Bledsoe sacked by David Bowens for -8 yards,-0.380,-1.360
2,3:30,2,18,BUF 2,3,7,Willis McGahee up the middle for 1 yard (tackle by David Bowens),-1.360,-2.240
2,2:53,3,17,BUF 3,3,7,Willis McGahee right tackle for 9 yards (tackle by Zach Thomas and Antuan Edwards),-2.240,-2.490
2,2:18,4,8,BUF 12,3,7,"Brian Moorman punts 47 yards, muffed catch by Wes Welker, recovered by Wes Welker and returned for 5 yards (tackle by Pierson Prioleau)",-2.490,-1.990
2,2:07,1,10,MIA 46,3,7,Sammy Morris up the middle for 8 yards (tackle by Aaron Schobel),1.990,2.530
2,2:00,2,2,BUF 46,3,7,Sammy Morris up the middle for 11 yards (tackle by Chris Kelsay and Izell Reese),2.530,3.250
2,1:28,1,10,BUF 35,3,7,Jay Fiedler pass incomplete intended for Randy McMichael (defended by Takeo Spikes),3.250,2.700
2,1:23,2,10,BUF 35,3,7,Jay Fiedler pass complete to Chris Chambers for 11 yards (tackle by Terrence McGee),2.700,3.970
2,1:02,1,10,BUF 24,3,7,Jay Fiedler pass incomplete intended for Randy McMichael (defended by Takeo Spikes),3.970,3.430
2,0:58,2,10,BUF 24,9,7,"Jay Fiedler pass complete to Derrius Thompson for 24 yards, touchdown",3.430,7.000
2,,,,BUF 2,10,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,MIA 30,10,7,"Matt Bryant kicks off 64 yards, returned by Terrence McGee for 17 yards (tackle by Arturo Freeman). Penalty on Aaron Schobel: Offensive Holding, 10 yards",0.000,-0.320
2,0:42,1,10,BUF 13,10,7,Willis McGahee right end for 5 yards (tackle by Dario Romero),-0.320,-0.140
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,10,7,"Matt Bryant kicks off 44 yards, returned by Ryan Neufeld for 3 yards",,
3,14:59,1,10,BUF 29,10,7,Willis McGahee right end for 4 yards (tackle by Patrick Surtain),0.870,0.870
3,14:24,2,6,BUF 33,10,7,Drew Bledsoe pass complete to Eric Moulds for 13 yards (tackle by Reggie Howard). Penalty on Reggie Howard: Defensive Holding (Declined),0.870,1.990
3,13:51,1,10,BUF 46,10,7,Drew Bledsoe pass complete to Lee Evans for 12 yards (tackle by Reggie Howard),1.990,2.790
3,13:13,1,10,MIA 42,10,7,Drew Bledsoe pass incomplete intended for Lee Evans,2.790,2.240
3,13:07,2,10,MIA 42,10,7,Willis McGahee left tackle for 6 yards (tackle by Antuan Edwards and Jeff Zgonina),2.240,2.340
3,12:22,3,4,MIA 36,10,7,"Drew Bledsoe pass incomplete intended for Lee Evans is intercepted by Antuan Edwards at MIA-17 and returned for 8 yards (tackle by Josh Reed). Penalty on Sam Madison: Illegal Contact, 5 yards (no play)",2.340,3.510
3,12:11,1,10,MIA 31,10,7,Willis McGahee up the middle for 6 yards (tackle by Zach Thomas and Junior Seau),3.510,3.780
3,11:33,2,4,MIA 25,10,7,Drew Bledsoe pass incomplete intended for Willis McGahee,3.780,3.070
3,11:28,,,,10,7,Timeout #1 by Miami Dolphins,0.000,3.070
3,11:28,3,4,MIA 25,10,7,Drew Bledsoe pass incomplete intended for Sam Aiken,3.070,1.880
3,11:23,4,4,MIA 25,10,10,Rian Lindell 43 yard field goal good,1.880,3.000
3,,,,BUF 30,10,10,"Rian Lindell kicks off 63 yards, returned by Wes Welker for 17 yards (tackle by Chris Kelsay)",0.000,0.540
3,11:10,1,10,MIA 24,10,10,Sammy Morris up the middle for 2 yards (tackle by Pierson Prioleau and Ryan Denney),0.540,0.270
3,10:35,2,8,MIA 26,10,10,Sammy Morris right tackle for 2 yards (tackle by Ryan Denney),0.270,-0.160
3,9:51,3,6,MIA 28,10,10,Jay Fiedler sacked by Ron Edwards for -7 yards,-0.160,-1.960
3,9:22,4,13,MIA 21,10,10,"Matt Turk punts 23 yards, returned by Nate Clements for 7 yards (tackle by Ed Perry)",-1.960,-3.120
3,9:12,1,10,MIA 37,10,10,Drew Bledsoe pass incomplete intended for Lee Evans,3.120,2.570
3,9:04,2,10,MIA 37,10,10,Drew Bledsoe pass complete to Eric Moulds for 30 yards (tackle by Reggie Howard),2.570,5.600
3,8:44,1,7,MIA 7,10,10,Willis McGahee up the middle for 2 yards (tackle by Tim Bowens),5.600,5.150
3,7:48,2,5,MIA 5,10,16,"Drew Bledsoe pass complete to Mark Campbell for 5 yards, touchdown",5.150,7.000
3,,,,MIA 2,10,17,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,10,17,"Rian Lindell kicks off 57 yards, returned by Wes Welker for 21 yards (tackle by Tim Euhus)",0.000,1.200
3,7:37,1,10,MIA 34,10,17,Jay Fiedler pass incomplete intended for Randy McMichael (defended by Chris Kelsay),1.200,0.660
3,7:32,2,10,MIA 34,10,17,Jay Fiedler pass incomplete intended for Chris Chambers (defended by London Fletcher),0.660,-0.030
3,7:27,3,10,MIA 34,10,17,Jay Fiedler pass complete to Randy McMichael for 24 yards (tackle by Ron Edwards),-0.030,2.790
3,6:36,1,10,BUF 42,10,17,Sammy Morris up the middle for no gain (tackle by Pat Williams and Jeff Posey),2.790,2.240
3,6:08,2,10,BUF 42,10,17,Jay Fiedler pass complete to Rob Konrad for 3 yards (tackle by Terrence McGee),2.240,1.950
3,5:22,3,7,BUF 39,10,17,Jay Fiedler up the middle for 10 yards (tackle by Rashad Baker),1.950,3.640
3,4:45,1,10,BUF 29,10,17,Sammy Morris up the middle for 5 yards (tackle by London Fletcher),3.640,3.780
3,4:06,2,5,BUF 24,10,17,Brock Forsey up the middle for 2 yards (tackle by Pat Williams and London Fletcher),3.780,3.340
3,3:23,3,3,BUF 22,10,17,Jay Fiedler pass complete to Marty Booker for 10 yards (tackle by Terrence McGee),3.340,4.780
3,2:56,1,10,BUF 12,10,17,Brock Forsey up the middle for 6 yards (tackle by Ron Edwards and Izell Reese),4.780,5.210
3,2:19,2,4,BUF 6,10,17,"Brock Forsey up the middle for no gain (tackle by London Fletcher). Brock Forsey fumbles (forced by London Fletcher), recovered by Seth McKinney at BUF-6",5.210,4.380
3,1:33,3,4,BUF 6,10,17,"Jay Fiedler pass incomplete intended for Chris Chambers. Penalty on Izell Reese: Defensive Pass Interference, 5 yards (no play)",4.380,6.970
3,1:26,1,1,BUF 1,10,17,Sammy Morris left tackle for -1 yards (tackle by Pat Williams),6.970,5.720
3,0:46,2,2,BUF 2,10,17,Jay Fiedler sacked by Aaron Schobel and Pat Williams for -5 yards,5.720,3.810
3,0:30,,,,10,17,Timeout #1 by Buffalo Bills,0.000,3.810
3,0:30,3,7,BUF 7,10,17,Jay Fiedler sacked by Aaron Schobel for -2 yards,3.810,2.830
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,BUF 9,13,17,Matt Bryant 28 yard field goal good,2.830,3.000
4,,,,MIA 30,13,17,"Matt Bryant kicks off 74 yards, returned by Terrence McGee for 30 yards (tackle by Morlon Greenwood)",0.000,0.670
4,14:45,1,10,BUF 26,13,17,Willis McGahee right guard for 4 yards (tackle by Zach Thomas and Junior Seau),0.670,0.670
4,14:12,2,6,BUF 30,13,17,Drew Bledsoe pass complete to Mark Campbell for 19 yards (tackle by Antuan Edwards),0.670,2.190
4,13:17,1,10,BUF 49,13,17,Drew Bledsoe pass incomplete intended for Tim Euhus,2.190,1.650
4,13:14,2,10,BUF 49,13,17,Willis McGahee left tackle for 1 yard (tackle by Jay Williams),1.650,1.090
4,12:40,3,9,BUF 50,13,17,Drew Bledsoe pass complete to Lee Evans for 20 yards (tackle by Reggie Howard),1.090,3.580
4,11:57,1,10,MIA 30,13,17,Willis McGahee up the middle for 8 yards (tackle by Antuan Edwards and Morlon Greenwood),3.580,4.110
4,11:11,2,2,MIA 22,13,17,Willis McGahee up the middle for 3 yards (tackle by Junior Seau),4.110,4.310
4,10:27,1,10,MIA 19,13,17,Joe Burns up the middle for 4 yards (tackle by Zach Thomas and Antuan Edwards),4.310,4.350
4,9:48,2,6,MIA 15,13,17,Drew Bledsoe pass incomplete intended for Willis McGahee,4.350,3.580
4,9:44,3,6,MIA 15,13,17,"Drew Bledsoe pass complete to Willis McGahee for 13 yards (tackle by Antuan Edwards). Penalty on Antuan Edwards: Unnecessary Roughness, 1 yards",3.580,6.970
4,9:22,1,1,MIA 1,13,17,Willis McGahee right guard for no gain (tackle by Junior Seau and Zach Thomas),6.970,5.910
4,8:51,2,1,MIA 1,13,17,Drew Bledsoe pass incomplete intended for Mark Campbell,5.910,5.170
4,8:45,3,1,MIA 1,13,17,Willis McGahee right end for -1 yards (tackle by Zach Thomas),5.170,3.250
4,8:45,4,2,MIA 2,13,20,Rian Lindell 20 yard field goal good,3.250,3.000
4,,,,BUF 30,13,20,Rian Lindell kicks off 67 yards,0.000,1.600
4,7:57,1,10,MIA 40,13,20,Jay Fiedler pass incomplete intended for Marty Booker,1.600,1.050
4,7:52,2,10,MIA 40,13,20,Sammy Morris up the middle for 2 yards (tackle by Pierson Prioleau and Ryan Denney),1.050,0.630
4,7:10,3,8,MIA 42,13,20,"Jay Fiedler sacked by Aaron Schobel for -11 yards. Jay Fiedler fumbles (forced by Aaron Schobel), recovered by Vernon Carey at MIA-27",0.630,-1.570
4,6:29,4,23,MIA 27,13,20,Matt Turk punts 67 yards,-1.570,0.380
4,6:22,1,10,BUF 6,13,20,Willis McGahee right end for 1 yard (tackle by Zach Thomas and Patrick Surtain),-0.380,-0.710
4,5:49,2,9,BUF 7,13,20,Drew Bledsoe pass complete to Mark Campbell for 6 yards (tackle by Sam Madison),-0.710,-0.600
4,5:10,3,3,BUF 13,13,20,Willis McGahee left tackle for 4 yards (tackle by Junior Seau and Sammy Knight),-0.600,-0.060
4,4:25,1,10,BUF 17,13,20,Willis McGahee up the middle for 5 yards (tackle by Junior Seau and Jeff Zgonina),-0.060,0.210
4,3:37,2,5,BUF 22,13,20,Drew Bledsoe pass complete to Eric Moulds for 23 yards (tackle by Reggie Howard),0.210,1.930
4,2:49,1,10,BUF 45,13,20,Joe Burns up the middle for 2 yards (tackle by Sammy Knight),1.930,1.650
4,2:05,2,8,BUF 47,13,20,Joe Burns left end for 16 yards (tackle by Patrick Surtain),1.650,3.120
4,1:58,1,10,MIA 37,13,20,Willis McGahee right tackle for 31 yards (tackle by Morlon Greenwood),3.120,5.830
4,1:50,,,,13,20,Timeout #2 by Miami Dolphins,0.000,5.830
4,1:50,1,6,MIA 6,13,20,Willis McGahee right end for 2 yards (tackle by Sammy Knight),5.830,5.340
4,1:44,,,,13,20,Timeout #3 by Miami Dolphins,0.000,5.340
4,1:44,2,4,MIA 4,13,20,Joe Burns right guard for no gain (tackle by Zach Thomas),5.340,4.490
4,1:00,3,4,MIA 4,13,20,Willis McGahee up the middle for 3 yards (tackle by Tim Bowens),4.490,3.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
