Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,WAS 30,0,0,"Graham Gano kicks off 62 yards, returned by Bryan McCann for 38 yards (tackle by H.B. Blades)",0.000,1.990
1,14:51,1,10,DAL 46,0,0,Jon Kitna pass complete short right to Chris Gronkowski for 12 yards (tackle by Reed Doughty and Brian Orakpo),1.990,2.790
1,14:12,1,10,WAS 42,0,0,Felix Jones right tackle for 11 yards (tackle by Reed Doughty),2.790,3.510
1,13:32,1,10,WAS 31,0,0,Jon Kitna pass complete short left to Jason Witten for 9 yards (tackle by Rocky McIntosh),3.510,4.180
1,12:55,2,1,WAS 22,0,0,Felix Jones right guard for 2 yards (tackle by Anthony Bryant),4.180,4.240
1,12:12,1,10,WAS 20,0,0,Jon Kitna pass incomplete short right intended for Miles Austin,4.240,3.690
1,12:07,2,10,WAS 20,0,0,Felix Jones right tackle for no gain (tackle by Carlos Rogers),3.690,3.010
1,11:24,3,10,WAS 20,0,0,Jon Kitna sacked by Reed Doughty for -4 yards,3.010,1.870
1,10:52,4,14,WAS 24,0,3,David Buehler 42 yard field goal good,1.870,3.000
1,,,,DAL 30,0,3,"David Buehler kicks off 69 yards, returned by Brandon Banks for 12 yards (tackle by Danny McCray)",0.000,-0.320
1,10:42,1,10,WAS 13,0,3,Rex Grossman pass complete short right to Santana Moss for 6 yards (tackle by Bradie James),-0.320,0.030
1,10:09,2,4,WAS 19,0,3,Rex Grossman pass incomplete short right intended for Ryan Torain,0.030,-0.710
1,10:04,3,4,WAS 19,0,3,Rex Grossman pass incomplete deep left intended for Anthony Armstrong (defended by Orlando Scandrick),-0.710,-2.140
1,9:55,4,4,WAS 19,0,3,"Sam Paulescu punts 45 yards, muffed catch by Bryan McCann, recovered by Bryan McCann and returned for 31 yards (tackle by Sam Paulescu)",-2.140,-3.580
1,9:46,1,10,WAS 30,0,3,Jon Kitna pass complete short left to Jason Witten for 26 yards (tackle by London Fletcher and Reed Doughty),3.580,6.280
1,8:57,1,4,WAS 4,0,3,Felix Jones middle for 3 yards (tackle by London Fletcher),6.280,5.910
1,8:22,2,1,WAS 1,0,3,Jon Kitna pass incomplete short left intended for Miles Austin,5.910,5.170
1,8:22,3,1,WAS 1,0,3,"Penalty on Kyle Kosier: False Start, 5 yards (no play)",5.170,4.040
1,8:17,3,6,WAS 6,0,3,Jon Kitna middle for 5 yards (tackle by Carlos Rogers),4.040,3.550
1,7:34,4,1,WAS 1,0,3,Tashard Choice middle for -1 yards (tackle by London Fletcher and Rocky McIntosh),3.550,0.380
1,7:27,1,10,WAS 2,0,3,Rex Grossman pass complete deep middle to Santana Moss for 20 yards (tackle by Alan Ball),-0.380,0.410
1,6:57,1,10,WAS 22,0,3,Ryan Torain left tackle for 3 yards (tackle by Igor Olshansky and Anthony Spencer),0.410,0.270
1,6:28,2,7,WAS 25,0,3,Ryan Torain middle for 9 yards (tackle by Keith Brooking),0.270,1.200
1,5:53,1,10,WAS 34,0,3,Rex Grossman pass incomplete short right intended for Mike Sellers is intercepted by Gerald Sensabaugh at WAS-36 and returned for 9 yards,1.200,-3.780
1,5:43,1,10,WAS 27,0,3,Felix Jones right guard for 2 yards (tackle by Reed Doughty),3.780,3.500
1,4:58,2,8,WAS 25,0,3,Jon Kitna pass incomplete short left intended for Martellus Bennett,3.500,2.810
1,4:53,3,8,WAS 25,0,3,Jon Kitna pass complete short middle to Jason Witten for 22 yards (tackle by Kareem Moore),2.810,6.510
1,4:14,1,3,WAS 3,0,9,"Jon Kitna pass complete short right to Miles Austin for 3 yards, touchdown",6.510,7.000
1,,,,WAS 2,0,10,David Buehler kicks extra point good,0.000,0.000
1,,,,DAL 30,0,10,"David Buehler kicks off 79 yards, touchback",0.000,0.280
1,4:09,1,10,WAS 20,0,10,Ryan Torain middle for 3 yards (tackle by Gerald Sensabaugh),0.280,0.140
1,3:32,2,7,WAS 23,0,10,Rex Grossman sacked by Gerald Sensabaugh for -8 yards,0.140,-1.860
1,2:57,3,15,WAS 15,0,10,Rex Grossman pass complete short left to Santana Moss for 4 yards (tackle by DeMarcus Ware),-1.860,-2.140
1,2:25,4,11,WAS 19,0,10,Sam Paulescu punts 39 yards,-2.140,-3.250
1,2:17,1,10,WAS 35,0,10,Jon Kitna pass incomplete short middle intended for Jason Witten,3.250,2.700
1,2:12,2,10,WAS 35,0,10,Jon Kitna pass complete short left to Felix Jones for 15 yards (tackle by Adam Carriker),2.700,4.240
1,1:32,1,10,WAS 20,0,10,"Tashard Choice middle for 5 yards (tackle by Ma'ake Kemoeatu). Penalty on Adam Carriker: Defensive Offside, 5 yards (no play)",4.240,5.190
1,1:08,1,5,WAS 15,0,10,"Jon Kitna sacked by London Fletcher for -7 yards. Penalty on Doug Free: Illegal Block Above the , 10 yards (no play)",5.190,3.910
1,0:29,1,15,WAS 25,0,10,Jon Kitna pass incomplete deep left intended for Manuel Johnson,3.910,3.020
1,0:23,2,15,WAS 25,0,10,Tashard Choice left tackle for 2 yards (tackle by Kevin Barnes),3.020,2.610
Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,13,WAS 23,0,10,Jon Kitna pass complete short middle to Tashard Choice for 13 yards (tackle by Chris Wilson),2.610,4.910
2,14:19,1,10,WAS 10,0,10,Tashard Choice middle for 6 yards (tackle by Kevin Barnes and Rocky McIntosh),4.910,5.340
2,13:45,2,4,WAS 4,0,10,Tashard Choice middle for 2 yards (tackle by Adam Carriker and Anthony Bryant),5.340,4.950
2,13:01,3,2,WAS 2,0,10,Jon Kitna pass incomplete short left intended for Sam Hurd,4.950,3.250
2,12:55,4,2,WAS 2,0,13,David Buehler 20 yard field goal good,3.250,3.000
2,,,,DAL 30,0,13,"David Buehler kicks off 68 yards, returned by Brandon Banks for 20 yards (tackle by Sam Hurd)",0.000,0.410
2,12:44,1,10,WAS 22,0,13,Santana Moss right end for 7 yards (tackle by DeMarcus Ware),0.410,0.810
2,12:19,2,3,WAS 29,0,13,Rex Grossman pass incomplete (defended by Anthony Spencer),0.810,0.100
2,12:14,3,3,WAS 29,0,13,Rex Grossman pass complete deep middle to Anthony Armstrong for 19 yards (tackle by Orlando Scandrick),0.100,2.130
2,11:36,1,10,WAS 48,0,13,Rex Grossman pass complete deep right to Mike Sellers for 27 yards (tackle by Gerald Sensabaugh),2.130,3.910
2,11:09,1,10,DAL 25,0,13,Ryan Torain left tackle for 3 yards (tackle by Josh Brent),3.910,3.770
2,10:35,2,7,DAL 22,0,13,"Santana Moss left end for -8 yards (tackle by Brandon Williams). Penalty on Terence Newman: Unnecessary Roughness, 15 yards",3.770,4.580
2,10:16,1,10,DAL 15,0,13,Rex Grossman sacked by DeMarcus Ware for -4 yards,4.580,3.450
