Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zach Wilson,NYJ,5,36,0,2,31,6.2,5,1.0,0,
Dalvin Cook,NYJ,4,7,0,,-2,-0.5,9,2.3,2,2.0
Breece Hall,NYJ,4,9,0,,5,1.3,4,1.0,0,
Michael Carter,NYJ,2,8,0,1,5,2.5,3,1.5,0,
Ashtyn Davis,NYJ,1,4,0,1,0,0.0,4,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tony Pollard,DAL,25,72,0,3,17,0.7,55,2.2,1,25.0
Rico Dowdle,DAL,7,26,0,1,9,1.3,17,2.4,0,
Dak Prescott,DAL,6,14,0,2,-7,-1.2,21,3.5,0,
Deuce Vaughn,DAL,3,16,0,1,12,4.0,4,1.3,0,
KaVontae Turpin,DAL,2,6,0,1,2,1.0,4,2.0,1,2.0
Peyton Hendershot,DAL,1,0,0,,-2,-2.0,2,2.0,0,
