Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Rob Bironas kicks off 70 yards, returned by Marcus Thigpen for 29 yards (tackle by Patrick Bailey)",0.000,0.540
1,14:54,1,10,MIA 24,0,0,Ryan Tannehill pass complete short right to Reggie Bush for 8 yards (tackle by Colin McCarthy),0.540,1.080
1,14:10,2,2,MIA 32,0,0,Ryan Tannehill pass complete short right to Brian Hartline for 3 yards (tackle by Jason McCourty),1.080,1.270
1,13:34,1,10,MIA 35,0,0,Reggie Bush right guard for 6 yards (tackle by Coty Sensabaugh),1.270,1.530
1,13:00,2,4,MIA 41,0,0,Reggie Bush right tackle for 3 yards (tackle by Zach Brown),1.530,1.220
1,12:30,3,1,MIA 44,0,0,Jorvorskie Lane right guard for no gain (tackle by SenDerrick Marks),1.220,-0.460
1,11:49,4,1,MIA 44,0,0,"Brandon Fields punts 48 yards, returned by Darius Reynaud for 1 yard (tackle by Matt Moore)",-0.460,0.380
1,11:39,1,10,TEN 9,0,0,Chris Johnson left guard for 6 yards (tackle by Karlos Dansby),-0.380,-0.280
1,11:04,2,4,TEN 15,0,0,Jake Locker pass incomplete short right intended for Kenny Britt,-0.280,-0.720
1,10:56,3,4,TEN 15,0,0,Jake Locker pass complete short right to Nate Washington for 5 yards (tackle by Sean Smith),-0.720,0.280
1,10:24,1,10,TEN 20,0,0,Jake Locker pass incomplete deep right intended for Darius Reynaud (defended by Koa Misi),0.280,-0.270
1,10:17,2,10,TEN 20,0,0,Jake Locker pass incomplete short left intended for Quinn Johnson,-0.270,-0.960
1,10:12,3,10,TEN 20,0,0,Jake Locker sacked by Jimmy Wilson for -6 yards,-0.960,-2.470
1,9:40,4,16,TEN 14,0,0,"Brett Kern punts 71 yards, out of bounds",-2.470,0.220
1,9:27,1,10,MIA 15,0,0,Ryan Tannehill pass incomplete deep left intended for Jabar Gaffney,-0.220,-0.710
1,9:20,2,10,MIA 15,0,0,Reggie Bush right tackle for -3 yards (tackle by Derrick Morgan),-0.710,-1.770
1,8:46,3,13,MIA 12,0,0,"Reggie Bush right tackle for 15 yards (tackle by Jason McCourty). Reggie Bush fumbles (forced by Jason McCourty), recovered by Jason McCourty at MIA-28 (tackle by Reggie Bush)",-1.770,-3.710
1,8:23,1,10,MIA 28,0,0,Chris Johnson right guard for 21 yards (tackle by Chris Clemons),3.710,5.600
1,7:44,1,7,MIA 7,0,0,Jake Locker pass incomplete short right intended for Kendall Wright,5.600,4.760
1,7:37,2,7,MIA 7,0,0,Chris Johnson right tackle for -2 yards (tackle by Koa Misi),4.760,3.360
1,6:57,3,9,MIA 9,6,0,"Jake Locker pass complete short middle to Kendall Wright for 9 yards, touchdown",3.360,7.000
1,6:57,,,MIA 2,7,0,Rob Bironas kicks extra point good,0.000,0.000
1,6:49,,,TEN 35,7,0,"Rob Bironas kicks off 74 yards, touchback",0.000,0.280
1,6:49,1,10,MIA 20,7,0,"Ryan Tannehill pass incomplete deep middle intended for Davone Bess. Penalty on Coty Sensabaugh: Defensive Pass Interference, 19 yards (no play)",0.280,1.530
1,6:43,1,10,MIA 39,7,0,Ryan Tannehill pass complete short left to Daniel Thomas for -5 yards (tackle by Colin McCarthy),1.530,0.310
1,6:15,2,15,MIA 34,7,0,"Daniel Thomas right end for 6 yards (tackle by Zach Brown). Penalty on Anthony Fasano: Offensive Holding, 10 yards (no play)",0.310,-1.040
1,5:51,2,25,MIA 24,7,0,Ryan Tannehill pass incomplete short middle intended for Davone Bess,-1.040,-1.680
1,5:46,3,25,MIA 24,7,0,Ryan Tannehill pass complete short middle to Daniel Thomas for 10 yards (tackle by Coty Sensabaugh and Jordan Babineaux). Penalty on Jake Long: Offensive Holding (Declined),-1.680,-1.110
1,5:19,4,15,MIA 34,7,0,"Brandon Fields punts 42 yards. Penalty on Matt Moore: Player Out of Bounds on Punt, 5 yards (no play)",-1.110,-1.440
1,5:09,4,20,MIA 29,7,0,"Brandon Fields punts 36 yards, out of bounds",-1.440,-1.270
1,5:02,1,10,TEN 35,7,0,Jake Locker up the middle for 20 yards (tackle by Sean Smith),1.270,2.590
1,4:18,1,10,MIA 45,7,0,Chris Johnson left guard for 6 yards (tackle by Tony McDaniel and Karlos Dansby),2.590,2.850
1,3:37,2,4,MIA 39,7,0,Chris Johnson left end for 2 yards (tackle by Cameron Wake and Karlos Dansby),2.850,0.000
1,2:52,,,,7,0,Timeout #1 by Miami Dolphins,0.000,2.410
1,2:52,3,2,MIA 37,7,0,Jake Locker pass incomplete short right intended for Kenny Britt,2.410,0.790
1,2:46,4,2,MIA 37,7,0,Jake Locker right guard for 5 yards (tackle by Kevin Burnett),0.790,3.450
1,2:05,1,10,MIA 32,7,0,Jake Locker pass complete short right to Damian Williams for 15 yards,3.450,4.440
1,1:36,1,10,MIA 17,13,0,"Chris Johnson right tackle for 17 yards, touchdown",4.440,7.000
1,1:36,,,MIA 2,14,0,Rob Bironas kicks extra point good,0.000,0.000
1,1:23,,,TEN 35,14,0,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
1,1:23,1,10,MIA 20,14,0,Ryan Tannehill pass complete short right to Brian Hartline for 9 yards (tackle by Jason McCourty),0.280,0.950
1,0:47,2,1,MIA 29,14,0,Lamar Miller left tackle for 9 yards (tackle by Alterraun Verner),0.950,1.470
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 38,14,0,Ryan Tannehill pass incomplete short left intended for Jabar Gaffney (defended by Alterraun Verner),1.470,0.920
2,14:57,2,10,MIA 38,14,0,Ryan Tannehill pass complete short right to Brian Hartline for 9 yards (tackle by Jason McCourty),0.920,1.420
2,14:17,3,1,MIA 47,20,0,"Ryan Tannehill pass incomplete short right intended for Charles Clay is intercepted by Colin McCarthy at MIA-49 and returned for 49 yards, touchdown",1.420,-7.000
2,,,,MIA 2,21,0,Rob Bironas kicks extra point good,0.000,0.000
2,14:05,,,TEN 35,21,0,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
2,14:05,1,10,MIA 20,21,0,Daniel Thomas up the middle for 1 yard (tackle by Zach Brown),0.280,-0.130
2,13:40,2,9,MIA 21,21,0,Ryan Tannehill pass complete short middle to Brian Hartline for 8 yards (tackle by Ryan Mouton),-0.130,0.230
2,12:59,3,1,MIA 29,21,0,Ryan Tannehill pass complete short left to Jabar Gaffney for 11 yards (tackle by Alterraun Verner),0.230,1.600
2,12:46,1,10,MIA 40,21,0,Ryan Tannehill pass complete short right to Brian Hartline for 13 yards (tackle by Jason McCourty),1.600,2.460
2,12:25,1,10,TEN 47,21,0,Ryan Tannehill pass complete short left to Anthony Fasano for 4 yards (tackle by Zach Brown),2.460,2.450
2,12:00,2,6,TEN 43,21,0,Ryan Tannehill pass complete short right to Charles Clay for 15 yards (tackle by Jason McCourty),2.450,3.710
2,11:13,1,10,TEN 28,21,0,"Daniel Thomas right tackle for 14 yards (tackle by Michael Griffin). Penalty on Richie Incognito: Unnecessary Roughness, 15 yards (no play)",3.710,2.720
2,10:43,1,25,TEN 43,21,0,Ryan Tannehill pass incomplete short right intended for Anthony Fasano,2.720,1.140
2,10:37,2,25,TEN 43,21,0,Ryan Tannehill pass complete short left to Davone Bess for 11 yards (tackle by Colin McCarthy),1.140,1.950
2,10:01,3,14,TEN 32,21,0,Ryan Tannehill pass complete short middle to Daniel Thomas for 10 yards (tackle by Michael Griffin),1.950,0.000
2,9:08,,,,21,0,Timeout #2 by Miami Dolphins,0.000,2.070
2,9:08,4,4,TEN 22,21,3,Dan Carpenter 40 yard field goal good,2.070,3.000
2,9:03,,,MIA 35,21,3,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
2,9:03,1,10,TEN 20,21,3,Chris Johnson left tackle for 1 yard (tackle by Olivier Vernon),0.280,-0.130
2,8:30,2,9,TEN 21,21,3,Jake Locker pass complete short middle to Chris Johnson for 8 yards (tackle by Olivier Vernon),-0.130,0.230
2,7:59,3,1,TEN 29,21,3,Jake Locker right tackle for 4 yards (tackle by Koa Misi),0.230,0.000
2,7:18,,,,21,3,Timeout #1 by Tennessee Titans,0.000,1.140
2,7:18,1,10,TEN 33,21,3,Jake Locker pass incomplete short left intended for Kendall Wright,1.140,0.590
2,7:13,2,10,TEN 33,21,3,Chris Johnson left tackle for 2 yards (tackle by Kevin Burnett),0.590,0.170
2,6:30,3,8,TEN 35,21,3,"Jake Locker right end for 8 yards (tackle by Reshad Jones). Penalty on David Stewart: Offensive Holding, 10 yards (no play)",0.170,-1.150
2,5:55,3,18,TEN 25,21,3,Jake Locker pass incomplete short right intended for Chris Johnson,-1.150,-1.700
2,5:50,4,18,TEN 25,21,3,"Brett Kern punts 51 yards, returned by Marcus Thigpen for 16 yards (tackle by Tommie Campbell). Penalty on Jimmy Wilson: Illegal Block Above the Waist, 10 yards",-1.700,-0.940
2,5:37,1,10,MIA 30,21,3,Lamar Miller left tackle for no gain (tackle by Markelle Martin),0.940,0.390
2,5:10,2,10,MIA 30,21,3,Ryan Tannehill pass incomplete short middle intended for Lamar Miller (defended by Derrick Morgan),0.390,-0.300
2,4:58,3,10,MIA 30,21,3,Ryan Tannehill pass complete short left to Lamar Miller for 8 yards (tackle by Zach Brown),-0.300,-0.850
2,4:17,4,2,MIA 38,21,3,"Brandon Fields punts 54 yards, returned by Darius Reynaud for 25 yards (tackle by Matt Moore)",-0.850,-1.140
2,4:01,1,10,TEN 33,21,3,Jake Locker pass incomplete short left intended for Jared Cook (defended by Karlos Dansby),1.140,0.590
2,3:55,2,10,TEN 33,21,3,Chris Johnson left tackle for 3 yards (tackle by Koa Misi),0.590,0.300
2,3:15,3,7,TEN 36,21,3,Jake Locker pass incomplete short right intended for Jared Cook,0.300,-0.980
2,3:10,4,7,TEN 36,21,3,"Brett Kern punts 50 yards, returned by Marcus Thigpen for no gain. Penalty on Bryan McCann: Illegal Block Above the Waist, 7 yards",-0.980,0.380
2,2:57,1,10,MIA 7,21,3,Daniel Thomas left tackle for 7 yards (tackle by Akeem Ayers),-0.380,-0.250
2,2:12,2,3,MIA 14,21,3,Daniel Thomas right end for 2 yards (tackle by Derrick Morgan),-0.250,-0.370
2,2:00,3,1,MIA 16,21,3,Ryan Tannehill pass incomplete short right intended for Anthony Fasano is intercepted by Akeem Ayers at MIA-25 and returned for 2 yards (tackle by Anthony Fasano),-0.370,-4.040
2,1:51,1,10,MIA 23,21,3,Chris Johnson left guard for 7 yards (tackle by Reshad Jones),4.040,4.560
2,1:17,2,3,MIA 16,21,3,Chris Johnson right end for -3 yards (tackle by Chris Clemons),4.560,0.000
2,0:38,,,,21,3,Timeout #3 by Miami Dolphins,0.000,3.340
2,0:38,3,6,MIA 19,21,3,Jake Locker pass incomplete deep left intended for Craig Stevens,3.340,2.210
2,0:32,4,6,MIA 19,24,3,Rob Bironas 37 yard field goal good,2.210,3.000
2,0:27,,,TEN 35,24,3,"Rob Bironas kicks off 63 yards, returned by Marcus Thigpen for 24 yards (tackle by Scott Solomon)",0.000,0.670
2,0:21,1,10,MIA 26,24,3,Ryan Tannehill kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,24,3,"Dan Carpenter kicks off 69 yards, returned by Darius Reynaud for 19 yards (tackle by Matt Moore)",0.000,-0.220
3,14:53,1,10,TEN 15,24,3,Chris Johnson left guard for 8 yards (tackle by Karlos Dansby),-0.220,0.480
3,14:17,2,2,TEN 23,24,3,Chris Johnson up the middle for 1 yard (tackle by Kevin Burnett),0.480,-0.270
3,13:38,3,1,TEN 24,24,3,Quinn Johnson up the middle for 3 yards (tackle by Koa Misi),-0.270,0.740
3,12:55,1,10,TEN 27,24,3,Jake Locker pass incomplete deep right intended for Nate Washington (defended by Paul Soliai),0.740,0.200
3,12:49,2,10,TEN 27,24,3,Jake Locker pass complete short left to Craig Stevens for 7 yards (tackle by Kevin Burnett),0.200,0.430
3,12:12,3,3,TEN 34,24,3,Jake Locker pass complete short middle to Kenny Britt for 8 yards (tackle by Jimmy Wilson),0.430,1.730
3,11:29,1,10,TEN 42,24,3,Chris Johnson left guard for 5 yards (tackle by Cameron Wake),1.730,1.860
3,10:45,2,5,TEN 47,24,3,Chris Johnson left guard for 4 yards (tackle by Kheeston Randall),1.860,1.690
3,10:05,3,1,MIA 49,24,3,Jake Locker pass complete deep middle to Kenny Britt for 28 yards (tackle by Sean Smith),1.690,4.170
3,9:16,1,10,MIA 21,24,3,Jamie Harper right end for 5 yards (tackle by Reshad Jones),4.170,4.370
3,8:36,2,5,MIA 16,24,3,Jamie Harper left tackle for -5 yards (tackle by Jared Odrick),4.370,2.940
3,7:24,3,10,MIA 21,24,3,"Penalty on Michael Roos: False Start, 5 yards (no play)",2.940,2.280
3,7:00,3,15,MIA 26,30,3,"Jake Locker pass complete deep right to Jared Cook for 26 yards, touchdown",2.280,7.000
3,7:00,,,MIA 2,31,3,Rob Bironas kicks extra point good,0.000,0.000
3,6:54,,,TEN 35,31,3,"Rob Bironas kicks off 67 yards, returned by Marcus Thigpen for 22 yards (tackle by Robert Johnson). Penalty on Olivier Vernon: Illegal Block Above the Waist, 10 yards",0.000,-0.380
3,6:48,1,10,MIA 10,31,3,Ryan Tannehill pass complete short middle to Davone Bess for 12 yards (tackle by Coty Sensabaugh),-0.380,0.410
3,6:18,1,10,MIA 22,31,3,Ryan Tannehill pass incomplete short middle intended for Jabar Gaffney (defended by Coty Sensabaugh),0.410,-0.130
3,6:14,2,10,MIA 22,31,3,Ryan Tannehill pass complete short middle to Brian Hartline for 14 yards (tackle by Jason McCourty),-0.130,1.330
3,5:36,1,10,MIA 36,31,3,"Reggie Bush right guard for no gain (tackle by Zach Brown). Penalty on Mike Pouncey: Offensive Holding, 10 yards (no play)",1.330,0.670
3,5:13,1,20,MIA 26,31,3,Ryan Tannehill sacked by SenDerrick Marks for -8 yards,0.670,-1.750
3,4:35,2,28,MIA 18,31,3,Ryan Tannehill pass incomplete short middle intended for Charles Clay,-1.750,-2.590
3,4:30,3,28,MIA 18,31,3,Ryan Tannehill pass complete short right to Daniel Thomas for 11 yards (tackle by Derrick Morgan),-2.590,-1.440
3,3:48,4,17,MIA 29,31,3,"Brandon Fields punts 67 yards, returned by Darius Reynaud for 27 yards (tackle by Jonathan Amaya)",-1.440,-1.000
3,3:32,1,10,TEN 31,31,3,Chris Johnson left end for 4 yards (tackle by Tony McDaniel),1.000,1.000
3,2:56,2,6,TEN 35,31,3,Chris Johnson right end for 5 yards (tackle by Sean Smith and Kevin Burnett),1.000,0.960
3,2:18,3,1,TEN 40,31,3,Chris Johnson right end for 4 yards (tackle by Karlos Dansby),0.960,1.860
3,1:40,1,10,TEN 44,31,3,Jake Locker pass complete short left to Damian Williams for 16 yards,1.860,2.920
3,1:10,1,10,MIA 40,31,3,Chris Johnson right tackle for 13 yards (tackle by Chris Clemons),2.920,3.780
3,0:26,1,10,MIA 27,31,3,Darius Reynaud right end for no gain (tackle by Karlos Dansby),3.780,3.230
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,MIA 27,31,3,Jake Locker right tackle for 7 yards (tackle by Kevin Burnett),3.230,3.470
4,14:19,3,3,MIA 20,31,3,Jake Locker pass incomplete deep right intended for Kenny Britt,3.470,2.220
4,14:14,4,3,MIA 20,34,3,Rob Bironas 38 yard field goal good,2.220,3.000
4,14:09,,,TEN 35,34,3,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,14:09,1,10,MIA 20,34,3,Ryan Tannehill pass complete short left to Davone Bess for 13 yards (tackle by Ryan Mouton),0.280,1.140
4,13:44,1,10,MIA 33,34,3,Ryan Tannehill pass complete short right to Brian Hartline for 11 yards (tackle by Jason McCourty),1.140,1.860
4,13:18,1,10,MIA 44,34,3,Ryan Tannehill pass incomplete short right intended for Reggie Bush,1.860,1.320
4,13:13,2,10,MIA 44,34,3,Ryan Tannehill pass complete short right to Brian Hartline for 12 yards (tackle by Jason McCourty),1.320,2.650
4,12:46,1,10,TEN 44,34,3,Ryan Tannehill pass incomplete deep right intended for Brian Hartline,2.650,2.110
4,12:40,2,10,TEN 44,34,3,Ryan Tannehill pass complete short right to Daniel Thomas for 8 yards (tackle by Tim Shaw),2.110,2.480
4,12:09,3,2,TEN 36,34,3,Ryan Tannehill pass complete deep left to Davone Bess for 17 yards (tackle by Michael Griffin),2.480,4.310
4,11:35,1,10,TEN 19,34,3,Ryan Tannehill pass incomplete deep right intended for Brian Hartline (defended by Jason McCourty),4.310,3.750
4,11:28,2,10,TEN 19,34,3,Ryan Tannehill pass incomplete short right intended for Daniel Thomas,3.750,3.030
4,11:24,3,10,TEN 19,34,3,Ryan Tannehill pass incomplete short left intended for Jabar Gaffney is intercepted by Zach Brown at TEN-16 and returned for 47 yards (tackle by Ryan Tannehill),3.030,-3.120
4,11:13,1,10,MIA 37,34,3,Matt Hasselbeck for no gain (tackle by Sean Smith),3.120,2.570
4,10:39,2,10,MIA 37,34,3,Chris Johnson up the middle for 2 yards (tackle by Chris Clemons),2.570,2.150
4,9:55,3,8,MIA 35,34,3,Matt Hasselbeck pass incomplete short middle intended for Kenny Britt,2.150,0.970
4,9:50,4,8,MIA 35,37,3,Rob Bironas 53 yard field goal good,0.970,3.000
4,9:45,,,TEN 35,37,3,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,9:45,1,10,MIA 20,37,3,Ryan Tannehill pass complete short left to Lamar Miller for 5 yards (tackle by Alterraun Verner),0.280,0.410
4,9:16,2,5,MIA 25,37,3,Ryan Tannehill pass incomplete short right intended for Charles Clay,0.410,-0.300
4,9:08,3,5,MIA 25,37,3,Ryan Tannehill pass incomplete short middle intended for Davone Bess (defended by Coty Sensabaugh),-0.300,-1.700
4,9:03,4,5,MIA 25,37,3,Brandon Fields punts 38 yards,-1.700,-1.400
4,8:53,1,10,TEN 37,37,3,Chris Johnson for 18 yards (tackle by Jimmy Wilson),1.400,2.590
4,8:15,1,10,MIA 45,37,3,Chris Johnson left guard for 2 yards (tackle by Jonathan Freeny),2.590,2.310
4,7:32,2,8,MIA 43,37,3,Darius Reynaud right tackle for 1 yard (tackle by Derrick Shelby),2.310,1.750
4,6:47,3,7,MIA 42,37,3,Darius Reynaud right tackle for 3 yards (tackle by Jason Trusnik),1.750,0.660
4,5:59,4,4,MIA 39,37,3,"Penalty on TEN: Delay of Game, 5 yards (no play)",0.660,0.330
4,5:46,4,9,MIA 44,37,3,Brett Kern punts 36 yards. Penalty on Matt Moore: Running Into the Kicker (Declined),0.330,0.380
4,5:25,1,10,MIA 8,37,3,Daniel Thomas left end for 8 yards (tackle by Tim Shaw),-0.380,-0.090
4,4:53,2,2,MIA 16,37,3,Daniel Thomas right guard for 3 yards (tackle by Jarius Wynn),-0.090,0.150
4,4:10,1,10,MIA 19,37,3,Matt Moore for 1 yard,0.150,-0.200
4,4:00,2,9,MIA 20,37,3,Lamar Miller left guard for 3 yards (tackle by Karl Klug and Will Witherspoon),-0.200,-0.550
4,3:23,3,6,MIA 23,37,3,Matt Moore sacked by Jarius Wynn for -8 yards,-0.550,-2.440
4,2:39,4,14,MIA 15,37,3,"Brandon Fields punts 48 yards, returned by Darius Reynaud for 3 yards (tackle by R.J. Stanford)",-2.440,-1.600
4,2:29,1,10,TEN 40,37,3,Darius Reynaud left tackle for 11 yards (tackle by Jimmy Wilson),1.600,2.320
4,2:00,1,10,MIA 49,37,3,Matt Hasselbeck kneels for -1 yards,2.320,1.650
4,1:18,2,11,,37,3,Matt Hasselbeck kneels for -1 yards,1.650,0.830
4,0:35,3,12,TEN 49,37,3,Matt Hasselbeck kneels for -1 yards,0.830,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
