Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1,7:23,1,10,NYG 37,0,3,Kerry Collins pass complete to Amani Toomer for 5 yards (tackle by Champ Bailey),1.400,1.530
1,6:47,2,5,NYG 42,0,3,Kerry Collins pass complete to Ike Hilliard for 6 yards (tackle by Champ Bailey),1.530,2.130
1,6:09,1,10,NYG 48,0,3,Tiki Barber left end for 7 yards (tackle by Fred Smoot),2.130,2.530
1,5:55,2,3,WAS 45,0,3,Tiki Barber right guard for 3 yards (tackle by Matt Bowen),2.530,2.790
1,5:06,1,10,WAS 42,0,3,Kerry Collins pass complete to Ike Hilliard for 19 yards (tackle by Fred Smoot),2.790,4.040
1,4:19,1,10,WAS 23,0,3,Kerry Collins pass incomplete intended for Jeremy Shockey (defended by LaVar Arrington),4.040,3.500
1,4:11,2,10,WAS 23,0,3,Kerry Collins pass complete to Jeremy Shockey for 16 yards (tackle by Fred Smoot),3.500,5.600
1,3:37,1,7,WAS 7,0,3,Tiki Barber left end for 2 yards (tackle by Jermaine Haley),5.600,5.150
1,2:53,2,5,WAS 5,6,3,"Kerry Collins pass complete to Ike Hilliard for 5 yards, touchdown",5.150,7.000
1,,,,WAS 2,7,3,Matt Bryant kicks extra point good,0.000,0.000
1,,,,NYG 30,7,3,"Matt Bryant kicks off 68 yards, returned by Ladell Betts for 17 yards (tackle by Nick Greisen)",0.000,0.150
1,2:38,1,10,WAS 19,7,3,Ladell Betts left guard for 9 yards (tackle by Keith Washington),0.150,0.880
1,2:06,2,1,WAS 28,7,3,Ladell Betts left tackle for 8 yards (tackle by Will Allen),0.880,1.330
1,1:28,1,10,WAS 36,7,3,Patrick Ramsey pass incomplete intended for Chad Morton,1.330,0.790
1,1:16,2,10,WAS 36,7,3,Ladell Betts right guard for 9 yards (tackle by Dhani Jones),0.790,1.290
1,0:43,3,1,WAS 45,7,3,Ladell Betts left end for no gain (tackle by Cornelius Griffin),1.290,-0.390
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,WAS 45,7,3,Bryan Barker punts 36 yards,-0.390,-0.150
2,14:52,1,10,NYG 19,7,3,Tiki Barber left end for 12 yards (tackle by Matt Bowen and Jeremiah Trotter),0.150,1.000
2,14:22,1,10,NYG 31,7,3,Tiki Barber up the middle for 3 yards (tackle by Jessie Armstead),1.000,0.870
2,13:44,2,7,NYG 34,7,3,Kerry Collins pass complete to Tiki Barber for 16 yards (tackle by Jessie Armstead),0.870,2.260
2,13:06,1,10,WAS 50,7,3,Tiki Barber right end for 2 yards (tackle by Jessie Armstead),2.260,1.980
2,12:30,2,8,WAS 48,7,3,Kerry Collins pass incomplete intended for Jim Finn,1.980,1.290
2,12:23,3,8,WAS 48,7,3,"Kerry Collins pass incomplete intended for Brian Mitchell. Penalty on Chris Bober: False Start, 5 yards (no play)",1.290,0.630
2,12:23,3,13,NYG 47,7,3,Kerry Collins pass incomplete intended for Amani Toomer,0.630,-0.260
2,12:18,4,13,NYG 47,7,3,"Jeff Feagles punts 53 yards, touchback",-0.260,-0.280
2,12:06,1,10,WAS 20,7,3,Laveranues Coles left end for 23 yards (tackle by Will Allen),0.280,1.800
2,11:44,1,10,WAS 43,7,3,Patrick Ramsey pass incomplete intended for Rod Gardner,1.800,1.250
2,11:34,2,10,WAS 43,7,3,Patrick Ramsey pass complete to Laveranues Coles for 8 yards (tackle by Omar Stoutmire),1.250,1.620
2,10:50,3,2,NYG 49,7,3,Trung Canidate up the middle for 2 yards (tackle by Shaun Williams),1.620,2.460
2,10:25,1,10,NYG 47,7,3,"Trung Canidate left end for 10 yards (tackle by Shaun Williams). Penalty on Rod Gardner: Offensive Holding, 10 yards",2.460,2.460
2,9:11,1,10,NYG 47,7,3,Patrick Ramsey pass complete to Bryan Johnson for 3 yards (tackle by Shaun Williams),2.460,2.320
2,9:11,2,7,NYG 44,7,3,Patrick Ramsey pass incomplete intended for Rock Cartwright,2.320,1.620
2,9:01,3,7,NYG 44,7,3,"Penalty on WAS: Delay of Game, 5 yards (no play)",1.620,0.960
2,9:01,3,12,NYG 49,7,3,"Penalty on Dave Fiore: False Start, 5 yards (no play)",0.960,0.300
2,9:01,3,17,WAS 46,7,3,Ladell Betts up the middle for 7 yards (tackle by Micheal Barrow),0.300,0.130
2,8:31,4,10,NYG 47,7,3,"Bryan Barker punts 47 yards, touchback",0.130,-0.280
2,8:22,1,10,NYG 20,7,3,"Penalty on Bruce Smith: Defensive Offside, 5 yards (no play)",0.280,1.010
2,8:22,1,5,NYG 25,7,3,Tiki Barber left end for 4 yards (tackle by Champ Bailey),1.010,0.950
2,7:48,2,1,NYG 29,7,3,Tiki Barber left guard for 5 yards (tackle by Jeremiah Trotter),0.950,1.200
2,7:14,1,10,NYG 34,7,3,Kerry Collins pass complete to Jeremy Shockey for 22 yards (tackle by LaVar Arrington),1.200,2.650
2,6:34,1,10,WAS 44,7,3,Tiki Barber up the middle for no gain (tackle by Jessie Armstead),2.650,2.110
2,5:57,2,10,WAS 44,7,3,"Kerry Collins pass incomplete intended for Ike Hilliard. Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",2.110,0.760
2,5:50,2,20,NYG 46,13,3,"Kerry Collins pass complete to Amani Toomer for 54 yards, touchdown",0.760,7.000
2,,,,WAS 2,14,3,Matt Bryant kicks extra point good,0.000,0.000
2,,,,NYG 30,14,3,"Matt Bryant kicks off 70 yards, touchback",0.000,0.280
2,5:41,1,10,WAS 20,14,3,"Penalty on Jon Jansen: False Start, 5 yards (no play)",0.280,-0.310
2,5:41,1,15,WAS 15,14,3,Patrick Ramsey pass incomplete intended for Robert Royal,-0.310,-1.070
2,5:36,2,15,WAS 15,14,3,"Patrick Ramsey sacked by Ralph Brown for -7 yards. Penalty on Ralph Brown: Roughing the Passer, 15 yards",-1.070,0.480
2,5:14,1,10,WAS 23,14,3,Trung Canidate right end for 5 yards (tackle by Omar Stoutmire),0.480,0.610
2,4:54,2,5,WAS 28,14,3,Patrick Ramsey pass complete to Laveranues Coles for 32 yards (tackle by Ralph Brown),0.610,2.920
2,4:32,1,10,NYG 40,14,3,Ladell Betts left end for 3 yards (tackle by Cornelius Griffin),2.920,2.780
2,3:58,2,7,NYG 37,14,3,Patrick Ramsey up the middle for 2 yards (tackle by Osi Umenyiora),2.780,2.340
2,3:12,3,5,NYG 35,14,3,Patrick Ramsey pass incomplete intended for Chad Morton (defended by Michael Strahan),2.340,0.980
2,3:05,4,5,NYG 35,14,3,John Hall 53 yard field goal no good,0.980,-1.800
2,3:00,1,10,NYG 43,14,3,Tiki Barber left end for 1 yard (tackle by Jeremiah Trotter),1.800,1.390
2,2:24,2,9,NYG 44,14,3,"Kerry Collins pass complete to Tiki Barber for -10 yards (tackle by LaVar Arrington). Tiki Barber fumbles (forced by LaVar Arrington), recovered by Tiki Barber at NYG-34",1.390,-0.620
2,2:00,3,19,NYG 34,14,3,"Kerry Collins pass complete to Brian Mitchell for 20 yards (tackle by Matt Bowen). Penalty on Jeremy Shockey: Offensive Pass Interference, 10 yards (no play)",-0.620,-1.950
2,1:51,3,29,NYG 24,14,3,"Penalty on LaVar Arrington: Neutral Zone Infraction, 5 yards (no play)",-1.950,-1.290
2,1:51,3,24,NYG 29,14,3,"Tiki Barber right end for 15 yards (tackle by Jessie Armstead). Penalty on Jeremiah Trotter: Unnecessary Roughness, 15 yards",-1.290,2.850
2,1:43,1,10,WAS 41,14,3,Kerry Collins pass complete to Jim Finn for 12 yards (tackle by Jessie Armstead),2.850,3.640
2,1:34,1,10,WAS 29,14,3,Kerry Collins pass incomplete intended for Amani Toomer,3.640,3.100
2,1:29,,,,14,3,Timeout #1 by New York Giants,0.000,3.100
2,1:29,2,10,WAS 29,14,3,Tiki Barber left end for 5 yards (tackle by Champ Bailey),3.100,3.070
2,0:50,3,5,WAS 24,14,3,Kerry Collins pass complete to Tiki Barber for 6 yards (tackle by Jeremiah Trotter),3.070,4.370
2,0:37,,,,14,3,Timeout #2 by New York Giants,0.000,4.370
2,0:37,1,10,WAS 18,14,3,Kerry Collins pass incomplete intended for Tiki Barber,4.370,3.800
2,0:33,2,10,WAS 18,14,3,Kerry Collins pass complete to Amani Toomer for 13 yards,3.800,6.060
2,0:29,1,5,WAS 5,14,3,Kerry Collins pass incomplete intended for Ike Hilliard,6.060,5.150
2,0:24,2,5,WAS 5,20,3,"Kerry Collins pass complete to Ike Hilliard for 5 yards, touchdown",5.150,7.000
2,,,,WAS 2,21,3,Matt Bryant kicks extra point good,0.000,0.000
2,,,,NYG 30,21,3,"Matt Bryant kicks off 66 yards, returned by Chad Morton for 20 yards (tackle by Marcellus Rivers)",0.000,0.540
2,0:12,1,10,WAS 24,21,3,Patrick Ramsey kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,21,3,"John Hall kicks off 69 yards, returned by Brian Mitchell for 24 yards (tackle by Antonio Pierce)",0.000,0.610
3,14:54,1,10,NYG 25,21,3,Tiki Barber left end for 7 yards (tackle by Matt Bowen),0.610,1.010
3,14:34,2,3,NYG 32,21,3,Tiki Barber right end for 1 yard (tackle by Renaldo Wynn),1.010,0.430
3,13:57,3,2,NYG 33,21,3,"Kerry Collins pass incomplete intended for Tim Carter (defended by Fred Smoot). Penalty on Fred Smoot: Defensive Pass Interference, 5 yards (no play)",0.430,1.470
3,13:48,1,10,NYG 38,21,3,Kerry Collins pass complete to Tim Carter for 5 yards (tackle by Fred Smoot),1.470,1.600
3,13:09,2,5,NYG 43,21,3,Tiki Barber right end for 3 yards (tackle by Jessie Armstead),1.600,1.290
3,12:28,3,2,NYG 46,21,3,Kerry Collins pass incomplete intended for Amani Toomer (defended by Champ Bailey),1.290,-0.320
3,12:19,4,2,NYG 46,21,3,Jeff Feagles punts 51 yards,-0.320,0.380
3,12:08,1,10,WAS 3,21,3,"Penalty on Jon Jansen: False Start, 1 yards (no play)",-0.380,-0.420
3,12:08,1,11,WAS 2,21,3,Trung Canidate up the middle for -1 yards (tackle by Brandon Short),-0.420,-0.930
3,11:29,2,12,WAS 1,21,3,Trung Canidate left end for 5 yards (tackle by Dhani Jones),-0.930,-1.070
3,10:54,3,7,WAS 6,21,3,Trung Canidate left end for 8 yards (tackle by Brandon Short),-1.070,-0.280
3,10:08,1,10,WAS 14,21,3,Patrick Ramsey pass incomplete intended for Laveranues Coles is intercepted by Will Allen at NYG-40 and returned for 22 yards (tackle by Bryan Johnson),-0.280,-3.050
3,9:52,1,10,WAS 38,21,3,Kerry Collins pass incomplete intended for Ike Hilliard,3.050,2.510
3,9:47,2,10,WAS 38,21,3,Kerry Collins pass incomplete intended for Amani Toomer,2.510,1.820
3,9:42,3,10,WAS 38,21,3,Kerry Collins pass incomplete intended for Jeremy Shockey,1.820,0.720
3,9:37,4,10,WAS 38,21,3,"Jeff Feagles punts 27 yards, fair catch by Chad Morton",0.720,0.370
3,9:29,1,10,WAS 11,21,3,Patrick Ramsey pass complete to Ladell Betts for 14 yards (tackle by Will Allen),-0.370,0.610
3,8:55,1,10,WAS 25,21,3,"Ladell Betts up the middle for 3 yards. Penalty on Larry Moore: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,8:36,1,20,WAS 15,21,3,"Trung Canidate right end for -2 yards. Penalty on Osi Umenyiora: Defensive Offside, 5 yards (no play)",-0.410,0.280
3,8:14,1,15,WAS 20,21,3,Patrick Ramsey pass complete to Rod Gardner for 10 yards (tackle by Will Allen),0.280,0.740
3,7:32,2,5,WAS 30,21,3,Patrick Ramsey pass incomplete intended for Robert Royal,0.740,0.040
3,7:25,3,5,WAS 30,21,3,Patrick Ramsey pass complete to Ladell Betts for 9 yards (tackle by Dhani Jones),0.040,1.530
3,6:53,1,10,WAS 39,21,3,"Patrick Ramsey pass incomplete intended for Robert Royal. Penalty on William Joseph: Roughing the Passer, 15 yards (no play)",1.530,2.520
3,6:42,1,10,NYG 46,21,3,Patrick Ramsey pass complete to Laveranues Coles for 5 yards (tackle by Will Allen),2.520,2.650
3,6:09,2,5,NYG 41,21,3,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Will Allen),2.650,1.950
3,6:02,3,5,NYG 41,21,3,Patrick Ramsey pass complete to Patrick Johnson for 27 yards (tackle by Kato Serwanga),1.950,4.650
3,5:22,1,10,NYG 14,21,3,Patrick Ramsey pass complete to Darnerien McCants for 10 yards (tackle by Micheal Barrow),4.650,6.280
3,4:38,1,4,NYG 4,21,3,"Patrick Ramsey pass incomplete intended for Darnerien McCants (defended by Micheal Barrow). Penalty on Micheal Barrow: Defensive Pass Interference, 3 yards (no play)",6.280,6.970
3,4:30,1,1,NYG 1,21,3,Rock Cartwright right end for -3 yards (tackle by Michael Strahan),6.970,5.340
3,3:53,2,4,NYG 4,21,9,"Patrick Ramsey pass complete to Darnerien McCants for 4 yards, touchdown",5.340,7.000
3,,,,NYG 2,21,10,John Hall kicks extra point good,0.000,0.000
3,,,,WAS 30,21,10,"John Hall kicks off 72 yards, returned by Delvin Joyce for 35 yards (tackle by John Hall)",0.000,1.140
3,3:39,1,10,NYG 33,21,10,Ike Hilliard left end for 6 yards (tackle by Martin Chase),1.140,1.400
3,3:07,2,4,NYG 39,21,10,Tiki Barber right guard for 5 yards (tackle by Fred Smoot),1.400,1.860
3,2:26,1,10,NYG 44,21,10,Kerry Collins pass complete to Ike Hilliard for 9 yards (tackle by Fred Smoot),1.860,2.530
3,2:02,2,1,WAS 47,21,10,"Penalty on Chris Bober: False Start, 5 yards (no play)",2.530,1.860
3,1:31,,,,21,10,Timeout #1 by New York Giants,0.000,1.860
3,1:31,2,6,NYG 48,21,10,"Penalty on David Diehl: False Start, 5 yards (no play)",1.860,1.180
3,1:31,2,11,NYG 43,21,10,Kerry Collins pass complete to Ike Hilliard for 8 yards (tackle by Fred Smoot),1.180,1.550
3,0:51,3,3,WAS 49,21,10,"Kerry Collins sacked by LaVar Arrington for -6 yards. Kerry Collins fumbles (forced by LaVar Arrington), recovered by Tiki Barber at NYG-38",1.550,-0.850
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,16,NYG 38,21,10,"Jeff Feagles punts 44 yards, fair catch by Chad Morton",-0.850,-0.040
4,14:53,1,10,WAS 18,21,10,Patrick Ramsey up the middle for 18 yards (tackle by Micheal Barrow),0.040,1.330
4,14:12,1,10,WAS 36,21,10,"Patrick Ramsey sacked by Ralph Brown for -6 yards. Penalty on Will Allen: Defensive Holding, 5 yards (no play)",1.330,1.660
4,13:47,1,10,WAS 41,21,10,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Johnnie Harris),1.660,1.120
4,13:36,2,10,WAS 41,21,10,Patrick Ramsey pass complete to Chad Morton for 27 yards (tackle by Omar Stoutmire),1.120,3.450
4,12:52,1,10,NYG 32,21,10,Ladell Betts up the middle for -2 yards (tackle by Michael Strahan),3.450,2.630
4,12:13,,,,21,10,Timeout #1 by Washington Redskins,0.000,2.630
4,12:13,2,12,NYG 34,21,10,Patrick Ramsey pass incomplete intended for Patrick Johnson (defended by Shaun Williams),2.630,1.950
4,12:08,3,12,NYG 34,21,10,"Penalty on WAS: Delay of Game, 5 yards (no play)",1.950,1.290
4,12:08,3,17,NYG 39,21,10,Patrick Ramsey pass incomplete,1.290,0.660
4,12:07,4,17,NYG 39,21,10,"Bryan Barker punts 39 yards, touchback",0.660,-0.280
4,11:54,1,10,NYG 20,21,10,Tiki Barber left end for -2 yards (tackle by Jermaine Haley),0.280,-0.630
4,11:17,2,12,NYG 18,21,10,Kerry Collins pass incomplete intended for Amani Toomer,-0.630,-1.330
4,11:09,3,12,NYG 18,21,10,Kerry Collins pass incomplete intended for Amani Toomer. Penalty on Luke Petitgout: Illegal Use of Hands (Declined),-1.330,-2.240
4,11:03,4,12,NYG 18,21,10,"Jeff Feagles punts 48 yards, returned by Chad Morton for 2 yards (tackle by Kevin Lewis). Penalty on Marcellus Rivers: Face Mask (15 Yards), 15 yards",-2.240,-2.320
4,10:49,1,10,NYG 49,21,10,Patrick Ramsey pass complete to Laveranues Coles for 13 yards (tackle by Will Allen),2.320,3.180
4,10:18,1,10,NYG 36,21,10,Ladell Betts right end for 5 yards (tackle by Brandon Short),3.180,3.310
4,9:44,2,5,NYG 31,21,10,Patrick Ramsey pass incomplete intended for Darnerien McCants,3.310,2.610
4,9:35,3,5,NYG 31,21,10,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Will Allen),2.610,1.350
4,9:33,4,5,NYG 31,21,10,John Hall 49 yard field goal no good,1.350,-1.530
4,9:28,1,10,NYG 39,21,10,Tiki Barber right end for 5 yards (tackle by Martin Chase),1.530,1.660
4,8:49,2,5,NYG 44,21,10,Kerry Collins pass complete to Ike Hilliard for 6 yards (tackle by Jeremiah Trotter),1.660,2.260
4,8:07,1,10,WAS 50,21,10,"Tiki Barber right end for 1 yard (tackle by Jessie Armstead). Penalty on David Diehl: Offensive Holding, 10 yards (no play)",2.260,1.600
4,7:37,1,20,NYG 40,21,10,Kerry Collins pass complete to Tiki Barber for 6 yards (tackle by Martin Chase),1.600,1.170
4,6:52,2,14,NYG 46,21,10,Kerry Collins pass complete to Jeremy Shockey for 4 yards (tackle by Matt Bowen),1.170,1.030
4,5:56,3,10,WAS 50,21,10,"Kerry Collins pass incomplete intended for Ike Hilliard (defended by Fred Smoot). Penalty on Fred Smoot: Defensive Pass Interference, 26 yards (no play)",1.030,3.970
4,5:41,1,10,WAS 24,21,10,Tiki Barber up the middle for 5 yards (tackle by Ifeanyi Ohalete),3.970,4.120
4,5:06,2,5,WAS 19,21,10,Tiki Barber right guard for no gain (tackle by Jermaine Haley),4.120,3.410
4,4:23,3,5,WAS 19,21,10,Kerry Collins pass incomplete intended for Amani Toomer,3.410,2.240
4,4:15,4,5,WAS 19,21,10,Matt Bryant 37 yard field goal no good,2.240,-0.740
4,4:10,1,10,WAS 27,21,10,Patrick Ramsey pass incomplete intended for Rod Gardner,0.740,0.200
4,4:05,2,10,WAS 27,21,10,Patrick Ramsey pass complete to Ladell Betts for 34 yards (tackle by Ralph Brown),0.200,2.980
4,3:54,1,10,NYG 39,21,10,Patrick Ramsey pass incomplete intended for Ladell Betts (defended by Micheal Barrow),2.980,2.440
4,3:48,2,10,NYG 39,21,10,Patrick Ramsey pass incomplete intended for Rod Gardner,2.440,1.750
4,3:42,,,,21,10,Timeout #2 by New York Giants,0.000,1.750
4,3:42,3,10,NYG 39,21,10,Patrick Ramsey pass complete to Laveranues Coles for 22 yards (tackle by Dhani Jones),1.750,4.440
4,3:10,1,10,NYG 17,21,10,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Will Allen),4.440,3.850
4,3:02,2,10,NYG 17,21,10,Patrick Ramsey pass complete to Rod Gardner for 9 yards,3.850,4.800
4,2:57,3,1,NYG 8,21,10,Patrick Ramsey pass complete to Patrick Johnson for 7 yards (tackle by Dhani Jones),4.800,6.970
4,2:49,1,1,NYG 1,21,10,"Penalty on Jon Jansen: False Start, 5 yards (no play)",6.970,5.830
4,2:32,1,6,NYG 6,21,16,"Patrick Ramsey pass complete to Rod Gardner for 6 yards, touchdown",5.830,7.000
4,,,,,21,18,"Two Point Attempt: Patrick Ramsey pass complete to Darnerien McCants, conversion succeeds",1.000,1.000
4,,,,WAS 30,21,18,"John Hall kicks off 70 yards, touchback",0.000,0.280
4,2:27,1,10,NYG 20,21,18,Tiki Barber up the middle for 2 yards (tackle by Matt Bowen),0.280,0.000
4,2:20,,,,21,18,Timeout #2 by Washington Redskins,0.000,0.000
4,2:20,2,8,NYG 22,21,18,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",0.000,-0.790
4,2:20,,,,21,18,Timeout #3 by New York Giants,0.000,-0.790
4,2:20,2,13,NYG 17,21,18,Kerry Collins pass incomplete intended for Ike Hilliard (defended by Jeremiah Trotter),-0.790,-1.510
4,2:14,3,13,NYG 17,21,18,Kerry Collins pass complete to Brian Mitchell for 10 yards (tackle by Champ Bailey),-1.510,-1.570
4,2:08,4,3,NYG 27,21,18,"Jeff Feagles punts 45 yards, fair catch by Chad Morton",-1.570,-0.810
4,2:01,1,10,WAS 28,21,18,Patrick Ramsey pass complete to Laveranues Coles for 21 yards,0.810,2.190
4,1:53,1,10,WAS 49,21,18,Patrick Ramsey pass complete to Darnerien McCants for 32 yards (tackle by Johnnie Harris). Penalty on Ralph Brown: Defensive Holding (Declined),2.190,4.310
4,1:44,1,10,NYG 19,21,18,Patrick Ramsey sacked by Kenny Holmes and Shaun Williams for -4 yards,4.310,3.220
4,1:34,,,,21,18,Timeout #3 by Washington Redskins,0.000,3.220
4,1:34,2,14,NYG 23,21,18,Patrick Ramsey pass complete to Laveranues Coles for 4 yards (tackle by Will Allen),3.220,3.030
4,1:09,3,10,NYG 19,21,18,"Patrick Ramsey pass incomplete intended for Laveranues Coles. Penalty on Chris Samuels: Offensive Holding, 10 yards (no play)",3.030,1.750
4,1:02,3,20,NYG 29,21,18,Patrick Ramsey pass complete to Rock Cartwright for 14 yards (tackle by Johnnie Harris),1.750,2.470
4,0:20,4,6,NYG 15,21,21,John Hall 33 yard field goal good,2.470,3.000
4,,,,WAS 30,21,21,"John Hall kicks off 71 yards, returned by Brian Mitchell for 25 yards (tackle by Bryan Johnson). Penalty on Jim Finn: Offensive Holding, 10 yards",0.000,-0.280
4,0:07,1,10,NYG 14,21,21,Kerry Collins kneels for -1 yards,-0.280,0.940
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
,,,,,,,"Giants won the coin toss, Giants to receive the overtime kickoff.",,
OT,15:00,1,10,WAS 30,21,21,"John Hall kicks off 72 yards, returned by Brian Mitchell for 42 yards (tackle by Patrick Johnson). Penalty on Kevin Lewis: Offensive Holding, 6 yards",0.940,-0.380
OT,14:54,1,10,NYG 6,21,21,Tiki Barber right guard for 5 yards (tackle by Ifeanyi Ohalete),-0.380,-0.420
OT,14:21,2,5,NYG 11,21,21,Kerry Collins pass complete to Amani Toomer for 9 yards (tackle by Matt Bowen),-0.420,0.280
OT,13:45,1,10,NYG 20,21,21,Kerry Collins pass incomplete intended for Jeremy Shockey,0.280,-0.270
OT,13:38,2,10,NYG 20,21,21,Tiki Barber right end for 14 yards (tackle by Matt Bowen),-0.270,1.200
OT,13:01,1,10,NYG 34,21,21,"Kerry Collins pass incomplete. Penalty on Bruce Smith: Defensive Offside, 5 yards (no play)",1.200,1.930
OT,12:54,1,5,NYG 39,21,21,Kerry Collins pass complete to Jeremy Shockey for 14 yards (tackle by Ifeanyi Ohalete),1.930,2.460
OT,12:19,1,10,WAS 47,21,21,Kerry Collins pass complete to Jim Finn for 27 yards (tackle by Todd Franz),2.460,4.240
OT,11:51,1,10,WAS 20,21,21,Tiki Barber up the middle for 11 yards (tackle by Todd Franz),4.240,5.140
OT,11:09,1,9,WAS 9,21,21,Kerry Collins kneels for -2 yards,5.140,4.020
OT,10:49,2,11,WAS 11,24,21,Matt Bryant 29 yard field goal good. Penalty on LaVar Arrington: Leaping (Declined),4.020,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
