Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
2,10:44,1,10,DAL 42,7,6,Ezekiel Elliott middle for 6 yards (tackle by Clay Matthews),1.730,2.000
2,10:11,2,4,DAL 48,7,6,Ezekiel Elliott left end for 14 yards (tackle by Micah Hyde and Ha Ha Clinton-Dix),2.000,3.050
2,9:31,1,10,GNB 38,7,6,Ezekiel Elliott right guard for 2 yards (tackle by Blake Martinez),3.050,2.780
2,8:49,2,8,GNB 36,7,6,Dak Prescott pass incomplete short middle intended for Jason Witten,2.780,2.080
2,8:44,3,8,GNB 36,7,6,"Dak Prescott pass complete short middle to Cole Beasley for 15 yards (tackle by Kentrell Brice). Penalty on Brice Butler: Illegal Block Above the Waist, 10 yards",2.080,2.080
2,8:11,3,8,GNB 36,7,6,Timeout #3 by Dallas Cowboys,2.080,2.740
2,8:11,3,3,GNB 31,7,6,"Dak Prescott pass incomplete short left intended for Cole Beasley. Penalty on Demetri Goodson: Defensive Pass Interference, 7 yards (no play)",2.740,3.970
2,8:07,1,10,GNB 24,7,6,"Dak Prescott sacked by Mike Pennel for -12 yards. Dak Prescott fumbles, recovered by Zack Martin at GNB-34",3.970,2.080
2,7:28,2,20,GNB 34,7,6,Ezekiel Elliott middle for 6 yards (tackle by Nick Perry),2.080,2.210
2,6:50,3,14,GNB 28,7,6,Dak Prescott pass complete short right to Ezekiel Elliott for 2 yards (tackle by Ladarius Gunter),2.210,1.740
2,6:05,4,12,GNB 26,10,6,Dan Bailey 44 yard field goal good,1.740,3.000
2,6:05,,,DAL 35,10,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
2,6:01,1,10,GNB 25,10,6,Eddie Lacy right guard for 10 yards (tackle by J.J. Wilcox),0.610,1.270
2,5:19,1,10,GNB 35,10,6,Eddie Lacy right end for no gain (tackle by Terrell McClain),1.270,0.720
2,4:37,2,10,GNB 35,10,6,Aaron Rodgers pass complete deep middle to Davante Adams for 22 yards (tackle by Brandon Carr),0.720,2.720
2,3:51,1,10,DAL 43,10,6,Aaron Rodgers pass complete short left to Randall Cobb for -6 yards (tackle by Anthony Brown),2.720,1.370
2,3:08,2,16,DAL 49,10,6,Aaron Rodgers pass complete short right to Eddie Lacy for 6 yards (tackle by Maliek Collins and Sean Lee),1.370,1.490
2,2:42,3,10,DAL 43,10,6,"Penalty on Justin Durant: Delay of Game, 5 yards (no play)",1.490,2.150
2,2:19,3,5,DAL 38,10,6,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson (defended by Morris Claiborne),2.150,0.720
2,2:15,4,5,DAL 38,10,6,Aaron Rodgers pass incomplete deep left intended for Randall Cobb (defended by Byron Jones),0.720,-1.470
2,2:09,1,10,DAL 38,10,6,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,1.470,0.920
2,2:04,2,10,DAL 38,10,6,Dak Prescott pass incomplete short middle intended for Jason Witten (defended by Morgan Burnett),0.920,0.230
2,1:59,3,10,DAL 38,10,6,Dak Prescott pass incomplete short right intended for Terrance Williams,0.230,-0.850
2,1:51,4,10,DAL 38,10,6,"Chris Jones punts 41 yards, returned by Trevor Davis for 25 yards (tackle by Keith Smith)",-0.850,-1.990
2,1:39,1,10,GNB 46,10,6,Aaron Rodgers pass incomplete short left intended for Davante Adams,1.990,1.450
2,1:35,2,10,GNB 46,10,6,Aaron Rodgers pass complete short right to Ty Montgomery for no gain,1.450,0.760
2,1:28,3,10,GNB 46,10,6,"Aaron Rodgers sacked by Justin Durant for -11 yards. Penalty on Jack Crawford: Defensive 12 On-field, 5 yards (no play)",0.760,1.420
2,1:18,3,5,DAL 49,10,6,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,1.420,0.000
2,1:11,4,5,DAL 49,10,6,Jake Schum punts 47 yards,0.000,0.380
2,1:00,1,10,DAL 3,10,6,Ezekiel Elliott right guard for 4 yards (tackle by Jake Ryan),-0.380,-0.380
2,0:57,1,10,DAL 3,10,6,Timeout #1 by Green Bay Packers,-0.380,-0.490
2,0:57,2,6,DAL 7,10,6,Ezekiel Elliott right guard for 5 yards (tackle by Morgan Burnett and Jake Ryan),-0.490,-0.490
2,0:45,2,6,DAL 7,10,6,Timeout #2 by Green Bay Packers,-0.490,-0.370
2,0:45,3,1,DAL 12,10,6,Lucky Whitehead left end for 26 yards (tackle by Ha Ha Clinton-Dix),-0.370,1.470
2,0:40,1,10,DAL 38,10,6,Dak Prescott pass complete deep right to Terrance Williams for 42 yards (tackle by Micah Hyde),1.470,4.240
2,0:31,1,10,GNB 20,16,6,"Dak Prescott pass complete deep right to Brice Butler for 20 yards, touchdown",4.240,7.000
2,0:31,,,GNB 20,17,6,Dan Bailey kicks extra point good,0.000,0.000
2,0:31,,,DAL 35,17,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
2,0:27,1,10,GNB 25,17,6,Aaron Rodgers pass complete short right to Richard Rodgers for 12 yards (tackle by Barry Church),0.610,1.400
2,0:22,1,10,GNB 37,17,6,Aaron Rodgers pass complete short right to Ty Montgomery for 13 yards (tackle by Anthony Brown),1.400,1.400
2,0:15,1,10,GNB 37,17,6,Timeout #3 by Green Bay Packers,1.400,2.260
2,0:15,1,10,,17,6,Aaron Rodgers pass complete short right to Ty Montgomery for 7 yards (tackle by Anthony Brown),2.260,2.660
2,0:08,2,3,DAL 43,17,6,Aaron Rodgers pass complete short middle to Randall Cobb for 14 yards,2.660,3.640
2,0:01,1,10,DAL 29,17,6,Aaron Rodgers pass complete short right to Ty Montgomery for 15 yards (tackle by Sean Lee),3.640,2.650
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,17,6,"Dan Bailey kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,GNB 25,17,6,Eddie Lacy right end for 4 yards (tackle by Damien Wilson),0.610,0.600
3,14:15,2,6,GNB 29,17,6,Eddie Lacy right end for 5 yards (tackle by Anthony Hitchens),0.600,0.560
3,13:30,3,1,GNB 34,17,6,Eddie Lacy right guard for 2 yards (tackle by Damien Wilson),0.560,1.330
3,12:58,1,10,GNB 36,17,6,Eddie Lacy right tackle for 5 yards (tackle by Sean Lee and Jack Crawford),1.330,1.470
3,12:13,2,5,GNB 41,17,6,Aaron Rodgers pass complete short right to Aaron Ripkowski for 2 yards (tackle by Justin Durant),1.470,1.030
3,11:33,3,3,GNB 43,17,6,Aaron Rodgers pass complete short middle to Ty Montgomery for 9 yards (tackle by Jeff Heath),1.030,2.390
3,10:50,1,10,DAL 48,17,6,Eddie Lacy left end for 2 yards (tackle by Brandon Carr),2.390,2.120
3,10:12,2,8,DAL 46,17,6,Aaron Rodgers pass incomplete short middle intended for Randall Cobb is intercepted by Barry Church at DAL-35 and returned for 14 yards,2.120,-2.190
3,10:03,1,10,DAL 49,17,6,Ezekiel Elliott right end for 25 yards (tackle by Ladarius Gunter),2.190,3.840
3,9:36,1,10,GNB 26,17,6,Ezekiel Elliott right tackle for 2 yards (tackle by Blake Martinez),3.840,3.570
3,8:55,2,8,GNB 24,17,6,Dak Prescott pass complete short left to Cole Beasley for 19 yards (tackle by Demetri Goodson),3.570,6.060
3,8:23,1,5,GNB 5,17,6,Ezekiel Elliott left tackle for 1 yard (tackle by Morgan Burnett),6.060,5.340
3,7:44,2,4,GNB 4,17,6,Ezekiel Elliott right guard for no gain (tackle by Datone Jones),5.340,4.490
3,7:05,3,4,GNB 4,17,6,Dak Prescott pass incomplete short right intended for Brice Butler,4.490,3.030
3,7:02,4,4,GNB 4,20,6,Dan Bailey 22 yard field goal good,3.030,3.000
3,7:02,,,DAL 35,20,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
3,6:58,1,10,GNB 25,20,6,Aaron Rodgers for 1 yard (tackle by Sean Lee),0.610,0.200
3,6:32,2,9,GNB 26,20,6,Eddie Lacy right tackle for -2 yards (tackle by Terrell McClain),0.200,-0.760
3,5:50,3,11,GNB 24,20,6,Aaron Rodgers pass complete short right to Davante Adams for 12 yards (tackle by Anthony Brown),-0.760,1.330
3,5:24,1,10,GNB 36,20,6,Ty Montgomery left guard for 6 yards (tackle by Sean Lee and Barry Church),1.330,1.600
3,4:58,2,4,GNB 42,20,6,Aaron Rodgers pass complete short right to Ty Montgomery for 12 yards (tackle by Anthony Brown),1.600,2.520
3,4:27,1,10,DAL 46,20,6,"Aaron Rodgers pass complete short right to Ty Montgomery for 15 yards (tackle by Anthony Brown). Ty Montgomery fumbles (forced by Anthony Brown), ball out of bounds at DAL-27",2.520,3.510
3,3:48,1,10,DAL 31,20,6,Aaron Rodgers pass incomplete short right intended for Ty Montgomery,3.510,2.970
3,3:44,2,10,DAL 31,20,6,Eddie Lacy left end for 2 yards (tackle by J.J. Wilcox),2.970,2.540
3,2:57,3,8,DAL 29,20,6,Aaron Rodgers pass complete short middle to Jeff Janis for 8 yards (tackle by Sean Lee),2.540,4.170
3,2:28,1,10,DAL 21,20,6,Aaron Rodgers pass complete short right to Jeff Janis for 6 yards (tackle by Justin Durant),4.170,4.550
3,1:54,2,4,DAL 15,20,6,Aaron Rodgers pass complete short middle to Ty Montgomery for 14 yards (tackle by J.J. Wilcox),4.550,6.970
3,1:18,1,1,DAL 1,20,6,"Aaron Rodgers middle for -3 yards (tackle by David Irving). Aaron Rodgers fumbles (forced by David Irving), recovered by David Irving at DAL-4 (tackle by Bryan Bulaga)",6.970,0.380
3,1:10,1,10,DAL 4,20,6,Ezekiel Elliott right guard for 2 yards (tackle by Mike Pennel),-0.380,-0.630
3,0:33,2,8,DAL 6,20,6,Dak Prescott pass incomplete deep left intended for Brice Butler,-0.630,-1.190
3,0:26,3,8,DAL 6,20,6,Dak Prescott pass incomplete short right intended for Jason Witten is intercepted by Morgan Burnett at DAL-16,-1.190,-4.510
3,0:20,1,10,DAL 16,20,6,Eddie Lacy right tackle for no gain (tackle by David Irving and Cedric Thornton),4.510,3.900
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DAL 16,20,6,Aaron Rodgers pass incomplete deep middle intended for Randall Cobb,3.900,3.080
4,14:55,3,10,DAL 16,20,6,Aaron Rodgers pass incomplete short right intended for Ty Montgomery (defended by David Irving),3.080,2.380
4,14:51,4,10,DAL 16,20,9,Mason Crosby 34 yard field goal good,2.380,3.000
4,14:51,,,GNB 35,20,9,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,14:48,1,10,DAL 25,20,9,Ezekiel Elliott right end for 6 yards (tackle by Ha Ha Clinton-Dix),0.610,0.870
4,14:14,2,4,DAL 31,20,9,Dak Prescott pass complete short left to Cole Beasley for 3 yards (tackle by Demetri Goodson),0.870,0.560
4,13:34,3,1,DAL 34,20,9,Dak Prescott pass complete deep right to Lucky Whitehead for 35 yards (tackle by Morgan Burnett),0.560,3.510
4,12:50,1,10,GNB 31,20,9,"Ezekiel Elliott left end for -2 yards (tackle by Ha Ha Clinton-Dix). Penalty on Datone Jones: Illegal Use of Hands, 5 yards (no play)",3.510,3.840
4,12:27,1,10,GNB 26,20,9,Ezekiel Elliott right end for 12 yards (tackle by Blake Martinez),3.840,4.650
4,11:50,1,10,GNB 14,20,9,Ezekiel Elliott right end for -3 yards (tackle by Mike Pennel),4.650,3.590
4,11:12,2,13,GNB 17,20,9,Dak Prescott pass complete short middle to Jason Witten for 13 yards (tackle by Ha Ha Clinton-Dix and Morgan Burnett),3.590,6.280
4,10:31,1,4,GNB 4,26,9,"Dak Prescott pass complete short right to Cole Beasley for 4 yards, touchdown",6.280,7.000
4,10:31,,,GNB 4,27,9,Dan Bailey kicks extra point good,0.000,0.000
4,10:31,,,DAL 35,27,9,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
4,10:26,1,10,GNB 25,27,9,Aaron Rodgers pass complete short right to Randall Cobb for 13 yards (tackle by Barry Church),0.610,1.470
4,10:05,1,10,GNB 38,27,9,Aaron Rodgers pass complete short right to Richard Rodgers for 3 yards (tackle by Barry Church),1.470,1.330
4,9:55,2,7,GNB 41,27,9,Eddie Lacy right tackle for 2 yards (tackle by Sean Lee),1.330,0.890
4,9:27,3,5,GNB 43,27,9,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Anthony Brown),0.890,2.390
4,8:58,1,10,DAL 48,27,9,Eddie Lacy left end for no gain (tackle by Tyrone Crawford),2.390,1.850
4,8:26,2,10,DAL 48,27,9,Aaron Rodgers pass complete short right to Jordy Nelson for 12 yards (tackle by Anthony Brown),1.850,3.180
4,7:56,1,10,DAL 36,27,9,Aaron Rodgers pass complete deep right to Jordy Nelson for 25 yards (tackle by Jeff Heath),3.180,4.840
4,7:25,1,10,DAL 11,27,9,Aaron Rodgers pass complete short left to Ty Montgomery for 5 yards (tackle by Byron Jones),4.840,5.080
4,6:57,2,5,DAL 6,27,15,"Aaron Rodgers pass complete short right to Randall Cobb for 6 yards, touchdown",5.080,7.000
4,6:57,,,DAL 6,27,16,"Mason Crosby kicks extra point good. Penalty on David Irving: Leverage, 15 yards",0.000,0.000
4,6:57,,,DAL 6,27,16,"Mason Crosby kicks onside 12 yards, recovered by Jason Witten",0.000,-1.470
4,6:51,1,10,DAL 38,27,16,Ezekiel Elliott middle for 5 yards (tackle by Jake Ryan and Blake Martinez),1.470,1.600
4,6:12,2,5,DAL 43,27,16,Ezekiel Elliott right tackle for no gain (tackle by Datone Jones),1.600,1.600
4,5:27,2,5,DAL 43,27,16,Timeout #1 by Dallas Cowboys,1.600,0.890
4,5:27,3,5,DAL 43,27,16,Dak Prescott pass complete short right to Jason Witten for 7 yards (tackle by Morgan Burnett),0.890,2.260
4,4:54,1,10,,27,16,Ezekiel Elliott left end for 29 yards (tackle by Nick Perry),2.260,2.260
4,4:40,1,10,,27,16,Timeout #1 by Green Bay Packers,2.260,4.170
4,4:40,1,10,GNB 21,27,16,Ezekiel Elliott right end for 6 yards (tackle by Ha Ha Clinton-Dix),4.170,4.170
4,4:31,1,10,GNB 21,27,16,Timeout #2 by Green Bay Packers,4.170,4.550
4,4:31,2,4,GNB 15,27,16,Alfred Morris left tackle for 1 yard (tackle by Letroy Guion),4.550,4.020
4,3:50,3,3,GNB 14,27,16,Alfred Morris right tackle for no gain (tackle by Nick Perry and Blake Martinez),4.020,4.020
4,3:45,3,3,GNB 14,27,16,Timeout #3 by Green Bay Packers,4.020,2.610
4,3:45,4,3,GNB 14,30,16,Dan Bailey 32 yard field goal good,2.610,3.000
4,3:45,,,DAL 35,30,16,"Dan Bailey kicks off 65 yards, returned by Ty Montgomery for 40 yards (tackle by Anthony Brown)",0.000,-1.600
4,3:34,1,10,GNB 40,30,16,Aaron Rodgers pass complete short middle to Randall Cobb for 8 yards (tackle by Sean Lee),1.600,2.130
4,3:12,2,2,GNB 48,30,16,"Aaron Rodgers sacked by David Irving for -9 yards. Aaron Rodgers fumbles (forced by David Irving), recovered by Jason Spriggs at GNB-41 and returned for 7 yards",2.130,1.420
4,2:43,3,2,GNB 48,30,16,"Ty Montgomery middle for 2 yards (tackle by David Irving). Ty Montgomery fumbles (forced by David Irving), recovered by Ryan Davis (tackle by Jason Spriggs)",1.420,-2.260
4,2:29,1,10,,30,16,Ezekiel Elliott left tackle for 5 yards (tackle by Jake Ryan and Jayrone Elliott),2.260,2.390
4,2:00,2,5,GNB 45,30,16,Ezekiel Elliott right end for 3 yards (tackle by Jayrone Elliott and Blake Martinez),2.390,2.080
4,1:15,3,2,GNB 42,30,16,Ezekiel Elliott middle for 1 yard (tackle by Datone Jones),2.080,2.080
4,0:30,3,2,GNB 42,30,16,Timeout #2 by Dallas Cowboys,2.080,0.530
4,0:30,4,1,GNB 41,30,16,Ezekiel Elliott middle for 3 yards (tackle by Blake Martinez),0.530,2.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
