Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,PHI 20,0,0,Sam Bradford pass complete short right to Nelson Agholor for 18 yards (tackle by Dashon Goldson),0.280,1.470
1,14:32,1,10,PHI 38,0,0,Ryan Mathews middle for 1 yard (tackle by Terrance Knighton),1.470,1.060
1,14:06,2,9,PHI 39,0,0,Sam Bradford pass complete short left to Zach Ertz for 5 yards (tackle by Mason Foster),1.060,1.020
1,13:34,3,4,PHI 44,0,0,Sam Bradford pass complete short left to Jordan Matthews for 11 yards (tackle by Quinton Dunbar),1.020,2.590
1,13:00,1,10,WAS 45,0,0,Sam Bradford pass complete short right to Zach Ertz for 16 yards (tackle by William Compton),2.590,3.640
1,12:30,1,10,WAS 29,0,0,"Penalty on Kedric Golston: Encroachment, 5 yards (no play)",3.640,4.370
1,12:16,1,5,WAS 24,0,0,"Sam Bradford pass incomplete deep left intended for Josh Huff. Penalty on Will Blackmon: Defensive Pass Interference, 23 yards (no play)",4.370,6.970
1,12:10,1,1,WAS 1,0,6,"Ryan Mathews middle for 1 yard, touchdown",6.970,7.000
1,12:10,,,WAS 1,0,7,Caleb Sturgis kicks extra point good,0.000,0.000
1,12:10,,,PHI 35,0,7,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
1,12:08,1,10,WAS 20,0,7,Kirk Cousins pass incomplete short left intended for Alfred Morris (defended by Beau Allen),0.280,-0.270
1,12:03,2,10,WAS 20,0,7,Alfred Morris left end for 3 yards (tackle by Fletcher Cox),-0.270,-0.560
1,11:23,3,7,WAS 23,0,7,Kirk Cousins pass complete short right to Jamison Crowder for 6 yards (tackle by E.J. Biggers),-0.560,-1.440
1,11:15,4,1,WAS 29,0,7,"Tress Way punts 51 yards, fair catch by Darren Sproles",-1.440,-0.280
1,11:08,1,10,PHI 20,0,7,Darren Sproles middle for 8 yards (tackle by William Compton and Kyshoen Jarrett),0.280,0.810
1,10:45,2,2,PHI 28,0,7,Darren Sproles left tackle for 3 yards (tackle by Ryan Kerrigan),0.810,1.000
1,10:16,1,10,PHI 31,0,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",1.000,0.670
1,10:09,1,15,PHI 26,0,7,Darren Sproles left tackle for 2 yards (tackle by Mason Foster),0.670,0.060
1,9:40,2,13,PHI 28,0,7,Sam Bradford sacked by William Compton for -7 yards,0.060,-1.550
1,9:12,3,20,PHI 21,0,7,Sam Bradford pass complete short right to Darren Sproles for 10 yards (tackle by Ryan Kerrigan),-1.550,-1.310
1,8:44,4,10,PHI 31,0,7,"Donnie Jones punts 38 yards, fair catch by Jamison Crowder",-1.310,-1.000
1,8:35,1,10,WAS 31,0,7,Kirk Cousins pass complete short right to Pierre Thomas for 13 yards (tackle by Mychal Kendricks),1.000,1.860
1,7:59,1,10,WAS 44,0,7,"Kirk Cousins pass incomplete deep left intended for Pierre Garcon (defended by E.J. Biggers). Penalty on Tom Compton: Illegal Formation, 5 yards (no play)",1.860,1.530
1,7:51,1,15,WAS 39,0,7,Kirk Cousins pass complete deep right to Jordan Reed for 28 yards (tackle by E.J. Biggers),1.530,3.380
1,7:11,1,10,PHI 33,0,7,Alfred Morris right end for 4 yards (tackle by Beau Allen),3.380,3.380
1,6:23,2,6,PHI 29,0,7,Kirk Cousins pass complete short right to DeSean Jackson for 7 yards (tackle by E.J. Biggers),3.380,4.110
1,5:55,1,10,PHI 22,6,7,"Kirk Cousins pass complete deep middle to Jordan Reed for 22 yards, touchdown. Penalty on Malcolm Jenkins: Unnecessary Roughness (Offsetting), Penalty on Pierre Garcon: Unnecessary Roughness (Offsetting)",4.110,7.000
1,5:55,,,PHI 22,6,7,Dustin Hopkins kicks extra point no good,0.000,-1.000
1,5:55,,,WAS 35,6,7,"Dustin Hopkins kicks off 64 yards, returned by Josh Huff for 16 yards (tackle by Houston Bates)",0.000,0.060
1,5:44,1,10,PHI 17,6,7,DeMarco Murray left end for no gain (tackle by Terrance Knighton),-0.060,-0.580
1,5:21,2,10,PHI 17,6,7,DeMarco Murray left tackle for 3 yards (tackle by William Compton),-0.580,-0.870
1,4:54,3,7,PHI 20,6,7,"Sam Bradford pass incomplete. Penalty on Sam Bradford: Intentional Grounding, 10 yards",-0.870,-2.490
1,4:50,4,17,PHI 10,6,7,"Donnie Jones punts 56 yards, returned by Jamison Crowder for 5 yards (tackle by Bryan Braman)",-2.490,-1.530
1,4:40,1,10,WAS 39,6,7,Kirk Cousins pass complete deep middle to DeSean Jackson for 15 yards (tackle by Malcolm Jenkins),1.530,2.520
1,4:00,1,10,PHI 46,6,7,Alfred Morris right tackle for 4 yards (tackle by Beau Allen),2.520,2.520
1,3:22,2,6,PHI 42,6,7,Kirk Cousins pass complete short right to Jordan Reed for 6 yards (tackle by Brandon Graham and E.J. Biggers),2.520,3.180
1,2:36,1,10,PHI 36,6,7,Alfred Morris left end for 5 yards (tackle by DeMeco Ryans),3.180,3.310
1,1:59,2,5,PHI 31,6,7,Kirk Cousins pass incomplete short right intended for Pierre Garcon (defended by E.J. Biggers),3.310,2.610
1,1:55,3,5,PHI 31,6,7,Kirk Cousins pass complete short middle to Jordan Reed for 19 yards (tackle by Walter Thurmond),2.610,4.780
