Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Brandon Scherff,G,76,100%,0,0%,5,14%
Spencer Long,G,76,100%,0,0%,5,14%
Morgan Moses,T,76,100%,0,0%,3,9%
Josh LeRibeus,C,76,100%,0,0%,0,0%
Kirk Cousins,QB,76,100%,0,0%,0,0%
Trent Williams,T,75,99%,0,0%,0,0%
Jordan Reed,TE,67,88%,0,0%,1,3%
Jamison Crowder,WR,63,83%,0,0%,7,20%
Pierre Garcon,WR,55,72%,0,0%,1,3%
DeSean Jackson,WR,53,70%,0,0%,0,0%
Alfred Morris,RB,35,46%,0,0%,0,0%
Pierre Thomas,RB,32,42%,0,0%,0,0%
Tom Compton,T,24,32%,0,0%,9,26%
Alex Smith,TE,16,21%,0,0%,11,31%
Ryan Grant,WR,14,18%,0,0%,5,14%
Chris Thompson,RB,9,12%,0,0%,5,14%
Darrel Young,FB,6,8%,0,0%,26,74%
Rashad Ross,WR,6,8%,0,0%,4,11%
Ty Nsekhe,T,1,1%,0,0%,9,26%
Dashon Goldson,FS,0,0%,81,100%,7,20%
Kyshoen Jarrett,FS,0,0%,78,96%,12,34%
William Compton,LB,0,0%,76,94%,11,31%
Bashaud Breeland,CB,0,0%,75,93%,11,31%
Ryan Kerrigan,LB,0,0%,75,93%,4,11%
Will Blackmon,CB,0,0%,70,86%,10,29%
Quinton Dunbar,CB,0,0%,66,81%,7,20%
Preston Smith,LB,0,0%,63,78%,1,3%
Mason Foster,LB,0,0%,59,73%,7,20%
DeAngelo Hall,CB,0,0%,55,68%,2,6%
Chris Baker,DE,0,0%,51,63%,0,0%
Jason Hatcher,DE,0,0%,42,52%,0,0%
Ricky Jean-Francois,DE,0,0%,30,37%,5,14%
Trent Murphy,LB,0,0%,21,26%,24,69%
Kedric Golston,NT,0,0%,18,22%,13,37%
Terrance Knighton,NT,0,0%,18,22%,9,26%
Jeron Johnson,SS,0,0%,5,6%,26,74%
Keenan Robinson,LB,0,0%,5,6%,7,20%
Houston Bates,LB,0,0%,3,4%,26,74%
Deshazor Everett,CB,0,0%,0,0%,29,83%
Carlos Fields,LB,0,0%,0,0%,25,71%
Dashaun Phillips,DB,0,0%,0,0%,20,57%
Dustin Hopkins,K,0,0%,0,0%,12,34%
Nick Sundberg,LS,0,0%,0,0%,12,34%
Tress Way,P,0,0%,0,0%,12,34%
Brian De La Puente,C,0,0%,0,0%,2,6%
