#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PHI 20,6,2:52,80,Touchdown
2,1,11:08,PHI 20,5,2:33,11,Punt
3,1,5:50,PHI 17,3,1:10,-7,Punt
4,1,1:00,PHI 20,6,1:52,35,Punt
5,2,12:00,PHI 39,3,1:48,1,Punt
6,2,8:11,PHI 42,7,2:15,42,Field Goal
7,2,4:15,PHI 38,1,0:14,11,Fumble
8,2,1:43,PHI 20,6,1:14,16,Punt
9,3,12:12,PHI 10,4,1:09,4,Punt
10,3,6:58,PHI 48,6,2:11,52,Touchdown
11,3,4:01,PHI 21,3,0:46,-4,Fumble
12,3,3:15,PHI 20,6,1:36,21,Punt
13,4,8:55,PHI 20,13,4:21,80,Touchdown
14,4,3:18,PHI 20,9,1:44,54,Downs
