Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
1,0:18,3,4,SFO 25,7,3,"Drew Stanton pass complete short right to John Brown for 5 yards (tackle by Eric Reid). Penalty on Eric Reid: Face Mask (15 Yards), 10 yards",3.070,4.910
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 10,7,3,Andre Ellington left end for 2 yards (tackle by Michael Wilhoite),4.910,4.570
2,14:26,2,8,SFO 8,7,3,"Penalty on Bobby Massie: False Start, 6 yards (no play)",4.570,3.580
2,13:57,2,14,SFO 14,7,3,Drew Stanton pass incomplete short right intended for Michael Floyd (defended by Jimmie Ward),3.580,3.000
2,13:52,3,14,SFO 14,7,3,Drew Stanton pass incomplete short left intended for Ted Ginn,3.000,2.510
2,13:47,4,14,SFO 14,7,6,Chandler Catanzaro 32 yard field goal good,2.510,3.000
2,13:47,,,ARI 35,7,6,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,13:42,1,10,SFO 20,7,6,Colin Kaepernick right end for 7 yards (tackle by Rashad Johnson),0.280,0.680
2,12:59,2,3,SFO 27,7,6,Colin Kaepernick pass complete short middle to Steve Johnson for 17 yards (tackle by Rashad Johnson),0.680,1.860
2,12:19,1,10,SFO 44,7,6,Michael Crabtree left end for 4 yards (tackle by Jerraud Powers),1.860,1.860
2,11:39,2,6,SFO 48,7,6,Colin Kaepernick pass complete short left to Anquan Boldin for 6 yards (tackle by Deone Bucannon and Tyrann Mathieu),1.860,2.520
2,11:02,1,10,ARI 46,7,6,Colin Kaepernick right end for 7 yards (tackle by Rashad Johnson),2.520,2.920
2,10:24,2,3,ARI 39,7,6,Colin Kaepernick pass incomplete short right intended for Brandon Lloyd (defended by Patrick Peterson),2.920,2.210
2,10:21,3,3,ARI 39,7,6,Colin Kaepernick up the middle for 2 yards (tackle by Tyrann Mathieu),2.210,0.790
2,9:25,4,1,ARI 37,7,6,Colin Kaepernick pass complete short right to Steve Johnson for 6 yards (tackle by Tyrann Mathieu),0.790,3.510
2,8:39,1,10,ARI 31,7,6,Colin Kaepernick pass complete short left to Anquan Boldin for 4 yards (tackle by Tyrann Mathieu),3.510,3.510
2,7:56,2,6,ARI 27,7,6,Colin Kaepernick left end for 2 yards (tackle by Tony Jefferson),3.510,3.070
2,7:11,3,4,ARI 25,7,6,"Colin Kaepernick pass incomplete short left intended for Michael Crabtree. Penalty on Antonio Cromartie: Defensive Holding, 5 yards (no play)",3.070,3.070
2,7:05,3,4,ARI 25,7,6,Timeout #3 by San Francisco 49ers,3.070,4.240
2,7:05,1,10,ARI 20,7,6,Colin Kaepernick up the middle for 7 yards (tackle by Kareem Martin),4.240,4.830
2,6:24,2,3,ARI 13,7,6,Frank Gore up the middle for 3 yards (tackle by Patrick Peterson and Tony Jefferson),4.830,4.830
2,5:48,2,3,ARI 13,7,6,Timeout #1 by Arizona Cardinals,4.830,4.910
2,5:48,1,10,ARI 10,7,6,Carlos Hyde up the middle for 4 yards (tackle by Matt Shaughnessy),4.910,4.950
2,5:14,2,6,ARI 6,13,6,"Carlos Hyde left end for 6 yards, touchdown",4.950,7.000
2,5:14,,,ARI 2,14,6,Phil Dawson kicks extra point good,0.000,0.000
2,5:14,,,SFO 35,14,6,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
2,5:07,1,10,ARI 20,14,6,Drew Stanton pass complete short left to Michael Floyd for 13 yards (tackle by Chris Culliver),0.280,1.140
2,4:40,1,10,ARI 33,14,6,Drew Stanton pass incomplete deep left intended for John Brown,1.140,0.590
2,4:33,2,10,ARI 33,14,6,Drew Stanton pass incomplete short right intended for Larry Fitzgerald (defended by Perrish Cox),0.590,-0.100
2,4:28,3,10,ARI 33,14,6,Drew Stanton pass incomplete deep left intended for John Brown. Penalty on Ted Larsen: Illegal Use of Hands (Declined),-0.100,-1.180
2,4:20,4,10,ARI 33,14,6,"Drew Butler punts 49 yards, returned by Bruce Ellington for 14 yards (tackle by Jaron Brown)",-1.180,-1.070
2,4:07,1,10,SFO 32,14,6,Frank Gore up the middle for 4 yards (tackle by Tony Jefferson),1.070,1.070
2,3:28,2,6,SFO 36,14,6,Colin Kaepernick pass incomplete,1.070,0.370
2,3:20,3,6,SFO 36,14,6,Colin Kaepernick pass complete short left to Michael Crabtree for 9 yards (tackle by Patrick Peterson),0.370,1.930
2,2:44,1,10,SFO 45,14,6,Colin Kaepernick pass incomplete deep left intended for Brandon Lloyd,1.930,1.380
2,2:38,2,10,SFO 45,14,6,Frank Gore up the middle for no gain (tackle by Dan Williams and Tommy Kelly),1.380,0.700
2,2:00,3,10,SFO 45,14,6,Colin Kaepernick pass complete short left to Steve Johnson for 12 yards (tackle by Tyrann Mathieu),0.700,2.720
2,1:54,1,10,ARI 43,14,6,Colin Kaepernick up the middle for 1 yard (tackle by Kevin Minter),2.720,2.310
2,1:17,2,9,ARI 42,14,6,Colin Kaepernick pass complete short right to Carlos Hyde for 1 yard (tackle by Tony Jefferson),2.310,1.750
2,0:32,3,8,ARI 41,14,6,Colin Kaepernick pass incomplete,1.750,0.530
2,0:28,4,8,ARI 41,14,6,"Andy Lee punts 26 yards, fair catch by Ted Ginn",0.530,0.220
2,0:21,1,10,ARI 15,14,6,Drew Stanton up the middle for 13 yards (tackle by Jimmie Ward),-0.220,-0.220
2,0:13,1,10,ARI 15,14,6,Timeout #2 by Arizona Cardinals,-0.220,0.810
2,0:13,1,10,ARI 28,14,6,Drew Stanton pass incomplete deep middle intended for Larry Fitzgerald (defended by Michael Wilhoite),0.810,0.260
2,0:08,2,10,ARI 28,14,6,Andre Ellington right tackle for 5 yards (tackle by Michael Wilhoite),0.260,0.230
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,14,6,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SFO 20,14,6,Colin Kaepernick up the middle for 9 yards (tackle by Tony Jefferson),0.280,0.950
3,14:23,2,1,SFO 29,14,6,Frank Gore up the middle for 3 yards (tackle by Kevin Minter),0.950,1.070
3,13:44,1,10,SFO 32,14,6,Colin Kaepernick pass complete short left to Carlos Hyde for -3 yards (tackle by Rashad Johnson),1.070,0.120
3,13:02,2,13,SFO 29,14,6,Colin Kaepernick pass complete short right to Steve Johnson for 5 yards (tackle by Jerraud Powers),0.120,0.100
3,12:18,3,8,SFO 34,14,6,Colin Kaepernick pass incomplete short left intended for Michael Crabtree (defended by Antonio Cromartie),0.100,-1.110
3,12:13,4,8,SFO 34,14,6,"Andy Lee punts 51 yards, fair catch by Ted Ginn",-1.110,0.220
3,12:06,1,10,ARI 15,14,6,Andre Ellington up the middle for 2 yards (tackle by Ray McDonald),-0.220,-0.440
3,11:30,2,8,ARI 17,14,6,Drew Stanton pass incomplete short left intended for Larry Fitzgerald (defended by Dan Skuta),-0.440,-1.120
3,11:27,3,8,ARI 17,14,6,Drew Stanton pass complete deep left to Michael Floyd for 45 yards (tackle by Chris Culliver),-1.120,3.050
3,10:50,1,10,SFO 38,14,6,Drew Stanton pass incomplete deep right intended for Michael Floyd (defended by Perrish Cox),3.050,2.510
3,10:43,2,10,SFO 38,14,6,Andre Ellington up the middle for 6 yards (tackle by Antoine Bethea),2.510,2.510
3,10:04,2,10,SFO 38,14,6,Timeout #1 by Arizona Cardinals,2.510,2.610
3,10:04,3,4,SFO 32,14,6,Drew Stanton pass complete short right to Ted Ginn for 8 yards (tackle by Justin Smith),2.610,3.970
3,9:25,1,10,SFO 24,14,12,"Drew Stanton pass complete deep middle to John Brown for 24 yards, touchdown",3.970,7.000
3,9:25,,,SFO 2,14,13,Chandler Catanzaro kicks extra point good,0.000,0.000
3,9:25,,,ARI 35,14,13,"Chandler Catanzaro kicks off 74 yards, returned by Bruce Ellington for 26 yards (tackle by Kenny Demens)",0.000,0.060
3,9:13,1,10,SFO 17,14,13,Colin Kaepernick pass complete short left to Michael Crabtree for 6 yards (tackle by Rashad Johnson),-0.060,0.350
3,8:43,2,4,SFO 23,14,13,"Colin Kaepernick up the middle for 5 yards (tackle by Jerraud Powers). Penalty on Mike Iupati: Offensive Holding (Offsetting), Penalty on Tommy Kelly: Face Mask (15 Yards) (Offsetting) (no play)",0.350,0.350
3,8:24,2,4,SFO 23,14,13,Colin Kaepernick pass incomplete deep right intended for Derek Carrier,0.350,-0.490
3,8:17,3,4,SFO 23,14,13,Colin Kaepernick left guard for 2 yards (tackle by Calais Campbell),-0.490,-1.700
3,7:39,4,2,SFO 25,14,13,"Andy Lee punts 41 yards, fair catch by Ted Ginn",-1.700,-1.200
3,7:32,1,10,ARI 34,14,13,Andre Ellington up the middle for 4 yards (tackle by Ian Williams and Dan Skuta),1.200,1.200
3,6:57,1,10,ARI 34,14,13,Timeout #2 by Arizona Cardinals,1.200,1.200
3,6:57,2,6,ARI 38,14,13,"Drew Stanton up the middle for 7 yards (tackle by Dan Skuta). Penalty on Dan Skuta: Unnecessary Roughness, 15 yards",1.200,2.920
3,6:40,1,10,SFO 40,14,13,"Drew Stanton pass incomplete deep right intended for Larry Fitzgerald. Penalty on Patrick Willis: Roughing the Passer, 15 yards (no play)",2.920,3.910
3,6:35,1,10,SFO 25,14,13,Andre Ellington up the middle for 3 yards (tackle by Ian Williams and Ahmad Brooks),3.910,3.770
3,5:55,2,7,SFO 22,14,13,Drew Stanton pass complete short left to Andre Ellington for 6 yards (tackle by Patrick Willis),3.770,4.060
3,5:55,3,1,SFO 16,14,13,"Penalty on Ted Larsen: False Start, 5 yards (no play)",4.060,3.200
3,4:44,3,6,SFO 21,14,19,"Drew Stanton pass complete deep middle to John Brown for 21 yards, touchdown",3.200,7.000
3,4:44,,,SFO 2,14,20,Chandler Catanzaro kicks extra point good,0.000,0.000
3,4:44,,,ARI 35,14,20,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,4:37,1,10,SFO 20,14,20,Bruce Ellington right end for 1 yard (tackle by Larry Foote),0.280,-0.130
3,4:02,2,9,SFO 21,14,20,Colin Kaepernick pass complete short middle to Michael Crabtree for 12 yards (tackle by Jerraud Powers),-0.130,1.140
3,3:37,1,10,SFO 33,14,20,Colin Kaepernick pass complete short middle to Steve Johnson for 12 yards (tackle by Rashad Johnson),1.140,1.930
3,3:00,1,10,SFO 45,14,20,Colin Kaepernick pass complete short right to Anquan Boldin for 6 yards (tackle by Tony Jefferson),1.930,2.190
3,2:29,2,4,ARI 49,14,20,Colin Kaepernick pass complete short left to Steve Johnson for 32 yards (tackle by Justin Bethel),2.190,4.440
3,2:01,1,10,ARI 17,14,20,Colin Kaepernick pass complete short left to Brandon Lloyd for 5 yards (tackle by Justin Bethel),4.440,4.690
3,1:47,2,5,ARI 12,14,20,"Colin Kaepernick pass complete short right to Anquan Boldin for 6 yards (tackle by Tony Jefferson). Penalty on Anquan Boldin: Unnecessary Roughness, 15 yards",4.690,4.170
3,1:18,1,10,ARI 21,14,20,Colin Kaepernick pass complete short left to Michael Crabtree for 4 yards (tackle by Larry Foote),4.170,4.200
3,0:32,2,6,ARI 17,14,20,Colin Kaepernick right tackle for -2 yards (tackle by Deone Bucannon),4.200,3.180
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,ARI 19,14,20,"Colin Kaepernick left end for 7 yards (tackle by Justin Bethel). Penalty on Jonathan Martin: Clipping, 15 yards (no play)",3.180,1.220
4,14:32,3,23,ARI 34,14,20,Colin Kaepernick pass complete short left to Michael Crabtree for 6 yards (tackle by Tyrann Mathieu),1.220,1.590
4,13:40,4,17,ARI 28,14,20,"Phil Dawson 45 yard field goal no good, blocked by Tommy Kelly, recovered by Ed Stinson",1.590,-2.060
4,13:26,1,10,ARI 47,14,20,Drew Stanton pass incomplete deep left intended for Michael Floyd,2.060,1.520
4,13:23,2,10,ARI 47,14,20,Ted Ginn pass complete short right to Michael Floyd for 10 yards (tackle by Perrish Cox),1.520,2.720
4,12:41,1,10,SFO 43,14,20,"Andre Ellington left end for 10 yards (tackle by Chris Culliver). Penalty on John Carlson: Offensive Holding (Offsetting), Penalty on Chris Culliver: Taunting (Offsetting) (no play)",2.720,2.720
4,12:21,1,10,SFO 43,14,20,Andre Ellington up the middle for -2 yards (tackle by Ian Williams),2.720,1.910
4,12:21,2,12,SFO 45,14,20,Drew Stanton pass incomplete deep left intended for Jaron Brown,1.910,1.220
4,11:39,3,12,SFO 45,14,20,Drew Stanton pass complete short left to John Carlson for 13 yards (tackle by Antoine Bethea),1.220,3.450
4,11:06,1,10,SFO 32,14,20,Andre Ellington up the middle for 2 yards (tackle by Ahmad Brooks),3.450,3.170
4,10:25,2,8,SFO 30,14,20,Drew Stanton pass complete short left to Michael Floyd for 10 yards (tackle by Chris Culliver),3.170,4.240
4,9:44,1,10,SFO 20,14,20,Drew Stanton pass incomplete short right intended for Larry Fitzgerald (defended by Jimmie Ward),4.240,3.690
4,9:38,2,10,SFO 20,14,20,"Drew Stanton pass complete short right to John Brown for 2 yards (tackle by Perrish Cox). Penalty on Michael Floyd: Offensive Pass Interference, 10 yards (no play)",3.690,2.340
4,9:16,2,20,SFO 30,14,20,"Andre Ellington up the middle for 4 yards (tackle by Ray McDonald). Penalty on Lyle Sendlein: Offensive Holding, 10 yards (no play)",2.340,0.990
4,8:59,2,30,SFO 40,14,20,Drew Stanton pass complete deep right to Larry Fitzgerald for 24 yards (tackle by Jimmie Ward),0.990,3.520
4,8:12,3,6,SFO 16,14,20,"Drew Stanton pass complete short right to Larry Fitzgerald for 6 yards (tackle by Ray McDonald). Penalty on Patrick Willis: Unnecessary Roughness, 5 yards",3.520,6.060
4,7:49,1,5,SFO 5,14,20,Andre Ellington left end for -4 yards (tackle by Dan Skuta),6.060,4.380
4,7:03,2,9,SFO 9,14,20,"Drew Stanton pass complete short right to Larry Fitzgerald for 4 yards (tackle by Michael Wilhoite). Larry Fitzgerald fumbles (forced by Michael Wilhoite), recovered by Perrish Cox at SFO-5",4.380,0.380
4,6:54,1,10,SFO 5,14,20,Carlos Hyde up the middle for 3 yards (tackle by Calais Campbell and Tommy Kelly),-0.380,-0.560
4,6:18,2,7,SFO 8,14,20,Colin Kaepernick pass complete short left to Steve Johnson for 5 yards (tackle by Justin Bethel),-0.560,-0.480
4,5:38,3,2,SFO 13,14,20,Colin Kaepernick pass complete short right to Michael Crabtree for 6 yards (tackle by Jerraud Powers),-0.480,0.150
4,5:06,1,10,SFO 19,14,20,Colin Kaepernick pass incomplete short right intended for Bruce Ellington,0.150,-0.390
4,4:57,2,10,SFO 19,14,20,Colin Kaepernick sacked by Tony Jefferson for -9 yards,-0.390,-0.390
4,4:14,2,10,SFO 19,14,20,Timeout #1 by San Francisco 49ers,-0.390,-2.470
4,4:14,3,19,SFO 10,14,20,Colin Kaepernick pass incomplete deep right intended for Brandon Lloyd,-2.470,-2.490
4,4:09,4,19,SFO 10,14,20,"Andy Lee punts 56 yards, returned by Ted Ginn for 8 yards (tackle by L.J. McCray)",-2.490,-1.730
4,3:57,1,10,ARI 42,14,20,Andre Ellington right end for 2 yards (tackle by Patrick Willis),1.730,1.460
4,3:16,2,8,ARI 44,14,20,Drew Stanton pass incomplete short left intended for Darren Fells (defended by Ian Williams),1.460,0.760
4,3:12,3,8,ARI 44,14,20,"Drew Stanton pass incomplete deep right intended for John Brown. Penalty on Chris Cook: Defensive Pass Interference, 21 yards (no play)",0.760,3.250
4,3:05,1,10,SFO 35,14,20,Andre Ellington up the middle for 1 yard (tackle by Justin Smith),3.250,3.250
4,3:02,1,10,SFO 35,14,20,Timeout #2 by San Francisco 49ers,3.250,2.840
4,3:02,2,9,SFO 34,14,20,Andre Ellington right end for 3 yards (tackle by Ian Williams),2.840,2.540
4,2:19,3,6,SFO 31,14,20,Andre Ellington up the middle for 20 yards (tackle by Eric Reid),2.540,4.840
4,2:00,1,10,SFO 11,14,20,Drew Stanton kneels for -3 yards,4.840,4.840
4,1:58,1,10,SFO 11,14,20,Timeout #3 by San Francisco 49ers,4.840,3.690
4,1:58,2,13,SFO 14,14,20,Drew Stanton kneels for -1 yards,3.690,2.970
4,1:16,3,14,SFO 15,14,20,Drew Stanton kneels for -2 yards,2.970,2.970
4,0:34,3,14,SFO 15,14,20,Timeout #3 by Arizona Cardinals,2.970,2.310
4,0:34,4,16,SFO 17,14,23,Chandler Catanzaro 35 yard field goal good,2.310,3.000
4,0:34,,,ARI 35,14,23,"Chandler Catanzaro kicks off 73 yards, returned by Bruce Ellington for 18 yards (tackle by Justin Bethel)",0.000,0.380
4,0:23,1,10,SFO 10,14,23,Colin Kaepernick pass complete short right to Anquan Boldin for 7 yards,-0.380,-0.090
4,0:18,2,3,SFO 17,14,23,Colin Kaepernick pass complete deep left to Michael Crabtree for 20 yards (tackle by Deone Bucannon),-0.090,1.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
