Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,OAK 35,0,0,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,MIA 20,0,0,Reggie Bush up the middle for 11 yards (tackle by Philip Wheeler),0.280,1.000
1,14:28,1,10,MIA 31,0,0,Ryan Tannehill pass incomplete short middle intended for Davone Bess,1.000,0.460
1,14:23,2,10,MIA 31,0,0,Ryan Tannehill right guard for 13 yards (tackle by Tyvon Branch),0.460,1.860
1,13:50,1,10,MIA 44,0,0,Reggie Bush up the middle for 6 yards (tackle by Tyvon Branch),1.860,2.130
1,13:16,2,4,,0,0,Reggie Bush right end for 3 yards (tackle by Lamarr Houston),2.130,1.820
1,12:43,3,1,OAK 47,0,0,Reggie Bush up the middle for 5 yards (tackle by Tyvon Branch),1.820,2.790
1,12:12,1,10,OAK 42,0,0,Ryan Tannehill pass complete short right to Brian Hartline for 15 yards (tackle by Patrick Lee),2.790,3.780
1,11:49,1,10,OAK 27,0,0,Reggie Bush left guard for 1 yard (tackle by Shawntae Spencer),3.780,3.370
1,11:00,2,9,OAK 26,0,0,Ryan Tannehill pass complete deep right to Brian Hartline for 21 yards (tackle by Patrick Lee),3.370,6.060
1,10:15,1,5,OAK 5,0,0,Ryan Tannehill pass incomplete short right intended for Brian Hartline (defended by Patrick Lee),6.060,5.150
1,10:06,2,5,OAK 5,0,0,Reggie Bush right guard for 3 yards,5.150,4.950
1,9:19,3,2,OAK 2,0,6,"Ryan Tannehill left end for 2 yards, touchdown",4.950,7.000
1,9:19,,,OAK 2,0,7,Dan Carpenter kicks extra point good,0.000,0.000
1,9:19,,,MIA 35,0,7,"Dan Carpenter kicks off 62 yards, returned by Coye Francies for 13 yards (tackle by Matt Moore)",0.000,-0.140
1,9:13,1,10,OAK 16,0,7,Carson Palmer pass complete deep right to Darrius Heyward-Bey for 19 yards (tackle by Sean Smith),-0.140,1.270
1,8:40,1,10,OAK 35,0,7,Carson Palmer pass incomplete deep left intended for Marcel Reece,1.270,0.720
1,8:31,2,10,OAK 35,0,7,Darren McFadden right guard for 2 yards (tackle by Jared Odrick),0.720,0.300
1,7:54,3,8,OAK 37,0,7,Carson Palmer right end for 7 yards (tackle by Sean Smith),0.300,-0.460
1,7:31,4,1,OAK 44,0,7,"Shane Lechler punts 33 yards, fair catch by Davone Bess",-0.460,-0.480
1,7:05,1,10,MIA 23,0,7,Reggie Bush right end for 1 yard (tackle by Philip Wheeler),0.480,0.070
1,6:38,2,9,MIA 24,0,7,Reggie Bush up the middle for no gain (tackle by Lamarr Houston),0.070,-0.630
1,6:05,3,9,MIA 24,0,7,Ryan Tannehill pass complete short right to Brian Hartline for 11 yards (tackle by Joselio Hanson),-0.630,1.270
1,5:22,1,10,MIA 35,0,7,Reggie Bush up the middle for 2 yards (tackle by Philip Wheeler),1.270,0.990
1,4:49,2,8,MIA 37,0,7,Ryan Tannehill pass complete deep middle to Davone Bess for 21 yards (tackle by Tyvon Branch),0.990,2.790
1,4:17,1,10,OAK 42,0,7,Lamar Miller right tackle for 5 yards (tackle by Richard Seymour),2.790,2.920
1,3:48,2,5,OAK 37,0,7,Ryan Tannehill pass incomplete short middle intended for Anthony Fasano,2.920,2.210
1,3:44,3,5,OAK 37,0,7,Ryan Tannehill pass incomplete short right intended for Davone Bess,2.210,0.790
1,3:38,4,5,OAK 37,0,7,Dan Carpenter punts 29 yards,0.790,0.380
1,3:28,1,10,OAK 8,0,7,"Darren McFadden left end for 3 yards (tackle by Koa Misi). Penalty on Stefen Wisniewski: Offensive Holding, 4 yards (no play)",-0.380,-0.530
1,3:04,1,14,OAK 4,0,7,Carson Palmer pass complete short left to Darrius Heyward-Bey for 13 yards (tackle by Richard Marshall),-0.530,0.050
1,2:27,2,1,OAK 17,0,7,Darren McFadden right guard for 3 yards (tackle by Cameron Wake),0.050,0.280
1,1:49,1,10,OAK 20,0,7,Darren McFadden right tackle for 2 yards (tackle by Karlos Dansby),0.280,0.000
1,1:10,2,8,OAK 22,0,7,Carson Palmer pass complete short left to Marcel Reece for 14 yards (tackle by Richard Marshall),0.000,1.330
1,0:29,1,10,OAK 36,0,7,Carson Palmer pass incomplete deep left intended for Denarius Moore,1.330,0.790
1,0:23,2,10,OAK 36,6,7,"Carson Palmer pass complete short right to Mike Goodson for 64 yards, touchdown",0.790,7.000
1,0:23,,,MIA 2,7,7,Sebastian Janikowski kicks extra point good,0.000,0.000
1,0:11,,,OAK 35,7,7,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
1,0:11,1,10,MIA 20,7,7,Lamar Miller for 9 yards (tackle by Michael Huff),0.280,0.950
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,MIA 29,7,7,Lamar Miller left tackle for 6 yards. Penalty on Matt Shaughnessy: Defensive Offside (Declined),0.950,1.270
2,15:00,1,10,MIA 35,7,7,Ryan Tannehill pass complete short right to Brian Hartline for 9 yards,1.270,1.940
2,14:15,2,1,MIA 44,7,7,Lamar Miller left tackle for 5 yards (tackle by Miles Burris),1.940,2.190
2,13:28,1,10,MIA 49,7,7,Ryan Tannehill pass incomplete,2.190,1.650
2,13:15,2,10,MIA 49,7,7,Ryan Tannehill pass complete short left to Charles Clay for 2 yards (tackle by Joselio Hanson),1.650,1.220
2,12:47,3,8,OAK 49,7,7,Ryan Tannehill pass incomplete deep right intended for Brian Hartline. Penalty on Jake Long: Illegal Formation (Declined),1.220,0.000
2,12:41,4,8,OAK 49,7,7,"Brandon Fields punts 42 yards, fair catch by Phillip Adams",0.000,0.380
2,12:32,1,10,OAK 7,7,7,Darren McFadden right tackle for 3 yards (tackle by Randy Starks),-0.380,-0.560
2,12:00,2,7,OAK 10,7,7,Carson Palmer pass incomplete short middle intended for Darren McFadden (defended by Karlos Dansby),-0.560,-1.070
2,11:50,3,7,OAK 10,7,7,Carson Palmer pass complete short left to Darrius Heyward-Bey for 5 yards (tackle by Karlos Dansby and Nolan Carroll),-1.070,-2.440
2,11:13,4,2,OAK 15,7,7,"Shane Lechler punts 60 yards, returned by Marcus Thigpen for 18 yards (tackle by Taiwan Jones)",-2.440,-1.800
2,10:55,1,10,MIA 43,7,7,Ryan Tannehill sacked by Matt Shaughnessy for -11 yards,1.800,-0.230
2,10:24,2,21,MIA 32,7,7,Ryan Tannehill pass complete short left to Reggie Bush for -3 yards (tackle by Shawntae Spencer),-0.230,-1.290
2,9:41,3,24,MIA 29,7,7,Ryan Tannehill pass incomplete short right intended for Charles Clay,-1.290,-1.440
2,9:34,4,24,MIA 29,7,7,"Brandon Fields punts 56 yards, returned by Phillip Adams for -1 yards (tackle by Chris Clemons)",-1.440,0.280
2,9:21,1,10,OAK 14,7,7,Carson Palmer pass complete deep right to Brandon Myers for 21 yards (tackle by Karlos Dansby),-0.280,1.270
2,8:45,1,10,OAK 35,7,7,Carson Palmer pass incomplete short right intended for Richard Gordon,1.270,0.720
2,8:38,2,10,OAK 35,7,7,Darren McFadden for 3 yards (tackle by Richard Marshall),0.720,0.430
2,8:07,3,7,OAK 38,7,7,Carson Palmer pass incomplete short left intended for Derek Hagan,0.430,-0.850
2,8:00,4,7,OAK 38,7,7,"Shane Lechler punts 48 yards, returned by Marcus Thigpen for 13 yards (tackle by Richard Gordon)",-0.850,-0.740
2,7:49,1,10,MIA 27,7,7,Reggie Bush right guard for -2 yards (tackle by Matt Shaughnessy),0.740,-0.070
2,7:12,2,12,MIA 25,7,7,Ryan Tannehill pass incomplete short left intended for Legedu Naanee,-0.070,-0.760
2,7:07,3,12,MIA 25,7,7,Ryan Tannehill pass incomplete short right intended for Reggie Bush,-0.760,-1.700
2,7:02,4,12,MIA 25,7,7,"Brandon Fields punts 54 yards, returned by Phillip Adams for 7 yards (tackle by Brandon Fields). Penalty on Brandon Myers: Offensive Holding, 10 yards",-1.700,-0.040
2,6:46,1,10,OAK 18,7,7,Darren McFadden right tackle for 2 yards (tackle by Koa Misi),0.040,-0.130
2,6:16,2,8,OAK 20,7,7,Carson Palmer pass complete deep left to Denarius Moore for 31 yards (tackle by Chris Clemons),-0.130,2.320
2,5:50,1,10,MIA 49,7,7,Carson Palmer pass incomplete short right intended for David Ausberry,2.320,1.780
2,5:25,2,10,MIA 49,7,7,Carson Palmer pass incomplete short right intended for Richard Gordon,1.780,1.090
2,5:21,3,10,MIA 49,7,7,Carson Palmer pass incomplete deep middle intended for Darrius Heyward-Bey,1.090,0.000
2,5:20,4,10,MIA 49,7,7,"Shane Lechler punts 35 yards, returned by Davone Bess for 11 yards (tackle by Richard Gordon)",0.000,-0.610
2,5:07,1,10,MIA 25,7,7,Ryan Tannehill pass incomplete short right intended for Davone Bess,0.610,0.060
2,4:59,2,10,MIA 25,7,7,Ryan Tannehill pass complete short middle to Reggie Bush for 3 yards (tackle by Michael Huff),0.060,-0.230
2,4:33,3,7,MIA 28,7,7,Ryan Tannehill pass complete short right to Davone Bess for 6 yards,-0.230,-1.110
2,3:55,4,1,MIA 34,7,7,"Brandon Fields punts 59 yards, returned by Phillip Adams for 5 yards (tackle by Legedu Naanee)",-1.110,0.350
2,3:33,1,10,OAK 12,7,7,Carson Palmer pass complete short middle to Brandon Myers for 12 yards (tackle by Karlos Dansby),-0.350,0.540
2,3:03,1,10,OAK 24,7,7,Darren McFadden left end for 2 yards (tackle by Karlos Dansby),0.540,0.270
2,2:30,2,8,OAK 26,7,7,Carson Palmer pass complete short middle to Marcel Reece for 3 yards (tackle by Kevin Burnett),0.270,-0.030
2,2:00,3,5,OAK 29,7,7,Carson Palmer pass complete short right to Denarius Moore for 10 yards,-0.030,1.530
2,1:53,1,10,OAK 39,7,7,Carson Palmer pass incomplete short right intended for Rod Streater,1.530,0.990
2,1:48,2,10,OAK 39,7,7,Carson Palmer pass complete short right to David Ausberry for 31 yards (tackle by Reshad Jones),0.990,3.580
2,1:37,1,10,MIA 30,7,7,Carson Palmer pass complete short right to Rod Streater for 6 yards (tackle by Sean Smith),3.580,3.840
2,1:16,2,4,MIA 24,7,7,"Carson Palmer pass complete short left to Derek Hagan for 10 yards (tackle by Nolan Carroll). Penalty on Jimmy Wilson: Roughing the Passer, 7 yards",3.840,0.000
2,1:08,,,,7,7,Timeout #1 by Miami Dolphins,0.000,0.000
2,1:08,,,,7,7,Timeout #1 by Oakland Raiders,0.000,5.600
