Quarter,Time,Tm,Detail,OAK,MIA
1.0,9:19,Dolphins,Ryan Tannehill 2 yard rush (Dan Carpenter kick),0,7
,0:11,Raiders,Mike Goodson 64 yard pass from Carson Palmer (Sebastian Janikowski kick),7,7
2.0,0:46,Raiders,Sebastian Janikowski 25 yard field goal,10,7
3.0,7:57,Dolphins,Reggie Bush 23 yard rush (Dan Carpenter kick),10,14
,3:52,Dolphins,Reggie Bush 65 yard rush (Dan Carpenter kick),10,21
4.0,14:50,Raiders,Sebastian Janikowski 27 yard field goal,13,21
,11:45,Dolphins,Anthony Fasano 14 yard pass from Ryan Tannehill (Dan Carpenter kick),13,28
,5:06,Dolphins,Lamar Miller 15 yard rush (Dan Carpenter kick),13,35
