Quarter,Time,Tm,Detail,DEN,KAN
1.0,7:40,Broncos,Phillip Lindsay 1 yard rush (Brandon McManus kick),7,0
,2:18,Chiefs,Harrison Butker 24 yard field goal,7,3
2.0,9:31,Chiefs,Travis Kelce 9 yard pass from Patrick Mahomes (Harrison Butker kick),7,10
,0:54,Chiefs,Sammy Watkins 13 yard pass from Patrick Mahomes (Harrison Butker kick failed),7,16
,0:05,Broncos,Tim Patrick 24 yard pass from Case Keenum (Brandon McManus kick),14,16
3.0,10:16,Chiefs,Sammy Watkins 10 yard pass from Patrick Mahomes (Harrison Butker kick),14,23
,5:12,Chiefs,Kareem Hunt 23 yard pass from Patrick Mahomes (Harrison Butker kick),14,30
4.0,14:57,Broncos,Jeff Heuerman 4 yard pass from Case Keenum (run failed),20,30
,1:48,Broncos,Brandon McManus 36 yard field goal,23,30
