Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
1,10:21,3,7,BAL 20,0,7,Josh Allen pass incomplete short middle intended for Isaiah McKenzie (defended by Brandon Stephens),3.200,2.120
1,10:18,4,7,BAL 20,3,7,Tyler Bass 38 yard field goal good,2.120,3.000
1,10:14,,,BUF 35,3,7,"Tyler Bass kicks off 58 yards, returned by Devin Duvernay for 12 yards (tackle by Tyrel Dodson)",0.000,0.150
1,10:09,1,10,BAL 19,3,7,Lamar Jackson scrambles right end for 4 yards (tackle by Taron Johnson),0.150,0.210
1,9:26,2,6,BAL 23,3,7,J.K. Dobbins right guard for 9 yards (tackle by Dane Jackson),0.210,1.070
1,8:43,1,10,BAL 32,3,7,Lamar Jackson pass complete short middle to Devin Duvernay for 12 yards (tackle by Damar Hamlin),1.070,1.860
1,8:04,1,10,BAL 44,3,7,Lamar Jackson pass incomplete short middle intended for Rashod Bateman,1.860,1.320
1,7:58,2,10,BAL 44,3,7,Justice Hill right guard for 1 yard (tackle by Von Miller),1.320,0.760
1,7:15,3,9,BAL 45,3,7,Lamar Jackson scrambles up the middle for 10 yards (tackle by Damar Hamlin),0.760,2.590
1,6:31,1,10,BUF 45,3,7,J.K. Dobbins left guard for 2 yards (tackle by Brandin Bryant and Prince Emili),2.590,2.310
1,5:50,2,8,BUF 43,3,7,Lamar Jackson pass complete short left to Demarcus Robinson for 3 yards (tackle by Matt Milano),2.310,2.010
1,5:10,3,5,BUF 40,3,7,Lamar Jackson pass complete short middle to Rashod Bateman for 13 yards (tackle by Damar Hamlin),2.010,3.780
1,4:29,1,10,BUF 27,3,7,Lamar Jackson left end for 9 yards (tackle by Tremaine Edmunds),3.780,4.530
1,3:56,2,1,BUF 18,3,7,J.K. Dobbins right tackle for 2 yards (tackle by Matt Milano),4.530,4.510
1,3:13,1,10,BUF 16,3,7,Lamar Jackson pass complete short middle to Mark Andrews for 6 yards (tackle by Dane Jackson),4.510,4.970
1,2:32,2,4,BUF 10,3,7,J.K. Dobbins right guard for 3 yards (tackle by Taron Johnson and Tremaine Edmunds),4.970,4.850
1,1:47,3,1,BUF 7,3,7,Patrick Ricard up the middle for 3 yards (tackle by Damar Hamlin),4.850,6.280
1,1:10,1,4,BUF 4,3,13,"J.K. Dobbins left guard for 4 yards, touchdown",6.280,7.000
1,1:06,,,BUF 15,3,14,Justin Tucker kicks extra point good,0.000,0.000
1,1:06,,,BAL 35,3,14,"Justin Tucker kicks off 47 yards, returned by Isaiah McKenzie for 4 yards (tackle by Brandon Stephens)",0.000,0.410
1,1:04,1,10,BUF 22,3,14,Josh Allen pass incomplete short left intended for Devin Singletary,0.410,-0.130
1,1:01,2,10,BUF 22,3,14,Josh Allen pass complete short middle to Dawson Knox for 10 yards (tackle by Odafe Oweh),-0.130,1.070
1,0:28,1,10,BUF 32,3,14,"Devin Singletary up the middle for 4 yards. Devin Singletary fumbles (forced by Odafe Oweh), recovered by Marcus Williams at BUF-36",1.070,-3.180
1,0:20,1,10,BUF 36,3,14,Lamar Jackson pass complete short middle to J.K. Dobbins for 20 yards (tackle by Gregory Rousseau),3.180,4.510
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 16,3,14,Lamar Jackson pass incomplete deep right intended for Mark Andrews,4.510,3.900
2,14:54,2,10,BUF 16,3,14,Justice Hill left tackle for 4 yards (tackle by Jordan Poyer),3.900,3.730
2,14:08,3,6,BUF 12,3,14,"Lamar Jackson pass complete short middle to Mark Andrews for no gain (tackle by Damar Hamlin). Penalty on Mark Andrews: Offensive Pass Interference, 10 yards (accepted) (no play)",3.730,2.480
2,13:41,3,16,BUF 22,3,14,Lamar Jackson sacked by Von Miller for -2 yards,2.480,1.870
2,12:57,4,18,BUF 24,3,17,Justin Tucker 42 yard field goal good,1.870,3.000
2,12:54,,,BAL 35,3,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,12:54,1,10,BUF 25,3,17,Zack Moss right guard for 5 yards (tackle by Josh Bynes),0.610,0.740
2,12:29,2,5,BUF 30,3,17,Josh Allen pass complete short middle to Isaiah McKenzie for 4 yards (tackle by Brandon Stephens),0.740,0.560
2,12:02,3,1,BUF 34,3,17,Zack Moss left guard for no gain (tackle by Justin Madubuike and Marcus Peters),0.560,-1.110
2,11:26,4,1,BUF 34,3,17,Sam Martin punts 37 yards out of bounds,-1.110,-0.870
2,11:19,1,10,BAL 29,3,17,Lamar Jackson pass complete short middle to Patrick Ricard for 4 yards (tackle by Prince Emili and Matt Milano),0.870,0.870
2,10:42,2,6,BAL 33,3,17,J.K. Dobbins right guard for 16 yards (tackle by Jordan Poyer and Kaiir Elam),0.870,2.190
2,10:01,1,10,BAL 49,3,17,J.K. Dobbins left tackle for 1 yard (tackle by Gregory Rousseau and Prince Emili),2.190,1.780
2,9:19,2,9,BAL 50,3,17,"Lamar Jackson scrambles right end for no gain (tackle by Damar Hamlin). Penalty on Tyler Linderbaum: Offensive Holding, 10 yards (accepted) (no play)",1.780,0.430
2,8:54,2,19,BAL 40,3,17,Lamar Jackson pass complete deep left to Devin Duvernay for 21 yards (tackle by Damar Hamlin),0.430,2.980
2,8:10,1,10,BUF 39,3,17,J.K. Dobbins left tackle for 1 yard (tackle by Boogie Basham and Matt Milano),2.980,2.580
2,7:27,2,9,BUF 38,3,17,Lamar Jackson pass complete short middle to Patrick Ricard for 7 yards (tackle by Brandin Bryant),2.580,2.810
2,6:42,3,2,BUF 31,3,17,Lamar Jackson pass complete short right to Justice Hill for 2 yards (tackle by Taron Johnson and Tremaine Edmunds),2.810,3.640
2,6:07,1,10,BUF 29,3,17,Justice Hill right tackle for no gain (tackle by Tim Settle and DaQuan Jones),3.640,3.100
2,5:27,2,10,BUF 29,3,17,Lamar Jackson sacked by and Gregory Rousseau for -8 yards and DaQuan Jones for -8 yards,3.100,1.360
2,4:45,3,18,BUF 37,3,17,Lamar Jackson pass complete short middle to Devin Duvernay for 9 yards (tackle by Matt Milano),1.360,1.590
2,3:59,4,9,BUF 28,3,17,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",1.590,1.150
2,3:44,4,14,BUF 33,3,20,Justin Tucker 51 yard field goal good,1.150,3.000
2,3:39,,,BAL 35,3,20,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,3:39,1,10,BUF 25,3,20,Josh Allen pass complete short middle to Jamison Crowder for 7 yards (tackle by Brandon Stephens),0.610,1.010
2,3:06,2,3,BUF 32,3,20,Josh Allen pass incomplete intended for James Cook,1.010,0.300
2,3:02,3,3,BUF 32,3,20,Josh Allen pass incomplete short middle intended for Jamison Crowder (defended by Josh Bynes),0.300,-1.240
2,2:58,4,3,BUF 32,3,20,"Sam Martin punts 43 yards, fair catch by Devin Duvernay at BAL-25",-1.240,-0.610
2,2:51,1,10,BAL 25,3,20,"Lamar Jackson pass complete short right to Mark Andrews for no gain (tackle by Matt Milano). Penalty on Daniel Faalele: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.610,0.280
2,2:33,1,15,BAL 20,3,20,Lamar Jackson pass incomplete short middle intended for Rashod Bateman,0.280,-0.610
2,2:28,2,15,BAL 20,3,20,Lamar Jackson pass complete short middle to Justice Hill for 10 yards (tackle by Tim Settle and Tremaine Edmunds),-0.610,0.040
2,2:00,3,5,BAL 30,3,20,Lamar Jackson pass incomplete short middle intended for Demarcus Robinson (defended by Jordan Poyer),0.040,-1.370
2,1:57,4,5,BAL 30,3,20,Jordan Stout punts 46 yards downed by Kevon Seymour,-1.370,-0.540
2,1:47,1,10,BUF 24,3,20,"Josh Allen pass complete short right to Gabriel Davis for 13 yards (tackle by Marcus Peters). Penalty on Brandon Stephens: Defensive Holding, 5 yards (declined)",0.540,1.400
2,1:41,1,10,BUF 37,3,20,Josh Allen pass complete short left to Isaiah McKenzie for 5 yards,1.400,1.530
2,1:37,2,5,BUF 42,3,20,"Josh Allen pass complete deep middle to Stefon Diggs for 17 yards (tackle by Marlon Humphrey). Penalty on Marlon Humphrey: Defensive Holding, 5 yards (declined)",1.530,2.850
2,1:30,1,10,BAL 41,3,20,Josh Allen scrambles up the middle for 9 yards (tackle by Patrick Queen),2.850,3.520
2,1:05,2,1,BAL 32,3,20,Josh Allen pass incomplete short middle intended for Isaiah McKenzie (defended by Justin Madubuike),3.520,2.810
2,1:01,3,1,BAL 32,3,20,Devin Singletary left tackle for 4 yards (tackle by Chuck Clark and Patrick Queen),2.810,3.710
2,0:37,1,10,BAL 28,3,20,Josh Allen pass incomplete deep right,3.710,3.170
2,0:29,2,10,BAL 28,3,20,Josh Allen pass complete short middle to Devin Singletary for 14 yards (tackle by Patrick Queen),3.170,4.650
2,0:21,,,,,,Timeout #1 by Buffalo Bills,,
2,0:21,1,10,BAL 14,3,20,Josh Allen pass incomplete short middle intended for Stefon Diggs,4.650,4.000
2,0:18,2,10,BAL 14,3,20,Josh Allen pass complete short left to Dawson Knox for 10 yards (tackle by Geno Stone),4.000,6.280
2,0:13,1,4,BAL 4,9,20,"Josh Allen pass complete short right to Isaiah McKenzie for 4 yards, touchdown",6.280,7.000
2,0:09,,,BAL 15,10,20,Tyler Bass kicks extra point good,0.000,0.000
2,0:09,,,BUF 35,10,20,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,0:09,1,10,BAL 25,10,20,Lamar Jackson kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,10,20,"Tyler Bass kicks off 58 yards, returned by Devin Duvernay for 28 yards (tackle by Baylon Spector)",0.000,1.270
3,14:52,1,10,BAL 35,10,20,"Penalty on Tyler Linderbaum: False Start, 5 yards (accepted) (no play)",1.270,0.940
3,14:52,1,15,BAL 30,10,20,Lamar Jackson pass complete short middle to Rashod Bateman for no gain (tackle by Dane Jackson),0.940,0.050
3,14:10,2,15,BAL 30,10,20,Lamar Jackson pass incomplete short right intended for Mark Andrews,0.050,-0.630
3,14:05,3,15,BAL 30,10,20,Lamar Jackson pass incomplete,-0.630,-1.370
3,14:00,4,15,BAL 30,10,20,"Jordan Stout punts 49 yards, returned by Jamison Crowder for 7 yards (tackle by Del'Shawn Phillips and Malik Harrison)",-1.370,-0.810
3,13:49,1,10,BUF 28,10,20,Josh Allen scrambles up the middle for 20 yards (tackle by Marcus Williams),0.810,2.130
3,13:04,1,10,BUF 48,10,20,Devin Singletary left end for 18 yards (tackle by Calais Campbell),2.130,3.310
3,12:34,1,10,BAL 34,10,20,Devin Singletary left guard for 9 yards (tackle by Chuck Clark),3.310,3.990
3,12:01,2,1,BAL 25,10,20,Devin Singletary right guard for -4 yards (tackle by Justin Madubuike),3.990,2.740
3,11:19,3,5,BAL 29,10,20,"Josh Allen aborted snap, recovered by Josh Allen at BAL-33 Josh Allen for 4 yards (tackle by Jason Pierre-Paul)",2.740,1.950
3,10:40,4,1,BAL 25,10,20,Josh Allen scrambles left end for 4 yards (tackle by Josh Bynes),1.950,4.170
3,9:59,1,10,BAL 21,10,20,Josh Allen pass incomplete short left intended for Gabriel Davis,4.170,3.630
3,9:54,2,10,BAL 21,10,20,Josh Allen pass incomplete deep right intended for Dawson Knox,3.630,2.940
3,9:49,3,10,BAL 21,10,20,Josh Allen pass incomplete short middle intended for Quintin Morris (defended by Justin Madubuike),2.940,2.060
3,9:45,4,10,BAL 21,13,20,Tyler Bass 39 yard field goal good,2.060,3.000
3,9:42,,,BUF 35,13,20,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,9:42,1,10,BAL 25,13,20,Justice Hill left guard for 4 yards (tackle by Matt Milano),0.610,0.600
3,9:07,2,6,BAL 29,13,20,Lamar Jackson right guard for 12 yards (tackle by Jordan Poyer),0.600,1.660
3,8:30,1,10,BAL 41,13,20,J.K. Dobbins left end for -2 yards (tackle by Matt Milano),1.660,0.850
3,7:46,2,12,BAL 39,13,20,Lamar Jackson pass complete short middle to Rashod Bateman for 4 yards (tackle by Matt Milano),0.850,0.700
3,7:03,3,8,BAL 43,13,20,Lamar Jackson pass incomplete short middle intended for Rashod Bateman,0.700,-0.520
3,7:00,4,8,BAL 43,13,20,"Jordan Stout punts 57 yards, touchback.",-0.520,-0.280
3,6:53,1,10,BUF 20,13,20,Josh Allen pass complete deep right to Stefon Diggs for 23 yards,0.280,1.800
3,6:19,1,10,BUF 43,13,20,Josh Allen pass complete short right to Devin Singletary for 14 yards (tackle by Marcus Williams),1.800,2.720
3,5:42,1,10,BAL 43,13,20,Devin Singletary up the middle for 3 yards (tackle by Travis Jones),2.720,2.580
3,5:11,2,7,BAL 40,13,20,Josh Allen pass incomplete short left intended for Gabriel Davis,2.580,1.880
3,5:04,3,7,BAL 40,13,20,Josh Allen pass complete short middle to Isaiah McKenzie for 8 yards (tackle by Brandon Stephens),1.880,3.450
3,4:43,1,10,BAL 32,13,20,Josh Allen pass incomplete short right,3.450,2.900
3,4:39,2,10,BAL 32,13,20,Josh Allen pass complete short middle to Khalil Shakir for 14 yards (tackle by Jason Pierre-Paul),2.900,4.370
3,4:11,1,10,BAL 18,13,20,Josh Allen right guard for 7 yards (tackle by Calais Campbell and Brandon Copeland),4.370,5.010
3,3:32,2,3,BAL 11,19,20,"Josh Allen left end for 11 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",5.010,7.000
3,3:26,,,BAL 15,20,20,Tyler Bass kicks extra point good,0.000,0.000
3,3:26,,,BUF 35,20,20,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,3:26,1,10,BAL 25,20,20,Lamar Jackson pass complete short left to Patrick Ricard for 6 yards (tackle by Taron Johnson),0.610,0.870
3,2:49,2,4,BAL 31,20,20,J.K. Dobbins right end for -2 yards (tackle by Tremaine Edmunds),0.870,-0.100
3,2:06,3,6,BAL 29,20,20,"Lamar Jackson scrambles left end for 5 yards (tackle by Kaiir Elam) BAL challenged the first down ruling, and the play was upheld.",-0.100,-1.110
3,1:34,4,1,BAL 34,20,20,Lamar Jackson up the middle for 2 yards (tackle by Gregory Rousseau),-1.110,1.330
3,0:54,1,10,BAL 36,20,20,Lamar Jackson pass complete short left to J.K. Dobbins for 5 yards (tackle by Tremaine Edmunds),1.330,1.470
3,0:11,2,5,BAL 41,20,20,J.K. Dobbins left end for 7 yards (tackle by Matt Milano),1.470,2.130
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 48,20,20,Lamar Jackson pass (defended by Prince Emili) intended for Mark Andrews is intercepted by Jordan Poyer at 50 and returned for no gain (tackle by Lamar Jackson),2.130,-2.260
4,14:54,1,10,BAL 50,20,20,Zack Moss right guard for 1 yard (tackle by Odafe Oweh),2.260,1.850
4,14:23,2,9,BAL 49,20,20,Josh Allen pass incomplete deep right intended for Stefon Diggs,1.850,1.160
4,14:17,3,9,BAL 49,20,20,Josh Allen sacked by Odafe Oweh for -12 yards,1.160,-0.780
4,13:45,4,21,BUF 39,20,20,Sam Martin punts 56 yards out of bounds,-0.780,0.380
4,13:38,1,10,BAL 5,20,20,Justice Hill left end for 10 yards (tackle by Jordan Poyer),-0.380,-0.220
4,13:02,1,10,BAL 15,20,20,Justice Hill up the middle for 12 yards (tackle by Kaiir Elam),-0.220,0.740
4,12:20,1,10,BAL 27,20,20,"Lamar Jackson pass incomplete short left intended for Demarcus Robinson. Penalty on Taron Johnson: Defensive Holding, 5 yards (accepted) (no play)",0.740,1.070
4,12:15,1,10,BAL 32,20,20,"Lamar Jackson left end for no gain (tackle by Tremaine Edmunds). Penalty on Kevin Zeitler: Offensive Holding, 10 yards (accepted) (no play)",1.070,0.410
4,11:52,1,20,BAL 22,20,20,Lamar Jackson pass complete short middle to Demarcus Robinson for 7 yards (tackle by Damar Hamlin),0.410,0.120
4,11:13,2,13,BAL 29,20,20,Lamar Jackson scrambles left end for 5 yards (tackle by Matt Milano),0.120,0.100
4,10:29,3,8,BAL 34,20,20,Lamar Jackson pass complete short middle to Mark Andrews for 9 yards (tackle by Jordan Poyer and Kaiir Elam),0.100,1.800
4,9:44,1,10,BAL 43,20,20,Justice Hill left tackle for no gain (tackle by Shaq Lawson),1.800,1.250
4,9:10,2,10,BAL 43,20,20,"Lamar Jackson pass incomplete deep right intended for Mark Andrews. Penalty on Taron Johnson: Defensive Pass Interference, 17 yards (accepted) (no play)",1.250,2.920
4,9:05,1,10,BUF 40,20,20,Justice Hill left end for 14 yards (tackle by Jordan Poyer),2.920,3.840
4,8:29,1,10,BUF 26,20,20,"Penalty on Tyler Linderbaum: False Start, 5 yards (accepted) (no play)",3.840,3.510
4,8:28,1,15,BUF 31,20,20,Lamar Jackson scrambles left end for 7 yards (tackle by Matt Milano),3.510,3.570
4,7:44,2,8,BUF 24,20,20,Lamar Jackson pass complete short middle to J.K. Dobbins for -4 yards (tackle by Tremaine Edmunds),3.570,2.350
4,7:04,3,12,BUF 28,20,20,Lamar Jackson scrambles up the middle for 18 yards (tackle by Matt Milano),2.350,4.910
4,6:25,1,10,BUF 10,20,20,Lamar Jackson pass complete short middle to Devin Duvernay for 9 yards (tackle by Tremaine Edmunds),4.910,5.910
4,5:40,2,1,BUF 1,20,20,J.K. Dobbins right end for -3 yards (tackle by Matt Milano),5.910,4.490
4,4:59,3,4,BUF 4,20,20,Lamar Jackson scrambles up the middle for 2 yards (tackle by Damar Hamlin),4.490,3.250
4,4:15,4,2,BUF 2,20,20,Lamar Jackson pass short right intended for Devin Duvernay is intercepted by Jordan Poyer in end zone and returned for no gain,3.250,-0.280
4,4:09,1,10,BUF 20,20,20,Josh Allen pass complete short middle to Stefon Diggs for 4 yards (tackle by Patrick Queen),0.280,0.270
4,3:35,2,6,BUF 24,20,20,Devin Singletary for 4 yards (tackle by Broderick Washington and Jason Pierre-Paul),0.270,0.100
4,2:59,3,2,BUF 28,20,20,Josh Allen pass complete deep right to Dawson Knox for 20 yards (tackle by Marcus Williams),0.100,2.130
4,2:52,1,10,BUF 48,20,20,Josh Allen scrambles right end for 7 yards (tackle by Odafe Oweh and Justin Madubuike),2.130,2.530
4,2:09,2,3,BAL 45,20,20,Josh Allen pass complete short left to Khalil Shakir for 9 yards,2.530,3.180
4,2:04,1,10,BAL 36,20,20,"Penalty on Dion Dawkins: False Start, 5 yards (accepted) (no play)",3.180,2.850
4,2:05,1,15,BAL 41,20,20,"Josh Allen pass incomplete intended for Devin Singletary. Penalty on Brandon Stephens: Roughing the Passer, 15 yards (accepted) (no play)",2.850,3.840
4,2:03,1,10,BAL 26,20,20,Devin Singletary left guard for -1 yards (tackle by Patrick Queen),3.840,3.160
4,2:00,2,11,BAL 27,20,20,Josh Allen pass complete to Devin Singletary for 16 yards (tackle by Jason Pierre-Paul),3.160,4.840
4,1:50,,,,,,Timeout #2 by Baltimore Ravens,,
4,1:50,1,10,BAL 11,20,20,Devin Singletary left guard for 8 yards (tackle by Odafe Oweh),4.840,5.660
4,1:43,,,,,,Timeout #3 by Baltimore Ravens,,
4,1:43,2,2,BAL 3,20,20,Josh Allen left guard for 2 yards (tackle by Calais Campbell and Chuck Clark),5.660,6.970
4,1:17,1,1,BAL 1,20,20,Josh Allen kneels for -1 yards,6.970,5.720
4,0:39,2,2,BAL 2,20,20,Josh Allen kneels for -1 yards,5.720,4.720
4,0:03,,,,,,Timeout #1 by Buffalo Bills,,
4,0:03,3,3,BAL 3,23,20,Tyler Bass 21 yard field goal good,4.720,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
