Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
2,8:26,2,9,OAK 41,6,10,Peyton Manning pass incomplete short middle intended for Demaryius Thomas (defended by Justin Ellis),2.380,1.680
2,8:18,3,9,OAK 41,6,10,Peyton Manning pass incomplete short right intended for Emmanuel Sanders (defended by D.J. Hayden),1.680,0.530
2,8:13,4,9,OAK 41,6,10,"Britton Colquitt punts 31 yards, fair catch by Denarius Moore",0.530,0.380
2,8:06,1,10,OAK 10,6,10,Derek Carr pass complete short left to James Jones for 4 yards (tackle by T.J. Ward),-0.380,-0.460
2,7:35,2,6,OAK 14,6,10,Derek Carr pass incomplete short middle intended for James Jones (defended by Chris Harris),-0.460,-0.950
2,7:31,3,6,OAK 14,6,10,Derek Carr pass complete short right to James Jones for 2 yards (tackle by Chris Harris),-0.950,-2.390
2,6:52,4,4,OAK 16,6,10,"Marquette King punts 41 yards, fair catch by Isaiah Burse",-2.390,-1.800
2,6:45,1,10,DEN 43,6,10,Peyton Manning pass complete short left to Emmanuel Sanders for 2 yards (tackle by Tarell Brown),1.800,1.520
2,6:24,2,8,DEN 45,6,10,"Peyton Manning pass incomplete. Penalty on Peyton Manning: Intentional Grounding, 10 yards",1.520,-0.490
2,6:19,3,18,DEN 35,6,10,Peyton Manning pass incomplete short right intended for C.J. Anderson,-0.490,-1.040
2,6:14,4,18,DEN 35,6,10,"Britton Colquitt punts 65 yards, touchback",-1.040,-0.280
2,6:05,1,10,OAK 20,6,10,Maurice Jones-Drew up the middle for 3 yards (tackle by Terrance Knighton),0.280,0.140
2,5:31,2,7,OAK 23,6,10,Maurice Jones-Drew left guard for 6 yards (tackle by Quinton Carter),0.140,0.230
2,4:56,3,1,OAK 29,6,10,Derek Carr pass complete short right to Mychal Rivera for 3 yards (tackle by Brandon Marshall),0.230,1.070
2,4:17,1,10,OAK 32,6,10,Derek Carr pass incomplete deep left intended for Vincent Brown,1.070,0.530
2,4:11,2,10,OAK 32,6,10,Derek Carr pass complete short left to Vincent Brown for 8 yards (tackle by Bradley Roby),0.530,0.890
2,3:37,3,2,OAK 40,6,10,Derek Carr pass incomplete short middle intended for Mychal Rivera is intercepted by Bradley Roby at DEN-47,0.890,-2.060
2,3:30,1,10,DEN 47,6,10,Ronnie Hillman left guard for 2 yards (tackle by Sio Moore),2.060,1.790
2,3:04,2,8,DEN 49,6,10,Peyton Manning pass incomplete short right intended for Ronnie Hillman (defended by Khalil Mack),1.790,1.090
2,3:00,3,8,DEN 49,12,10,"Peyton Manning pass complete short left to C.J. Anderson for 51 yards, touchdown",1.090,7.000
2,3:00,,,OAK 2,13,10,Brandon McManus kicks extra point good,0.000,0.000
2,3:00,,,DEN 35,13,10,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
2,2:44,1,10,OAK 20,13,10,Derek Carr pass complete short right to James Jones for 4 yards (tackle by Steven Johnson),0.280,0.270
2,2:10,2,6,OAK 24,13,10,Darren McFadden up the middle for 1 yard (tackle by Brandon Marshall),0.270,-0.300
2,2:00,3,5,OAK 25,13,10,Derek Carr pass incomplete deep left intended for Brice Butler,-0.300,-1.700
2,1:54,4,5,OAK 25,13,10,"Marquette King punts 44 yards, returned by Isaiah Burse for 30 yards (tackle by Jamar Chaney). Penalty on David Bruton: Illegal Block Above the Waist, 10 yards",-1.700,-1.470
2,1:40,1,10,DEN 38,13,10,C.J. Anderson left tackle for 17 yards (tackle by Tarell Brown),1.470,2.590
2,1:15,1,10,OAK 45,13,10,C.J. Anderson left guard for 12 yards (tackle by Larry Asante),2.590,3.380
2,0:40,1,10,OAK 33,13,10,Juwan Thompson right guard for 1 yard (tackle by Miles Burris),3.380,3.380
2,0:35,1,10,OAK 33,13,10,Timeout #1 by Denver Broncos,3.380,2.970
2,0:35,2,9,OAK 32,19,10,"Peyton Manning pass complete deep right to Emmanuel Sanders for 32 yards, touchdown",2.970,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:35,,,OAK 2,20,10,Brandon McManus kicks extra point good,0.000,0.000
2,0:35,,,DEN 35,20,10,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
2,0:28,1,10,OAK 20,20,10,Derek Carr pass complete short left to Darren McFadden for 4 yards (tackle by Aqib Talib),0.280,0.270
2,0:22,2,6,OAK 24,20,10,Derek Carr pass incomplete short right intended for Darren McFadden (defended by Brandon Marshall),0.270,-0.430
2,0:16,3,6,OAK 24,20,10,Derek Carr pass incomplete short right intended for Darren McFadden,-0.430,-1.770
2,0:09,4,6,OAK 24,20,10,Marquette King punts 23 yards,-1.770,0.540
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,20,10,"Brandon McManus kicks off 65 yards, touchback. Penalty on Ray-Ray Armstrong: Unnecessary Roughness, 10 yards",0.000,-0.380
3,15:00,1,10,OAK 10,20,10,Darren McFadden right guard for 2 yards (tackle by Derek Wolfe),-0.380,-0.630
3,14:25,2,8,OAK 12,20,10,Derek Carr pass incomplete short left intended for James Jones (defended by Bradley Roby),-0.630,-1.190
3,14:22,3,8,OAK 12,20,10,"Derek Carr pass complete short right to Khalif Barnes for 1 yard (tackle by Malik Jackson). Khalif Barnes fumbles (forced by Malik Jackson), recovered by Chris Harris at OAK-18 (tackle by Austin Howard). Penalty on Khalif Barnes: Illegal Touch Pass (Declined)",-1.190,-4.370
3,14:11,1,10,OAK 18,20,10,"Peyton Manning pass complete short right to Emmanuel Sanders for 4 yards (tackle by Larry Asante). Penalty on Will Montgomery: Ineligible Downfield Pass, 5 yards (no play)",4.370,4.040
3,13:45,1,15,OAK 23,20,10,Ronnie Hillman left end for no gain (tackle by Sio Moore),4.040,3.150
3,13:22,2,15,OAK 23,20,10,Peyton Manning pass complete short left to Wes Welker for 13 yards (tackle by Larry Asante),3.150,4.510
3,12:50,3,2,OAK 10,26,10,"Peyton Manning pass complete short middle to Julius Thomas for 10 yards, touchdown",4.510,7.000
3,12:50,,,OAK 2,27,10,Brandon McManus kicks extra point good,0.000,0.000
3,12:50,,,DEN 35,27,10,"Brandon McManus kicks off 67 yards, returned by Latavius Murray for 27 yards (tackle by Quinton Carter)",0.000,-0.610
3,12:36,1,10,OAK 25,27,10,Derek Carr pass complete short left to James Jones for -1 yards (tackle by Chris Harris and T.J. Ward),0.610,-0.070
3,11:59,2,11,OAK 24,27,10,Derek Carr pass complete short left to Marcel Reece for 6 yards (tackle by Bradley Roby),-0.070,0.040
3,11:26,3,5,OAK 30,27,10,Derek Carr pass incomplete short middle intended for Denarius Moore,0.040,-1.370
3,11:23,4,5,OAK 30,27,10,"Marquette King punts 41 yards, returned by Isaiah Burse for 2 yards (tackle by Neiko Thorpe). Penalty on Corey Nelson: Offensive Holding, 10 yards",-1.370,-0.150
3,11:13,1,10,DEN 19,27,10,Peyton Manning pass complete short right to Demaryius Thomas for 12 yards (tackle by D.J. Hayden),0.150,1.000
3,10:52,1,10,DEN 31,27,10,Ronnie Hillman right end for -3 yards (tackle by Sio Moore),1.000,0.060
3,10:12,2,13,DEN 28,27,10,Peyton Manning pass complete short left to Demaryius Thomas for 15 yards (tackle by Larry Asante),0.060,1.800
3,9:32,1,10,DEN 43,27,10,C.J. Anderson left tackle for 16 yards (tackle by Larry Asante),1.800,2.850
3,8:52,1,10,OAK 41,27,10,C.J. Anderson up the middle for 4 yards (tackle by Sio Moore and Larry Asante),2.850,2.850
3,8:10,2,6,OAK 37,27,10,"C.J. Anderson left tackle for 2 yards (tackle by Khalil Mack). Penalty on Jacob Tamme: Tripping, 10 yards (no play)",2.850,1.500
3,7:40,2,16,OAK 47,27,10,Peyton Manning pass complete short left to Ronnie Hillman for 8 yards (tackle by Tarell Brown),1.500,1.880
3,7:28,3,8,OAK 39,27,10,Peyton Manning pass complete short left to Demaryius Thomas for 7 yards (tackle by Tarell Brown),1.880,1.310
3,6:59,4,1,OAK 32,33,10,"Peyton Manning pass complete short right to Julius Thomas for 32 yards, touchdown",1.310,7.000
3,6:59,,,OAK 2,34,10,Brandon McManus kicks extra point good,0.000,0.000
3,6:59,,,DEN 35,34,10,"Brandon McManus kicks off 68 yards, returned by Latavius Murray for 21 yards (tackle by David Bruton)",0.000,-0.040
3,6:45,1,10,OAK 18,34,10,Derek Carr pass incomplete deep right intended for Vincent Brown,0.040,-0.490
3,6:39,2,10,OAK 18,34,10,Marcel Reece left tackle for 3 yards (tackle by Brandon Marshall and Sylvester Williams),-0.490,-0.790
3,6:01,3,7,OAK 21,34,10,"Derek Carr sacked by Von Miller for -7 yards. Penalty on Bradley Roby: Illegal Use of Hands, 5 yards (no play)",-0.790,0.670
3,5:42,1,10,OAK 26,34,10,Derek Carr pass complete short right to Latavius Murray for 7 yards (tackle by Brandon Marshall),0.670,1.070
3,5:09,2,3,OAK 33,34,10,Derek Carr pass complete short left to James Jones for 4 yards (tackle by Chris Harris),1.070,1.400
3,4:37,1,10,OAK 37,34,10,Derek Carr pass incomplete deep left intended for James Jones,1.400,0.860
3,4:32,2,10,OAK 37,34,10,Derek Carr pass complete short middle to Mychal Rivera for 5 yards (tackle by Brandon Marshall),0.860,0.830
3,3:56,3,5,OAK 42,34,10,Derek Carr pass incomplete short left intended for Mychal Rivera is intercepted by T.J. Ward at DEN-48 and returned for 18 yards. Penalty on OAK: Unsportsmanlike Conduct,0.830,0.830
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned.",,
3,3:50,3,5,OAK 42,34,10,Timeout #1 by Oakland Raiders,0.830,-3.310
3,3:50,1,10,OAK 34,34,10,Peyton Manning pass incomplete deep right intended for Demaryius Thomas (defended by D.J. Hayden),3.310,2.770
3,3:45,2,10,OAK 34,34,10,Peyton Manning pass complete short right to Demaryius Thomas for 11 yards (tackle by D.J. Hayden),2.770,4.040
3,3:12,1,10,OAK 23,34,10,C.J. Anderson up the middle for 5 yards (tackle by Larry Asante),4.040,4.210
3,2:37,2,5,OAK 18,34,10,Peyton Manning pass complete short left to Emmanuel Sanders for 6 yards (tackle by Charles Woodson),4.210,4.780
3,1:57,1,10,OAK 12,34,10,"Penalty on Orlando Franklin: False Start, 5 yards (no play)",4.780,4.320
3,1:32,1,15,OAK 17,34,10,Peyton Manning pass complete short left to C.J. Anderson for 2 yards (tackle by Larry Asante),4.320,3.660
3,1:06,2,13,OAK 15,40,10,"Peyton Manning pass complete short middle to Emmanuel Sanders for 15 yards, touchdown",3.660,7.000
3,1:06,,,OAK 2,41,10,Brandon McManus kicks extra point good,0.000,0.000
3,1:06,,,DEN 35,41,10,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,1:01,1,10,OAK 20,41,10,Derek Carr pass incomplete short middle intended for James Jones,0.280,-0.270
3,0:57,2,10,OAK 20,41,10,Derek Carr pass incomplete short right intended for Andre Holmes (defended by Aqib Talib),-0.270,-0.960
3,0:53,3,10,OAK 20,41,10,Derek Carr pass incomplete deep right intended for Brice Butler,-0.960,-2.030
3,0:47,4,10,OAK 20,41,10,"Marquette King punts 54 yards, fair catch by Isaiah Burse",-2.030,-0.670
3,0:40,1,10,DEN 26,41,10,C.J. Anderson up the middle for 1 yard (tackle by Denico Autry),0.670,0.270
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,DEN 27,41,10,Brock Osweiler pass incomplete short right intended for Demaryius Thomas (defended by Keith McGill),0.270,-0.430
4,15:00,3,9,DEN 27,41,10,"Penalty on Louis Vasquez: False Start, 5 yards (no play)",-0.430,-1.090
4,14:57,3,14,DEN 22,41,10,Brock Osweiler pass complete short left to Demaryius Thomas for 4 yards (tackle by Brandian Ross and Charles Woodson),-1.090,-1.630
4,14:14,4,10,DEN 26,41,10,"Britton Colquitt punts 37 yards, fair catch by Denarius Moore",-1.630,-1.400
4,14:07,1,10,OAK 37,41,10,Latavius Murray up the middle for 1 yard (tackle by Von Miller),1.400,0.990
4,13:35,2,9,OAK 38,41,10,Latavius Murray left end for 3 yards (tackle by Quanterus Smith and T.J. Ward),0.990,0.700
4,13:00,3,6,OAK 41,41,10,Derek Carr pass incomplete,0.700,-0.650
4,12:49,4,6,OAK 41,41,10,"Marquette King punts 38 yards, fair catch by Isaiah Burse",-0.650,-0.340
4,12:43,1,10,DEN 21,41,10,C.J. Anderson right tackle for 4 yards (tackle by Stacy McGee),0.340,0.340
4,12:10,2,6,DEN 25,41,10,C.J. Anderson up the middle for 5 yards (tackle by Pat Sims),0.340,0.300
4,11:32,3,1,DEN 30,41,10,C.J. Anderson right end for 1 yard (tackle by Keith McGill),0.300,1.000
4,10:48,1,10,DEN 31,41,10,Brock Osweiler pass complete short left to Cody Latimer for 9 yards (tackle by Charles Woodson and Brandian Ross),1.000,1.680
4,10:21,2,1,DEN 40,41,10,"Juwan Thompson left tackle for 4 yards (tackle by Khalil Mack). Juwan Thompson fumbles (forced by Khalil Mack), recovered by Jacob Tamme at DEN-44",1.680,1.860
4,9:36,1,10,DEN 44,41,10,"Brock Osweiler pass incomplete deep left intended for Andre Caldwell. Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",1.860,1.200
4,9:28,1,20,DEN 34,41,10,Juwan Thompson up the middle for 5 yards (tackle by Benson Mayowa and Miles Burris),1.200,0.640
4,8:54,2,15,DEN 39,41,10,Juwan Thompson left end for -2 yards (tackle by Brandian Ross),0.640,-0.300
4,8:10,3,17,DEN 37,41,10,Brock Osweiler for 4 yards (tackle by Tarell Brown),-0.300,-0.650
4,7:44,4,13,DEN 41,41,10,"Britton Colquitt punts 51 yards, returned by Denarius Moore for 30 yards (tackle by Aaron Brewer). Penalty on Ray-Ray Armstrong: Illegal Block Above the Waist, 6 yards",-0.650,0.380
4,7:29,1,10,OAK 6,41,10,Derek Carr pass complete short left to James Jones for -2 yards (tackle by Bradley Roby),-0.380,-0.930
4,6:56,2,12,OAK 4,41,10,Darren McFadden up the middle for 6 yards (tackle by Brandon Marshall and T.J. Ward),-0.930,-0.950
4,6:24,3,6,OAK 10,41,10,Derek Carr pass complete short left to Darren McFadden for 5 yards (tackle by Chris Harris),-0.950,-2.440
4,5:40,4,1,OAK 15,41,10,"Marquette King punts 53 yards, returned by Isaiah Burse for 21 yards (tackle by Brian Leonhardt)",-2.440,-2.460
4,5:25,1,10,OAK 47,41,10,C.J. Anderson left tackle for 2 yards (tackle by Jamar Chaney),2.460,2.180
4,4:47,2,8,OAK 45,41,10,Brock Osweiler pass incomplete short right intended for C.J. Anderson,2.180,1.490
4,4:43,3,8,OAK 45,41,10,Brock Osweiler pass incomplete short left intended for C.J. Anderson,1.490,0.270
4,4:38,4,8,OAK 45,41,10,Britton Colquitt punts 42 yards,0.270,0.380
4,4:30,1,10,OAK 3,41,10,Maurice Jones-Drew up the middle for 1 yard (tackle by Brandon Marshall),-0.380,-0.710
4,3:51,2,9,OAK 4,41,10,Derek Carr pass complete short middle to Maurice Jones-Drew for 7 yards (tackle by Rahim Moore),-0.710,-0.480
4,3:10,3,2,OAK 11,41,10,Derek Carr pass complete deep left to Denarius Moore for 28 yards (tackle by Bradley Roby),-0.480,1.530
,,,,,,,"DEN challenged the pass completion ruling, and the play was upheld.",,
4,2:46,1,10,OAK 39,41,10,Derek Carr pass complete deep middle to Mychal Rivera for 25 yards (tackle by T.J. Ward),1.530,3.180
4,2:16,1,10,DEN 36,41,10,Derek Carr pass complete short right to Mychal Rivera for 6 yards (tackle by Quinton Carter),3.180,3.450
4,2:00,2,4,DEN 30,41,10,Derek Carr pass complete short left to Vincent Brown for 3 yards (tackle by Quanterus Smith),3.450,3.140
4,1:25,3,1,DEN 27,41,10,Derek Carr pass complete short middle to Vincent Brown for 9 yards (tackle by T.J. Ward),3.140,4.370
4,0:53,1,10,DEN 18,41,16,"Derek Carr pass complete deep middle to Mychal Rivera for 18 yards, touchdown",4.370,7.000
4,0:53,,,DEN 2,41,17,Sebastian Janikowski kicks extra point good,0.000,0.000
4,0:53,,,OAK 35,41,17,"Sebastian Janikowski kicks onside 11 yards, recovered by Andre Caldwell",0.000,-2.520
4,0:42,1,10,OAK 46,41,17,Brock Osweiler kneels for -1 yards,2.520,1.840
4,0:26,2,11,OAK 47,41,17,Brock Osweiler kneels for -1 yards,1.840,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
