#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:20,DEN 49,9,4:45,26,Field Goal
2,1,4:06,OAK 20,3,1:40,8,Punt
3,2,14:22,OAK 20,3,1:33,4,Punt
4,2,12:39,DEN 12,3,1:20,12,Touchdown
5,2,8:06,OAK 10,3,1:21,6,Punt
6,2,6:05,OAK 20,6,2:35,20,Interception
7,2,2:44,OAK 20,3,1:04,5,Punt
8,2,0:28,OAK 20,3,0:28,4,Punt
9,3,15:00,OAK 10,3,0:49,3,Fumble
10,3,12:43,OAK 25,3,1:30,5,Punt
11,3,6:52,OAK 18,7,3:02,24,Interception
12,3,1:01,OAK 20,3,0:21,0,Punt
13,4,14:07,OAK 37,3,1:24,4,Punt
14,4,7:29,OAK 6,3,2:04,9,Punt
15,4,4:30,OAK 3,8,3:42,97,Touchdown
