#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:09,ARI 33,3,1:33,33,Touchdown
2,1,6:14,OAK 30,3,1:39,-7,Punt
3,1,3:33,OAK 21,3,1:37,8,Punt
4,1,0:16,OAK 25,5,2:27,11,Punt
5,2,11:57,,7,3:37,50,Touchdown
6,2,5:30,OAK 45,3,1:20,5,Punt
7,2,2:59,OAK 37,3,0:57,3,Punt
8,2,1:02,OAK 9,2,1:02,13,End of Half
9,3,15:00,OAK 25,7,4:34,44,Field Goal
10,3,8:01,OAK 35,12,7:39,63,Field Goal
11,4,13:30,OAK 27,8,5:51,35,Punt
12,4,5:02,OAK 25,3,1:26,1,Punt
13,4,3:05,OAK 2,3,0:26,0,Punt
14,4,1:53,OAK 20,9,1:53,63,Field Goal
