Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
1,7:49,,,KAN 20,2,0,"Dustin Colquitt kicks off 48 yards, recovered by Jehu Chesson",0.000,3.450
1,7:49,1,10,PIT 32,2,0,Kareem Hunt left end for 3 yards (tackle by Vince Williams),3.450,0.000
1,7:49,,,KAN 20,2,0,"Dustin Colquitt kicks off 48 yards, recovered by Jehu Chesson",0.000,3.310
1,7:09,2,7,PIT 29,2,0,Alex Smith pass complete short left to Kareem Hunt for 1 yard (tackle by T.J. Watt),3.310,2.740
1,6:30,3,6,PIT 28,2,0,Alex Smith pass incomplete short left intended for Demetrius Harris (defended by Artie Burns),2.740,1.610
1,6:25,4,6,PIT 28,2,3,Harrison Butker 46 yard field goal good,1.610,3.000
1,6:20,,,KAN 35,2,3,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
1,6:20,1,10,PIT 25,2,3,Le'Veon Bell right end for 14 yards (tackle by Derrick Johnson),0.610,1.530
1,5:43,1,10,PIT 39,2,3,Ben Roethlisberger pass complete short left to Antonio Brown for 5 yards (tackle by Terrance Mitchell),1.530,1.660
1,5:09,2,5,PIT 44,2,3,"Ben Roethlisberger pass incomplete deep right intended for Jesse James. Penalty on Phillip Gaines: Defensive Holding, 5 yards (no play)",1.660,2.190
1,5:04,1,10,PIT 49,2,3,Ben Roethlisberger pass incomplete deep left intended for Vance McDonald,2.190,1.650
1,4:57,2,10,PIT 49,2,3,Le'Veon Bell left guard for 1 yard (tackle by Kevin Pierre-Louis),1.650,1.090
1,4:13,3,9,,2,3,Le'Veon Bell right tackle for 10 yards (tackle by Derrick Johnson and Ron Parker),1.090,2.920
1,3:32,1,10,KAN 40,2,3,Le'Veon Bell middle for 13 yards (tackle by Terrance Mitchell),2.920,3.780
1,2:51,1,10,KAN 27,2,3,Ben Roethlisberger pass complete short right to Martavis Bryant for 7 yards (tackle by Marcus Peters),3.780,4.180
1,2:13,2,3,KAN 20,2,3,"Ben Roethlisberger pass complete short right to Antonio Brown for 4 yards (tackle by Justin Houston). Penalty on JuJu Smith-Schuster: Offensive Holding, 10 yards",4.180,3.370
1,1:48,2,9,KAN 26,2,3,Le'Veon Bell middle for 9 yards (tackle by Daniel Sorensen),3.370,4.440
1,1:06,1,10,KAN 17,2,3,Le'Veon Bell left tackle for 6 yards (tackle by Allen Bailey),4.440,4.890
1,0:21,2,4,KAN 11,2,3,Le'Veon Bell middle for 8 yards (tackle by Ron Parker),4.890,6.510
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,3,KAN 3,8,3,"Le'Veon Bell middle for 3 yards, touchdown. Penalty on Le'Veon Bell: Unsportsmanlike Conduct, 15 yards",6.510,7.000
2,14:55,,,KAN 15,9,3,Chris Boswell kicks extra point good,0.000,0.000
2,14:55,,,PIT 20,9,3,"Chris Boswell kicks off 64 yards, returned by Akeem Hunt for 17 yards (tackle by Vince Williams)",0.000,-1.140
2,14:50,1,10,KAN 33,9,3,Alex Smith pass complete short left to Tyreek Hill for 5 yards (tackle by James Harrison),1.140,1.270
2,14:11,2,5,KAN 38,9,3,Tyreek Hill right end for -9 yards (tackle by Mike Hilton),1.270,-0.620
2,13:28,3,14,KAN 29,9,3,"Penalty on Cameron Erving: False Start, 5 yards (no play)",-0.620,-1.290
2,13:03,3,19,KAN 24,9,3,Alex Smith pass complete short left to De'Anthony Thomas for 4 yards (tackle by Sean Davis),-1.290,-1.500
2,12:26,4,15,KAN 28,9,3,Dustin Colquitt punts 39 yards,-1.500,-1.140
2,12:13,1,10,PIT 33,9,3,Ben Roethlisberger pass complete short left to Martavis Bryant for 20 yards (tackle by Ron Parker),1.140,2.460
2,11:32,1,10,KAN 47,9,3,Le'Veon Bell middle for 2 yards (tackle by Bennie Logan and Justin Houston),2.460,2.180
2,10:47,2,8,KAN 45,9,3,James Conner right end for 3 yards (tackle by Marcus Peters),2.180,1.880
2,10:10,3,5,KAN 42,9,3,Ben Roethlisberger pass incomplete short right intended for Antonio Brown is intercepted by Marcus Peters at KAN-36 and returned for 16 yards,1.880,-2.390
2,9:59,1,10,PIT 48,9,3,Alex Smith pass incomplete deep right intended for Travis Kelce (defended by Joe Haden),2.390,1.850
2,9:54,2,10,PIT 48,9,3,Alex Smith pass complete short left to Tyreek Hill for 4 yards (tackle by Vince Williams),1.850,1.690
2,9:09,3,6,PIT 44,9,3,Alex Smith pass incomplete deep middle intended for Tyreek Hill,1.690,0.330
2,9:02,4,6,PIT 44,9,3,Dustin Colquitt punts 43 yards,0.330,0.380
,,,,,,,"PIT challenged the kick downed ruling, and the play was upheld.",,
2,8:51,1,10,PIT 1,9,3,Ben Roethlisberger pass complete deep left to Vance McDonald for 26 yards (tackle by Justin Houston),-0.380,0.740
2,8:03,1,10,PIT 27,9,3,Ben Roethlisberger pass complete short left to Le'Veon Bell for 6 yards (tackle by Daniel Sorensen),0.740,1.010
2,7:33,2,4,PIT 33,9,3,Ben Roethlisberger pass complete short middle to Le'Veon Bell for -3 yards (tackle by Dee Ford and Kevin Pierre-Louis),1.010,-0.100
2,6:53,3,7,PIT 30,9,3,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 15 yards (tackle by Phillip Gaines and Daniel Sorensen),-0.100,1.930
2,6:07,1,10,PIT 45,9,3,Le'Veon Bell middle for 4 yards (tackle by Allen Bailey and Daniel Sorensen),1.930,1.920
2,5:29,2,6,PIT 49,9,3,Le'Veon Bell left end for 6 yards (tackle by Dee Ford and Terrance Mitchell),1.920,2.590
2,4:41,1,10,KAN 45,9,3,Ben Roethlisberger pass complete deep right to Antonio Brown for 26 yards (tackle by Terrance Mitchell),2.590,4.310
2,3:54,1,10,KAN 19,9,3,Le'Veon Bell left tackle for 17 yards (tackle by Derrick Johnson),4.310,6.740
2,3:07,1,2,KAN 2,9,3,Ben Roethlisberger pass incomplete,6.740,5.720
2,3:00,2,2,KAN 2,9,3,Le'Veon Bell left tackle for -4 yards (tackle by Rakeem Nunez-Roches and Terrance Mitchell),5.720,4.040
2,2:16,3,6,KAN 6,9,3,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,4.040,2.990
2,2:11,4,6,KAN 6,12,3,Chris Boswell 24 yard field goal good,2.990,3.000
2,2:08,,,PIT 35,12,3,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
2,2:08,1,10,KAN 25,12,3,Kareem Hunt right guard for no gain (tackle by Sean Davis),0.610,0.060
2,2:00,2,10,KAN 25,12,3,Alex Smith pass complete short middle to Charcandrick West for 9 yards (tackle by Mike Hilton and Mike Mitchell),0.060,0.000
2,1:46,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-0.560
2,1:46,3,1,KAN 34,12,3,Kareem Hunt middle for 3 yards (tackle by Sean Davis),0.560,1.400
2,1:21,1,10,KAN 37,12,3,Alex Smith sacked by Vince Williams for -6 yards,1.400,0.050
2,0:56,2,16,KAN 31,12,3,"Penalty on Kareem Hunt: False Start, 5 yards (no play)",0.050,-0.630
2,0:34,2,21,KAN 26,12,3,"Alex Smith pass incomplete. Penalty on Bud Dupree: Roughing the Passer (Offsetting), Penalty on Alex Smith: Intentional Grounding (Offsetting) (no play)",-0.630,-0.630
2,0:28,2,21,KAN 26,12,3,Alex Smith sacked by Vince Williams for -9 yards,-0.630,-2.960
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,12,3,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,KAN 25,12,3,Kareem Hunt right end for 4 yards (tackle by Ryan Shazier),0.610,0.600
3,14:28,2,6,KAN 29,12,3,Kareem Hunt right end for 5 yards (tackle by Cameron Heyward),0.600,0.560
3,13:50,3,1,KAN 34,12,3,Alex Smith middle for no gain (tackle by Stephon Tuitt),0.560,-1.110
3,12:54,4,1,KAN 34,12,3,"Dustin Colquitt punts 52 yards, returned by Antonio Brown for 5 yards (tackle by Daniel Sorensen). Penalty on Akeem Hunt: Illegal Formation, 5 yards (no play)",-1.110,-1.440
3,12:41,4,6,KAN 29,12,3,"Dustin Colquitt punts 54 yards, fair catch by Antonio Brown",-1.440,0.060
3,12:33,1,10,PIT 17,12,3,Le'Veon Bell middle for 15 yards (tackle by Frank Zombo),-0.060,1.070
3,11:49,1,10,PIT 32,12,3,Le'Veon Bell right end for no gain (tackle by Allen Bailey and Chris Jones),1.070,0.530
3,11:07,2,10,PIT 32,12,3,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant (defended by Marcus Peters),0.530,-0.160
3,11:00,3,10,PIT 32,12,3,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 9 yards (tackle by Daniel Sorensen and Derrick Johnson),-0.160,-0.650
3,10:10,4,1,PIT 41,12,3,"Penalty on Jordan Berry: Delay of Game, 5 yards (no play)",-0.650,-0.980
3,10:01,4,6,PIT 36,12,3,"Jordan Berry punts 39 yards, out of bounds",-0.980,-0.610
3,9:52,1,10,KAN 25,12,3,Alex Smith pass complete short right to Tyreek Hill for 10 yards (tackle by Joe Haden),0.610,1.270
3,9:20,1,10,KAN 35,12,3,Kareem Hunt right end for no gain (tackle by Stephon Tuitt),1.270,0.720
3,8:34,2,10,KAN 35,12,3,Alex Smith pass incomplete short left intended for Travis Kelce,0.720,0.040
3,8:28,3,10,KAN 35,12,3,Alex Smith pass incomplete short left intended for Tyreek Hill (defended by Artie Burns),0.040,-1.040
3,8:23,4,10,KAN 35,12,3,"Dustin Colquitt punts 54 yards, muffed catch by Antonio Brown, recovered by Antonio Brown and returned for no gain",-1.040,0.370
3,8:13,1,10,PIT 11,12,3,Le'Veon Bell middle for 4 yards (tackle by Frank Zombo),-0.370,-0.430
3,7:34,2,6,PIT 15,12,3,Ben Roethlisberger pass complete deep left to Antonio Brown for 30 yards (tackle by Ron Parker),-0.430,1.930
3,6:52,1,10,PIT 45,12,3,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 12 yards (tackle by Kevin Pierre-Louis and Phillip Gaines),1.930,2.720
3,6:12,1,10,KAN 43,12,3,"Le'Veon Bell middle for 2 yards (tackle by Frank Zombo and Kevin Pierre-Louis). Penalty on B.J. Finney: Offensive Holding, 10 yards",2.720,2.190
3,5:38,1,18,PIT 49,12,3,Le'Veon Bell right guard for -1 yards (tackle by Phillip Gaines),2.190,0.960
3,4:57,2,19,PIT 48,12,3,Ben Roethlisberger pass complete deep middle to Antonio Brown for 17 yards (tackle by Kevin Pierre-Louis),0.960,2.540
3,4:12,3,2,KAN 35,12,3,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,2.540,0.990
3,4:06,4,2,KAN 35,12,3,"Penalty on Jordan Berry: Delay of Game, 5 yards (no play)",0.990,0.590
3,4:06,4,7,KAN 40,12,3,"Jordan Berry punts 40 yards, touchback. Penalty on Kenneth Acker: Offensive Holding, 10 yards",0.590,0.380
3,3:56,1,10,KAN 10,12,3,Alex Smith pass complete short right to Tyreek Hill for 10 yards (tackle by Ryan Shazier),-0.380,0.280
3,3:16,1,10,KAN 20,12,3,Alex Smith pass complete short right to Travis Kelce for -2 yards (tackle by Mike Hilton),0.280,-0.630
3,2:36,2,12,KAN 18,12,3,Alex Smith pass complete short right to Kareem Hunt for 19 yards (tackle by Sean Davis and Mike Hilton),-0.630,1.400
3,1:47,1,10,KAN 37,12,3,Alex Smith left end for 2 yards (tackle by James Harrison),1.400,1.130
3,1:00,2,8,KAN 39,12,3,Alex Smith pass complete short right to De'Anthony Thomas for no gain,1.130,0.430
3,0:16,3,8,KAN 39,12,3,"Alex Smith pass complete short right to Kareem Hunt for 37 yards (tackle by Joe Haden). Penalty on Mike Mitchell: Roughing the Passer, 12 yards",0.430,4.780
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 12,12,3,Kareem Hunt right guard for 4 yards (tackle by Cameron Heyward),4.780,4.830
4,14:22,2,6,PIT 8,12,3,Akeem Hunt left end for 3 yards (tackle by Sean Davis),4.830,4.610
4,13:41,3,3,PIT 5,12,3,Kareem Hunt middle for 1 yard (tackle by Tyler Matakevich),4.610,3.040
4,12:54,4,2,PIT 4,12,3,Alex Smith pass incomplete short middle intended for Demetrius Harris (defended by Sean Davis),3.040,0.380
4,12:47,1,10,PIT 4,12,3,Le'Veon Bell middle for 1 yard (tackle by Derrick Johnson),-0.380,-0.710
4,12:10,2,9,PIT 5,12,3,Le'Veon Bell middle for 12 yards (tackle by Terrance Mitchell),-0.710,-0.060
4,11:31,1,10,PIT 17,12,3,Le'Veon Bell right end for 27 yards (tackle by Reggie Ragland),-0.060,1.860
4,10:43,1,10,PIT 44,12,3,Le'Veon Bell left guard for 4 yards (tackle by Bennie Logan),1.860,1.860
4,10:04,2,6,PIT 48,12,3,Le'Veon Bell left end for no gain (tackle by Allen Bailey and Bennie Logan),1.860,1.160
4,9:18,3,6,PIT 48,12,3,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,1.160,-0.190
4,9:14,4,6,PIT 48,12,3,"Jordan Berry punts 36 yards, returned by Tyreek Hill for 2 yards (tackle by Tyler Matakevich)",-0.190,-0.040
4,9:03,1,10,KAN 18,12,3,Alex Smith pass complete short right to Tyreek Hill for 5 yards (tackle by Joe Haden),0.040,0.280
4,8:37,2,5,KAN 23,12,3,Alex Smith pass complete short middle to Travis Kelce for 6 yards (tackle by Ryan Shazier),0.280,0.870
4,8:10,1,10,KAN 29,12,3,Alex Smith pass complete short left to Kareem Hunt for 3 yards (tackle by Tyler Matakevich),0.870,0.730
4,7:43,2,7,KAN 32,12,3,Alex Smith pass incomplete,0.730,0.040
4,7:36,3,7,KAN 32,12,3,"Alex Smith for 11 yards. Penalty on Demetrius Harris: Offensive Holding, 10 yards",0.040,0.170
4,7:01,3,6,KAN 33,12,3,Alex Smith pass complete short right to Travis Kelce for 10 yards (tackle by Sean Davis and Mike Mitchell),0.170,1.800
4,6:33,1,10,KAN 43,12,3,Alex Smith pass incomplete,1.800,1.250
4,6:26,2,10,KAN 43,12,9,"Alex Smith pass complete deep left to De'Anthony Thomas for 57 yards, touchdown",1.250,7.000
4,6:13,,,PIT 15,12,10,Harrison Butker kicks extra point good,0.000,0.000
4,6:13,,,KAN 35,12,10,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
4,6:13,1,10,PIT 25,12,10,Le'Veon Bell right guard for 6 yards (tackle by Terrance Mitchell),0.610,0.870
4,5:31,2,4,PIT 31,12,10,Ben Roethlisberger pass complete short right to Antonio Brown for 10 yards,0.870,1.660
4,5:02,1,10,PIT 41,12,10,Le'Veon Bell left end for 2 yards (tackle by Frank Zombo),1.660,1.390
4,4:18,2,8,PIT 43,12,10,Le'Veon Bell left guard for 6 yards (tackle by Daniel Sorensen and Derrick Johnson),1.390,1.490
4,3:34,3,2,PIT 49,18,10,"Ben Roethlisberger pass complete deep left to Antonio Brown for 51 yards, touchdown",1.490,7.000
4,3:24,,,KAN 15,19,10,Chris Boswell kicks extra point good,0.000,0.000
4,3:24,,,PIT 35,19,10,"Chris Boswell kicks off 61 yards, returned by Akeem Hunt for 29 yards (tackle by Mike Hilton)",0.000,-1.140
4,3:19,1,10,KAN 33,19,10,Alex Smith pass complete deep left to Kareem Hunt for 29 yards (tackle by Mike Mitchell),1.140,3.050
4,2:53,1,10,PIT 38,19,10,Alex Smith pass complete deep left to Travis Kelce for 23 yards (tackle by Sean Davis),3.050,4.580
4,2:33,1,10,PIT 15,19,10,Alex Smith pass incomplete short left intended for Demarcus Robinson,4.580,3.950
4,2:31,2,10,PIT 15,19,10,Alex Smith pass incomplete short left intended for Demarcus Robinson,3.950,3.100
4,2:26,3,10,PIT 15,19,10,Alex Smith pass incomplete short left intended for Demarcus Robinson,3.100,2.440
4,2:21,4,10,PIT 15,19,13,Harrison Butker 33 yard field goal good,2.440,3.000
4,2:17,,,KAN 35,19,13,"Harrison Butker kicks off 52 yards, returned by JuJu Smith-Schuster for 11 yards (tackle by Eric Murray)",0.000,-0.540
4,2:15,1,10,PIT 24,19,13,Le'Veon Bell middle for -2 yards (tackle by Allen Bailey),0.540,0.000
4,2:10,,,,,,Timeout #1 by Kansas City Chiefs,0.000,0.270
4,2:10,2,12,PIT 22,19,13,Le'Veon Bell left end for 4 yards (tackle by Daniel Sorensen),-0.270,0.000
4,2:05,,,,,,Timeout #2 by Kansas City Chiefs,0.000,0.430
4,2:05,3,8,PIT 26,19,13,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell (defended by Eric Murray),-0.430,-1.630
4,1:59,4,8,PIT 26,19,13,"Jordan Berry punts 62 yards, returned by Tyreek Hill for 32 yards (tackle by Tyler Matakevich)",-1.630,-1.860
4,1:42,1,10,KAN 44,19,13,Alex Smith pass incomplete short right intended for Kareem Hunt,1.860,1.320
4,1:36,2,10,KAN 44,19,13,Alex Smith pass complete deep left to Demarcus Robinson for 16 yards (tackle by Ryan Shazier),1.320,2.920
4,1:12,1,10,PIT 40,19,13,Alex Smith pass incomplete short middle intended for Travis Kelce (defended by Stephon Tuitt),2.920,2.370
4,1:11,2,10,PIT 40,19,13,Alex Smith pass incomplete deep right intended for Demarcus Robinson,2.370,1.680
4,1:07,3,10,PIT 40,19,13,Alex Smith sacked by James Harrison for -8 yards,1.680,0.000
4,0:58,,,,,,Timeout #3 by Kansas City Chiefs,0.000,-0.070
4,0:58,4,18,PIT 48,19,13,Alex Smith pass incomplete deep middle intended for De'Anthony Thomas,0.070,-2.130
4,0:52,1,10,PIT 48,19,13,Ben Roethlisberger kneels for -1 yards,2.130,1.450
4,0:30,2,11,PIT 47,19,13,Ben Roethlisberger kneels for -1 yards,1.450,0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
