Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Steve Christie kicks off 71 yards, returned by Chris Cole for 32 yards (tackle by Carlos Polk)",0.000,1.000
1,14:52,1,10,DEN 31,0,0,Jake Plummer pass incomplete intended for Shannon Sharpe,1.000,0.460
1,14:46,2,10,DEN 31,0,0,Jake Plummer pass incomplete intended for Ed McCaffrey,0.460,-0.230
1,14:39,3,10,DEN 31,0,0,"Jake Plummer pass incomplete intended for Rod Smith (defended by Marcellus Wiley). Penalty on Quentin Jammer: Defensive Pass Interference, 16 yards (no play)",-0.230,2.060
1,14:33,1,10,DEN 47,0,0,Clinton Portis right end for 25 yards (tackle by Marcellus Wiley),2.060,3.710
1,13:59,1,10,SDG 28,0,0,Jake Plummer pass incomplete,3.710,3.170
1,13:51,2,10,SDG 28,0,0,Clinton Portis left tackle for 15 yards (tackle by Sammy Davis and Quentin Jammer),3.170,4.710
1,13:07,1,10,SDG 13,0,0,Clinton Portis left end for 1 yard (tackle by Adrian Dingle),4.710,4.220
1,12:25,2,9,SDG 12,6,0,"Jake Plummer pass complete to Reuben Droughns for 12 yards, touchdown",4.220,7.000
1,,,,SDG 2,7,0,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,7,0,"Micah Knorr kicks off 60 yards, returned by Tim Dwight for 31 yards (tackle by Chris Young)",0.000,1.660
1,12:10,1,10,SDG 41,7,0,LaDainian Tomlinson up the middle for 17 yards (tackle by Deltha O'Neal),1.660,2.790
1,11:36,1,10,DEN 42,7,0,LaDainian Tomlinson right guard for 11 yards (tackle by Sam Brandon and Deltha O'Neal),2.790,3.510
1,10:50,1,10,DEN 31,7,0,LaDainian Tomlinson up the middle for 8 yards (tackle by Ian Gold),3.510,4.050
1,10:14,2,2,DEN 23,7,0,LaDainian Tomlinson up the middle for 3 yards (tackle by Al Wilson),4.050,4.240
1,9:28,1,10,DEN 20,7,0,Drew Brees pass complete to Eric Parker for 12 yards (tackle by Deltha O'Neal),4.240,5.370
1,8:47,1,8,DEN 8,7,0,Drew Brees pass complete to Lorenzo Neal for 3 yards (tackle by Lenny Walls),5.370,5.150
1,8:10,2,5,DEN 5,7,0,"LaDainian Tomlinson right tackle for 3 yards (tackle by Ian Gold). Penalty on Damion McIntosh: Illegal Formation, 5 yards (no play)",5.150,4.190
1,7:41,2,10,DEN 10,7,0,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Ian Gold),4.190,4.260
1,7:02,3,5,DEN 5,7,0,Drew Brees pass complete to LaDainian Tomlinson for 4 yards (tackle by Al Wilson),4.260,3.550
1,6:25,4,1,DEN 1,7,3,Steve Christie 19 yard field goal good,3.550,3.000
1,,,,SDG 30,7,3,"Steve Christie kicks off 61 yards, returned by Chris Cole for 13 yards (tackle by Stephen Cooper). Penalty on Nick Ferguson: Illegal Block Above the Waist, 10 yards",0.000,-0.350
1,6:15,1,10,DEN 12,7,3,Jake Plummer pass complete to Rod Smith for 19 yards (tackle by Jerry Wilson),-0.350,1.000
1,5:37,1,10,DEN 31,7,3,"Penalty on Dwayne Carswell: False Start, 5 yards (no play)",1.000,0.670
1,5:15,1,15,DEN 26,7,3,Clinton Portis right end for 58 yards (tackle by Quentin Jammer),0.670,4.510
1,4:39,1,10,SDG 16,7,3,Jake Plummer pass complete to Mike Anderson for 4 yards (tackle by Kwamie Lassiter),4.510,4.570
1,3:44,2,6,SDG 12,7,3,Clinton Portis right tackle for 6 yards (tackle by Jason Fisk),4.570,5.830
1,3:02,1,6,SDG 6,7,3,Clinton Portis right end for 1 yard (tackle by Jason Fisk and Marcellus Wiley),5.830,5.150
1,2:22,2,5,SDG 5,7,3,Clinton Portis up the middle for 4 yards (tackle by Marcellus Wiley and Zeke Moreno),5.150,5.170
1,1:40,3,1,SDG 1,13,3,"Jake Plummer pass complete to Shannon Sharpe for 1 yard, touchdown",5.170,7.000
1,,,,SDG 2,14,3,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,14,3,"Micah Knorr kicks off 69 yards, returned by Tim Dwight for 18 yards (tackle by Nick Ferguson)",0.000,0.150
1,1:30,1,10,SDG 19,14,3,"Penalty on Kelvin Garmon: False Start, 5 yards (no play)",0.150,-0.390
1,1:30,1,15,SDG 14,14,3,Drew Brees pass complete to Eric Parker for 6 yards (tackle by John Mobley),-0.390,-0.200
1,0:50,2,9,SDG 20,14,3,Drew Brees pass incomplete intended for Eric Parker (defended by Lenny Walls),-0.200,-0.940
1,0:43,3,9,SDG 20,14,3,Drew Brees pass incomplete intended for Stephen Alexander,-0.940,-2.030
1,0:38,4,9,SDG 20,14,3,Darren Bennett punts 32 yards,-2.030,-2.130
1,0:28,1,10,DEN 48,14,3,"Jake Plummer pass incomplete intended for Ed McCaffrey. Penalty on Quentin Jammer: Defensive Holding, 5 yards (no play)",2.130,2.460
1,0:22,1,10,SDG 47,14,3,Mike Anderson left tackle for 3 yards (tackle by Donnie Edwards),2.460,2.320
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,SDG 44,14,3,Mike Anderson right guard for no gain (tackle by Sammy Davis),2.320,1.620
2,14:23,3,7,SDG 44,14,3,Jake Plummer pass incomplete intended for Ed McCaffrey,1.620,0.330
2,14:18,4,7,SDG 44,14,3,"Micah Knorr punts 36 yards, returned by Eric Parker for 2 yards (tackle by Willie Middlebrooks)",0.330,0.380
2,14:08,1,10,SDG 10,14,3,Drew Brees pass incomplete intended for Reche Caldwell (defended by Sam Brandon),-0.380,-0.780
2,14:01,2,10,SDG 10,14,3,LaDainian Tomlinson up the middle for 1 yard (tackle by Al Wilson and Mario Fatafehi),-0.780,-1.300
2,13:20,3,9,SDG 11,14,3,Drew Brees pass incomplete intended for Tim Dwight,-1.300,-2.490
2,13:13,4,9,SDG 11,14,3,"Darren Bennett punts 47 yards, returned by Deltha O'Neal for 14 yards (tackle by Carlos Polk). Penalty on Kelly Herndon: Illegal Block Above the Waist, 10 yards",-2.490,-1.990
2,12:59,1,10,DEN 46,14,3,Jake Plummer pass complete to Rod Smith for 16 yards,1.990,3.050
2,12:37,1,10,SDG 38,14,3,Clinton Portis left tackle for 5 yards (tackle by Zeke Moreno),3.050,3.180
2,11:57,2,5,SDG 33,14,3,Clinton Portis for -1 yards (tackle by Adrian Dingle),3.180,2.340
2,11:20,,,,14,3,Timeout #1 by Denver Broncos,0.000,2.340
2,11:20,3,6,SDG 34,14,3,Jake Plummer pass complete to Ashley Lelie for 20 yards (tackle by Quentin Jammer),2.340,4.650
2,10:36,1,10,SDG 14,14,3,"Jake Plummer pass incomplete intended for Shannon Sharpe. Penalty on Ashley Lelie: Offensive Pass Interference, 10 yards (no play)",4.650,3.970
2,10:28,1,20,SDG 24,14,3,Jake Plummer pass complete to Shannon Sharpe for 8 yards (tackle by Quentin Jammer),3.970,3.720
2,9:47,2,12,SDG 16,14,3,Clinton Portis up the middle for 3 yards (tackle by Marcellus Wiley),3.720,3.260
2,9:03,3,9,SDG 13,14,3,Jake Plummer pass complete to Rod Smith for 8 yards (tackle by Sammy Davis),3.260,3.030
2,8:11,,,,14,3,Timeout #2 by Denver Broncos,0.000,3.030
2,8:11,4,1,SDG 5,14,3,Jake Plummer right end for 2 yards (tackle by Zeke Moreno),3.030,6.510
2,7:45,1,3,SDG 3,14,3,Clinton Portis left end for -3 yards (tackle by Carlos Polk and Donnie Edwards),6.510,4.950
2,7:03,2,6,SDG 6,20,3,"Jake Plummer pass complete to Cooper Carlisle for 6 yards, touchdown",4.950,7.000
2,,,,SDG 2,21,3,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,21,3,"Micah Knorr kicks off 67 yards, returned by Tim Dwight for 17 yards (tackle by Reuben Droughns)",0.000,0.280
2,6:53,1,10,SDG 20,21,3,LaDainian Tomlinson left end for 2 yards (tackle by Al Wilson and Darius Holland),0.280,0.000
2,6:13,2,8,SDG 22,21,3,LaDainian Tomlinson left end for 1 yard (tackle by Trevor Pryce),0.000,-0.560
2,5:31,3,7,SDG 23,21,3,Drew Brees pass complete to Tim Dwight for 10 yards (tackle by Kelly Herndon),-0.560,1.140
2,4:52,1,10,SDG 33,21,3,Tim Dwight left end for 20 yards (tackle by Kenoy Kennedy),1.140,2.460
2,4:05,1,10,DEN 47,21,3,Drew Brees pass complete to LaDainian Tomlinson for 6 yards (tackle by Reggie Hayward),2.460,2.720
2,3:26,2,4,DEN 41,21,3,"LaDainian Tomlinson left end for 1 yard (tackle by Deltha O'Neal). Penalty on Jason Ball: Offensive Holding, 10 yards",2.720,1.510
2,3:06,2,13,SDG 50,21,3,Drew Brees pass complete to Jesse Chatman for 10 yards (tackle by Lenny Walls),1.510,2.150
2,2:23,3,3,DEN 40,21,3,Drew Brees pass incomplete intended for Tim Dwight,2.150,0.590
2,2:19,,,,21,3,Timeout #1 by San Diego Chargers,0.000,0.590
2,2:19,4,3,DEN 40,21,3,Drew Brees pass complete to Eric Parker for 5 yards (tackle by Monsanto Pope),0.590,3.250
2,2:00,1,10,DEN 35,21,3,Drew Brees pass complete to Justin Peelle for 2 yards (tackle by John Mobley),3.250,2.970
2,1:23,2,8,DEN 33,21,3,Drew Brees pass complete to Lorenzo Neal for 10 yards (tackle by Al Wilson),2.970,4.040
2,1:12,,,,21,3,Timeout #2 by San Diego Chargers,0.000,4.040
2,1:12,1,10,DEN 23,21,9,"Drew Brees pass complete to Eric Parker for 23 yards, touchdown",4.040,7.000
2,,,,DEN 2,21,10,Steve Christie kicks extra point good,0.000,0.000
2,,,,SDG 30,21,10,"Steve Christie kicks off 53 yards, returned by Chris Cole for 15 yards (tackle by Terrence Kiel)",0.000,1.070
2,1:00,1,10,DEN 32,21,10,Steve Beuerlein pass incomplete intended for Shannon Sharpe (defended by Leonardo Carson),1.070,0.530
2,0:56,2,10,DEN 32,21,10,Clinton Portis right end for 15 yards (tackle by Kwamie Lassiter),0.530,2.060
2,0:48,,,,21,10,Timeout #3 by Denver Broncos,0.000,2.060
2,0:48,1,10,DEN 47,21,10,Steve Beuerlein pass complete to Rod Smith for 18 yards (tackle by Sammy Davis). Penalty on Quentin Jammer: Illegal Contact (Declined),2.060,3.250
2,0:35,1,10,SDG 35,21,10,Mike Anderson up the middle for 3 yards (tackle by Leonardo Carson),3.250,3.110
