Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
1,3:15,1,10,BUF 29,0,0,Tyrod Taylor right end for 5 yards (tackle by Telvin Smith),0.870,1.000
1,2:45,2,5,BUF 34,0,0,LeSean McCoy left end for -2 yards (tackle by Marcell Dareus),1.000,0.040
1,2:02,3,7,BUF 32,0,0,Tyrod Taylor pass complete short right to Nick O'Leary for 9 yards (tackle by Tashaun Gipson),0.040,1.660
1,1:27,1,10,BUF 41,0,0,LeSean McCoy left guard for 3 yards (tackle by Calais Campbell and Barry Church),1.660,1.530
1,0:54,2,7,BUF 44,0,0,LeSean McCoy middle for 5 yards (tackle by Myles Jack),1.530,1.490
1,0:11,3,2,BUF 49,0,0,Tyrod Taylor pass incomplete,1.490,-0.130
1,0:02,4,2,BUF 49,0,0,"Colton Schmidt punts 40 yards, fair catch by Jaydon Mickens",-0.130,0.370
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 11,0,0,Leonard Fournette middle for 7 yards (tackle by Rickey Hatley and TreDavious White),-0.370,0.000
2,14:25,2,3,JAX 18,0,0,Leonard Fournette middle for 2 yards (tackle by Preston Brown),0.000,-0.370
2,13:47,3,1,JAX 20,0,0,Blake Bortles middle for 3 yards (tackle by Rickey Hatley),-0.370,0.480
2,13:07,1,10,JAX 23,0,0,Blake Bortles pass complete short left to Marcedes Lewis for 4 yards (tackle by Lorenzo Alexander),0.480,0.470
2,12:28,2,6,JAX 27,0,0,Blake Bortles pass incomplete short right intended for Tommy Bohanon,0.470,-0.230
2,12:23,3,6,JAX 27,0,0,Blake Bortles pass incomplete short right intended for Allen Hurns,-0.230,-1.570
2,12:19,4,6,JAX 27,0,0,"Brad Nortman punts 52 yards, returned by Brandon Tate for 18 yards (tackle by Corey Grant). Penalty on Breon Borders: Illegal Block Above the Waist, 10 yards",-1.570,0.280
2,12:07,1,10,BUF 14,0,0,Tyrod Taylor pass complete short right to Nick O'Leary for 13 yards (tackle by Abry Jones),-0.280,0.740
2,11:32,1,10,BUF 27,0,0,Tyrod Taylor pass incomplete short middle intended for Logan Thomas is intercepted by Aaron Colvin at BUF-35,0.740,-3.250
2,11:25,1,10,BUF 35,0,0,Leonard Fournette right guard for no gain (tackle by Kyle Williams),3.250,2.700
2,10:53,2,10,BUF 35,0,0,Blake Bortles pass complete short left to Marcedes Lewis for -3 yards (tackle by Preston Brown and Lorenzo Alexander),2.700,1.620
2,10:07,3,13,BUF 38,0,0,Blake Bortles pass incomplete short left intended for Chris Ivory,1.620,0.720
2,10:02,4,13,BUF 38,0,0,"Brad Nortman punts 22 yards, fair catch by Brandon Tate",0.720,0.140
2,9:55,1,10,BUF 16,0,0,LeSean McCoy middle for 12 yards (tackle by A.J. Bouye),-0.140,0.810
2,9:15,1,10,BUF 28,0,0,LeSean McCoy middle for 2 yards (tackle by Calais Campbell),0.810,0.530
2,8:36,2,8,BUF 30,0,0,Tyrod Taylor pass complete short middle to LeSean McCoy for 9 yards (tackle by Aaron Colvin),0.530,1.530
2,8:01,1,10,BUF 39,0,0,LeSean McCoy middle for 4 yards (tackle by Telvin Smith),1.530,1.530
2,7:27,2,6,BUF 43,0,0,Tyrod Taylor pass incomplete deep left intended for Deonte Thompson,1.530,0.830
2,7:21,3,6,BUF 43,0,0,"Tyrod Taylor pass incomplete short left intended for Zay Jones. Penalty on A.J. Bouye: Defensive Holding, 5 yards (no play)",0.830,2.130
2,7:16,1,10,BUF 48,0,0,Mike Tolbert middle for 2 yards (tackle by Telvin Smith),2.130,1.850
2,6:42,2,8,,0,0,LeSean McCoy middle for 3 yards (tackle by Blair Brown and Marcell Dareus),1.850,1.550
2,6:03,3,5,JAX 47,0,0,"Tyrod Taylor middle for 9 yards. Penalty on Yannick Ngakoue: Unnecessary Roughness, 15 yards",1.550,4.040
2,5:41,1,10,JAX 23,0,0,Tyrod Taylor pass incomplete deep middle intended for Nick O'Leary,4.040,3.500
2,5:35,2,10,JAX 23,0,0,LeSean McCoy middle for 3 yards (tackle by Tyler Patmon),3.500,3.200
2,4:55,3,7,JAX 20,0,0,Tyrod Taylor middle for 8 yards (tackle by Myles Jack),3.200,4.780
2,4:09,1,10,JAX 12,0,0,Tyrod Taylor pass complete short left to LeSean McCoy for 8 yards (tackle by Tashaun Gipson),4.780,5.600
2,3:42,2,2,JAX 4,0,0,Tyrod Taylor pass incomplete short left intended for Kelvin Benjamin,5.600,4.840
2,3:37,3,2,JAX 4,0,0,Tyrod Taylor left end for 1 yard (tackle by Calais Campbell),4.840,0.000
2,2:53,,,,,,Timeout #1 by Buffalo Bills,0.000,-3.060
2,2:53,4,1,JAX 3,0,0,"Penalty on Telvin Smith: Neutral Zone Infraction, 2 yards (no play)",3.060,6.970
2,2:53,1,1,JAX 1,0,0,"Tyrod Taylor pass incomplete short left intended for Kelvin Benjamin (defended by Jalen Ramsey). Penalty on Kelvin Benjamin: Offensive Pass Interference, 10 yards (no play)",6.970,4.770
2,2:49,1,11,JAX 11,0,0,Tyrod Taylor left end for -2 yards (tackle by Barry Church),4.770,3.720
2,2:05,2,13,JAX 13,0,0,Tyrod Taylor pass incomplete,3.720,3.060
2,1:56,3,13,JAX 13,0,0,Tyrod Taylor pass incomplete short middle intended for Nick O'Leary,3.060,2.570
2,1:53,4,13,JAX 13,3,0,Steven Hauschka 31 yard field goal good,2.570,3.000
2,1:49,,,BUF 35,3,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
2,1:49,1,10,JAX 25,3,0,Blake Bortles pass complete short left to Dede Westbrook for 10 yards (tackle by Leonard Johnson),0.610,1.270
2,1:42,1,10,JAX 35,3,0,Blake Bortles pass incomplete short right intended for Keelan Cole,1.270,0.720
2,1:38,2,10,JAX 35,3,0,Blake Bortles pass complete short middle to Leonard Fournette for 7 yards (tackle by Leonard Johnson),0.720,0.960
2,1:18,3,3,JAX 42,3,0,Blake Bortles pass incomplete short right intended for Dede Westbrook (defended by TreDavious White),0.960,-0.590
2,1:12,4,3,JAX 42,3,0,"Brad Nortman punts 36 yards, returned by Brandon Tate for -6 yards (tackle by Lerentee McCray). Penalty on Breon Borders: Face Mask (15 Yards), 12 yards",-0.590,0.380
2,1:02,1,10,BUF 10,3,0,Tyrod Taylor middle for 4 yards (tackle by Yannick Ngakoue),-0.380,0.000
2,0:56,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,0.460
2,0:56,2,6,BUF 14,3,0,Tyrod Taylor pass incomplete short left intended for Deonte Thompson (defended by A.J. Bouye),-0.460,-0.950
2,0:51,3,6,BUF 14,3,0,Tyrod Taylor pass complete short right to Zay Jones for 5 yards (tackle by Jalen Ramsey),-0.950,-2.140
2,0:47,4,1,BUF 19,3,0,"Colton Schmidt punts 34 yards, out of bounds",-2.140,-2.060
2,0:40,1,10,JAX 47,3,0,Blake Bortles middle for 20 yards,2.060,0.000
2,0:32,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-3.380
2,0:32,1,10,BUF 33,3,0,Blake Bortles pass incomplete short middle intended for Marqise Lee,3.380,2.840
2,0:28,2,10,BUF 33,3,0,Blake Bortles left end for 12 yards (tackle by Ramon Humber and Jerry Hughes),2.840,0.000
2,0:19,,,,,,Timeout #3 by Jacksonville Jaguars,0.000,0.000
2,0:19,,,,,,Timeout #2 by Buffalo Bills,0.000,-4.170
2,0:19,1,10,BUF 21,3,0,Blake Bortles sacked by Lorenzo Alexander for -5 yards,4.170,2.950
2,0:08,2,15,BUF 26,3,0,Blake Bortles spiked the ball,2.950,0.000
2,0:07,,,,,,Timeout #3 by Buffalo Bills,0.000,-2.280
2,0:07,3,15,BUF 26,3,3,Josh Lambo 44 yard field goal good,2.280,3.000
2,0:02,,,JAX 35,3,3,"Josh Lambo kicks off 59 yards, returned by Brandon Tate for 10 yards (tackle by Donald Payne)",0.000,1.270
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,3,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,JAX 25,3,3,Blake Bortles pass complete deep middle to Dede Westbrook for 20 yards (tackle by Ramon Humber),0.610,1.930
3,14:28,1,10,JAX 45,3,3,Blake Bortles pass incomplete short right intended for Leonard Fournette,1.930,1.380
3,14:23,2,10,JAX 45,3,3,Corey Grant middle for 3 yards (tackle by Jerry Hughes),1.380,1.090
3,13:46,3,7,JAX 48,3,3,Blake Bortles pass complete short right to Dede Westbrook for 3 yards (tackle by Micah Hyde),1.090,0.000
3,13:17,4,4,BUF 49,3,3,"Brad Nortman punts 41 yards, fair catch by Brandon Tate",0.000,0.380
3,13:09,1,10,BUF 8,3,3,LeSean McCoy middle for 2 yards (tackle by Telvin Smith),-0.380,-0.630
3,12:36,2,8,BUF 10,3,3,Tyrod Taylor pass complete short middle to LeSean McCoy for 5 yards (tackle by Telvin Smith and Calais Campbell),-0.630,-0.600
3,11:51,3,3,BUF 15,3,3,"Tyrod Taylor pass incomplete short left intended for LeSean McCoy. Penalty on Myles Jack: Defensive Pass Interference, 7 yards (no play)",-0.600,0.410
3,11:46,1,10,BUF 22,3,3,LeSean McCoy middle for 3 yards (tackle by Marcell Dareus),0.410,0.270
3,11:12,2,7,BUF 25,3,3,LeSean McCoy for 25 yards (tackle by Tashaun Gipson),0.270,2.260
3,10:36,1,10,,3,3,Tyrod Taylor pass incomplete short middle intended for Nick O'Leary (defended by Myles Jack),2.260,1.710
3,10:28,2,10,,3,3,Mike Tolbert middle for -1 yards (tackle by Abry Jones),1.710,0.890
3,9:53,3,11,BUF 49,3,3,Tyrod Taylor pass incomplete short right intended for Charles Clay,0.890,-0.130
3,9:46,4,11,BUF 49,3,3,"Colton Schmidt punts 39 yards, returned by Dede Westbrook for 2 yards (tackle by Tanner Vallejo)",-0.130,0.280
3,9:34,1,10,JAX 14,3,3,Blake Bortles middle for 9 yards (tackle by Preston Brown),-0.280,0.550
3,9:03,2,1,JAX 23,3,3,Leonard Fournette right end for 2 yards (tackle by Lorenzo Alexander and Eddie Yarbrough),0.550,0.610
3,8:23,1,10,JAX 25,3,3,Leonard Fournette left end for 16 yards (tackle by Micah Hyde),0.610,1.660
3,7:43,1,10,JAX 41,3,3,Blake Bortles pass complete short right to Leonard Fournette for 12 yards (tackle by Micah Hyde),1.660,2.460
3,7:14,1,10,BUF 47,3,3,Leonard Fournette middle for 2 yards (tackle by Nordly Capi),2.460,2.180
3,6:37,2,8,BUF 45,3,3,Blake Bortles pass complete short middle to Marcedes Lewis for 16 yards (tackle by Micah Hyde),2.180,3.640
3,6:07,1,10,BUF 29,3,3,Blake Bortles for 1 yard (tackle by Jordan Poyer),3.640,3.240
3,5:29,2,9,BUF 28,3,3,Blake Bortles left end for 10 yards (tackle by Adolphus Washington),3.240,4.370
3,4:48,1,10,BUF 18,3,3,Leonard Fournette middle for 6 yards (tackle by Colt Anderson and E.J. Gaines),4.370,4.810
3,4:02,2,4,BUF 12,3,3,Leonard Fournette middle for 1 yard (tackle by Ramon Humber),4.810,4.260
3,3:23,3,3,BUF 11,3,3,Leonard Fournette middle for 6 yards (tackle by Colt Anderson),4.260,6.060
3,2:43,1,5,BUF 5,3,3,Chris Ivory middle for 2 yards (tackle by Jordan Poyer),6.060,5.530
3,2:04,2,3,BUF 3,3,3,Leonard Fournette middle for 2 yards (tackle by Ramon Humber and Eddie Yarbrough),5.530,5.170
3,1:25,3,1,BUF 1,3,3,Leonard Fournette middle for no gain (tackle by Lorenzo Alexander and Preston Brown),5.170,3.550
3,0:49,4,1,BUF 1,3,9,"Blake Bortles pass complete short middle to Ben Koyack for 1 yard, touchdown",3.550,7.000
3,0:42,,,BUF 15,3,10,Josh Lambo kicks extra point good,0.000,0.000
3,0:42,,,JAX 35,3,10,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,0:42,1,10,BUF 25,3,10,Tyrod Taylor pass incomplete,0.610,0.060
3,0:34,2,10,BUF 25,3,10,Tyrod Taylor pass complete short middle to LeSean McCoy for 3 yards (tackle by Telvin Smith),0.060,-0.230
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,BUF 28,3,10,Tyrod Taylor pass complete short right to Charles Clay for 10 yards (tackle by Tashaun Gipson),-0.230,1.470
4,14:29,1,10,BUF 38,3,10,LeSean McCoy middle for 4 yards (tackle by Blair Brown),1.470,1.460
4,13:56,2,6,BUF 42,3,10,LeSean McCoy right guard for 5 yards (tackle by Myles Jack),1.460,1.420
4,13:20,3,1,BUF 47,3,10,LeSean McCoy left end for 1 yard (tackle by Myles Jack and A.J. Bouye),1.420,2.130
4,12:49,1,10,BUF 48,3,10,LeSean McCoy right end for -1 yards (tackle by Telvin Smith and Calais Campbell),2.130,1.450
4,12:11,2,11,BUF 47,3,10,Tyrod Taylor pass complete short left to Logan Thomas for 5 yards (tackle by Blair Brown),1.450,1.420
4,11:29,3,6,JAX 48,3,10,Tyrod Taylor pass incomplete short right intended for Nick O'Leary,1.420,0.070
4,11:25,4,6,JAX 48,3,10,"Colton Schmidt punts 37 yards, fair catch by Dede Westbrook",0.070,0.370
4,11:18,1,10,JAX 11,3,10,Leonard Fournette right end for 3 yards (tackle by Lorenzo Alexander),-0.370,-0.530
4,10:38,2,7,JAX 14,3,10,"Penalty on Brandon Linder: False Start, 5 yards (no play)",-0.530,-0.930
4,10:27,2,12,JAX 9,3,10,Blake Bortles right end for 12 yards (tackle by Eddie Yarbrough),-0.930,0.340
4,9:56,1,10,JAX 21,3,10,Blake Bortles pass incomplete short middle intended for Dede Westbrook,0.340,-0.200
4,9:51,2,10,JAX 21,3,10,Blake Bortles left end for 3 yards (tackle by Lorenzo Alexander),-0.200,-0.490
4,9:11,3,7,JAX 24,3,10,"Blake Bortles sacked by Leonard Johnson for -5 yards. Blake Bortles fumbles (forced by Leonard Johnson), recovered by Leonard Fournette at JAX-17",-0.490,-2.320
4,8:37,4,14,JAX 17,3,10,"Brad Nortman punts 57 yards, out of bounds",-2.320,-0.670
4,8:29,1,10,BUF 26,3,10,"Tyrod Taylor pass complete short right to LeSean McCoy for 16 yards (tackle by Barry Church). Penalty on Deonte Thompson: Offensive Holding, 10 yards",0.670,1.550
4,7:58,1,4,BUF 32,3,10,Deonte Thompson left end for 9 yards (tackle by Jalen Ramsey),1.550,1.660
4,7:17,1,10,BUF 41,3,10,Mike Tolbert middle for 11 yards (tackle by Barry Church),1.660,2.390
4,6:39,1,10,JAX 48,3,10,Tyrod Taylor pass incomplete deep right intended for Zay Jones,2.390,1.850
4,6:32,2,10,JAX 48,3,10,Tyrod Taylor pass incomplete short left intended for Charles Clay,1.850,1.160
,,,,,,,"JAX challenged the pass completion ruling, and the original play was overturned.",,
4,6:27,3,10,JAX 48,3,10,Tyrod Taylor sacked by Myles Jack for -7 yards,1.160,-0.390
4,5:59,4,17,BUF 45,3,10,"Colton Schmidt punts 55 yards, touchback",-0.390,-0.280
4,5:50,1,10,JAX 20,3,10,Leonard Fournette left end for -5 yards (tackle by Preston Brown),0.280,-1.070
4,5:09,2,15,JAX 15,3,10,"Blake Bortles for 26 yards. Blake Bortles fumbles, recovered by Blake Bortles at JAX-8",-1.070,1.200
4,4:26,1,10,JAX 34,3,10,Leonard Fournette middle for no gain (tackle by Shamarko Thomas),1.200,0.660
4,3:49,2,10,JAX 34,3,10,Leonard Fournette middle for 1 yard (tackle by Rickey Hatley and Shamarko Thomas),0.660,0.000
4,3:44,,,,,,Timeout #1 by Buffalo Bills,0.000,-0.100
4,3:44,3,9,JAX 35,3,10,Blake Bortles pass complete short right to Leonard Fournette for 2 yards (tackle by Leonard Johnson),0.100,0.000
4,3:36,,,,,,Timeout #2 by Buffalo Bills,0.000,0.910
4,3:36,4,7,JAX 37,3,10,"Brad Nortman punts 40 yards, returned by Brandon Tate for 11 yards (tackle by Donald Payne)",-0.910,-1.200
4,3:24,1,10,BUF 34,3,10,Tyrod Taylor pass incomplete short middle intended for LeSean McCoy,1.200,0.660
4,3:21,2,10,BUF 34,3,10,Tyrod Taylor pass incomplete deep right intended for Deonte Thompson,0.660,-0.030
4,3:14,3,10,BUF 34,3,10,Tyrod Taylor pass incomplete short left intended for Zay Jones (defended by Tyler Patmon),-0.030,-1.110
4,3:09,4,10,BUF 34,3,10,Colton Schmidt punts 41 yards,-1.110,-0.610
4,3:01,1,10,JAX 25,3,10,Leonard Fournette right end for -1 yards (tackle by Eddie Yarbrough),0.610,0.000
4,2:57,,,,,,Timeout #3 by Buffalo Bills,0.000,0.070
4,2:57,2,11,JAX 24,3,10,Leonard Fournette middle for -2 yards (tackle by Lorenzo Alexander),-0.070,-1.020
4,2:17,3,13,JAX 22,3,10,Leonard Fournette middle for 10 yards (tackle by Ramon Humber and Jordan Poyer),-1.020,-1.240
4,2:00,4,3,JAX 32,3,10,"Brad Nortman punts 38 yards, returned by Brandon Tate for 7 yards (tackle by Peyton Thompson)",-1.240,-1.400
4,1:51,1,10,BUF 37,3,10,Tyrod Taylor pass incomplete short middle intended for LeSean McCoy (defended by Malik Jackson),1.400,0.860
4,1:47,2,10,BUF 37,3,10,Tyrod Taylor pass complete short left to Charles Clay for 5 yards (tackle by A.J. Bouye),0.860,0.830
4,1:43,3,5,BUF 42,3,10,Tyrod Taylor middle for 2 yards (tackle by Dante Fowler),0.830,-0.460
4,1:17,4,3,BUF 44,3,10,"Nathan Peterman left end for 4 yards (tackle by Telvin Smith). Nathan Peterman fumbles (forced by Telvin Smith), ball out of bounds at BUF-48",-0.460,2.130
4,1:07,1,10,BUF 48,3,10,Nathan Peterman pass complete short left to Deonte Thompson for 14 yards (tackle by Telvin Smith),2.130,3.050
4,0:48,1,10,JAX 38,3,10,"Nathan Peterman pass incomplete. Penalty on Nathan Peterman: Intentional Grounding, 10 yards",3.050,1.160
4,0:32,2,20,JAX 48,3,10,Nathan Peterman pass incomplete short right intended for Deonte Thompson is intercepted by Jalen Ramsey at JAX-48 and returned for 2 yards,1.160,-2.260
4,0:26,1,10,,3,10,Blake Bortles kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
