Quarter,Time,Tm,Detail,DAL,WAS
1.0,8:44,Redskins,Chris Cooley 8 yard pass from Mark Brunell (John Hall kick),0,7
2.0,9:40,Redskins,Chris Cooley 2 yard pass from Mark Brunell (John Hall kick),0,14
,1:25,Redskins,Mike Sellers 3 yard pass from Mark Brunell (John Hall kick),0,21
,0:12,Redskins,Chris Cooley 30 yard pass from Mark Brunell (John Hall kick),0,28
3.0,10:15,Redskins,Ladell Betts 1 yard rush (John Hall kick),0,35
4.0,12:10,Cowboys,Jason Witten 2 yard pass from Drew Bledsoe (Billy Cundiff kick),7,35
