Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1,3:46,1,10,WAS 12,0,7,"Penalty on Larry Allen: False Start, 5 yards (no play)",4.780,4.320
1,3:26,1,15,WAS 17,0,7,Marion Barber left end for 6 yards (tackle by Phillip Daniels),4.320,4.270
1,2:44,2,9,WAS 11,0,7,Drew Bledsoe sacked by Marcus Washington for -4 yards,4.270,3.000
1,2:08,,,,0,7,Timeout #1 by Dallas Cowboys,0.000,3.000
1,2:08,3,13,WAS 15,0,7,"Penalty on Marco Rivera: False Start, 5 yards (no play)",3.000,2.480
1,2:08,3,18,WAS 20,0,7,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,2.480,2.120
1,2:04,4,18,WAS 20,0,7,Billy Cundiff 38 yard field goal no good,2.120,-0.810
1,1:59,1,10,WAS 28,0,7,Mark Brunell pass incomplete intended for Robert Royal (defended by Keith Davis),0.810,0.260
1,1:52,2,10,WAS 28,0,7,Rock Cartwright right guard for 2 yards (tackle by Bradie James),0.260,-0.160
1,1:16,3,8,WAS 30,0,7,Mark Brunell pass complete to Rock Cartwright for 6 yards (tackle by Aaron Glenn and Scott Shanle),-0.160,-0.980
1,0:46,4,2,WAS 36,0,7,"Derrick Frost punts 36 yards, fair catch by Patrick Crayton",-0.980,-0.870
1,0:39,1,10,DAL 29,0,7,Julius Jones right end for 6 yards (tackle by Cornelius Griffin),0.870,1.140
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,DAL 35,0,7,Julius Jones left tackle for no gain (tackle by Renaldo Wynn),1.140,0.430
2,14:22,3,4,DAL 35,0,7,Drew Bledsoe up the middle for 1 yard (tackle by Walt Harris),0.430,-0.980
2,13:44,4,3,DAL 36,0,7,"Mat McBriar punts 39 yards, muffed catch by Antonio Brown, recovered by Antonio Brown and returned for no gain",-0.980,-0.610
2,13:35,1,10,WAS 25,0,7,Clinton Portis right guard for 3 yards (tackle by Bradie James),0.610,0.470
2,13:02,2,7,WAS 28,0,7,Clinton Portis left end for 19 yards (tackle by Roy Williams),0.470,2.060
2,12:38,1,10,WAS 47,0,7,Mark Brunell pass incomplete intended for Santana Moss,2.060,1.520
2,12:34,2,10,WAS 47,0,7,Ladell Betts left end for 10 yards (tackle by Keith Davis and Scott Fujita),1.520,2.720
2,11:51,1,10,DAL 43,0,7,Mark Brunell pass complete to Santana Moss for 42 yards (tackle by Aaron Glenn),2.720,6.970
2,11:04,1,1,DAL 1,0,7,Clinton Portis right guard for no gain (tackle by Marcus Spears),6.970,5.910
2,10:24,2,1,DAL 1,0,7,Clinton Portis right tackle for -1 yards (tackle by Terence Newman),5.910,4.950
2,9:46,3,2,DAL 2,0,13,"Mark Brunell pass complete to Chris Cooley for 2 yards, touchdown",4.950,7.000
2,,,,DAL 2,0,14,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,0,14,"John Hall kicks off 56 yards, returned by Tyson Thompson for 26 yards (tackle by Robert McCune). Penalty on Willie Pile: Offensive Holding, 10 yards",0.000,0.610
2,9:32,1,10,DAL 25,0,14,Drew Bledsoe pass incomplete intended for Lousaka Polite,0.610,0.060
2,9:28,2,10,DAL 25,0,14,Julius Jones left end for 2 yards (tackle by Demetric Evans). Penalty on Torrin Tucker: Offensive Holding (Declined),0.060,-0.360
2,9:03,3,8,DAL 27,0,14,Drew Bledsoe pass complete to Marion Barber for 8 yards (tackle by Lemar Marshall),-0.360,1.270
2,8:14,1,10,DAL 35,0,14,Julius Jones right guard for 2 yards (tackle by Lemar Marshall),1.270,0.990
2,7:32,2,8,DAL 37,0,14,Drew Bledsoe pass complete to Keyshawn Johnson for 6 yards (tackle by Warrick Holdman and Cedric Killings),0.990,1.090
2,6:54,3,2,DAL 43,0,14,"Penalty on Torrin Tucker: False Start, 5 yards (no play)",1.090,0.430
2,6:36,3,7,DAL 38,0,14,Drew Bledsoe pass incomplete intended for Terry Glenn (defended by Sean Taylor),0.430,-0.850
2,6:29,4,7,DAL 38,0,14,"Mat McBriar punts 40 yards, returned by Antonio Brown for no gain",-0.850,-0.410
2,6:18,1,10,WAS 22,0,14,Clinton Portis left guard for 4 yards (tackle by Chris Canty),0.410,0.410
2,5:42,2,6,WAS 26,0,14,Clinton Portis right tackle for 13 yards (tackle by Roy Williams),0.410,1.530
2,5:06,1,10,WAS 39,0,14,Clinton Portis left end for 1 yard (tackle by DeMarcus Ware and Jason Ferguson),1.530,1.120
2,4:27,2,9,WAS 40,0,14,Mark Brunell pass incomplete intended for Santana Moss,1.120,0.430
2,4:22,3,9,WAS 40,0,14,Mark Brunell pass complete to Chris Cooley for 19 yards (tackle by Greg Ellis and Jacques Reeves). Penalty on La'Roi Glover: Defensive Holding (Declined),0.430,2.850
2,4:00,1,10,DAL 41,0,14,Santana Moss right end for 3 yards (tackle by Jacques Reeves),2.850,2.710
2,3:26,2,7,DAL 38,0,14,Mark Brunell pass incomplete intended for Chris Cooley,2.710,2.020
2,3:17,3,7,DAL 38,0,14,Mark Brunell pass incomplete intended for Santana Moss,2.020,0.720
2,3:16,4,7,DAL 38,0,14,Derrick Frost punts 25 yards,0.720,0.320
2,3:01,1,10,DAL 13,0,14,"Julius Jones left end for 7 yards (tackle by Ryan Clark). Penalty on Marco Rivera: Offensive Holding, 6 yards (no play)",-0.320,-0.610
2,2:37,1,16,DAL 7,0,14,Julius Jones right end for 3 yards (tackle by Shawn Springs and Cornelius Griffin),-0.610,-1.000
2,2:00,2,13,DAL 10,0,14,Drew Bledsoe pass incomplete intended for Julius Jones,-1.000,-1.770
2,1:55,3,13,DAL 10,0,14,Drew Bledsoe pass incomplete intended for Terry Glenn,-1.770,-2.490
2,1:50,4,13,DAL 10,0,14,Mat McBriar punts 24 yards,-2.490,-3.310
2,1:40,1,10,DAL 34,0,14,Mark Brunell pass complete to Santana Moss for 31 yards (tackle by Roy Williams and Keith Davis),3.310,6.510
2,1:30,1,3,DAL 3,0,20,"Mark Brunell pass complete to Mike Sellers for 3 yards, touchdown",6.510,7.000
2,,,,DAL 2,0,21,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,0,21,"John Hall kicks off 59 yards, returned by Tyson Thompson for 20 yards (tackle by Robert McCune)",0.000,1.000
2,1:16,1,10,DAL 31,0,21,Drew Bledsoe pass complete to Jason Witten for 29 yards (tackle by Ryan Clark),1.000,2.920
2,0:54,1,10,WAS 40,0,21,Drew Bledsoe pass incomplete intended for Terry Glenn,2.920,2.370
2,0:48,2,10,WAS 40,0,21,Drew Bledsoe pass complete to Julius Jones for 15 yards (tackle by Ryan Clark),2.370,3.910
2,0:40,1,10,WAS 25,0,21,Drew Bledsoe pass incomplete intended for Julius Jones is intercepted by Marcus Washington at WAS-21 and returned for 41 yards. Penalty on Larry Allen: Tripping (Declined),3.910,-3.050
2,0:29,1,10,DAL 38,0,21,Mark Brunell pass complete to Chris Cooley for 8 yards (tackle by La'Roi Glover and Bradie James),3.050,3.590
2,0:21,,,,0,21,Timeout #1 by Washington Redskins,0.000,3.590
2,0:21,2,2,DAL 30,0,27,"Mark Brunell pass complete to Chris Cooley for 30 yards, touchdown",3.590,7.000
2,,,,DAL 2,0,28,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,0,28,"John Hall kicks off 57 yards, returned by Tyson Thompson for 22 yards (tackle by Khary Campbell)",0.000,1.270
2,0:06,1,10,DAL 35,0,28,Drew Bledsoe kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,0,28,"John Hall kicks off 60 yards, returned by Tyson Thompson for 30 yards (tackle by John Hall)",0.000,1.600
3,14:51,1,10,DAL 40,0,28,Drew Bledsoe sacked by Phillip Daniels for -6 yards,1.600,0.240
3,14:19,2,16,DAL 34,0,28,Drew Bledsoe pass complete to Julius Jones for 4 yards (tackle by Ryan Clark and Marcus Washington),0.240,0.100
3,13:36,3,12,DAL 38,0,28,"Drew Bledsoe sacked by Marcus Washington for -11 yards. Drew Bledsoe fumbles (forced by Marcus Washington), recovered by Phillip Daniels at DAL-21 (tackle by Larry Allen)",0.100,-4.170
3,13:28,1,10,DAL 21,0,28,Clinton Portis left end for 4 yards (tackle by Jason Ferguson),4.170,4.200
3,12:53,2,6,DAL 17,0,28,Mark Brunell pass complete to Clinton Portis for 4 yards (tackle by Scott Shanle),4.200,4.240
3,12:09,3,2,DAL 13,0,28,Clinton Portis left guard for 5 yards (tackle by Thomas Johnson and Scott Shanle),4.240,5.370
3,11:27,1,8,DAL 8,0,28,Clinton Portis right end for 2 yards (tackle by Bradie James),5.370,4.950
3,10:43,2,6,DAL 6,0,28,"Clinton Portis left end for 5 yards (tackle by Scott Shanle). Penalty on DeMarcus Ware: Face Mask (15 Yards), Penalty on Jason Ferguson: Defensive Holding (Declined)",4.950,6.970
3,10:20,1,1,DAL 1,0,34,"Ladell Betts left end for 1 yard, touchdown",6.970,7.000
3,,,,DAL 2,0,35,John Hall kicks extra point good,0.000,0.000
3,,,,WAS 30,0,35,"John Hall kicks off 62 yards, returned by Tyson Thompson for 17 yards (tackle by Mike Sellers). Penalty on Kenyon Coleman: Offensive Holding, 10 yards",0.000,-0.220
3,10:10,1,10,DAL 15,0,35,Julius Jones right end for 5 yards (tackle by Lemar Marshall),-0.220,0.080
3,9:41,2,5,DAL 20,0,35,Drew Bledsoe sacked by Phillip Daniels for -3 yards,0.080,-1.120
3,9:21,3,8,DAL 17,0,35,Drew Bledsoe sacked by Renaldo Wynn and Joe Salave'a for -6 yards,-1.120,-2.490
3,8:59,4,14,DAL 11,0,35,"Mat McBriar punts 41 yards, fair catch by Antonio Brown",-2.490,-2.130
3,8:52,1,10,WAS 48,0,35,Clinton Portis right end for 6 yards (tackle by Terence Newman),2.130,2.390
3,8:12,2,4,DAL 46,0,35,"Clinton Portis right tackle for 4 yards (tackle by Ryan Fowler). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",2.390,1.040
3,7:47,2,14,WAS 44,0,35,Clinton Portis up the middle for 2 yards (tackle by Scott Fujita),1.040,0.630
3,7:04,3,12,WAS 46,0,35,"Penalty on Derrick Dockery: False Start, 5 yards (no play)",0.630,-0.030
3,6:38,3,17,WAS 41,0,35,Rock Cartwright right end for 8 yards (tackle by Terence Newman),-0.030,-0.130
3,6:09,4,9,WAS 49,0,35,Derrick Frost punts 42 yards,-0.130,0.380
3,5:58,1,10,DAL 9,0,35,Drew Bledsoe pass complete to Terry Glenn for 8 yards (tackle by Shawn Springs),-0.380,-0.020
3,5:28,2,2,DAL 17,0,35,Marion Barber left end for 4 yards (tackle by Pierson Prioleau),-0.020,0.340
3,4:52,1,10,DAL 21,0,35,Marion Barber right end for 2 yards (tackle by Shawn Springs and Warrick Holdman),0.340,0.070
3,4:13,2,8,DAL 23,0,35,Drew Bledsoe sacked by Phillip Daniels for -3 yards,0.070,-1.020
3,3:41,3,11,DAL 20,0,35,Drew Bledsoe pass complete to Marion Barber for 10 yards (tackle by Lemar Marshall and Pierson Prioleau),-1.020,-1.370
3,2:59,4,1,DAL 30,0,35,Mat McBriar punts 15 yards,-1.370,-2.590
3,2:52,1,10,DAL 45,0,35,Clinton Portis right end for 6 yards (tackle by Scott Fujita),2.590,2.850
3,2:10,2,4,DAL 39,0,35,Clinton Portis right end for -2 yards (tackle by Chris Canty),2.850,1.880
3,1:32,3,6,DAL 41,0,35,Mark Brunell pass incomplete intended for Santana Moss (defended by Terence Newman),1.880,0.530
3,1:26,4,6,DAL 41,0,35,"Derrick Frost punts 41 yards, touchback",0.530,-0.280
3,1:18,1,10,DAL 20,0,35,"Julius Jones right end for 1 yard (tackle by Ryan Clark). Julius Jones fumbles (forced by Ryan Clark), recovered by Julius Jones at DAL-21",0.280,-0.130
3,0:37,2,9,DAL 21,0,35,"Julius Jones left end for 51 yards (tackle by Sean Taylor). Penalty on Sean Taylor: Face Mask (15 Yards), 14 yards",-0.130,4.650
3,0:05,1,10,WAS 14,0,35,Marion Barber right end for no gain (tackle by Renaldo Wynn and Lemar Marshall),4.650,4.000
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,WAS 14,0,35,Drew Bledsoe pass complete to Jason Witten for 8 yards (tackle by Lemar Marshall),4.000,4.730
4,14:20,3,2,WAS 6,0,35,Marion Barber left tackle for 1 yard (tackle by Renaldo Wynn),4.730,3.030
4,13:35,,,,0,35,Timeout #1 by Dallas Cowboys,0.000,3.030
4,13:35,4,1,WAS 5,0,35,Marion Barber right end for 3 yards (tackle by Khary Campbell and Marcus Washington),3.030,6.740
4,12:55,1,2,WAS 2,0,35,Marion Barber left end for no gain (tackle by Warrick Holdman),6.740,5.720
4,12:15,2,2,WAS 2,6,35,"Drew Bledsoe pass complete to Jason Witten for 2 yards, touchdown",5.720,7.000
4,,,,WAS 2,7,35,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,DAL 30,7,35,"Billy Cundiff kicks off 59 yards, returned by Antonio Brown for 27 yards (tackle by Kevin Burnett)",0.000,1.470
4,12:05,1,10,WAS 38,7,35,Clinton Portis up the middle for 8 yards (tackle by Jacques Reeves),1.470,2.000
4,11:23,2,2,WAS 46,7,35,Clinton Portis right end for no gain (tackle by Scott Fujita),2.000,1.290
4,10:42,3,2,WAS 46,7,35,Mark Brunell pass complete to Chris Cooley for 4 yards (tackle by Keith Davis),1.290,2.260
4,10:17,1,10,WAS 50,7,35,Ladell Betts up the middle for 6 yards (tackle by Bradie James),2.260,2.520
4,9:30,2,4,DAL 44,7,35,Ladell Betts left tackle for 5 yards (tackle by Jason Ferguson),2.520,2.980
4,8:49,1,10,DAL 39,7,35,Ladell Betts right guard for 2 yards (tackle by Marcus Spears and Jason Ferguson),2.980,2.710
4,8:07,2,8,DAL 37,7,35,"Ladell Betts left tackle for no gain (tackle by Ryan Fowler). Ladell Betts fumbles (forced by Ryan Fowler), recovered by Ryan Fowler at DAL-37 and returned for 9 yards (tackle by Mike Sellers)",2.710,-1.990
,,,,,,,"WAS challenged the ruling, and the play was upheld.",,
4,7:55,1,10,DAL 46,7,35,Drew Bledsoe sacked by Phillip Daniels for -7 yards,1.990,0.510
4,7:26,2,17,DAL 39,7,35,Julius Jones right end for 4 yards (tackle by Cornelius Griffin),0.510,0.370
4,6:42,3,13,DAL 43,7,35,Drew Bledsoe pass incomplete intended for Terry Glenn,0.370,-0.520
4,6:36,4,13,DAL 43,7,35,"Mat McBriar punts 52 yards. Penalty on Dimitri Patterson: Offensive Holding, 2 yards",-0.520,0.380
4,6:25,1,10,WAS 3,7,35,Ladell Betts left tackle for 4 yards (tackle by Willie Pile and Thomas Johnson),-0.380,-0.490
4,5:44,2,6,WAS 7,7,35,"Ladell Betts right guard for 1 yard (tackle by Bradie James). Penalty on Derrick Dockery: Offensive Holding, 4 yards",-0.490,-1.300
4,5:21,3,9,WAS 4,7,35,Ladell Betts left end for 9 yards (tackle by Roy Williams),-1.300,-0.320
4,4:34,1,10,WAS 13,7,35,Ladell Betts up the middle for no gain (tackle by La'Roi Glover),-0.320,-0.770
4,3:51,2,10,WAS 13,7,35,Ladell Betts right end for 3 yards (tackle by Bradie James),-0.770,-1.060
4,3:07,3,7,WAS 16,7,35,Rock Cartwright left end for 3 yards (tackle by Kevin Burnett),-1.060,-2.140
4,2:26,4,4,WAS 19,7,35,"Derrick Frost punts 38 yards, returned by Patrick Crayton for 6 yards (tackle by Ethan Albright)",-2.140,-2.190
4,2:15,1,10,DAL 49,7,35,Drew Bledsoe pass incomplete,2.190,1.650
4,2:10,2,10,DAL 49,7,35,Marion Barber up the middle for 8 yards (tackle by Omar Stoutmire and Ryan Clark),1.650,2.010
4,2:00,3,2,WAS 43,7,35,Marion Barber right end for 3 yards (tackle by Omar Stoutmire),2.010,2.920
4,1:39,,,,7,35,Timeout #2 by Dallas Cowboys,0.000,2.920
4,1:39,1,10,WAS 40,7,35,Marion Barber left end for 3 yards (tackle by Pierson Prioleau),2.920,2.780
4,1:14,2,7,WAS 37,7,35,Drew Bledsoe pass complete to Marion Barber for 6 yards (tackle by Nic Clemons),2.780,2.870
4,0:49,3,1,WAS 31,7,35,Drew Bledsoe pass complete to Terry Glenn for 17 yards,2.870,4.650
4,0:43,1,10,WAS 14,7,35,Drew Bledsoe pass complete to Marion Barber for 2 yards (tackle by Warrick Holdman),4.650,4.330
4,0:19,2,8,WAS 12,7,35,"Drew Bledsoe pass incomplete. Penalty on Drew Bledsoe: Intentional Grounding, 10 yards",4.330,2.350
4,0:17,,,,7,35,Timeout #2 by Washington Redskins,0.000,2.350
4,0:17,3,18,WAS 22,7,35,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,2.350,1.990
4,0:14,4,18,WAS 22,7,35,Drew Bledsoe pass incomplete intended for Keyshawn Johnson is intercepted by Dimitri Patterson at WAS-2 and returned for 20 yards,1.990,-0.410
4,0:05,1,10,WAS 22,7,35,Mark Brunell kneels for -1 yards,0.410,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
