#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CAR 27,3,1:40,6,Punt
2,1,11:51,CAR 20,5,1:46,74,Field Goal
3,1,9:56,DAL 32,1,0:07,32,Touchdown
4,1,7:00,CAR 20,3,1:35,-11,Punt
5,1,3:15,CAR 10,3,1:29,3,Punt
6,2,11:00,CAR 24,8,4:10,47,Field Goal
7,2,3:32,CAR 17,7,2:22,40,Fumble
8,2,0:04,CAR 22,1,0:04,-1,End of Half
9,3,12:50,CAR 24,3,1:35,8,Punt
10,3,8:35,CAR 20,3,1:00,4,Punt
11,3,4:50,CAR 29,4,1:59,17,Punt
12,3,0:53,CAR 38,3,1:06,12,Interception
13,4,10:34,CAR 24,6,2:39,13,Punt
14,4,5:56,CAR 36,7,3:24,64,Touchdown
15,4,0:24,CAR 35,3,0:24,0,End of Game
