Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
1,9:56,1,10,DAL 32,0,9,"Jake Delhomme pass complete to Drew Carter for 32 yards, touchdown",3.450,7.000
1,,,,DAL 2,0,10,John Kasay kicks extra point good,0.000,0.000
1,,,,CAR 30,0,10,"John Kasay kicks off 67 yards, returned by Tyson Thompson for 17 yards (tackle by Kemp Rasmussen)",0.000,0.280
1,9:43,1,10,DAL 20,0,10,Drew Bledsoe sacked by Julius Peppers for -8 yards,0.280,-1.360
1,9:14,2,18,DAL 12,0,10,Julius Jones up the middle for 8 yards (tackle by Will Witherspoon),-1.360,-0.960
1,8:33,3,10,DAL 20,0,10,"Drew Bledsoe pass complete to Terry Glenn for 51 yards (tackle by Chris Gamble). Penalty on Al Wallace: Roughing the Passer, 15 yards, Penalty on Marlon McCree: Defensive Pass Interfere (Declined)",-0.960,4.650
1,8:02,1,10,CAR 14,0,10,"Julius Jones left end for 1 yard (tackle by Will Witherspoon). Penalty on CAR: Defensive 12 On-field, 5 yards (no play)",4.650,5.800
1,7:46,1,5,CAR 9,0,10,Julius Jones for 1 yard,5.800,5.090
1,7:05,2,4,CAR 8,6,10,"Julius Jones left guard for 8 yards, touchdown",5.090,7.000
1,,,,CAR 2,7,10,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,DAL 30,7,10,"Billy Cundiff kicks off 70 yards, touchback",0.000,0.280
1,7:00,1,10,CAR 20,7,10,DeShaun Foster left tackle for -1 yards (tackle by DeMarcus Ware and Ryan Fowler),0.280,-0.460
1,6:19,2,11,CAR 19,7,10,Jake Delhomme pass incomplete intended for Brad Hoover,-0.460,-1.140
1,6:14,3,11,CAR 19,7,10,"Jake Delhomme sacked by DeMarcus Ware for -9 yards. Jake Delhomme fumbles (forced by DeMarcus Ware), recovered by Jordan Gross at CAR-9",-1.140,-2.490
1,5:36,4,21,CAR 9,7,10,"Jason Baker punts 52 yards, returned by Patrick Crayton for 2 yards (tackle by Vinny Ciurciu). Penalty on Scott Shanle: Illegal Block Above the , 10 yards",-2.490,-1.000
1,5:25,1,10,DAL 31,7,10,Julius Jones left tackle for 19 yards (tackle by Marlon McCree),1.000,2.260
1,4:48,1,10,CAR 50,7,10,Julius Jones left end for 9 yards (tackle by Jordan Carstens),2.260,2.930
1,4:10,2,1,CAR 41,7,10,Julius Jones right guard for 4 yards (tackle by Dan Morgan),2.930,3.120
1,3:28,1,10,CAR 37,7,10,Drew Bledsoe pass incomplete intended for Terry Glenn is intercepted by Ken Lucas at CAR-2 and returned for 8 yards,3.120,0.380
1,3:15,1,10,CAR 10,7,10,DeShaun Foster left end for -1 yards (tackle by Scott Fujita and Chris Canty),-0.380,-0.850
1,2:37,2,11,CAR 9,7,10,Jake Delhomme pass incomplete intended for Keary Colbert,-0.850,-1.540
1,2:30,3,11,CAR 9,7,10,DeShaun Foster up the middle for 4 yards (tackle by Bradie James),-1.540,-2.490
1,1:55,4,7,CAR 13,7,10,"Jason Baker punts 47 yards, fair catch by Terence Newman",-2.490,-1.600
1,1:46,1,10,DAL 40,7,10,Drew Bledsoe pass complete to Keyshawn Johnson for 10 yards (tackle by Mike Minter),1.600,2.260
1,1:18,1,10,CAR 50,7,10,Julius Jones left end for 5 yards (tackle by Chris Draft),2.260,2.390
1,0:40,2,5,CAR 45,7,10,Julius Jones up the middle for -1 yards (tackle by Julius Peppers and Kindal Moorehead),2.390,1.550
Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,CAR 46,7,10,Drew Bledsoe pass complete to Terry Glenn for 20 yards (tackle by Chris Gamble),1.550,3.840
2,14:21,1,10,CAR 26,7,10,Julius Jones right guard for 5 yards (tackle by Jordan Carstens),3.840,3.970
2,13:44,2,5,CAR 21,7,10,Julius Jones right end for 7 yards (tackle by Chris Draft),3.970,4.650
2,13:05,1,10,CAR 14,7,10,Julius Jones left tackle for 4 yards (tackle by Mike Minter),4.650,4.710
2,12:25,2,6,CAR 10,7,10,Julius Jones up the middle for 3 yards (tackle by Marlon McCree),4.710,4.500
2,11:45,3,3,CAR 7,7,10,Marion Barber left tackle for 1 yard (tackle by Mike Minter and Chris Draft),4.500,3.010
2,11:03,4,2,CAR 6,10,10,Billy Cundiff 24 yard field goal good,3.010,3.000
2,,,,DAL 30,10,10,"Billy Cundiff kicks off 67 yards, returned by Jamal Robertson for 21 yards (tackle by Roy Williams)",0.000,0.540
2,10:53,1,10,CAR 24,10,10,Jake Delhomme pass complete to Steve Smith for 18 yards (tackle by Ryan Fowler),0.540,1.730
2,10:11,1,10,CAR 42,10,10,DeShaun Foster left tackle for 6 yards (tackle by Greg Ellis),1.730,2.000
2,9:33,2,4,CAR 48,10,10,DeShaun Foster left tackle for 1 yard (tackle by DeMarcus Ware),2.000,1.420
2,8:47,3,3,CAR 49,10,10,Jake Delhomme pass complete to Drew Carter for 18 yards (tackle by Jacques Reeves). Penalty on Bradie James: Defensive Offside (Declined),1.420,3.380
2,8:25,1,10,DAL 33,10,10,DeShaun Foster left end for 2 yards (tackle by Bradie James),3.380,3.110
2,7:37,2,8,DAL 31,10,10,DeShaun Foster right end for 2 yards (tackle by Bradie James),3.110,2.680
2,7:02,3,6,DAL 29,10,10,Jake Delhomme pass incomplete intended for Drew Carter,2.680,1.520
2,6:55,4,6,DAL 29,10,13,John Kasay 47 yard field goal good,1.520,3.000
2,,,,CAR 30,10,13,"John Kasay kicks off 67 yards, returned by Tyson Thompson for 19 yards (tackle by Vinny Ciurciu)",0.000,0.410
2,6:45,1,10,DAL 22,10,13,Drew Bledsoe pass complete to Jason Witten for 9 yards (tackle by Marlon McCree),0.410,1.080
2,6:14,2,1,DAL 31,10,13,Julius Jones up the middle for 2 yards (tackle by Brentson Buckner),1.080,1.140
2,5:36,1,10,DAL 33,10,13,Julius Jones up the middle for 3 yards (tackle by Brentson Buckner),1.140,1.000
2,5:00,2,7,DAL 36,10,13,Drew Bledsoe pass incomplete intended for Keyshawn Johnson (defended by Will Witherspoon),1.000,0.300
2,4:56,3,7,DAL 36,10,13,Drew Bledsoe pass complete to Keyshawn Johnson for 16 yards (tackle by Chris Gamble),0.300,2.390
2,4:52,1,10,CAR 48,10,13,Drew Bledsoe pass incomplete intended for Lousaka Polite (defended by Julius Peppers),2.390,1.850
2,4:46,2,10,CAR 48,10,13,Marion Barber right end for -6 yards (tackle by Will Witherspoon),1.850,0.370
2,4:05,3,16,DAL 46,10,13,Drew Bledsoe sacked by Chris Draft for -1 yards,0.370,-0.390
2,3:43,4,17,DAL 45,10,13,Mat McBriar punts 38 yards,-0.390,0.060
2,3:32,1,10,CAR 17,10,13,DeShaun Foster left guard for 6 yards (tackle by Bradie James),-0.060,0.350
2,2:57,2,4,CAR 23,10,13,DeShaun Foster right end for 7 yards (tackle by Keith Davis),0.350,0.940
2,2:16,1,10,CAR 30,10,13,Jake Delhomme pass incomplete intended for Drew Carter (defended by Aaron Glenn),0.940,0.390
2,2:11,2,10,CAR 30,10,13,Jake Delhomme pass incomplete intended for Drew Carter (defended by Jacques Reeves),0.390,-0.300
2,2:04,3,10,CAR 30,10,13,Jake Delhomme pass complete to Nick Goings for 19 yards (tackle by Willie Pile),-0.300,2.190
2,1:50,1,10,CAR 49,10,13,Jake Delhomme pass complete to Brad Hoover for 11 yards (tackle by Aaron Glenn),2.190,2.920
2,1:17,1,10,DAL 40,10,13,"Jake Delhomme sacked by DeMarcus Ware for -8 yards. Jake Delhomme fumbles (forced by DeMarcus Ware), recovered by Greg Ellis at DAL-43 (tackle by Tutan Reyes)",2.920,-1.800
2,1:10,1,10,DAL 43,10,13,Julius Jones up the middle for 2 yards (tackle by Will Witherspoon),1.800,1.520
2,0:44,2,8,DAL 45,10,13,"Drew Bledsoe sacked by Jordan Carstens for -7 yards. Penalty on Mike Rucker: Defensive Offside, 5 yards (no play)",1.520,2.200
2,0:44,2,3,CAR 50,10,13,Julius Jones left guard for 6 yards (tackle by Marlon McCree),2.200,2.650
2,0:39,,,,10,13,Timeout #1 by Dallas Cowboys,0.000,2.650
2,0:39,1,10,CAR 44,10,13,Drew Bledsoe pass complete to Keyshawn Johnson for 19 yards (tackle by Chris Draft),2.650,3.910
2,0:33,1,10,CAR 25,10,13,Drew Bledsoe sacked by Julius Peppers for 0 yards,3.910,3.360
2,0:19,,,,10,13,Timeout #2 by Dallas Cowboys,0.000,3.360
2,0:19,2,10,CAR 25,10,13,"Drew Bledsoe pass complete to Keyshawn Johnson for 7 yards (tackle by Chris Gamble). Penalty on Chris Gamble: Face Mask (5 Yards), 5 yards",3.360,4.710
2,0:12,1,10,CAR 13,10,13,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,4.710,4.050
2,0:07,,,,10,13,Timeout #3 by Carolina Panthers,0.000,4.050
2,0:07,2,10,CAR 13,10,13,"Billy Cundiff 32 yard field goal no good, blocked by Julius Peppers",4.050,-0.410
2,0:04,1,10,CAR 22,10,13,Jake Delhomme kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,10,13,"John Kasay kicks off 65 yards, returned by Tyson Thompson for 31 yards (tackle by Chris Gamble)",0.000,1.330
3,14:55,1,10,DAL 36,10,13,Julius Jones left tackle for -1 yards (tackle by Chris Draft),1.330,0.660
3,14:17,2,11,DAL 35,10,13,"Drew Bledsoe for no gain. Drew Bledsoe fumbles, recovered by Larry Allen at DAL-34",0.660,-0.160
3,13:29,3,12,DAL 34,10,13,Julius Jones left tackle for 3 yards (tackle by Will Witherspoon),-0.160,-0.910
3,13:02,4,9,DAL 37,10,13,Mat McBriar punts 39 yards,-0.910,-0.540
3,12:50,1,10,CAR 24,10,13,DeShaun Foster right guard for 3 yards (tackle by Marcus Spears),0.540,0.400
3,12:16,2,7,CAR 27,10,13,DeShaun Foster right guard for 5 yards (tackle by Ryan Fowler and Terence Newman),0.400,0.370
3,11:33,3,2,CAR 32,10,13,Jake Delhomme pass incomplete intended for Ricky Proehl (defended by Keith Davis),0.370,-1.240
3,11:25,4,2,CAR 32,10,13,"Jason Baker punts 41 yards, returned by Terence Newman for 2 yards (tackle by Chris Draft)",-1.240,-0.870
3,11:15,1,10,DAL 29,10,13,Drew Bledsoe pass complete to Lousaka Polite for 1 yard (tackle by Will Witherspoon),0.870,0.460
3,10:41,2,9,DAL 30,10,13,Julius Jones up the middle for 15 yards (tackle by Mike Minter and Chris Gamble),0.460,1.930
3,10:06,1,10,DAL 45,10,13,Julius Jones up the middle for 2 yards (tackle by Thomas Davis),1.930,1.650
3,9:29,2,8,DAL 47,10,13,Julius Jones right tackle for no gain (tackle by Chris Gamble and Will Witherspoon),1.650,0.960
3,8:48,3,8,DAL 47,10,13,Drew Bledsoe pass incomplete intended for Terry Glenn. Penalty on Torrin Tucker: Offensive Holding (Declined),0.960,-0.260
3,8:44,4,8,DAL 47,10,13,"Mat McBriar punts 53 yards, touchback",-0.260,-0.280
3,8:35,1,10,CAR 20,10,13,DeShaun Foster up the middle for 4 yards (tackle by Kenyon Coleman),0.280,0.270
3,8:00,2,6,CAR 24,10,13,Jake Delhomme pass incomplete intended for Steve Smith (defended by Terence Newman),0.270,-0.430
3,7:52,3,6,CAR 24,10,13,Jake Delhomme pass incomplete intended for Drew Carter (defended by Jacques Reeves). Penalty on Tutan Reyes: Offensive Holding (Declined),-0.430,-1.770
3,7:45,4,6,CAR 24,10,13,"Jason Baker punts 37 yards, muffed catch by Terence Newman, recovered by Terence Newman and returned for no gain",-1.770,-1.530
3,7:35,1,10,DAL 39,10,13,"Julius Jones left end for 2 yards (tackle by Chris Draft). Penalty on Rob Petitti: Unnecessary Roughness, 15 yards",1.530,0.670
3,7:14,1,23,DAL 26,10,13,Julius Jones right guard for 3 yards (tackle by Julius Peppers and Marlon McCree),0.670,-0.360
3,6:37,2,20,DAL 29,10,13,Drew Bledsoe pass complete to Julius Jones for 15 yards (tackle by Marlon McCree),-0.360,0.960
3,5:51,3,5,DAL 44,10,13,"Penalty on Torrin Tucker: False Start, 5 yards (no play)",0.960,0.300
3,5:28,3,10,DAL 39,10,13,Drew Bledsoe pass complete to Keyshawn Johnson for 18 yards,0.300,2.720
3,5:01,1,10,CAR 43,16,13,"Julius Jones left guard for 43 yards, touchdown",2.720,7.000
3,,,,CAR 2,17,13,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,DAL 30,17,13,"Billy Cundiff kicks off 69 yards, returned by Jamal Robertson for 28 yards (tackle by Nate Jones)",0.000,0.870
3,4:44,1,10,CAR 29,17,13,Jake Delhomme pass complete to Kris Mangum for 24 yards (tackle by Scott Fujita),0.870,2.460
3,4:12,1,10,DAL 47,17,13,DeShaun Foster left guard for 3 yards (tackle by DeMarcus Ware and Greg Ellis),2.460,2.320
3,3:26,2,7,DAL 44,17,13,Jake Delhomme pass incomplete intended for Keary Colbert,2.320,1.620
3,3:20,3,7,DAL 44,17,13,"Jake Delhomme sacked by DeMarcus Ware for -6 yards. Jake Delhomme fumbles (forced by DeMarcus Ware), recovered by Steve Smith at CAR-49 and returned for 12 yards. Penalty on Steve Smith: Disqualification, 15 yards",1.620,-0.320
3,3:02,4,17,CAR 46,17,13,"Jason Baker punts 54 yards, touchback",-0.320,-0.280
3,2:51,1,10,DAL 20,17,13,Julius Jones right guard for 5 yards (tackle by Marlon McCree),0.280,0.410
3,2:15,2,5,DAL 25,17,13,Julius Jones left guard for 4 yards (tackle by Chris Draft),0.410,0.230
3,1:40,3,1,DAL 29,17,13,"Penalty on Rob Petitti: False Start, 5 yards (no play)",0.230,-0.430
3,1:24,3,6,DAL 24,17,13,Drew Bledsoe sacked by Will Witherspoon for -5 yards,-0.430,-2.140
3,1:03,4,11,DAL 19,17,13,"Mat McBriar punts 52 yards, returned by Chris Gamble for 9 yards (tackle by Kevin Burnett)",-2.140,-1.470
3,0:53,1,10,CAR 38,17,13,DeShaun Foster up the middle for 3 yards (tackle by Kenyon Coleman),1.470,1.330
3,0:14,2,7,CAR 41,17,13,DeShaun Foster left guard for 9 yards (tackle by Terence Newman),1.330,2.260
Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 50,17,13,Jake Delhomme pass incomplete intended for Ricky Proehl is intercepted by Roy Williams at DAL-8 and returned for 6 yards,2.260,0.280
4,14:47,1,10,DAL 14,17,13,Julius Jones right guard for 4 yards (tackle by Mike Rucker),-0.280,-0.210
4,14:05,2,6,DAL 18,17,13,Julius Jones right guard for 7 yards (tackle by Mike Rucker),-0.210,0.610
4,13:24,1,10,DAL 25,17,13,Julius Jones left tackle for 12 yards (tackle by Ken Lucas),0.610,1.400
4,12:40,1,10,DAL 37,17,13,Marion Barber right end for 3 yards (tackle by Julius Peppers),1.400,1.260
4,12:00,2,7,DAL 40,17,13,Drew Bledsoe sacked by Julius Peppers for -15 yards,1.260,-1.420
4,11:20,3,22,DAL 25,17,13,Marion Barber up the middle for 5 yards (tackle by Ricky Manning),-1.420,-1.370
4,10:47,4,17,DAL 30,17,13,"Mat McBriar punts 51 yards, returned by Chris Gamble for 5 yards (tackle by Kevin Burnett)",-1.370,-0.540
4,10:34,1,10,CAR 24,17,13,Jake Delhomme pass complete to DeShaun Foster for 4 yards (tackle by Jason Ferguson),0.540,0.540
4,9:54,2,6,CAR 28,17,13,Jake Delhomme pass complete to Drew Carter for 5 yards (tackle by Bradie James),0.540,0.500
4,9:31,3,1,CAR 33,17,13,DeShaun Foster left guard for 3 yards (tackle by Jason Ferguson),0.500,1.330
4,8:53,1,10,CAR 36,17,13,DeShaun Foster up the middle for 1 yard (tackle by DeMarcus Ware),1.330,0.930
4,8:15,2,9,CAR 37,17,13,Jake Delhomme pass incomplete intended for Drew Carter,0.930,0.230
4,8:10,,,,17,13,Timeout #1 by Carolina Panthers,0.000,0.230
4,8:10,3,9,CAR 37,17,13,Jake Delhomme pass incomplete intended for Drew Carter,0.230,-0.910
4,8:04,4,9,CAR 37,17,13,"Jason Baker punts 46 yards, fair catch by Terence Newman",-0.910,0.060
4,7:55,1,10,DAL 17,17,13,Julius Jones left tackle for 2 yards (tackle by Mike Rucker),-0.060,-0.250
4,7:17,2,8,DAL 19,17,13,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,-0.250,-1.000
4,7:13,3,8,DAL 19,17,13,"Drew Bledsoe pass complete to Jason Witten for 16 yards (tackle by Chris Draft). Penalty on Jason Witten: Offensive Pass Interfere, 9 yards, Penalty on Torrin Tucker: Offensive Holding (Declined) (no play)",-1.000,-2.240
4,6:44,3,17,DAL 10,17,13,Marion Barber up the middle for 10 yards (tackle by Thomas Davis and Will Witherspoon),-2.240,-2.030
4,6:06,4,7,DAL 20,17,13,Mat McBriar punts 44 yards,-2.030,-1.330
4,5:56,1,10,CAR 36,17,13,Jake Delhomme pass complete to Kris Mangum for 5 yards (tackle by Terence Newman),1.330,1.470
4,5:11,2,5,CAR 41,17,13,DeShaun Foster left end for no gain (tackle by DeMarcus Ware),1.470,0.760
4,4:26,3,5,CAR 41,17,13,Jake Delhomme pass complete to Kris Mangum for 6 yards (tackle by Bradie James),0.760,2.060
4,3:55,1,10,CAR 47,17,13,Jake Delhomme pass complete to DeShaun Foster for 9 yards (tackle by Greg Ellis),2.060,2.730
4,3:19,2,1,DAL 44,17,13,Nick Goings up the middle for 4 yards (tackle by Jason Ferguson),2.730,2.920
4,2:43,1,10,DAL 40,17,13,Jake Delhomme pass complete to Nick Goings for 5 yards (tackle by Bradie James),2.920,3.050
4,2:32,2,5,DAL 35,17,19,"Jake Delhomme pass complete to Ricky Proehl for 35 yards, touchdown",3.050,7.000
4,,,,DAL 2,17,20,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,17,20,"John Kasay kicks off 68 yards, returned by Tyson Thompson for 40 yards (tackle by Chris Gamble)",0.000,1.730
4,2:24,1,10,DAL 42,17,20,Drew Bledsoe pass complete to Terry Glenn for 15 yards (tackle by Ricky Manning),1.730,2.720
4,2:17,1,10,CAR 43,17,20,Julius Jones up the middle for 3 yards (tackle by Marlon McCree),2.720,2.580
4,2:00,2,7,CAR 40,17,20,Drew Bledsoe pass complete to Keyshawn Johnson for 19 yards (tackle by Ken Lucas),2.580,4.170
4,1:30,1,10,CAR 21,17,20,Julius Jones up the middle for 1 yard (tackle by Brandon Short),4.170,3.760
4,1:23,,,,17,20,Timeout #1 by Dallas Cowboys,0.000,3.760
4,1:23,2,9,CAR 20,17,20,Drew Bledsoe pass incomplete intended for Terry Glenn,3.760,3.070
4,1:18,3,9,CAR 20,17,20,Drew Bledsoe pass complete to Marion Barber for 5 yards (tackle by Ken Lucas),3.070,2.520
4,1:08,4,4,CAR 15,17,20,"Billy Cundiff 33 yard field goal no good. Penalty on Julius Peppers: Running Into the Kicker, 4 yards (no play)",2.520,4.840
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:08,,,,17,20,Timeout #2 by Carolina Panthers,0.000,4.840
4,1:07,1,10,CAR 11,17,20,Julius Jones left guard for 2 yards (tackle by Brentson Buckner and Marlon McCree),4.840,4.510
4,0:36,2,8,CAR 9,17,20,Marion Barber right end for 7 yards (tackle by Mike Minter),4.510,5.120
4,0:29,3,1,CAR 2,23,20,"Drew Bledsoe pass complete to Terry Glenn for 2 yards, touchdown",5.120,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,CAR 2,24,20,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,DAL 30,24,20,"Billy Cundiff kicks off 66 yards, returned by Jamal Robertson for 31 yards (tackle by Quinton Caver)",0.000,1.270
4,0:19,1,10,CAR 35,24,20,Jake Delhomme pass incomplete intended for Nick Goings,1.270,0.720
4,0:14,2,10,CAR 35,24,20,Jake Delhomme pass incomplete intended for Drew Carter (defended by Terence Newman),0.720,0.040
4,0:05,3,10,CAR 35,24,20,Jake Delhomme pass incomplete intended for Drew Carter (defended by Terrance Copper),0.040,-1.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
