Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
2,2:06,,,TEN 2,21,3,Stephen Gostkowski kicks extra point good,0.000,0.000
2,2:00,,,NWE 35,21,3,"Stephen Gostkowski kicks off 73 yards, returned by Darius Reynaud for 26 yards (tackle by Nate Ebner)",0.000,0.040
2,1:56,1,10,TEN 18,21,3,Jake Locker pass complete short middle to Jared Cook for 6 yards (tackle by Tavon Wilson),0.040,0.410
2,1:31,2,4,TEN 24,21,3,Jake Locker pass complete short middle to Darius Reynaud for 6 yards (tackle by Ras-I Dowling),0.410,0.940
2,1:23,1,10,TEN 30,21,3,Jake Locker sacked by Jermaine Cunningham for -7 yards,0.940,-0.550
2,0:58,2,17,TEN 23,21,3,Jake Locker pass complete short left to Damian Williams for 12 yards (tackle by Jerod Mayo),-0.550,0.000
2,0:52,,,,21,3,Timeout #2 by Tennessee Titans,0.000,0.370
2,0:52,3,5,TEN 35,21,3,Jake Locker pass complete short right to Damian Williams for 3 yards (tackle by Tavon Wilson),0.370,0.000
2,0:44,,,,21,3,Timeout #2 by New England Patriots,0.000,-0.850
2,0:44,4,2,TEN 38,21,3,"Brett Kern punts 54 yards, returned by Julian Edelman for 4 yards (tackle by Jordan Babineaux)",-0.850,0.350
2,0:34,1,10,NWE 12,21,3,Tom Brady kneels for -1 yards,-0.350,-0.850
Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,21,3,"Rob Bironas kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,21,3,Tom Brady pass complete short left to Aaron Hernandez for 4 yards (tackle by Ryan Mouton and Akeem Ayers),0.280,0.270
3,14:24,2,6,NWE 24,21,3,Stevan Ridley right end for 6 yards (tackle by Akeem Ayers),0.270,0.940
3,13:52,1,10,NWE 30,21,3,Stevan Ridley left tackle for 8 yards (tackle by Alterraun Verner),0.940,1.470
3,13:15,2,2,NWE 38,21,3,Tom Brady pass complete short left to Aaron Hernandez for 12 yards (tackle by Akeem Ayers),1.470,2.260
3,12:44,1,10,,21,3,Stevan Ridley right end for -1 yards (tackle by Derrick Morgan),2.260,1.580
3,12:01,2,11,NWE 49,21,3,Tom Brady pass incomplete short middle intended for Stevan Ridley,1.580,0.890
3,11:58,3,11,NWE 49,21,3,Tom Brady pass incomplete short left intended for Julian Edelman,0.890,-0.130
3,11:54,4,11,NWE 49,21,3,"Zoltan Mesko punts 51 yards, touchback",-0.130,-0.280
3,11:47,1,10,TEN 20,21,3,Jake Locker pass complete deep right to Jared Cook for 35 yards (tackle by Devin McCourty),0.280,2.590
3,11:09,1,10,NWE 45,21,3,Jake Locker pass incomplete short right intended for Kendall Wright (defended by Devin McCourty),2.590,2.040
3,11:03,2,10,NWE 45,21,3,Jake Locker pass complete short middle to Chris Johnson for 16 yards (tackle by Tavon Wilson),2.040,3.640
3,10:25,1,10,NWE 29,21,9,"Jake Locker pass complete deep right to Nate Washington for 29 yards, touchdown",3.640,7.000
3,10:25,,,NWE 2,21,10,Rob Bironas kicks extra point good,0.000,0.000
3,10:17,,,TEN 35,21,10,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
3,10:17,1,10,NWE 20,21,10,Tom Brady pass incomplete short left intended for Brandon Lloyd,0.280,-0.270
3,10:14,2,10,NWE 20,21,10,Stevan Ridley left end for 4 yards (tackle by Kamerion Wimbley and Akeem Ayers),-0.270,-0.430
3,9:30,3,6,NWE 24,21,10,Tom Brady pass complete short left to Rob Gronkowski for 7 yards (tackle by Jordan Babineaux),-0.430,1.000
3,8:58,1,10,NWE 31,21,10,Stevan Ridley right end for -4 yards (tackle by Jason McCourty),1.000,-0.080
3,8:18,2,14,NWE 27,21,10,Tom Brady pass complete short right to Aaron Hernandez for 5 yards (tackle by Derrick Morgan),-0.080,-0.100
3,7:44,3,9,NWE 32,21,10,Tom Brady pass complete short middle to Rob Gronkowski for 9 yards (tackle by Ryan Mouton and Will Witherspoon),-0.100,1.660
3,7:14,1,10,NWE 41,21,10,Tom Brady pass complete short left to Brandon Lloyd for 11 yards,1.660,2.390
3,6:45,1,10,TEN 48,21,10,Tom Brady pass complete short left to Wes Welker for 1 yard (tackle by Alterraun Verner),2.390,1.980
3,6:15,2,9,TEN 47,21,10,Tom Brady pass complete short middle to Aaron Hernandez for 7 yards (tackle by Akeem Ayers),1.980,2.210
3,5:47,3,2,TEN 40,21,10,Tom Brady pass incomplete short left intended for Brandon Lloyd,2.210,0.590
3,5:44,4,2,TEN 40,21,10,"Zoltan Mesko punts 30 yards, fair catch by Darius Reynaud",0.590,0.380
3,5:36,1,10,TEN 10,21,10,Jake Locker pass complete short left to Chris Johnson for no gain,-0.380,-0.780
3,4:57,2,10,TEN 10,21,10,Jake Locker pass incomplete short right intended for Darius Reynaud,-0.780,-1.420
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,4:53,3,10,TEN 10,21,10,"Jake Locker up the middle for 21 yards (tackle by Kyle Arrington). Penalty on Steve Hutchinson: Offensive Holding, 5 yards (no play)",-1.420,-2.010
3,4:30,3,15,TEN 5,21,10,Jake Locker pass complete short left to Kendall Wright for -3 yards (tackle by Ras-I Dowling),-2.010,-2.490
3,3:41,4,18,TEN 2,21,10,"Brett Kern punts 55 yards, returned by Julian Edelman for 9 yards (tackle by Jordan Babineaux)",-2.490,-2.390
3,3:29,1,10,TEN 48,21,10,Tom Brady pass complete short right to Rob Gronkowski for 7 yards (tackle by Michael Griffin),2.390,2.790
3,2:57,2,3,TEN 41,21,10,Stevan Ridley left tackle for 15 yards (tackle by Alterraun Verner and Akeem Ayers),2.790,3.840
3,2:25,1,10,TEN 26,21,10,Tom Brady pass complete short left to Brandon Lloyd for 6 yards,3.840,4.110
3,2:12,2,4,TEN 20,21,10,Stevan Ridley right end for 5 yards (tackle by Mike Martin and Robert Johnson),4.110,4.580
3,1:45,1,10,TEN 15,21,10,Stevan Ridley right guard for 14 yards (tackle by Robert Johnson),4.580,6.970
3,1:08,1,1,TEN 1,27,10,"Stevan Ridley left tackle for 1 yard, touchdown",6.970,7.000
3,1:08,,,TEN 2,28,10,Stephen Gostkowski kicks extra point good,0.000,0.000
3,1:04,,,NWE 35,28,10,"Stephen Gostkowski kicks off 64 yards, returned by Darius Reynaud for 20 yards (tackle by Nate Ebner)",0.000,0.340
3,0:59,1,10,TEN 21,28,10,Chris Johnson right tackle for no gain (tackle by Devin McCourty),0.340,-0.200
3,0:30,2,10,TEN 21,28,10,Jake Locker pass incomplete short middle intended for Nate Washington,-0.200,-0.890
3,0:25,3,10,TEN 21,28,10,Jake Locker pass complete short right to Damian Williams for 10 yards (tackle by Devin McCourty),-0.890,1.000
3,0:03,1,10,TEN 31,28,10,Jake Locker pass complete short right to Kendall Wright for 12 yards (tackle by Jerod Mayo),1.000,1.800
Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 43,28,10,Jake Locker pass complete short middle to Chris Johnson for 4 yards (tackle by Jerod Mayo),1.800,1.790
4,14:34,2,6,TEN 47,28,10,"Jake Locker sacked by Chandler Jones for -5 yards. Penalty on Chandler Jones: Defensive Offside, 5 yards (no play)",1.790,2.470
4,14:12,2,1,NWE 48,28,10,Jake Locker pass incomplete deep middle intended for Nate Washington,2.470,1.750
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,14:07,3,1,NWE 48,28,10,Matt Hasselbeck pass complete short right to Chris Johnson for 14 yards (tackle by Brandon Deaderick),1.750,3.310
4,13:23,1,10,NWE 34,28,10,Matt Hasselbeck pass complete short right to Damian Williams for 7 yards (tackle by Devin McCourty),3.310,3.720
4,12:59,2,3,NWE 27,28,10,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 6 yards (tackle by Chandler Jones). Penalty on Brandon Spikes: Defensive Holding (Declined),3.720,4.170
4,12:31,1,10,NWE 21,28,10,Darius Reynaud up the middle for 2 yards (tackle by Jerod Mayo),4.170,3.900
4,11:59,2,8,NWE 19,28,10,"Matt Hasselbeck pass complete short middle to Kendall Wright for 6 yards (tackle by Jerod Mayo). Penalty on Jerod Mayo: Defensive Pass Interference, 6 yards (no play)",3.900,4.710
4,11:37,1,10,NWE 13,28,10,Matt Hasselbeck pass complete short right to Craig Stevens for 5 yards (tackle by Kyle Love and Dont'a Hightower),4.710,4.960
4,10:52,2,5,NWE 8,28,10,Matt Hasselbeck pass complete short left to Kendall Wright for 7 yards (tackle by Jerod Mayo),4.960,6.970
4,10:13,1,1,NWE 1,28,10,Chris Johnson right tackle for -5 yards (tackle by Vince Wilfork),6.970,4.950
4,9:29,2,6,NWE 6,28,10,Matt Hasselbeck pass incomplete short left intended for Lavelle Hawkins,4.950,4.040
4,9:25,3,6,NWE 6,28,10,Matt Hasselbeck pass incomplete short left intended for Jared Cook,4.040,2.990
4,9:20,4,6,NWE 6,28,13,Rob Bironas 24 yard field goal good,2.990,3.000
4,9:17,,,TEN 35,28,13,"Rob Bironas kicks off 67 yards, returned by Matt Slater for 19 yards (tackle by Patrick Bailey)",0.000,-0.060
4,9:11,1,10,NWE 17,28,13,Tom Brady pass complete short left to Stevan Ridley for 20 yards (tackle by Alterraun Verner),-0.060,1.400
4,8:54,1,10,NWE 37,28,13,Danny Woodhead right tackle for 3 yards (tackle by Ryan Mouton and Will Witherspoon),1.400,1.260
4,8:25,2,7,NWE 40,28,13,Tom Brady pass complete short right to Brandon Lloyd for 16 yards (tackle by Jason McCourty),1.260,2.650
4,7:47,1,10,TEN 44,28,13,Danny Woodhead right guard for 2 yards (tackle by Derrick Morgan),2.650,2.380
4,7:18,2,8,TEN 42,28,13,Tom Brady pass complete short left to Wes Welker for 8 yards (tackle by Akeem Ayers and Alterraun Verner),2.380,3.310
4,6:45,1,10,TEN 34,28,13,Danny Woodhead left end for 6 yards (tackle by Michael Griffin and Kamerion Wimbley),3.310,3.580
4,6:08,2,4,TEN 28,28,13,Danny Woodhead left end for 2 yards (tackle by Alterraun Verner and Michael Griffin),3.580,3.140
4,5:42,3,2,TEN 26,28,13,Stevan Ridley left tackle for 16 yards (tackle by Robert Johnson and Zach Brown),3.140,4.910
4,5:15,1,10,TEN 10,28,13,Stevan Ridley left end for 1 yard (tackle by Akeem Ayers),4.910,0.000
4,4:33,,,,28,13,Timeout #1 by New England Patriots,0.000,4.380
4,4:33,2,9,TEN 9,28,13,Stevan Ridley up the middle for 2 yards (tackle by Jordan Babineaux),4.380,0.000
4,4:26,,,,28,13,Timeout #1 by Tennessee Titans,0.000,3.810
4,4:26,3,7,TEN 7,28,13,Tom Brady pass incomplete short right intended for Aaron Hernandez,3.810,2.970
4,4:19,4,7,TEN 7,31,13,Stephen Gostkowski 25 yard field goal good,2.970,3.000
4,4:15,,,NWE 35,31,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
4,4:15,1,10,TEN 20,31,13,Matt Hasselbeck pass complete short left to Kendall Wright for 4 yards (tackle by Ras-I Dowling),0.280,0.270
4,3:53,2,6,TEN 24,31,13,Matt Hasselbeck pass incomplete short left intended for Jared Cook,0.270,-0.430
4,3:49,3,6,TEN 24,31,13,Matt Hasselbeck pass incomplete short middle intended for Lavelle Hawkins,-0.430,-1.770
4,3:46,4,6,TEN 24,31,13,Matt Hasselbeck pass incomplete short left intended for Chris Johnson,-1.770,-3.970
4,3:43,1,10,TEN 24,31,13,Brandon Bolden up the middle for 9 yards (tackle by Will Witherspoon),3.970,4.850
4,3:00,2,1,TEN 15,31,13,Brandon Bolden right tackle for 2 yards (tackle by Akeem Ayers and Derrick Morgan),4.850,4.710
4,2:16,1,10,TEN 13,31,13,Brandon Bolden up the middle for 2 yards (tackle by Mike Martin and Zach Brown),4.710,4.390
4,2:00,2,8,TEN 11,31,13,Brandon Bolden left tackle for no gain (tackle by Derrick Morgan),4.390,3.450
4,1:14,3,8,TEN 11,31,13,Brandon Bolden left end for -2 yards (tackle by Zach Brown),3.450,2.570
4,0:35,4,10,TEN 13,34,13,Stephen Gostkowski 31 yard field goal good,2.570,3.000
4,0:31,,,NWE 35,34,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.000
4,0:31,,,,34,13,Timeout #2 by New England Patriots,0.000,0.280
4,0:31,1,10,TEN 20,34,13,Jamie Harper left guard for 3 yards (tackle by Jermaine Cunningham),0.280,0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
