Quarter,Time,Down,ToGo,Location,CLE,TAM,Detail,EPB,EPA
1,1:52,3,8,CLE 27,2,3,Baker Mayfield pass incomplete short right intended for David Njoku (defended by Brent Grimes),-0.360,-1.570
1,1:48,4,8,CLE 27,2,3,"Britton Colquitt punts 41 yards, returned by Adam Humphries for 13 yards (tackle by Charley Hughlett)",-1.570,-1.930
1,1:38,1,10,TAM 45,2,3,Jameis Winston pass complete short middle to Chris Godwin for 15 yards (tackle by Briean Boddy-Calhoun),1.930,2.920
1,1:06,1,10,CLE 40,2,3,Jameis Winston pass complete short middle to Chris Godwin for 12 yards (tackle by Christian Kirksey),2.920,3.710
1,0:44,1,10,CLE 28,2,3,Jameis Winston pass complete short left to Chris Godwin for 4 yards (tackle by Denzel Ward),3.710,3.710
1,0:12,2,6,CLE 24,2,3,Jameis Winston pass incomplete deep right intended for O.J. Howard (defended by Jabrill Peppers),3.710,3.010
1,0:06,3,6,CLE 24,2,3,Jameis Winston pass complete short right to Adam Humphries for 10 yards (tackle by Denzel Ward),3.010,4.650
Quarter,Time,Down,ToGo,Location,CLE,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 14,2,9,"DeSean Jackson left end for 14 yards, touchdown",4.650,7.000
2,14:54,,,CLE 15,2,9,Chandler Catanzaro kicks extra point no good hit right upright,0.000,-1.000
2,14:54,,,TAM 35,2,9,"Chandler Catanzaro kicks off 60 yards, returned by Dontrell Hilliard for no gain (tackle by Adarius Taylor)",0.000,1.270
2,14:48,1,10,CLE 35,2,9,Baker Mayfield pass incomplete short right intended for Nick Chubb (defended by Carl Nassib),1.270,0.720
2,14:43,2,10,CLE 35,2,9,Nick Chubb up the middle for -4 yards (tackle by Beau Allen),0.720,-0.490
2,14:04,3,14,CLE 31,2,9,Baker Mayfield pass complete short middle to Breshad Perriman for 6 yards (tackle by Kwon Alexander),-0.490,-0.910
2,13:30,4,8,CLE 37,2,9,Britton Colquitt punts 38 yards out of bounds,-0.910,-0.610
2,13:20,1,10,TAM 25,2,9,Jameis Winston right tackle for 14 yards,0.610,1.530
2,12:52,1,10,TAM 39,2,9,Jameis Winston pass complete short left to Mike Evans for 14 yards (tackle by Damarious Randall),1.530,2.460
2,12:20,1,10,CLE 47,2,9,Jameis Winston pass incomplete deep middle intended for Adam Humphries,2.460,1.910
2,12:14,2,10,CLE 47,2,9,Jameis Winston pass complete short middle to O.J. Howard for 10 yards (tackle by T.J. Carrie),1.910,3.120
2,11:32,1,10,CLE 37,2,9,Jameis Winston pass complete short middle to O.J. Howard for 18 yards (tackle by Briean Boddy-Calhoun),3.120,4.310
2,10:52,1,10,CLE 19,2,9,Ronald Jones right end for no gain (tackle by T.J. Carrie),4.310,3.750
2,10:13,2,10,CLE 19,2,9,Jameis Winston pass incomplete deep right intended for DeSean Jackson (defended by Denzel Ward),3.750,3.030
2,10:06,3,10,CLE 19,2,9,"Jameis Winston sacked by Emmanuel Ogbah for no gain. Penalty on Christian Kirksey: Illegal Contact, 5 yards (no play)",3.030,4.650
2,9:42,1,10,CLE 14,2,9,Ronald Jones up the middle for 9 yards (tackle by Damarious Randall),4.650,5.670
2,9:00,2,1,CLE 5,2,9,Ronald Jones right end for -3 yards (tackle by Denzel Ward and Jamie Collins),5.670,4.280
2,8:18,3,4,CLE 8,2,9,"Penalty on Larry Ogunjobi: Neutral Zone Infraction, 4 yards (no play)",4.280,6.280
2,8:09,1,4,CLE 4,2,9,"Peyton Barber right tackle for no gain. Penalty on Evan Dietrich-Smith: Offensive Holding, 10 yards (no play)",6.280,4.440
2,8:05,1,14,CLE 14,2,15,"Jameis Winston right guard for 14 yards, touchdown",4.440,7.000
2,7:58,,,CLE 15,2,16,Chandler Catanzaro kicks extra point good,0.000,0.000
2,7:58,,,TAM 35,2,16,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
2,7:58,1,10,CLE 25,2,16,Baker Mayfield pass complete short right to Damion Ratley for 6 yards (tackle by Brent Grimes),0.610,0.870
2,7:24,2,4,CLE 31,2,16,Nick Chubb left guard for 14 yards (tackle by Justin Evans),0.870,1.930
2,6:49,1,10,CLE 45,2,16,"Nick Chubb left guard for no gain (tackle by Jason Pierre-Paul). Penalty on Kevin Zeitler: Face Mask (15 Yards), 15 yards (no play)",1.930,0.940
2,6:24,1,25,CLE 30,2,16,Baker Mayfield right end for 7 yards,0.940,0.300
2,5:42,2,18,CLE 37,2,16,Baker Mayfield pass complete short left to Duke Johnson for 7 yards (tackle by Jordan Whitehead),0.300,0.560
2,5:02,3,11,CLE 44,2,16,Baker Mayfield pass complete short right to Jarvis Landry for 7 yards (tackle by Kwon Alexander),0.560,0.000
2,4:28,4,4,TAM 49,2,16,"Britton Colquitt punts 49 yards, touchback.",0.000,-0.280
2,4:18,1,10,TAM 20,2,16,Jameis Winston pass complete short right to Antony Auclair for 6 yards (tackle by Jamie Collins),0.280,0.540
2,3:41,2,4,TAM 26,2,16,Peyton Barber right guard for 1 yard (tackle by Christian Kirksey),0.540,-0.030
2,3:00,3,3,TAM 27,2,16,Jameis Winston pass complete deep right to Mike Evans for 29 yards (tackle by Briean Boddy-Calhoun),-0.030,2.650
2,2:30,1,10,CLE 44,2,16,"Jameis Winston pass deep middle intended for O.J. Howard is intercepted by Christian Kirksey at CLE-27 and returned for 13 yards. Penalty on Demar Dotson: Offensive Holding (Superseded) . Penalty on Emmanuel Ogbah: Illegal Blindside Block, 15 yards",2.650,-0.610
2,2:19,1,10,CLE 25,2,16,Duke Johnson up the middle for -4 yards (tackle by Lavonte David),0.610,-0.480
2,2:00,2,14,CLE 21,2,16,Baker Mayfield pass complete short left to Duke Johnson for 7 yards (tackle by Lavonte David),-0.480,-0.230
2,1:54,3,7,CLE 28,2,16,Baker Mayfield sacked by Carl Nassib for -9 yards,-0.230,-2.140
2,1:49,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,1:49,4,16,CLE 19,2,16,"Britton Colquitt punts 79 yards, returned by Adam Humphries for no gain (tackle by Tanner Vallejo). Penalty on Ryan Smith: Illegal Block Above the Waist, 1 yard",-2.140,0.380
2,1:37,1,10,TAM 1,2,16,Jameis Winston pass complete short middle to Jacquizz Rodgers for 11 yards (tackle by Christian Kirksey),-0.380,-0.350
2,1:10,1,10,TAM 12,2,16,Jameis Winston pass complete short left to Chris Godwin for 5 yards (tackle by Damarious Randall),-0.350,-0.230
2,1:04,2,5,TAM 17,2,16,"Jameis Winston pass complete short right to Cameron Brate for 10 yards (tackle by T.J. Carrie). Cameron Brate fumbles (forced by T.J. Carrie), recovered by Christian Kirksey at TB-27 and returned for 8 yards (tackle by Jameis Winston)",-0.230,-4.310
2,0:50,1,10,TAM 19,2,16,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,4.310,3.750
2,0:45,2,10,TAM 19,2,16,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,3.750,3.030
2,0:40,3,10,TAM 19,2,16,Baker Mayfield pass complete short right to Damion Ratley for 8 yards (tackle by M.J. Stewart and Justin Evans),3.030,2.820
2,0:26,,,,,,Timeout #2 by Cleveland Browns,,
2,0:26,4,2,TAM 11,2,16,"Baker Mayfield left end for 1 yard (tackle by Lavonte David). Baker Mayfield fumbles, ball out of bounds at TB-10 (forced by Lavonte David)",2.820,0.380
2,0:18,1,10,TAM 10,2,16,Jameis Winston kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,CLE,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,2,16,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,2,16,Peyton Barber up the middle for 4 yards (tackle by Christian Kirksey),0.610,0.600
3,14:31,2,6,TAM 29,2,16,"Jameis Winston sacked by Myles Garrett for no gain. Jameis Winston fumbles (forced by Myles Garrett), recovered by Genard Avery at TB-31 and returned for 5 yards (tackle by Jameis Winston)",0.600,-3.840
3,14:23,1,10,TAM 26,2,16,Baker Mayfield pass complete short left to David Njoku for 7 yards (tackle by Jack Cichy),3.840,4.270
3,13:48,2,3,TAM 19,2,16,Nick Chubb left guard for 4 yards (tackle by Isaiah Johnson),4.270,4.580
3,13:08,1,10,TAM 15,8,16,"Baker Mayfield pass complete short left to David Njoku for 15 yards, touchdown",4.580,7.000
3,13:01,,,TAM 15,9,16,Greg Joseph kicks extra point good,0.000,0.000
3,13:01,,,CLE 35,9,16,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,13:01,1,10,TAM 25,9,16,Peyton Barber up the middle for no gain (tackle by Emmanuel Ogbah),0.610,0.060
3,12:31,2,10,TAM 25,9,16,Jameis Winston pass incomplete deep left intended for Mike Evans,0.060,-0.620
3,12:26,3,10,TAM 25,9,16,"Jameis Winston pass incomplete short middle intended for Adam Humphries. Penalty on T.J. Carrie: Defensive Holding, 5 yards (no play)",-0.620,0.940
3,12:22,1,10,TAM 30,9,16,"Jameis Winston pass incomplete deep right intended for DeSean Jackson. Penalty on Emmanuel Ogbah: Roughing the Passer, 15 yards (no play)",0.940,1.930
3,12:17,1,10,TAM 45,9,16,Peyton Barber left guard for 12 yards (tackle by Briean Boddy-Calhoun),1.930,2.720
3,11:50,1,10,CLE 43,9,16,Jameis Winston pass complete short left to Ronald Jones for 15 yards (tackle by Damarious Randall),2.720,3.710
3,11:23,1,10,CLE 28,9,16,"Peyton Barber right guard for no gain (tackle by Emmanuel Ogbah). Penalty on Caleb Benenoch: Offensive Holding, 10 yards (no play)",3.710,3.050
3,11:04,1,20,CLE 38,9,16,"Penalty on Donovan Smith: False Start, 5 yards (no play)",3.050,2.720
3,10:48,1,25,CLE 43,9,16,Jameis Winston pass incomplete short left intended for Peyton Barber,2.720,1.140
3,10:45,2,25,CLE 43,9,16,Jameis Winston pass incomplete short middle intended for Adam Humphries (defended by Emmanuel Ogbah),1.140,0.500
3,10:42,3,25,CLE 43,9,16,Jameis Winston pass incomplete deep middle intended for Adam Humphries,0.500,0.400
3,10:36,4,25,CLE 43,9,16,"Bryan Anger punts 35 yards, fair catch by Jabrill Peppers at CLE-8",0.400,0.380
3,10:29,1,10,CLE 8,9,16,Nick Chubb up the middle for 7 yards (tackle by Justin Evans and Adarius Taylor),-0.380,-0.210
3,9:49,2,3,CLE 15,9,16,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,-0.210,-0.600
3,9:43,3,3,CLE 15,9,16,Baker Mayfield pass complete short left to Antonio Callaway for 14 yards (tackle by Lavonte David),-0.600,0.870
3,9:07,1,10,CLE 29,9,16,"Duke Johnson left guard for no gain (tackle by Jason Pierre-Paul). Penalty on Rakeem Nunez-Roches: Defensive Holding, 5 yards (no play)",0.870,1.200
3,8:45,1,10,CLE 34,9,16,Baker Mayfield sacked by Adarius Taylor for -1 yards,1.200,0.520
3,8:24,2,11,CLE 33,9,16,Baker Mayfield sacked by William Gholston for -5 yards,0.520,-0.820
3,7:43,3,16,CLE 28,9,16,Baker Mayfield pass complete short right to Jarvis Landry for 5 yards (tackle by M.J. Stewart),-0.820,-1.180
3,7:10,4,11,CLE 33,9,16,"Britton Colquitt punts 53 yards, returned by Adam Humphries for 13 yards",-1.180,-0.740
3,6:58,1,10,TAM 27,9,16,Peyton Barber right end for 2 yards (tackle by Jamie Collins),0.740,0.470
3,6:13,2,8,TAM 29,9,16,Jameis Winston pass complete short right to Antony Auclair for 4 yards (tackle by Damarious Randall),0.470,0.300
3,5:35,3,4,TAM 33,9,16,Jameis Winston pass complete short right to Mike Evans for 9 yards (tackle by Damarious Randall),0.300,1.730
3,4:58,1,10,TAM 42,9,16,Ronald Jones up the middle for 1 yard (tackle by Jamie Collins),1.730,1.320
3,4:22,2,9,TAM 43,9,16,Jameis Winston pass complete short middle to O.J. Howard for 8 yards (tackle by Jamie Collins and Christian Kirksey),1.320,1.690
3,3:45,3,1,CLE 49,9,16,Jameis Winston pass incomplete short left intended for Alan Cross (defended by Emmanuel Ogbah),1.690,0.000
3,3:40,4,1,CLE 49,9,16,Jameis Winston pass complete short right to Alan Cross for 6 yards (tackle by Damarious Randall),0.000,2.720
3,3:20,1,10,CLE 43,9,16,Jameis Winston pass complete short left to Adam Humphries for 4 yards (tackle by Derrick Kindred),2.720,2.720
3,2:39,2,6,CLE 39,9,16,Ronald Jones left guard for 4 yards (tackle by T.J. Carrie),2.720,2.540
3,1:56,3,2,CLE 35,9,16,Jameis Winston up the middle for 9 yards (tackle by Briean Boddy-Calhoun),2.540,3.840
3,1:21,1,10,CLE 26,9,16,Jameis Winston pass incomplete short left intended for Adam Humphries (defended by Denzel Ward),3.840,3.300
3,1:18,2,10,CLE 26,9,16,Jameis Winston pass complete deep left to O.J. Howard for 24 yards (tackle by Jabrill Peppers),3.300,6.740
3,0:32,1,2,CLE 2,9,22,"Ronald Jones left guard for 2 yards, touchdown",6.740,7.000
3,0:28,,,CLE 15,9,23,Chandler Catanzaro kicks extra point good,0.000,0.000
3,0:28,,,TAM 35,9,23,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
3,0:28,1,10,CLE 25,9,23,Baker Mayfield pass complete short middle to Jarvis Landry for 6 yards (tackle by Jason Pierre-Paul and Lavonte David),0.610,0.870
Quarter,Time,Down,ToGo,Location,CLE,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,CLE 31,9,23,Nick Chubb right tackle for 4 yards (tackle by Adarius Taylor),0.870,1.270
4,14:19,1,10,CLE 35,9,23,Nick Chubb up the middle for 21 yards (tackle by Isaiah Johnson),1.270,2.650
4,13:57,1,10,TAM 44,9,23,Nick Chubb right tackle for 1 yard (tackle by Lavonte David),2.650,2.250
4,13:20,2,9,TAM 43,9,23,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,2.250,1.550
4,13:13,3,9,TAM 43,9,23,Baker Mayfield pass complete deep right to Jarvis Landry for 18 yards (tackle by Justin Evans and Adarius Taylor),1.550,3.910
4,12:30,1,10,TAM 25,9,23,"Baker Mayfield pass incomplete deep middle intended for Antonio Callaway. Penalty on Carlton Davis: Defensive Pass Interference, 24 yards (no play)",3.910,6.970
4,12:25,1,1,TAM 1,15,23,"Nick Chubb up the middle for 1 yard, touchdown",6.970,7.000
4,12:17,,,TAM 15,16,23,Greg Joseph kicks extra point good,0.000,0.000
4,12:17,,,CLE 35,16,23,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,12:17,1,10,TAM 25,16,23,Jameis Winston pass complete short left to Cameron Brate for 2 yards (tackle by Jabrill Peppers),0.610,0.330
4,11:40,2,8,TAM 27,16,23,Jameis Winston pass incomplete short left intended for Mike Evans (defended by Briean Boddy-Calhoun),0.330,-0.360
4,11:34,3,8,TAM 27,16,23,Jameis Winston up the middle for 11 yards (tackle by Briean Boddy-Calhoun),-0.360,1.470
4,10:52,1,10,TAM 38,16,23,Peyton Barber up the middle for 2 yards (tackle by Jabrill Peppers and Christian Kirksey),1.470,1.190
4,10:14,2,8,TAM 40,16,23,Jameis Winston pass incomplete short right intended for O.J. Howard,1.190,0.500
4,10:09,3,8,TAM 40,16,23,"Jameis Winston pass complete short right to DeSean Jackson for no gain (tackle by Denzel Ward). Penalty on Myles Garrett: Defensive Offside, 5 yards (no play)",0.500,1.160
4,9:45,3,3,TAM 45,16,23,Jameis Winston pass incomplete short left intended for O.J. Howard,1.160,-0.390
4,9:41,4,3,TAM 45,16,23,"Bryan Anger punts 55 yards, touchback.",-0.390,-0.280
4,9:32,1,10,CLE 20,16,23,Baker Mayfield pass complete deep middle to Jarvis Landry for 20 yards (tackle by Brent Grimes),0.280,1.600
4,9:00,1,10,CLE 40,16,23,"Nick Chubb right end for no gain (tackle by Vita Vea). Penalty on Darren Fells: Offensive Holding, 10 yards (no play)",1.600,0.940
4,8:42,1,20,CLE 30,16,23,"Baker Mayfield pass complete short left to Duke Johnson for 4 yards (tackle by Justin Evans). Penalty on Breshad Perriman: Illegal Block Above the Waist, 10 yards",0.940,0.540
4,8:19,1,26,CLE 24,16,23,Baker Mayfield pass incomplete deep left intended for Antonio Callaway,0.540,-1.110
4,8:13,2,26,CLE 24,16,23,Baker Mayfield up the middle for 35 yards (tackle by Jordan Whitehead),-1.110,2.850
4,7:47,1,10,TAM 41,16,23,Nick Chubb up the middle for 12 yards (tackle by Carlton Davis),2.850,3.640
4,7:02,1,10,TAM 29,16,23,Baker Mayfield pass complete short middle to David Njoku for 23 yards (tackle by Jordan Whitehead and Justin Evans),3.640,5.830
4,6:31,1,6,TAM 6,16,23,"Penalty on Kevin Zeitler: False Start, 5 yards (no play)",5.830,4.770
4,6:09,1,11,TAM 11,16,23,Baker Mayfield pass complete short middle to Jarvis Landry for 9 yards (tackle by Isaiah Johnson),4.770,5.720
4,5:31,2,2,TAM 2,16,23,Baker Mayfield pass incomplete short left,5.720,4.950
4,5:25,3,2,TAM 2,16,23,Nick Chubb right tackle for 1 yard (tackle by Adarius Taylor and Brent Grimes),4.950,3.550
4,5:02,4,1,TAM 1,16,23,Baker Mayfield up the middle for no gain (tackle by Devante Bond),3.550,0.380
4,4:55,1,10,TAM 1,16,23,Jameis Winston pass complete short left to Antony Auclair for 5 yards (tackle by Jabrill Peppers),-0.380,-0.420
4,4:15,2,5,TAM 6,16,23,Jacquizz Rodgers right guard for 3 yards (tackle by Genard Avery and Jabrill Peppers),-0.420,-0.480
4,3:30,3,2,TAM 9,16,23,Jameis Winston sacked by Emmanuel Ogbah for -4 yards,-0.480,-2.490
4,2:50,4,6,TAM 5,16,23,"Bryan Anger punts 43 yards, returned by Jabrill Peppers for 32 yards (tackle by Devante Bond)",-2.490,-4.510
4,2:36,1,10,TAM 16,22,23,"Baker Mayfield pass complete short middle to Jarvis Landry for 16 yards, touchdown",4.510,7.000
4,2:28,,,TAM 15,23,23,Greg Joseph kicks extra point good,0.000,0.000
4,2:28,,,CLE 35,23,23,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,2:28,1,10,TAM 25,23,23,Jameis Winston pass complete short right to Mike Evans for 10 yards (tackle by Damarious Randall),0.610,1.270
4,2:23,1,10,TAM 35,23,23,Jameis Winston right end for 6 yards (tackle by Emmanuel Ogbah),1.270,1.530
4,2:00,2,4,TAM 41,23,23,"Jameis Winston pass complete short left to Adam Humphries for 7 yards (tackle by Damarious Randall and Briean Boddy-Calhoun). Penalty on Donovan Smith: Offensive Holding, 10 yards (no play)",1.530,0.180
4,1:48,2,14,TAM 31,23,23,Jameis Winston pass complete short left to Mike Evans for 21 yards (tackle by Damarious Randall),0.180,2.390
4,1:19,1,10,CLE 48,23,23,Jameis Winston pass complete short right to O.J. Howard for 7 yards (tackle by Denzel Ward),2.390,2.790
4,0:59,2,3,CLE 41,23,23,"Jameis Winston up the middle for 1 yard (tackle by Emmanuel Ogbah). Penalty on Genard Avery: Defensive Holding, 5 yards",2.790,3.250
4,0:51,1,10,CLE 35,23,23,Jameis Winston pass complete short middle to Cameron Brate for 11 yards (tackle by Jabrill Peppers),3.250,3.970
4,0:45,,,,,,Timeout #2 by Cleveland Browns,,
4,0:45,1,10,CLE 24,23,23,Jacquizz Rodgers up the middle for 3 yards (tackle by Larry Ogunjobi),3.970,3.840
4,0:09,2,7,CLE 21,23,23,Jameis Winston right end for -1 yards,3.840,3.010
4,0:04,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,0:04,,,,,,Timeout #3 by Cleveland Browns,,
4,0:04,3,8,CLE 22,23,23,Chandler Catanzaro 40 yard field goal no good,3.010,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CLE,TAM,Detail,EPB,EPA
,,,,,,,"Browns won the coin toss, Browns to receive the overtime kickoff.",,
OT,10:00,,,TAM 35,23,23,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,CLE 25,23,23,"Baker Mayfield pass incomplete short left. Penalty on Desmond Harrison: Offensive Holding, 10 yards (no play)",0.610,-0.410
OT,9:55,1,20,CLE 15,23,23,Nick Chubb up the middle for 5 yards (tackle by Beau Allen),-0.410,-0.610
OT,9:17,2,15,CLE 20,23,23,Baker Mayfield pass complete short left to Damion Ratley for 9 yards (tackle by M.J. Stewart),-0.610,-0.100
OT,8:55,3,6,CLE 29,23,23,Baker Mayfield pass incomplete short right intended for David Njoku (defended by Carlton Davis),-0.100,-1.440
OT,8:51,4,6,CLE 29,23,23,"Britton Colquitt punts 54 yards, returned by Adam Humphries for -6 yards (tackle by Tanner Vallejo)",-1.440,0.370
OT,8:38,1,10,TAM 11,23,23,"Jameis Winston aborted snap, recovered by Jameis Winston at TB-10 and returned for -1 yards",-0.370,-0.850
OT,8:01,2,11,TAM 10,23,23,Jameis Winston pass complete short left to Chris Godwin for 23 yards (tackle by Jabrill Peppers),-0.850,1.140
OT,7:28,1,10,TAM 33,23,23,Jameis Winston pass complete short right to DeSean Jackson for 11 yards (tackle by Briean Boddy-Calhoun),1.140,1.860
OT,6:45,1,10,TAM 44,23,23,DeSean Jackson left end for -6 yards (tackle by Jamie Collins). Penalty on DeSean Jackson: Illegal Shift (Declined),1.860,0.510
OT,6:22,2,16,TAM 38,23,23,Jameis Winston pass short middle intended for Chris Godwin is intercepted by Jamie Collins at TB-45 and returned for no gain,0.510,-2.590
OT,6:15,1,10,TAM 45,23,23,Nick Chubb right guard for no gain (tackle by Vita Vea and M.J. Stewart),2.590,2.040
OT,5:41,2,10,TAM 45,23,23,Baker Mayfield pass complete short right to David Njoku for 7 yards (tackle by Lavonte David),2.040,2.280
OT,4:58,3,3,TAM 38,23,23,Baker Mayfield sacked by Carl Nassib for -7 yards,2.280,0.270
OT,4:18,4,10,TAM 45,23,23,"Britton Colquitt punts 45 yards, touchback.",0.270,-0.280
OT,4:11,1,10,TAM 20,23,23,Jacquizz Rodgers up the middle for 2 yards (tackle by Genard Avery),0.280,0.000
OT,3:36,2,8,TAM 22,23,23,Jameis Winston pass incomplete short right intended for Adam Humphries,0.000,-0.690
OT,3:32,3,8,TAM 22,23,23,Jameis Winston pass incomplete short right intended for Cameron Brate,-0.690,-1.900
OT,3:27,4,8,TAM 22,23,23,"Bryan Anger punts 54 yards, returned by Jabrill Peppers for 14 yards (tackle by Antony Auclair). Jabrill Peppers fumbles (forced by Antony Auclair), recovered by Isaiah Johnson at CLE-48 (tackle by Orson Charles)",-1.900,2.390
OT,3:12,1,10,CLE 48,23,23,Jameis Winston pass incomplete deep left intended for Mike Evans,2.390,1.850
OT,3:07,2,10,CLE 48,23,23,Jameis Winston pass complete short left to Mike Evans for 7 yards (tackle by Damarious Randall),1.850,2.080
OT,3:02,3,3,CLE 41,23,23,"Penalty on Genard Avery: Neutral Zone Infraction, 5 yards (no play)",2.080,3.180
