Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
T.Y. Hilton,IND,9,8,87,2,3,43,5.4,44,5.5,7.4,0,,0,0.0,0,146.5
Nyheim Hines,IND,4,4,4,0,0,-19,-4.8,23,5.8,-4.8,1,4.0,0,0.0,0,79.2
Devin Funchess,IND,5,3,32,0,2,26,8.7,6,2.0,9.8,0,,1,20.0,0,78.7
Deon Cain,IND,2,2,35,0,2,28,14.0,7,3.5,14.0,0,,0,0.0,0,118.7
Mo Alie-Cox,IND,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Parris Campbell,IND,1,1,1,0,,-4,-4.0,5,5.0,-4.0,0,,0,0.0,0,79.2
Jack Doyle,IND,2,1,20,0,1,7,7.0,13,13.0,5.0,0,,1,50.0,0,85.4
Eric Ebron,IND,3,1,8,0,1,8,8.0,0,0.0,8.0,0,,1,33.3,0,42.4
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keenan Allen,LAC,10,8,123,1,5,97,12.1,26,3.3,10.9,0,,1,10.0,1,111.7
Austin Ekeler,LAC,7,6,96,2,3,-15,-2.5,111,18.5,-1.9,1,6.0,0,0.0,0,158.3
Hunter Henry,LAC,5,4,60,0,3,52,13.0,8,2.0,13.4,0,,0,0.0,0,116.7
Travis Benjamin,LAC,3,2,12,0,1,-3,-1.5,15,7.5,11.3,0,,0,0.0,0,74.3
Mike Williams,LAC,3,2,29,0,1,25,12.5,4,2.0,12.3,0,,0,0.0,0,97.9
Virgil Green,LAC,1,1,4,0,1,1,1.0,3,3.0,1.0,0,,0,0.0,0,83.3
Dontrelle Inman,LAC,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
Justin Jackson,LAC,3,1,4,0,0,-5,-5.0,9,9.0,-0.3,0,,0,0.0,0,42.4
Tyrod Taylor,LAC,1,0,0,0,,0,,0,,-4.0,0,,0,0.0,0,39.6
