Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
3,12:14,1,10,LAR 38,3,3,DeeJay Dallas up the middle for 7 yards (tackle by Ernest Jones and Taylor Rapp),,
3,11:45,2,3,LAR 31,3,3,DeeJay Dallas right tackle for 6 yards (tackle by Justin Hollins),,
3,11:15,1,10,LAR 25,3,3,Russell Wilson pass incomplete short right intended for D.K. Metcalf,,
3,11:10,2,10,LAR 25,3,3,Rashaad Penny up the middle for 1 yard (tackle by Greg Gaines and Troy Reeder),,
3,10:27,3,9,LAR 24,3,3,Russell Wilson pass complete short right to D.K. Metcalf for 12 yards (tackle by Jalen Ramsey),,
3,10:00,1,10,LAR 12,3,3,DeeJay Dallas up the middle for 8 yards (tackle by Leonard Floyd and Taylor Rapp),,
3,9:27,2,2,LAR 4,9,3,"DeeJay Dallas up the middle for 4 yards, touchdown",,
3,9:23,,,LAR 15,10,3,Jason Myers kicks extra point good,,
3,9:23,,,SEA 35,10,3,"Jason Myers kicks off 65 yards, returned by Brandon Powell for 14 yards (tackle by Darrell Taylor and Cody Thompson)",,
3,9:19,1,10,LAR 14,10,3,Sony Michel up the middle for 9 yards (tackle by Ryan Neal),,
3,8:42,2,1,LAR 23,10,3,Matthew Stafford pass incomplete short right intended for Cooper Kupp,,
3,8:36,3,1,LAR 23,10,3,"Matthew Stafford pass complete deep right to Cooper Kupp for 32 yards (tackle by Sidney Jones). Penalty on Blessuan Austin: Defensive Holding, 5 yards (declined)",,
3,8:06,1,10,SEA 45,10,3,Sony Michel left tackle for 39 yards (tackle by Ryan Neal and Quandre Diggs),,
3,7:23,1,6,SEA 6,10,3,Sony Michel up the middle for no gain (tackle by Jordyn Brooks and Quandre Diggs),,
3,6:35,2,6,SEA 6,10,9,"Matthew Stafford pass complete short right to Cooper Kupp for 6 yards, touchdown",,
3,6:31,,,SEA 15,10,10,Matt Gay kicks extra point good,,
3,6:31,,,LAR 35,10,10,"Matt Gay kicks off 65 yards, touchback.",,
3,6:31,1,10,SEA 25,10,10,DeeJay Dallas up the middle for 2 yards (tackle by Von Miller),,
3,5:57,2,8,SEA 27,10,10,DeeJay Dallas right tackle for 8 yards (tackle by Nick Scott),,
3,5:23,1,10,SEA 35,10,10,DeeJay Dallas up the middle for 4 yards (tackle by David Long and Aaron Donald),,
3,4:43,2,6,SEA 39,10,10,DeeJay Dallas up the middle for 2 yards (tackle by Justin Hollins and Ernest Jones),,
3,3:59,3,4,SEA 41,10,10,Russell Wilson pass incomplete deep left intended for D'Wayne Eskridge (defended by Donte Deayon),,
3,3:48,4,4,SEA 41,10,10,"Michael Dickson punts 59 yards, touchback.",,
3,3:40,1,10,LAR 20,10,10,Sony Michel left tackle for no gain (tackle by Jordyn Brooks),,
3,2:57,2,10,LAR 20,10,10,Matthew Stafford pass complete short left to Sony Michel for -1 yards (tackle by Jordyn Brooks),,
3,2:33,3,11,LAR 19,10,10,Matthew Stafford pass incomplete deep left intended for Odell Beckham,,
3,2:26,4,11,LAR 19,10,10,"Johnny Hekker punts 51 yards, returned by Freddie Swain for 5 yards (tackle by Michael Hoecht and Landen Akers)",,
3,2:11,1,10,SEA 35,10,10,Rashaad Penny up the middle for 2 yards (tackle by Ernest Jones),,
3,1:36,2,8,SEA 37,10,10,Russell Wilson pass complete short right to Will Dissly for 3 yards (tackle by Nick Scott),,
3,1:12,3,5,SEA 40,10,10,Russell Wilson pass incomplete deep right intended for D.K. Metcalf,,
3,1:08,4,5,SEA 40,10,10,"Michael Dickson punts 48 yards, fair catch by Cooper Kupp at LA-12",,
3,1:01,1,10,LAR 12,10,10,Matthew Stafford sacked by Carlos Dunlap for -8 yards,,
3,0:19,2,18,LAR 4,10,10,Sony Michel right end for 6 yards (tackle by Jordyn Brooks and Quandre Diggs),,
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,14:50,3,12,LAR 10,10,10,"Matthew Stafford pass complete to Ben Skowronek for 8 yards. Penalty on Blessuan Austin: Defensive Holding, 5 yards (accepted) (no play)",,
4,14:27,1,10,LAR 15,10,10,Matthew Stafford pass complete short left to Sony Michel for 24 yards (tackle by Quandre Diggs),,
4,13:41,1,10,LAR 39,10,10,Matthew Stafford pass complete short left to Van Jefferson for 5 yards (tackle by John Reid),,
4,13:08,2,5,LAR 44,10,10,Darrell Henderson right tackle for 6 yards (tackle by Bobby Wagner and Ryan Neal),,
4,12:20,1,10,LAR 50,10,10,Van Jefferson right end for 10 yards (tackle by Quandre Diggs),,
4,11:36,1,10,SEA 40,10,10,Matthew Stafford pass complete short middle to Cooper Kupp for 11 yards (tackle by Rasheem Green),,
4,10:55,1,10,SEA 29,10,16,"Matthew Stafford pass complete deep middle to Cooper Kupp for 29 yards, touchdown",,
4,10:48,,,SEA 15,10,17,Matt Gay kicks extra point good,,
4,10:48,,,LAR 35,10,17,"Matt Gay kicks off 65 yards, touchback.",,
4,10:48,1,10,SEA 25,10,17,Russell Wilson pass incomplete short left,,
4,10:39,2,10,SEA 25,10,17,Russell Wilson pass complete short right to Rashaad Penny for 3 yards (tackle by Darious Williams),,
4,9:56,3,7,SEA 28,10,17,"Russell Wilson pass incomplete intended for D.K. Metcalf. Penalty on Jalen Ramsey: Defensive Pass Interference, 14 yards (accepted) (no play)",,
4,9:48,1,10,SEA 42,10,17,Russell Wilson sacked by Aaron Donald for -11 yards,,
4,9:07,2,21,SEA 31,10,17,Russell Wilson pass complete short left to Rashaad Penny for 2 yards (tackle by Ernest Jones and Von Miller),,
4,8:23,3,19,SEA 33,10,17,"Russell Wilson pass complete to D'Wayne Eskridge for no gain. Penalty on Leonard Floyd: Defensive Offside, 5 yards (accepted) (no play)",,
4,7:57,3,14,SEA 38,10,17,Russell Wilson pass incomplete deep left intended for D.K. Metcalf (defended by Jalen Ramsey),,
4,7:49,4,14,SEA 38,10,17,"Michael Dickson punts 49 yards, fair catch by Cooper Kupp at LA-13",,
4,7:42,1,10,LAR 13,10,17,Sony Michel right guard for 3 yards (tackle by Ryan Neal and Jordyn Brooks),,
4,7:03,2,7,LAR 16,10,17,Sony Michel left tackle for no gain (tackle by Al Woods),,
4,6:19,3,7,LAR 16,10,17,Matthew Stafford sacked by Carlos Dunlap for -8 yards,,
4,5:32,4,15,LAR 8,10,17,"Johnny Hekker punts 46 yards, fair catch by Freddie Swain at SEA-46",,
4,5:25,1,10,SEA 46,10,17,Rashaad Penny up the middle for 4 yards (tackle by Ernest Jones and Aaron Donald),,
4,4:50,2,6,LAR 50,10,17,Rashaad Penny up the middle for 5 yards (tackle by Von Miller and Ernest Jones),,
4,4:12,3,1,LAR 45,10,17,"Penalty on Rashaad Penny: False Start, 4 yards (accepted) (no play)",,
4,4:12,3,6,LAR 49,10,17,Rashaad Penny left end for -1 yards (tackle by Von Miller),,
4,3:27,,,,,,Timeout #1 by Seattle Seahawks,,
4,3:27,4,6,LAR 50,10,17,Russell Wilson pass incomplete deep left intended for DeeJay Dallas (defended by Ernest Jones),,
4,3:21,1,10,LAR 50,10,17,"Penalty on DeeJay Dallas: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",,
4,3:21,1,10,SEA 35,10,17,Sony Michel left end for 17 yards (tackle by Ryan Neal),,
4,2:33,1,10,SEA 18,10,17,Sony Michel up the middle for 1 yard (tackle by Darrell Taylor and Jordyn Brooks),,
4,2:27,,,,,,Timeout #2 by Seattle Seahawks,,
4,2:27,2,9,SEA 17,10,17,Sony Michel right tackle for -4 yards (tackle by Jordyn Brooks),,
4,2:00,3,13,SEA 21,10,17,Sony Michel right tackle for 4 yards (tackle by Carlos Dunlap and Rasheem Green),,
4,1:56,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:56,4,9,SEA 17,10,20,Matt Gay 35 yard field goal good,,
4,1:51,,,LAR 35,10,20,"Matt Gay kicks off 65 yards, touchback.",,
4,1:51,1,10,SEA 25,10,20,Russell Wilson pass complete short left to D.K. Metcalf for 9 yards (tackle by Jalen Ramsey),,
4,1:30,2,1,SEA 34,10,20,Russell Wilson pass complete short middle to DeeJay Dallas for 7 yards (tackle by Ernest Jones),,
4,1:13,1,10,SEA 41,10,20,Russell Wilson pass incomplete deep right intended for D'Wayne Eskridge,,
4,1:03,,,,,,Timeout #1 by Los Angeles Rams,,
4,1:03,2,10,SEA 41,10,20,Russell Wilson pass incomplete deep right intended for D.K. Metcalf,,
4,0:58,3,10,SEA 41,10,20,Russell Wilson pass complete short right to D.K. Metcalf for 11 yards (tackle by Jalen Ramsey),,
4,0:54,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:54,1,10,LAR 48,10,20,Russell Wilson pass deep left intended for D.K. Metcalf is intercepted by Taylor Rapp in end zone and returned for no gain,,
4,0:45,1,10,LAR 20,10,20,Matthew Stafford kneels for -1 yards,,
4,0:29,2,11,LAR 19,10,20,Matthew Stafford kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
